,danaher_male,danaher_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.6729145,0.57599074,"('unsociable', 'sociable')",-0.11161384,-0.2895037,0.2806503,0.1432435,-0.1374068
1,-1.5321804,-1.7878087,"('unfriendly', 'friendly')",1.4126605,1.2574989,-0.05976,-0.2651549,-0.2053949
2,0.6438274,0.35731068,"('unlikable', 'likable')",0.6507642,0.54115784,0.6472958,0.4492342,-0.1980616
3,0.2591954,0.552039,"('repellent', 'pleasant')",0.81666213,0.8407135,0.5379288,0.6963763,0.1584475
4,-1.0105175,-1.292293,"('disliked', 'liked')",-6.4504185,-6.5900145,-3.730468,-3.9411538,-0.2106858
5,-2.0475957,-2.1586971,"('distant', 'outgoing')",-0.43699804,-0.3324368,-1.2422969,-1.245567,-0.0032701
6,-2.52914,-2.5500462,"('distant', 'open')",-0.6565048,-0.58312994,-1.5928224,-1.566588,0.0262344
7,0.65265584,0.89310664,"('insensitive', 'sensitive')",0.2927188,0.32307202,0.4726873,0.6080893,0.135402
8,-2.0046785,-2.3218112,"('unaffectionate', 'affectionate')",0.78607285,0.6819373,-0.6093028,-0.819937,-0.2106342
9,-1.4916506,-1.539633,"('unaffectionate', 'caring')",1.0991163,1.0902822,-0.1962671,-0.2246754,-0.0284083
10,0.8552553,1.0695084,"('unsympathetic', 'sympathetic')",-0.4529509,-0.55109316,0.2011522,0.2592076,0.0580554
11,1.2868602,1.3461342,"('unhelpful', 'helpful')",1.8604221,2.0181274,1.5736412,1.6821308,0.1084896
12,0.24186438,0.47515365,"('unsupportive', 'supportive')",-1.934268,-1.8969833,-0.8462018,-0.7109148,0.135287
13,1.0457033,0.9776308,"('impolite', 'polite')",-0.7369849,-0.740063,0.1543592,0.1187839,-0.0355753
14,1.705794,1.7513206,"('antisocial', 'social')",0.13116382,0.010083269,0.9184789,0.880702,-0.0377769
15,0.09573297,-0.070391454,"('boring', 'funny')",-0.014567604,-0.017360896,0.0405827,-0.0438762,-0.0844589
16,-1.5070897,-1.6617371,"('unpopular', 'popular')",0.16125824,0.11324021,-0.6729158,-0.7742484,-0.1013326
17,-0.4871073,-0.44477302,"('nasty', 'nice')",-0.45354894,-0.42372468,-0.4703281,-0.4342489,0.0360792
18,-0.60199434,-0.6294645,"('disagreeable', 'welcoming')",-0.38132107,-0.4040866,-0.4916577,-0.5167755,-0.0251178
19,-1.5266547,-1.7038138,"('inhospitable', 'hospitable')",-0.4996427,-0.4517828,-1.0131487,-1.0777982,-0.0646495
20,0.22432497,0.22382887,"('rough', 'thoughtful')",0.80011106,0.77854943,0.512218,0.5011892,-0.0110288
21,2.0425813,2.0441346,"('immoral', 'moral')",-0.19535302,-0.30331954,0.9236141,0.8704075,-0.0532066
22,1.2836092,1.274096,"('untrustworthy', 'trustworthy')",-0.7478865,-0.8155286,0.2678613,0.2292837,-0.0385776
23,0.82030284,0.9053736,"('insincere', 'sincere')",5.6907554,5.788275,3.2555292,3.3468242,0.091295
24,0.7712437,0.8204965,"('dishonest', 'honest')",0.47685415,0.5402711,0.6240489,0.6803838,0.0563349
25,-0.5186689,-0.63440216,"('egoistic', 'altruistic')",1.3536799,1.3417319,0.4175055,0.3536649,-0.0638406
26,-0.4069542,-0.70060354,"('hardhearted', 'benevolent')",1.6826261,1.4019052,0.637836,0.3506508,-0.2871852
27,-0.2500116,-0.053966038,"('hardhearted', 'softhearted')",0.9528081,0.91000146,0.3513982,0.4280177,0.0766195
28,-0.22794199,-0.31020242,"('disloyal', 'loyal')",1.1083627,1.0164895,0.4402103,0.3531435,-0.0870668
