,varex_male,varex_female,tuple,imaging_male,imaging_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.910112,-1.05275,"('unsociable', 'sociable')",0.26552355,0.19523096,-0.40237248,-0.5070767,-0.348987,-0.4548652,-0.1058782
1,-1.528874,-1.7460046,"('unfriendly', 'friendly')",0.28513604,0.16616239,1.5038615,1.4718727,0.0867079,-0.0359898,-0.1226977
2,0.17240518,0.19884613,"('unlikable', 'likable')",1.1531734,1.238437,0.92503977,0.8787935,0.7502062,0.7720256,0.0218194
3,-0.6365417,-0.49103832,"('repellent', 'pleasant')",-0.5395108,-0.3706611,0.7468884,0.7943298,-0.1430547,-0.0224565,0.1205982
4,-0.47688717,-0.52310544,"('disliked', 'liked')",-0.8042726,-0.77624947,-6.66531,-6.960116,-2.6488233,-2.753157,-0.1043337
5,-1.1026835,-1.0991259,"('distant', 'outgoing')",-0.9848651,-0.87117684,-0.52039254,-0.267532,-0.8693137,-0.7459449,0.1233688
6,-1.1007353,-1.1149302,"('distant', 'open')",-1.0891626,-1.0679845,-0.63740075,-0.32895538,-0.9424329,-0.83729,0.1051429
7,-0.53694314,-0.51661664,"('insensitive', 'sensitive')",0.61684847,0.6324377,0.15035821,0.23725967,0.0767545,0.1176936,0.0409391
8,-0.8724234,-1.0458004,"('unaffectionate', 'affectionate')",-0.11638197,-0.21952455,0.91030025,1.0049099,-0.0261684,-0.086805,-0.0606366
9,-1.2281386,-1.3869054,"('unaffectionate', 'caring')",0.36143583,0.36679578,1.2959117,1.4635458,0.1430696,0.147812,0.0047424
10,-1.4726701,-1.5000925,"('unsympathetic', 'sympathetic')",-0.2978306,-0.2721521,-0.8134241,-0.7860541,-0.8613083,-0.8527662,0.0085421
11,-0.7610246,-0.79685843,"('unhelpful', 'helpful')",-0.062779956,-0.043510016,1.8009906,1.9013014,0.3257287,0.3536443,0.0279156
12,-0.85830057,-0.8776163,"('unsupportive', 'supportive')",0.5955412,0.79247534,-2.162108,-2.0928645,-0.8082891,-0.7260018,0.0822873
13,-0.44892177,-0.5445616,"('impolite', 'polite')",0.42519677,0.30135712,-0.7581712,-0.7904647,-0.2606321,-0.3445564,-0.0839243
14,-0.088403575,0.036286242,"('antisocial', 'social')",0.9327996,1.0230298,0.030195598,-0.08781595,0.2915305,0.3238334,0.0323029
15,0.083803244,-0.06864934,"('boring', 'funny')",0.8567676,0.65669197,0.096765265,0.09052677,0.3457787,0.2261898,-0.1195889
16,-0.15691522,-0.20768675,"('unpopular', 'popular')",-0.36080414,-0.3159908,0.552262,0.57767284,0.0115142,0.0179984,0.0064842
17,-0.044552695,-0.08861488,"('nasty', 'nice')",-0.6954062,-0.63454956,-0.3168938,-0.3033458,-0.3522842,-0.3421701,0.0101141
18,0.14424574,0.046918698,"('disagreeable', 'welcoming')",0.90216994,0.8858933,-0.09659119,-0.087076165,0.3166082,0.2819119,-0.0346963
19,-1.2123722,-1.3141773,"('inhospitable', 'hospitable')",-1.0785996,-1.1030124,-0.3080599,-0.20814198,-0.8663439,-0.8751105,-0.0087666
20,0.133764,0.13765149,"('rough', 'thoughtful')",0.7640711,0.84018576,0.736515,0.72718334,0.5447834,0.5683402,0.0235568
21,6.4315274e-05,-0.01321009,"('immoral', 'moral')",0.789474,0.7566966,-0.664432,-0.7252048,0.0417021,0.0060939,-0.0356082
22,-0.034467243,-0.07641176,"('untrustworthy', 'trustworthy')",0.9011752,0.8039506,-0.7332911,-0.86241627,0.0444723,-0.0449591,-0.0894314
23,-0.7466922,-0.8682065,"('insincere', 'sincere')",0.8448252,0.82823205,5.790223,6.058728,1.9627854,2.0062513,0.0434659
24,-0.61326814,-0.5629511,"('dishonest', 'honest')",0.81415427,0.8640567,0.5177283,0.56726694,0.2395382,0.2894575,0.0499193
