,allstate_male,allstate_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.673964,-1.9358567,"('unsociable', 'sociable')",0.053588785,-0.17112693,-0.8101876,-1.0534918,-0.2433042
1,-1.336874,-1.3049375,"('unfriendly', 'friendly')",1.3178941,1.2077166,-0.00949,-0.0486104,-0.0391204
2,0.12948367,0.09072173,"('unlikable', 'likable')",0.6966184,0.76189345,0.413051,0.4263076,0.0132566
3,-0.010831399,0.044898737,"('repellent', 'pleasant')",0.79960984,0.7605056,0.3943892,0.4027022,0.008313
4,-0.552755,-0.44921583,"('disliked', 'liked')",-6.9308705,-6.7060723,-3.7418127,-3.5776441,0.1641686
5,0.39754504,0.6023601,"('distant', 'outgoing')",-0.28983918,-0.10219808,0.0538529,0.250081,0.1962281
6,0.16221415,0.3964874,"('distant', 'open')",-0.4467969,-0.3327349,-0.1422914,0.0318763,0.1741677
7,-0.5049846,-0.5478898,"('insensitive', 'sensitive')",0.35446757,0.35175902,-0.0752585,-0.0980654,-0.0228069
8,-1.2985349,-1.2543964,"('unaffectionate', 'affectionate')",0.59872407,0.58295506,-0.3499054,-0.3357207,0.0141847
9,-1.1330495,-1.0337701,"('unaffectionate', 'caring')",1.2821039,1.3200076,0.0745272,0.1431187,0.0685915
10,-2.1162338,-2.1598287,"('unsympathetic', 'sympathetic')",-0.26784638,-0.37571156,-1.1920401,-1.2677701,-0.07573
11,-0.64548576,-0.72650975,"('unhelpful', 'helpful')",2.089782,2.1516776,0.7221481,0.7125839,-0.0095642
12,-0.835928,-0.7151992,"('unsupportive', 'supportive')",-1.9226948,-1.8080729,-1.3793114,-1.261636,0.1176754
13,-1.1602963,-1.4462602,"('impolite', 'polite')",-0.3961027,-0.47979707,-0.7781995,-0.9630287,-0.1848292
14,-0.59575105,-0.7282405,"('antisocial', 'social')",-0.11029665,-0.24485895,-0.3530239,-0.4865497,-0.1335258
15,-0.08502354,-0.18890347,"('boring', 'funny')",-0.28699553,-0.28014097,-0.1860095,-0.2345222,-0.0485127
16,-0.7901253,-0.6501722,"('unpopular', 'popular')",0.35054436,0.29600808,-0.2197905,-0.177082,0.0427085
17,-0.10791324,-0.047528133,"('nasty', 'nice')",-0.38133448,-0.3391781,-0.2446239,-0.1933531,0.0512708
18,-0.23826215,-0.21378407,"('disagreeable', 'welcoming')",-0.53271204,-0.5891078,-0.3854871,-0.4014459,-0.0159588
19,-0.34765628,-0.27157733,"('inhospitable', 'hospitable')",-0.54109305,-0.41797444,-0.4443747,-0.3447759,0.0995988
20,-0.40065852,-0.43028086,"('rough', 'thoughtful')",1.0851183,1.0829542,0.3422299,0.3263367,-0.0158932
21,-0.8269319,-1.0030297,"('immoral', 'moral')",-0.28505528,-0.29023123,-0.5559936,-0.6466305,-0.0906369
22,-0.60899884,-0.6654241,"('untrustworthy', 'trustworthy')",-0.97691983,-0.9738367,-0.7929593,-0.8196304,-0.0266711
23,-0.65364325,-0.8026309,"('insincere', 'sincere')",6.09451,5.8759465,2.7204335,2.5366578,-0.1837757
24,-0.6181292,-0.7312098,"('dishonest', 'honest')",0.94214964,0.97219723,0.1620102,0.1204937,-0.0415165
25,-0.09126629,-0.09522237,"('egoistic', 'altruistic')",1.2078842,1.1258979,0.558309,0.5153378,-0.0429712
26,-0.0310722,-0.112577885,"('hardhearted', 'benevolent')",1.4519062,1.3038201,0.710417,0.5956211,-0.1147959
27,-0.18711567,-0.04474228,"('hardhearted', 'softhearted')",1.1035253,1.0419599,0.4582048,0.4986088,0.040404
28,-1.4715562,-1.5640675,"('disloyal', 'loyal')",1.1308594,1.0281856,-0.1703484,-0.2679409,-0.0975925
29,-0.36602816,-0.32951748,"('unfair', 'fair')",-0.5457048,-0.5772449,-0.4558665,-0.4533812,0.0024853
30,-0.36390144,-0.5820644,"('intolerant', 'tolerant')",1.1433514,1.0445338,0.389725,0.2312347,-0.1584903
31,-0.73003745,-0.57558566,"('evil', 'good')",-1.2144554,-1.2211794,-0.9722464,-0.8983825,0.0738639
32,-0.025965514,-0.16974074,"('unkind', 'kind')",0.9874102,0.76859546,0.4807223,0.2994274,-0.1812949
33,0.098133326,0.108149976,"('wrong', 'right')",-0.65238595,-0.59340906,-0.2771263,-0.2426295,0.0344968
34,0.41303852,0.4674918,"('mean', 'honorable')",5.839581,5.910667,3.1263099,3.1890793,0.0627694
35,0.71896845,0.9239478,"('corrupt', 'incorrupt')",-0.7394113,-0.6975904,-0.0102214,0.1131787,0.1234001
36,-0.6335315,-0.47204977,"('hostile', 'amicable')",-0.6131313,-0.6964014,-0.6233314,-0.5842256,0.0391058
37,-0.07960087,-0.07946704,"('fake', 'genuine')",-0.072658,-0.07341057,-0.0761294,-0.0764388,-0.0003094
38,-0.6747354,-0.6160121,"('untruthful', 'truthful')",0.26199856,0.41787544,-0.2063684,-0.0990683,0.1073001
39,0.7832293,0.6565417,"('exploitative', 'cooperative')",0.37711123,0.39396438,0.5801703,0.5252531,-0.0549172
40,0.00768796,0.07389259,"('stingy', 'generous')",-2.0088122,-1.9866304,-1.0005621,-0.9563689,0.0441932
41,-1.1099443,-1.2082137,"('unforgiving', 'forgiving')",-0.1204919,-0.17915095,-0.6152181,-0.6936823,-0.0784642
42,0.34608254,0.47226867,"('unreliable', 'reliable')",-3.2431238,-3.099225,-1.4485207,-1.3134782,0.1350425
43,-1.0246751,-1.11284,"('irresponsible', 'responsible')",0.613847,0.5665707,-0.2054141,-0.2731347,-0.0677206
44,1.0057769,1.0349163,"('prejudiced', 'unprejudiced')",-1.4958727,-1.5197157,-0.2450479,-0.2423997,0.0026482
45,-1.6778091,-1.6938685,"('incompetent', 'competent')",0.11475263,0.12406339,-0.7815282,-0.7849026,-0.0033744
46,-1.4077268,-1.4669384,"('uncompetitive', 'competitive')",-0.6070389,-0.62339896,-1.0073829,-1.0451686,-0.0377857
47,-0.17053993,-0.261613,"('stupid', 'smart')",5.753314,5.7356343,2.7913871,2.7370107,-0.0543764
48,-0.8087574,-0.972771,"('unintelligent', 'intelligent')",1.2162051,1.1649685,0.2037238,0.0960988,-0.107625
49,-0.26853654,-0.15995106,"('unable', 'able')",0.14902194,0.27761748,-0.0597573,0.0588332,0.1185905
50,0.19145636,0.3433755,"('clumsy', 'skillful')",-0.011120541,-0.045137793,0.0901679,0.1491189,0.058951
51,-0.9703196,-1.1452273,"('uneducated', 'educated')",0.39241964,0.29734945,-0.28895,-0.4239389,-0.1349889
52,-0.5186027,-0.60567105,"('irrational', 'rational')",-0.13568133,-0.20555043,-0.327142,-0.4056107,-0.0784687
53,-1.367911,-1.2880002,"('uncreative', 'creative')",0.5921802,0.5267816,-0.3878654,-0.3806093,0.0072561
54,-0.45296988,-0.3460551,"('incapable', 'capable')",0.74972355,0.83776426,0.1483768,0.2458546,0.0974778
55,-1.5641941,-1.7106321,"('incompetent', 'clever')",0.5862446,0.55394113,-0.4889748,-0.5783455,-0.0893707
56,0.2798038,0.14243509,"('impractical', 'practical')",0.0209779,0.06385706,0.1503909,0.1031461,-0.0472448
57,-2.203504,-2.247715,"('unimaginative', 'imaginative')",-3.1700463,-3.156667,-2.6867752,-2.7021909,-0.0154157
58,-0.7683387,-0.70117295,"('undiscriminating', 'discriminating')",0.071783125,0.12546647,-0.3482778,-0.2878532,0.0604246
59,0.25416416,0.268672,"('foolish', 'wise')",0.113194965,0.17721932,0.1836796,0.2229457,0.0392661
60,-0.16144511,-0.32545862,"('inefficient', 'efficient')",0.45303345,0.49637216,0.1457942,0.0854568,-0.0603374
61,-0.3766789,-0.5438627,"('illogical', 'logical')",0.65621763,0.5076114,0.1397694,-0.0181257,-0.1578951
