,suicide_male,suicide_female,tuple,average_male,average_female,female-male
0,0.23196849,0.12106316,"('unsociable', 'sociable')",0.2319685,0.1210632,-0.1109053
1,1.480615,1.5533103,"('unfriendly', 'friendly')",1.480615,1.5533103,0.0726953
2,0.6387053,0.7434664,"('unlikable', 'likable')",0.6387053,0.7434664,0.1047611
3,0.87701315,0.8339031,"('repellent', 'pleasant')",0.8770131,0.8339031,-0.04311
4,-6.922314,-6.9543653,"('disliked', 'liked')",-6.9223142,-6.9543653,-0.0320511
5,-0.07650538,0.025830038,"('distant', 'outgoing')",-0.0765054,0.02583,0.1023354
6,0.19655076,0.22809297,"('distant', 'open')",0.1965508,0.228093,0.0315422
7,1.4769965,1.3794645,"('insensitive', 'sensitive')",1.4769965,1.3794645,-0.097532
8,1.2887329,1.2930251,"('unaffectionate', 'affectionate')",1.2887329,1.2930251,0.0042922
9,1.3471711,1.4845448,"('unaffectionate', 'caring')",1.3471711,1.4845448,0.1373737
10,1.5184875,1.2407227,"('unsympathetic', 'sympathetic')",1.5184875,1.2407227,-0.2777648
11,1.7417337,1.6864263,"('unhelpful', 'helpful')",1.7417337,1.6864263,-0.0553074
12,-1.1310158,-1.158471,"('unsupportive', 'supportive')",-1.1310158,-1.158471,-0.0274552
13,0.10873896,-0.03132813,"('impolite', 'polite')",0.108739,-0.0313281,-0.1400671
14,0.15983717,0.008883124,"('antisocial', 'social')",0.1598372,0.0088831,-0.1509541
15,0.19185773,0.17933826,"('boring', 'funny')",0.1918577,0.1793383,-0.0125194
16,-0.64497805,-0.4982465,"('unpopular', 'popular')",-0.644978,-0.4982465,0.1467315
17,0.18417294,0.08349779,"('nasty', 'nice')",0.1841729,0.0834978,-0.1006751
18,-0.19375126,-0.25409347,"('disagreeable', 'welcoming')",-0.1937513,-0.2540935,-0.0603422
19,-0.15540192,-0.06531597,"('inhospitable', 'hospitable')",-0.1554019,-0.065316,0.0900859
20,0.8971634,0.65414274,"('rough', 'thoughtful')",0.8971634,0.6541427,-0.2430207
21,0.080269516,0.014954653,"('immoral', 'moral')",0.0802695,0.0149547,-0.0653148
22,0.09791045,-0.070329726,"('untrustworthy', 'trustworthy')",0.0979104,-0.0703297,-0.1682401
23,6.280979,6.340306,"('insincere', 'sincere')",6.2809792,6.3403058,0.0593266
24,1.8373246,1.7349656,"('dishonest', 'honest')",1.8373246,1.7349656,-0.102359
25,0.40622634,0.3107689,"('egoistic', 'altruistic')",0.4062263,0.3107689,-0.0954574
26,0.3573864,0.34729594,"('hardhearted', 'benevolent')",0.3573864,0.3472959,-0.0100905
27,1.8967965,1.6484479,"('hardhearted', 'softhearted')",1.8967965,1.6484479,-0.2483486
28,1.254564,1.1926088,"('disloyal', 'loyal')",1.254564,1.1926088,-0.0619552
29,-0.14949311,-0.2869244,"('unfair', 'fair')",-0.1494931,-0.2869244,-0.1374313
30,1.1948179,1.143508,"('intolerant', 'tolerant')",1.1948179,1.143508,-0.0513099
31,-1.0422976,-1.011461,"('evil', 'good')",-1.0422976,-1.011461,0.0308366
32,1.234487,1.1134633,"('unkind', 'kind')",1.2344871,1.1134633,-0.1210238
33,-1.0605407,-0.8864357,"('wrong', 'right')",-1.0605407,-0.8864357,0.174105
34,4.2974486,4.47998,"('mean', 'honorable')",4.2974486,4.47998,0.1825314
35,-0.87020034,-0.9279462,"('corrupt', 'incorrupt')",-0.8702003,-0.9279462,-0.0577459
36,-0.6470492,-0.6120386,"('hostile', 'amicable')",-0.6470492,-0.6120386,0.0350106
37,0.89699805,0.7758633,"('fake', 'genuine')",0.896998,0.7758633,-0.1211347
38,-0.2994945,-0.2430749,"('untruthful', 'truthful')",-0.2994945,-0.2430749,0.0564196
39,-0.017307192,-0.13716045,"('exploitative', 'cooperative')",-0.0173072,-0.1371605,-0.1198533
40,-0.60868067,-0.83142287,"('stingy', 'generous')",-0.6086807,-0.8314229,-0.2227422
41,0.06693113,-0.07071857,"('unforgiving', 'forgiving')",0.0669311,-0.0707186,-0.1376497
42,-1.6530323,-1.8922335,"('unreliable', 'reliable')",-1.6530323,-1.8922335,-0.2392012
