,essex_male,essex_female,tuple,property_male,property_female,trust_male,trust_female,inc_male,inc_female,average_male,average_female,female-male
0,0.4927238,0.41748053,"('unsociable', 'sociable')",-0.77693164,-0.81483,0.77902216,0.7483612,-0.42719138,-0.47914982,0.0169057,-0.0320345,-0.0489402
1,-0.43554795,-0.4926154,"('unfriendly', 'friendly')",0.086613774,0.07530056,0.52913487,0.44569167,2.2728806,2.1858716,0.6132703,0.5535621,-0.0597082
2,0.24814881,0.29651245,"('unlikable', 'likable')",0.8453397,0.9636755,1.6581357,1.7640332,0.41499943,0.52271426,0.7916559,0.8867339,0.095078
3,-0.018110732,0.08977927,"('repellent', 'pleasant')",-0.83491707,-0.710935,0.6143215,0.83608156,0.39792296,0.43964574,0.0398042,0.1636429,0.1238387
4,-0.29719934,-0.43550986,"('disliked', 'liked')",0.720524,0.63889843,-0.44568658,-0.50409645,-6.894593,-6.9305024,-1.7292386,-1.8078026,-0.078564
5,-0.6912423,-0.6516033,"('distant', 'outgoing')",0.29542053,0.3269664,-0.5817143,-0.66144335,-0.046111804,-0.03549592,-0.2559119,-0.255394,0.0005179
6,-0.75735366,-0.6375923,"('distant', 'open')",0.2756957,0.31811565,-0.6601404,-0.7556961,0.55889606,0.5785799,-0.1457256,-0.1241482,0.0215774
7,1.031218,1.020961,"('insensitive', 'sensitive')",0.7697657,0.83578366,1.7715297,1.9426031,1.4895638,1.4604028,1.2655193,1.3149377,0.0494184
8,-0.10104737,-0.051555887,"('unaffectionate', 'affectionate')",0.7211128,0.75784975,0.041636676,0.006423615,1.0487959,0.97338665,0.4276245,0.421526,-0.0060985
9,0.13023783,0.15106139,"('unaffectionate', 'caring')",0.87548625,0.87699,0.89813834,0.88982636,1.5843109,1.6027803,0.8720434,0.8801645,0.0081211
10,1.2317294,1.2611529,"('unsympathetic', 'sympathetic')",-0.8187159,-0.7024085,0.63730085,0.8254652,0.035979964,0.09552233,0.2715736,0.369933,0.0983594
11,0.9297427,0.9451797,"('unhelpful', 'helpful')",-0.31748396,-0.2134477,0.89809304,1.0293366,2.2048688,2.36799,0.9288051,1.0322647,0.1034596
12,1.5236545,1.62266,"('unsupportive', 'supportive')",1.1914572,1.3835427,1.0886867,1.3388175,-1.6042084,-1.5165195,0.5498976,0.7071252,0.1572276
13,1.2835454,1.2949196,"('impolite', 'polite')",-0.293889,-0.233691,1.1002713,1.0867627,-0.28960863,-0.26549107,0.4500798,0.470625,0.0205452
14,0.78190684,0.66335344,"('antisocial', 'social')",0.46541324,0.57361907,1.8012944,1.8991835,-0.43966404,-0.4681316,0.6522376,0.6670061,0.0147685
15,0.030589849,-0.073483214,"('boring', 'funny')",0.27960843,0.20671941,0.12506248,-0.009149469,0.680312,0.6253109,0.2788932,0.1873494,-0.0915438
16,-1.4631082,-1.4497538,"('unpopular', 'popular')",-1.1301888,-0.9876777,-1.2203431,-1.0998454,-0.12554617,-0.010309994,-0.9847966,-0.8868967,0.0978999
17,-0.043033265,-0.025057498,"('nasty', 'nice')",0.41208708,0.53479964,0.9801923,1.0121187,-0.070865065,-0.025638305,0.3195953,0.3740556,0.0544603
18,0.8852097,1.0480815,"('disagreeable', 'welcoming')",-0.2669805,-0.07700467,-0.39085907,-0.15323101,-0.36483166,-0.25372243,-0.0343654,0.1410308,0.1753962
19,-0.70430636,-0.61117965,"('inhospitable', 'hospitable')",-0.3305234,-0.25371876,-1.3249404,-1.2857699,0.21903276,0.27205777,-0.5351844,-0.4696527,0.0655317
20,-0.040726118,-0.11572921,"('rough', 'thoughtful')",-0.43914172,-0.39967442,-0.027092695,-0.0060950518,0.8180417,0.773388,0.0777703,0.0629723,-0.014798
21,0.20078939,0.260902,"('immoral', 'moral')",0.03398895,0.11769355,1.3121079,1.5166748,-0.7217035,-0.60819256,0.2062957,0.3217694,0.1154737
22,1.0709982,0.98442906,"('untrustworthy', 'trustworthy')",-1.004692,-0.962515,1.0733522,1.1164916,-0.75238895,-0.7530056,0.0968174,0.09635,-0.0004674
23,0.47140267,0.47161457,"('insincere', 'sincere')",-0.04330015,-0.06349643,1.5283706,1.6092169,6.720008,6.693427,2.1691203,2.1776905,0.0085702
24,2.105876,2.1756086,"('dishonest', 'honest')",-0.97615194,-0.8936682,0.5010171,0.6309557,1.305011,1.2546443,0.733938,0.7918851,0.0579471
25,-0.08066408,-0.053879738,"('egoistic', 'altruistic')",0.52050877,0.5556261,-0.03804779,-0.040383756,1.6209459,1.6057953,0.5056857,0.5167894,0.0111037
26,0.8237317,0.6299233,"('hardhearted', 'benevolent')",1.5304952,1.5127678,2.32033,2.254848,1.5978494,1.5361956,1.5681015,1.4834337,-0.0846678
27,0.78046614,0.88543206,"('hardhearted', 'softhearted')",0.16095631,0.26649594,1.362407,1.3928784,1.8989043,1.7905244,1.0506835,1.0838327,0.0331492
28,0.7767503,0.64247143,"('disloyal', 'loyal')",0.3316478,0.24464604,0.21188407,0.14135304,1.1538115,1.0597945,0.6185234,0.5220662,-0.0964572
29,-0.7049574,-0.7772388,"('unfair', 'fair')",-0.86517036,-0.83779955,-0.38749847,-0.44221622,-0.10769692,-0.28151572,-0.5163308,-0.5846926,-0.0683618
30,1.3556231,1.4198383,"('intolerant', 'tolerant')",0.8739963,0.98628104,1.675981,1.7938219,0.986077,1.0849767,1.2229193,1.3212295,0.0983102
31,-1.6902057,-1.6464341,"('evil', 'good')",-0.9640914,-1.0005221,-1.7128917,-1.7217453,-0.91423166,-1.0091963,-1.3203552,-1.3444744,-0.0241192
32,0.3533773,0.28182524,"('unkind', 'kind')",-0.25484174,-0.22881396,1.411682,1.493039,1.6056834,1.5235023,0.7789752,0.7673882,-0.011587
33,0.17860949,0.15371783,"('wrong', 'right')",0.70056224,0.7112014,-0.082918465,-0.14262852,-0.38035,-0.4793828,0.1039758,0.060727,-0.0432488
34,0.4199734,0.55836815,"('mean', 'honorable')",0.23821396,0.38715446,0.83414865,0.9815045,6.2586503,6.4508824,1.9377465,2.0944774,0.1567309
35,-1.3866284,-1.5017049,"('corrupt', 'incorrupt')",-0.5100674,-0.6465765,-1.4038824,-1.6706322,-0.16734429,-0.40101406,-0.8669806,-1.0549819,-0.1880013
36,-1.2273663,-1.2745975,"('hostile', 'amicable')",0.49285612,0.3213217,-0.7230342,-0.9147956,-0.0165877,-0.16548474,-0.368533,-0.508389,-0.139856
37,0.010067284,0.054325216,"('fake', 'genuine')",-0.13624267,-0.1699023,-0.4608788,-0.4302836,0.88677895,0.8571427,0.0749312,0.0778205,0.0028893
38,0.8413369,0.8676621,"('untruthful', 'truthful')",0.008927483,0.03059372,0.42076448,0.42588595,0.13531405,0.21772768,0.3515857,0.3854674,0.0338817
39,1.0836302,1.1448104,"('exploitative', 'cooperative')",-0.1661556,-0.08668438,1.1779706,1.2589667,0.46377036,0.44596475,0.6398039,0.6907644,0.0509605
40,1.1762029,1.1845398,"('stingy', 'generous')",1.640593,1.6659917,0.70549667,0.8138392,-1.5389125,-1.5768839,0.495845,0.5218717,0.0260267
41,0.3277425,0.23122889,"('unforgiving', 'forgiving')",-0.3173338,-0.29846388,1.0452977,1.1590164,0.004053969,-0.039795093,0.2649401,0.2629966,-0.0019435
42,0.7454613,0.7593411,"('unreliable', 'reliable')",0.73310643,0.8820623,1.0177838,1.2242943,-2.964385,-2.8608046,-0.1170084,0.0012233,0.1182317
43,1.8956282,1.9600527,"('irresponsible', 'responsible')",0.052056372,0.25133428,0.89979374,1.0466062,0.8992878,0.94749653,0.9366915,1.0513724,0.1146809
44,-0.42731106,-0.44059986,"('prejudiced', 'unprejudiced')",-0.007714171,-0.010954149,-0.3641994,-0.41272113,-1.3881091,-1.3921642,-0.5468334,-0.5641098,-0.0172764
45,1.7451034,1.603379,"('incompetent', 'competent')",-0.8373102,-0.7629322,0.2843921,0.41454384,-0.38951048,-0.42964014,0.2006687,0.2063376,0.0056689
46,1.1110451,1.0497798,"('uncompetitive', 'competitive')",-0.104173645,-0.057764508,0.9487093,1.0013385,-0.93405616,-0.9335523,0.2553811,0.2649503,0.0095692
47,1.062239,1.0950922,"('stupid', 'smart')",-0.031017488,0.123431064,0.18787734,0.29320112,5.9201055,6.049313,1.784801,1.8902594,0.1054584
48,0.44663453,0.50739956,"('unintelligent', 'intelligent')",-0.8535526,-0.8332624,-0.11925665,0.0022334866,0.05706718,0.16326049,-0.1172769,-0.0400922,0.0771847
49,-0.698566,-0.6966475,"('unable', 'able')",-1.2183094,-1.137431,-0.34868687,-0.2933352,-0.18675882,-0.019130016,-0.6130803,-0.5366359,0.0764444
50,-0.3142044,-0.28955728,"('clumsy', 'skillful')",-0.02778335,0.05002675,-0.55602694,-0.46639234,-0.050160646,-0.014032457,-0.2370438,-0.1799888,0.057055
51,1.3094926,1.2380011,"('uneducated', 'educated')",-1.1633056,-1.2118869,-0.5762156,-0.56294614,0.5132368,0.5155373,0.020802,-0.0053236,-0.0261256
52,-1.0239797,-1.0506904,"('irrational', 'rational')",0.089779094,-0.010004744,-0.9201985,-1.1007986,-0.11212982,-0.1990826,-0.4916322,-0.5901441,-0.0985119
53,-0.022672959,-0.028476067,"('uncreative', 'creative')",1.1715915,1.176225,0.05277288,0.015621373,1.133078,1.0842947,0.5836923,0.5619162,-0.0217761
54,-0.57744277,-0.58468395,"('incapable', 'capable')",-0.020589145,0.016834306,0.027834598,0.0106390705,1.3388238,1.391602,0.1921566,0.2085979,0.0164413
55,1.4810481,1.490093,"('incompetent', 'clever')",-1.1616573,-1.0462718,0.20433943,0.3982876,-0.31099772,-0.22872806,0.0531831,0.1533452,0.1001621
56,1.0664607,1.0502917,"('impractical', 'practical')",-0.15294366,0.002692068,1.0728993,1.1792018,-0.2156127,-0.15531817,0.4427009,0.5192168,0.0765159
57,1.4303553,1.2657609,"('unimaginative', 'imaginative')",0.6719079,0.6443722,1.090587,1.0601044,-2.644746,-2.6342545,0.137026,0.0839958,-0.0530302
58,-0.53142154,-0.60914993,"('undiscriminating', 'discriminating')",0.8271333,0.80651015,0.83294564,0.78498447,0.33738205,0.2958873,0.3665099,0.319558,-0.0469519
