,advent_male,advent_female,tuple,average_male,average_female,female-male
0,0.24443099,0.2233206,"('unsociable', 'sociable')",0.244431,0.2233206,-0.0211104
1,1.3645589,1.3023634,"('unfriendly', 'friendly')",1.3645589,1.3023634,-0.0621955
2,0.6985886,0.7716075,"('unlikable', 'likable')",0.6985886,0.7716075,0.0730189
3,1.1680443,1.3266727,"('repellent', 'pleasant')",1.1680443,1.3266727,0.1586284
4,-6.7246385,-6.650349,"('disliked', 'liked')",-6.7246385,-6.6503491,0.0742894
5,-0.08035645,-0.04399985,"('distant', 'outgoing')",-0.0803564,-0.0439999,0.0363565
6,-0.01514782,0.0437917,"('distant', 'open')",-0.0151478,0.0437917,0.0589395
7,1.4339445,1.4685625,"('insensitive', 'sensitive')",1.4339445,1.4685625,0.034618
8,1.0576695,0.948359,"('unaffectionate', 'affectionate')",1.0576695,0.948359,-0.1093105
9,1.4256182,1.4113761,"('unaffectionate', 'caring')",1.4256182,1.4113761,-0.0142421
10,1.4499508,1.5562652,"('unsympathetic', 'sympathetic')",1.4499508,1.5562652,0.1063144
11,2.0991287,2.1141376,"('unhelpful', 'helpful')",2.0991287,2.1141376,0.0150089
12,-0.7834216,-0.75809366,"('unsupportive', 'supportive')",-0.7834216,-0.7580937,0.0253279
13,0.38686234,0.37216878,"('impolite', 'polite')",0.3868623,0.3721688,-0.0146935
14,0.3957931,0.33625728,"('antisocial', 'social')",0.3957931,0.3362573,-0.0595358
15,0.09712726,0.098032385,"('boring', 'funny')",0.0971273,0.0980324,0.0009051
16,-0.47915903,-0.386894,"('unpopular', 'popular')",-0.479159,-0.386894,0.092265
17,-0.09003361,-0.043232087,"('nasty', 'nice')",-0.0900336,-0.0432321,0.0468015
18,-0.14252938,-0.1944887,"('disagreeable', 'welcoming')",-0.1425294,-0.1944887,-0.0519593
19,-0.21841799,-0.18031566,"('inhospitable', 'hospitable')",-0.218418,-0.1803157,0.0381023
20,0.75210685,0.6609045,"('rough', 'thoughtful')",0.7521068,0.6609045,-0.0912023
21,0.5589314,0.6579674,"('immoral', 'moral')",0.5589314,0.6579674,0.099036
22,0.2585371,0.19317892,"('untrustworthy', 'trustworthy')",0.2585371,0.1931789,-0.0653582
23,6.488421,6.5304637,"('insincere', 'sincere')",6.488421,6.5304637,0.0420427
