,vornado_male,vornado_female,tuple,realty_male,realty_female,trust_male,trust_female,average_male,average_female,female-male
0,-0.9556351,-1.0916016,"('unsociable', 'sociable')",-0.5634291,-0.6476621,0.45841897,0.37180746,-0.3535484,-0.4558188,-0.1022704
1,-1.172376,-1.1818693,"('unfriendly', 'friendly')",0.1456153,0.23206851,1.50755,1.5716306,0.1602631,0.2072766,0.0470135
2,0.8756656,0.891222,"('unlikable', 'likable')",1.0726386,1.1199601,1.1640611,1.1745027,1.0374551,1.0618949,0.0244398
3,0.13223507,0.18575868,"('repellent', 'pleasant')",-0.78289056,-0.65771186,0.94496816,1.0279506,0.0981042,0.1853325,0.0872283
4,-0.031225437,-0.028712548,"('disliked', 'liked')",0.787352,0.7651292,-7.587149,-7.6056843,-2.2770076,-2.2897558,-0.0127482
5,-0.79621893,-0.74805665,"('distant', 'outgoing')",0.668962,0.7670879,-0.65507954,-0.5347871,-0.2607788,-0.1719186,0.0888602
6,-0.8489513,-0.74778867,"('distant', 'open')",0.65793115,0.8053052,-0.3071583,-0.14834376,-0.1660595,-0.0302757,0.1357838
7,-0.28516734,-0.2762139,"('insensitive', 'sensitive')",-0.53592575,-0.43332934,1.11913,1.199728,0.0993456,0.1633949,0.0640493
8,-1.0219622,-1.0055486,"('unaffectionate', 'affectionate')",0.20527227,0.2675757,1.0752589,1.1139263,0.0861896,0.1253178,0.0391282
9,-1.0204164,-1.011539,"('unaffectionate', 'caring')",0.3374567,0.42559305,1.8969193,1.9874423,0.4046532,0.4671654,0.0625122
10,-0.8025018,-0.8719062,"('unsympathetic', 'sympathetic')",-1.9508226,-1.9561446,0.5700552,0.6263815,-0.7277564,-0.7338897,-0.0061333
11,-0.35598052,-0.42867178,"('unhelpful', 'helpful')",-0.6448986,-0.67846066,2.3788009,2.3972545,0.4593073,0.4300407,-0.0292666
12,-0.30603597,-0.28418976,"('unsupportive', 'supportive')",0.44063625,0.585691,-1.6047001,-1.537517,-0.4900333,-0.4120053,0.078028
13,0.31389058,0.11299714,"('impolite', 'polite')",-0.5422348,-0.66365844,0.6237497,0.5255251,0.1318018,-0.0083787,-0.1401805
14,-0.1731043,-0.16982912,"('antisocial', 'social')",-0.120061256,-0.11658414,0.5379712,0.45887423,0.0816019,0.057487,-0.0241149
15,-0.09541775,-0.18825038,"('boring', 'funny')",1.1595702,1.0621114,0.16006677,0.08099671,0.4080731,0.3182859,-0.0897872
16,-0.28371072,-0.33351803,"('unpopular', 'popular')",0.4893583,0.4893605,0.20787492,0.2521485,0.1378408,0.135997,-0.0018438
17,-0.12116034,-0.07321691,"('nasty', 'nice')",0.6996815,0.75139916,0.26257488,0.23806581,0.2803653,0.305416,0.0250507
18,0.5171247,0.55212355,"('disagreeable', 'welcoming')",0.57891214,0.69837105,-0.69368994,-0.58304095,0.1341157,0.2224845,0.0883688
19,-0.8627551,-0.8387153,"('inhospitable', 'hospitable')",-0.60671747,-0.5570769,-0.8068923,-0.7260626,-0.7587883,-0.7072849,0.0515034
20,-0.79467916,-0.6684707,"('rough', 'thoughtful')",-0.4979087,-0.42095357,0.2616639,0.31853008,-0.3436413,-0.2569647,0.0866766
21,0.24315839,0.113393664,"('immoral', 'moral')",-0.30037016,-0.35068196,0.24018912,0.29606408,0.0609924,0.0195919,-0.0414005
22,0.47640142,0.5187274,"('untrustworthy', 'trustworthy')",-0.9911543,-0.9483875,-0.19877747,-0.17949332,-0.2378434,-0.2030511,0.0347923
23,-0.27097154,-0.39165282,"('insincere', 'sincere')",-0.19147329,-0.23476423,7.8205137,7.7875915,2.4526896,2.3870581,-0.0656315
24,0.027672235,-0.0051460024,"('dishonest', 'honest')",-0.70940405,-0.6644426,1.6036123,1.6331747,0.3072935,0.3211953,0.0139018
25,0.21265113,0.25041732,"('egoistic', 'altruistic')",0.6998893,0.79143524,0.67598635,0.66987216,0.5295089,0.5705749,0.041066
26,-0.9207756,-0.92207736,"('hardhearted', 'benevolent')",1.5091503,1.4456505,1.551115,1.4794991,0.7131632,0.6676908,-0.0454724
27,-0.32331598,-0.25970432,"('hardhearted', 'softhearted')",-0.54144084,-0.3969142,1.2533522,1.2900348,0.1295318,0.2111387,0.0816069
28,-1.2471747,-1.2983518,"('disloyal', 'loyal')",-0.6009721,-0.71012646,1.16288,1.1055528,-0.2284223,-0.3009751,-0.0725528
29,0.11110286,0.1875276,"('unfair', 'fair')",-0.59664476,-0.55366087,-0.5968377,-0.6379939,-0.3607932,-0.334709,0.0260842
30,0.53345954,0.4099268,"('intolerant', 'tolerant')",-0.23785101,-0.316481,1.410562,1.3798894,0.5687235,0.4911117,-0.0776118
31,-0.68180066,-0.50656265,"('evil', 'good')",0.31756467,0.47371736,-1.6201526,-1.4943234,-0.6614629,-0.5090562,0.1524067
32,-0.14598258,-0.2991049,"('unkind', 'kind')",-0.33704743,-0.45386928,1.5449018,1.4392456,0.3539573,0.2287571,-0.1252002
33,0.60624313,0.6051341,"('wrong', 'right')",1.4151473,1.4448011,-0.30661792,-0.35928544,0.5715908,0.56355,-0.0080408
34,-0.36502606,-0.36344272,"('mean', 'honorable')",0.23649043,0.339213,5.8826003,6.026135,1.9180215,2.0006351,0.0826136
35,0.07042234,0.13374843,"('corrupt', 'incorrupt')",0.78898954,0.7877533,-1.2528753,-1.3371433,-0.1311545,-0.1385472,-0.0073927
36,-0.7934721,-0.74515104,"('hostile', 'amicable')",1.2833996,1.3411071,-0.57205194,-0.63535076,-0.0273748,-0.0131316,0.0142432
37,-0.21781161,-0.21413949,"('fake', 'genuine')",-0.9735339,-0.9390187,0.49298152,0.5232381,-0.232788,-0.2099734,0.0228146
38,-0.18801852,-0.20701352,"('untruthful', 'truthful')",0.33970004,0.32807913,0.8175163,0.89101696,0.323066,0.3373609,0.0142949
39,-0.070213266,-0.048860103,"('exploitative', 'cooperative')",0.08342861,0.10670497,0.506757,0.50260365,0.1733241,0.1868162,0.0134921
40,0.5395066,0.572145,"('stingy', 'generous')",0.06930837,0.22740507,-2.5853019,-2.5226429,-0.658829,-0.5743643,0.0844647
41,-0.012543096,0.014189294,"('unforgiving', 'forgiving')",-0.20354888,-0.19217858,0.5744996,0.5161076,0.1194692,0.1127061,-0.0067631
42,0.46864134,0.4642546,"('unreliable', 'reliable')",-0.0001973547,0.039880253,-3.3142276,-3.2563508,-0.9485946,-0.9174053,0.0311893
43,-0.5721942,-0.5694841,"('irresponsible', 'responsible')",-1.164768,-1.1310731,1.1131552,1.1417441,-0.2079357,-0.186271,0.0216647
44,0.706645,0.68173385,"('prejudiced', 'unprejudiced')",0.16935244,0.18385468,-1.3153616,-1.3633666,-0.1464547,-0.165926,-0.0194713
45,-0.9137472,-0.87794137,"('incompetent', 'competent')",-1.7808219,-1.6879349,0.32534128,0.3631301,-0.7897426,-0.7342487,0.0554939
46,-0.5160651,-0.58949006,"('uncompetitive', 'competitive')",-1.5683078,-1.5797027,-0.55756104,-0.5852966,-0.8806446,-0.9181631,-0.0375185
47,-0.013345562,0.054812357,"('stupid', 'smart')",0.31174982,0.3597576,6.2209964,6.293639,2.1731335,2.2360697,0.0629362
48,-0.45296434,-0.51901114,"('unintelligent', 'intelligent')",-0.87411696,-0.88926435,0.43994275,0.49261057,-0.2957129,-0.3052216,-0.0095087
49,-0.7033967,-0.622981,"('unable', 'able')",-1.4923344,-1.4388573,-0.20411584,-0.040795915,-0.799949,-0.7008781,0.0990709
50,-0.3960201,-0.41841435,"('clumsy', 'skillful')",0.5080997,0.5148325,-0.20586604,-0.19795056,-0.0312622,-0.0338441,-0.0025819
51,0.06711492,-0.09954411,"('uneducated', 'educated')",-1.1717194,-1.3274726,0.31191966,0.2951001,-0.2642283,-0.3773055,-0.1130772
52,-0.017338233,-0.046735127,"('irrational', 'rational')",1.2247615,1.1547327,0.040681474,-0.01918344,0.4160349,0.362938,-0.0530969
53,-1.0229536,-1.0275836,"('uncreative', 'creative')",-0.0045364304,0.069896415,-0.36037818,-0.35459644,-0.4626227,-0.4374279,0.0251948
54,-0.2805917,-0.34246808,"('incapable', 'capable')",0.870223,0.8488114,1.2782006,1.3294182,0.6226106,0.6119205,-0.0106901
55,-0.054986272,-0.06631341,"('incompetent', 'clever')",-1.7975045,-1.729269,0.38843995,0.49159482,-0.4880169,-0.4346625,0.0533544
56,-0.21924883,-0.29508498,"('impractical', 'practical')",-0.6842609,-0.79297966,0.31128868,0.27287573,-0.197407,-0.2717296,-0.0743226
57,-0.7077513,-0.72042394,"('unimaginative', 'imaginative')",-0.52982193,-0.512122,-2.9462204,-2.9342794,-1.3945978,-1.3889418,0.005656
58,-1.1105227,-1.0011663,"('undiscriminating', 'discriminating')",-0.65399486,-0.604792,-0.6145919,-0.54930496,-0.7930365,-0.7184211,0.0746154
59,0.023944257,0.08811538,"('foolish', 'wise')",1.2119068,1.225786,0.18373266,0.22180921,0.4731946,0.5119035,0.0387089
60,-0.17650884,-0.2475839,"('inefficient', 'efficient')",-1.6936634,-1.6327572,0.8877394,1.0120404,-0.3274776,-0.2894336,0.038044
61,-0.6731958,-0.7199326,"('illogical', 'logical')",-0.6418634,-0.64104,0.6664477,0.5867276,-0.2162038,-0.2580817,-0.0418779
62,0.21207272,0.1924486,"('incompetent', 'brilliant')",-0.7731234,-0.6964807,0.8703722,1.0034586,0.1031072,0.1664755,0.0633683
63,-0.5487224,-0.6036356,"('unperceptive', 'insightful')",-0.24016386,-0.23348145,1.100708,1.172728,0.1039406,0.1118703,0.0079297
64,0.31785446,0.29597634,"('shy', 'confident')",-0.24365535,-0.29353112,-5.97307,-6.00078,-1.9662903,-1.999445,-0.0331547
65,0.25278467,0.12700993,"('insecure', 'secure')",-1.5775743,-1.6641197,0.7633993,0.8020402,-0.1871301,-0.2450232,-0.0578931
66,-0.53909594,-0.5145487,"('inactive', 'active')",0.7440276,0.78929836,0.4353263,0.4014777,0.2134193,0.2254091,0.0119898
67,0.13851933,0.0659353,"('doubtful', 'determined')",0.94466215,0.85828644,-0.023643479,-0.11992659,0.3531793,0.2680984,-0.0850809
68,-0.30284852,-0.30817416,"('dependent', 'independent')",-1.8533958,-1.8867997,-1.4808954,-1.3518351,-1.2123799,-1.1822697,0.0301102
69,-0.25852138,-0.13351604,"('lazy', 'industrious')",1.8813946,1.9490706,-1.8780457,-1.84836,-0.0850575,-0.0109351,0.0741224
70,0.086105734,0.05062759,"('lethargic', 'energetic')",-1.4565219,-1.426877,0.78452736,0.7998336,-0.1952963,-0.1921386,0.0031577
71,-0.60955983,-0.5952914,"('diffident', 'self-confident')",1.30892,1.4138714,0.5500316,0.5815141,0.4164639,0.4666981,0.0502342
72,-0.605109,-0.611099,"('unambitious', 'ambitious')",0.17383203,0.19370078,0.5984155,0.6804508,0.0557128,0.0876842,0.0319714
73,0.53430605,0.57220995,"('helpless', 'self-reliant')",1.0946276,1.0940065,-4.038734,-3.9565384,-0.8032668,-0.7634406,0.0398262
