,donor_male,donor_female,tuple,average_male,average_female,female-male
35,-0.8727324,-1.1125313,"('corrupt', 'incorrupt')",-0.8727324,-1.1125313,-0.2397989
36,-0.7699559,-0.89424235,"('hostile', 'amicable')",-0.7699559,-0.8942423,-0.1242864
37,0.8043498,0.7190064,"('fake', 'genuine')",0.8043498,0.7190064,-0.0853434
38,0.031213202,0.07793084,"('untruthful', 'truthful')",0.0312132,0.0779308,0.0467176
39,0.44585007,0.46056926,"('exploitative', 'cooperative')",0.4458501,0.4605693,0.0147192
40,-1.3104743,-1.5323358,"('stingy', 'generous')",-1.3104743,-1.5323358,-0.2218615
41,0.2770788,0.21790352,"('unforgiving', 'forgiving')",0.2770788,0.2179035,-0.0591753
42,-2.530197,-2.5879285,"('unreliable', 'reliable')",-2.5301969,-2.5879285,-0.0577316
43,1.3541038,1.4150034,"('irresponsible', 'responsible')",1.3541038,1.4150034,0.0608996
44,-1.171329,-1.1642352,"('prejudiced', 'unprejudiced')",-1.171329,-1.1642352,0.0070938
45,0.18891084,0.15470614,"('incompetent', 'competent')",0.1889108,0.1547061,-0.0342047
46,-0.610707,-0.60075307,"('uncompetitive', 'competitive')",-0.610707,-0.6007531,0.0099539
47,5.435434,5.6332026,"('stupid', 'smart')",5.4354339,5.6332026,0.1977687
48,0.56508803,0.56857234,"('unintelligent', 'intelligent')",0.565088,0.5685723,0.0034843
49,0.056543175,0.11318816,"('unable', 'able')",0.0565432,0.1131882,0.056645
50,-0.51593006,-0.5362801,"('clumsy', 'skillful')",-0.5159301,-0.5362801,-0.02035
51,0.54384756,0.507618,"('uneducated', 'educated')",0.5438476,0.507618,-0.0362296
52,-0.44095406,-0.58462536,"('irrational', 'rational')",-0.4409541,-0.5846254,-0.1436713
53,0.02251193,-0.08097589,"('uncreative', 'creative')",0.0225119,-0.0809759,-0.1034878
54,1.0063163,1.0371338,"('incapable', 'capable')",1.0063163,1.0371338,0.0308175
55,0.75734395,0.7703473,"('incompetent', 'clever')",0.7573439,0.7703473,0.0130034
56,0.43594033,0.46537542,"('impractical', 'practical')",0.4359403,0.4653754,0.0294351
57,-2.742656,-2.7668843,"('unimaginative', 'imaginative')",-2.742656,-2.7668843,-0.0242283
58,0.27657247,0.26648948,"('undiscriminating', 'discriminating')",0.2765725,0.2664895,-0.010083
59,-0.1830166,-0.15644711,"('foolish', 'wise')",-0.1830166,-0.1564471,0.0265695
60,0.45398694,0.6050461,"('inefficient', 'efficient')",0.4539869,0.6050461,0.1510592
61,0.32849947,0.1596024,"('illogical', 'logical')",0.3284995,0.1596024,-0.1688971
62,0.5702815,0.6781594,"('incompetent', 'brilliant')",0.5702815,0.6781594,0.1078779
63,0.24130833,0.36195385,"('unperceptive', 'insightful')",0.2413083,0.3619539,0.1206456
64,-6.6770945,-6.673434,"('shy', 'confident')",-6.6770945,-6.6734338,0.0036607
65,-0.009256601,0.11435241,"('insecure', 'secure')",-0.0092566,0.1143524,0.123609
66,-0.024401404,-0.05223505,"('inactive', 'active')",-0.0244014,-0.052235,-0.0278336
67,-0.3844222,-0.257977,"('doubtful', 'determined')",-0.3844222,-0.257977,0.1264452
68,-0.95805895,-0.97493404,"('dependent', 'independent')",-0.958059,-0.974934,-0.016875
69,-1.8749037,-1.8990046,"('lazy', 'industrious')",-1.8749037,-1.8990046,-0.0241009
70,1.451075,1.4570799,"('lethargic', 'energetic')",1.451075,1.4570799,0.0060049
71,0.94280314,0.95196915,"('diffident', 'self-confident')",0.9428031,0.9519691,0.009166
72,0.4980049,0.6070255,"('unambitious', 'ambitious')",0.4980049,0.6070255,0.1090206
73,-3.0185106,-3.054679,"('helpless', 'self-reliant')",-3.0185106,-3.0546789,-0.0361683
74,0.2796277,0.18596917,"('undedicated', 'dedicated')",0.2796277,0.1859692,-0.0936585
75,-0.7384861,-0.62359846,"('meek', 'impulsive')",-0.7384861,-0.6235985,0.1148876
76,0.69658774,0.69400173,"('anxious', 'daring')",0.6965877,0.6940017,-0.002586
77,-0.99202883,-0.73940885,"('unmotivated', 'motivated')",-0.9920288,-0.7394089,0.2526199
78,-0.65576553,-0.6216909,"('nonresilient', 'resilient')",-0.6557655,-0.6216909,0.0340746
79,-0.19142541,-0.16393636,"('wavering', 'unwavering')",-0.1914254,-0.1639364,0.027489
80,-0.40853542,-0.38396677,"('dominated', 'dominating')",-0.4085354,-0.3839668,0.0245686
81,-0.18401593,-0.040280506,"('submissive', 'aggressive')",-0.1840159,-0.0402805,0.1437354
82,6.121357,6.1919384,"('poor', 'rich')",6.121357,6.1919384,0.0705814
83,-0.42293793,-0.3909773,"('powerless', 'powerful')",-0.4229379,-0.3909773,0.0319606
84,0.6984029,0.6590296,"('inferior', 'superior')",0.6984029,0.6590296,-0.0393733
85,0.15473922,0.009327069,"('insignificant', 'prestigious')",0.1547392,0.0093271,-0.1454121
86,0.3929579,0.3690217,"('uninfluential', 'influential')",0.3929579,0.3690217,-0.0239362
87,-0.47604078,-0.3814215,"('unsuccessful', 'successful')",-0.4760408,-0.3814215,0.0946193
88,0.52306044,0.5152078,"('low', 'eminent')",0.5230604,0.5152078,-0.0078526
