,donor_male,donor_female,tuple,average_male,average_female,female-male
0,0.26496923,0.22919612,"('unsociable', 'sociable')",0.2649692,0.2291961,-0.0357731
1,1.4754337,1.3769588,"('unfriendly', 'friendly')",1.4754337,1.3769588,-0.0984749
2,-0.072634414,-0.01755236,"('unlikable', 'likable')",-0.0726344,-0.0175524,0.055082
3,0.7151684,0.7795728,"('repellent', 'pleasant')",0.7151684,0.7795728,0.0644044
4,-7.4785047,-7.675971,"('disliked', 'liked')",-7.4785047,-7.675971,-0.1974663
5,-0.7220923,-0.77793413,"('distant', 'outgoing')",-0.7220923,-0.7779341,-0.0558418
6,-0.16211489,-0.2834061,"('distant', 'open')",-0.1621149,-0.2834061,-0.1212912
7,1.2687448,1.3218303,"('insensitive', 'sensitive')",1.2687448,1.3218303,0.0530855
8,1.3778462,1.215086,"('unaffectionate', 'affectionate')",1.3778462,1.215086,-0.1627602
9,1.8898708,1.861858,"('unaffectionate', 'caring')",1.8898708,1.861858,-0.0280128
10,1.0438597,1.0280952,"('unsympathetic', 'sympathetic')",1.0438597,1.0280952,-0.0157645
11,1.8190663,1.9411529,"('unhelpful', 'helpful')",1.8190663,1.9411529,0.1220866
12,-1.4613734,-1.4578614,"('unsupportive', 'supportive')",-1.4613734,-1.4578614,0.003512
13,-0.3316691,-0.32138145,"('impolite', 'polite')",-0.3316691,-0.3213814,0.0102877
14,0.26251504,0.26397437,"('antisocial', 'social')",0.262515,0.2639744,0.0014594
15,0.020539612,-0.08058511,"('boring', 'funny')",0.0205396,-0.0805851,-0.1011247
16,-0.8431728,-0.86464834,"('unpopular', 'popular')",-0.8431728,-0.8646483,-0.0214755
17,-0.17375715,-0.15962163,"('nasty', 'nice')",-0.1737572,-0.1596216,0.0141356
18,-0.1893067,-0.28182435,"('disagreeable', 'welcoming')",-0.1893067,-0.2818244,-0.0925177
19,-0.5367591,-0.564592,"('inhospitable', 'hospitable')",-0.5367591,-0.564592,-0.0278329
20,1.1153842,1.0452465,"('rough', 'thoughtful')",1.1153842,1.0452465,-0.0701377
21,-0.3212943,-0.19870755,"('immoral', 'moral')",-0.3212943,-0.1987076,0.1225867
22,-0.2809422,-0.28063685,"('untrustworthy', 'trustworthy')",-0.2809422,-0.2806368,0.0003054
23,6.9199147,7.0346084,"('insincere', 'sincere')",6.9199147,7.0346084,0.1146937
24,1.4513788,1.2970556,"('dishonest', 'honest')",1.4513788,1.2970556,-0.1543232
25,0.9423497,0.80469644,"('egoistic', 'altruistic')",0.9423497,0.8046964,-0.1376533
26,1.1558259,1.0750121,"('hardhearted', 'benevolent')",1.1558259,1.0750121,-0.0808138
27,1.8359468,1.5769895,"('hardhearted', 'softhearted')",1.8359468,1.5769895,-0.2589573
28,1.140949,1.079201,"('disloyal', 'loyal')",1.140949,1.079201,-0.061748
29,-0.52480745,-0.65875804,"('unfair', 'fair')",-0.5248075,-0.658758,-0.1339505
30,1.121068,1.1163589,"('intolerant', 'tolerant')",1.121068,1.1163589,-0.0047091
31,-1.5056859,-1.5580289,"('evil', 'good')",-1.5056859,-1.5580289,-0.052343
32,1.1768793,1.0851843,"('unkind', 'kind')",1.1768793,1.0851843,-0.091695
33,-0.34133512,-0.38679197,"('wrong', 'right')",-0.3413351,-0.386792,-0.0454569
34,5.00353,5.23829,"('mean', 'honorable')",5.00353,5.2382898,0.2347598
