,joy_male,joy_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,female-male
0,1.1644994,1.0741613,"('unsociable', 'sociable')",0.5637613,0.5178591,-0.49607286,-0.6038673,0.4107293,0.3293844,-0.0813449
1,-0.57137656,-0.30367017,"('unfriendly', 'friendly')",0.1117499,0.031251285,1.5582038,1.4529095,0.3661924,0.3934969,0.0273045
2,0.7022208,0.6312462,"('unlikable', 'likable')",1.6275388,1.6719002,0.7881764,0.9325761,1.039312,1.0785742,0.0392622
3,-0.36262608,0.026739698,"('repellent', 'pleasant')",-0.39981836,-0.26758358,-0.23323822,-0.13737455,-0.3318942,-0.1260728,0.2058214
4,-0.87919116,-0.834553,"('disliked', 'liked')",0.028812626,-0.014099713,-5.823848,-5.792112,-2.2247421,-2.2135882,0.0111539
5,-0.29586023,-0.20180617,"('distant', 'outgoing')",-0.13849556,-0.059891954,0.1245111,0.17557645,-0.1032816,-0.0287072,0.0745744
6,-1.2382609,-1.0133483,"('distant', 'open')",-0.8893348,-0.85218513,0.3697694,0.3709725,-0.5859421,-0.498187,0.0877551
7,1.405637,1.5296773,"('insensitive', 'sensitive')",0.42370003,0.5005969,0.5386985,0.6059544,0.7893452,0.8787429,0.0893977
8,0.383458,0.48790094,"('unaffectionate', 'affectionate')",-0.43722492,-0.46841192,0.48086,0.44072938,0.1423644,0.1534061,0.0110417
9,1.060566,1.2318224,"('unaffectionate', 'caring')",0.13765585,0.17771547,0.9870919,0.99447346,0.7284379,0.8013371,0.0728992
10,1.1595893,1.3636068,"('unsympathetic', 'sympathetic')",-0.3305108,-0.26545885,-0.52334243,-0.530898,0.101912,0.1890833,0.0871713
11,0.9383828,0.90561193,"('unhelpful', 'helpful')",0.692285,0.73805606,1.9320893,1.9374124,1.1875857,1.1936935,0.0061078
12,1.3620229,1.7576629,"('unsupportive', 'supportive')",1.7468421,1.9894089,-1.451841,-1.2911333,0.5523413,0.8186461,0.2663048
13,1.4162968,1.2358608,"('impolite', 'polite')",0.82500196,0.8619971,-0.040982403,-0.019756053,0.7334387,0.6927006,-0.0407381
