,access_male,access_female,tuple,average_male,average_female,female-male
0,0.08528736,-0.01746941,"('unsociable', 'sociable')",0.0852874,-0.0174694,-0.1027568
1,1.2339646,1.122701,"('unfriendly', 'friendly')",1.2339646,1.122701,-0.1112636
2,0.2740622,0.32001442,"('unlikable', 'likable')",0.2740622,0.3200144,0.0459522
3,0.7564732,0.72831005,"('repellent', 'pleasant')",0.7564732,0.72831,-0.0281632
4,-7.433566,-7.4516335,"('disliked', 'liked')",-7.4335661,-7.4516335,-0.0180674
5,-0.6140179,-0.5501449,"('distant', 'outgoing')",-0.6140179,-0.5501449,0.063873
6,-0.036855884,-0.045610458,"('distant', 'open')",-0.0368559,-0.0456105,-0.0087546
7,1.3757405,1.3230693,"('insensitive', 'sensitive')",1.3757405,1.3230693,-0.0526712
8,1.11417,1.1089792,"('unaffectionate', 'affectionate')",1.11417,1.1089792,-0.0051908
9,1.464694,1.6144532,"('unaffectionate', 'caring')",1.464694,1.6144532,0.1497592
10,1.4990479,1.4013437,"('unsympathetic', 'sympathetic')",1.4990479,1.4013437,-0.0977042
11,2.2342677,2.326005,"('unhelpful', 'helpful')",2.2342677,2.326005,0.0917373
12,-1.3591642,-1.3072652,"('unsupportive', 'supportive')",-1.3591642,-1.3072652,0.051899
13,0.098737046,0.10819062,"('impolite', 'polite')",0.098737,0.1081906,0.0094536
14,-0.014082002,-0.068899006,"('antisocial', 'social')",-0.014082,-0.068899,-0.054817
15,0.29645762,0.30918133,"('boring', 'funny')",0.2964576,0.3091813,0.0127237
16,-0.7766976,-0.69464064,"('unpopular', 'popular')",-0.7766976,-0.6946406,0.082057
17,-0.018262153,-0.055761263,"('nasty', 'nice')",-0.0182622,-0.0557613,-0.0374991
18,-0.49613708,-0.51178735,"('disagreeable', 'welcoming')",-0.4961371,-0.5117874,-0.0156503
19,-0.6525768,-0.6616936,"('inhospitable', 'hospitable')",-0.6525768,-0.6616936,-0.0091168
20,0.66090816,0.38812214,"('rough', 'thoughtful')",0.6609082,0.3881221,-0.2727861
21,-0.07076532,-0.059728257,"('immoral', 'moral')",-0.0707653,-0.0597283,0.011037
22,0.03909687,-0.08117974,"('untrustworthy', 'trustworthy')",0.0390969,-0.0811797,-0.1202766
23,6.3910217,6.3904243,"('insincere', 'sincere')",6.3910217,6.3904243,-0.0005974
24,1.871312,1.7916336,"('dishonest', 'honest')",1.871312,1.7916336,-0.0796784
25,0.44841605,0.3542416,"('egoistic', 'altruistic')",0.4484161,0.3542416,-0.0941745
26,0.5178764,0.3853203,"('hardhearted', 'benevolent')",0.5178764,0.3853203,-0.1325561
27,2.0354693,1.7837174,"('hardhearted', 'softhearted')",2.0354693,1.7837174,-0.2517519
28,1.0140643,0.9025872,"('disloyal', 'loyal')",1.0140643,0.9025872,-0.1114771
29,-0.23286743,-0.3816644,"('unfair', 'fair')",-0.2328674,-0.3816644,-0.148797
30,1.5263605,1.4282746,"('intolerant', 'tolerant')",1.5263605,1.4282746,-0.0980859
31,-1.5493021,-1.6735693,"('evil', 'good')",-1.5493021,-1.6735693,-0.1242672
32,1.1635226,1.0628525,"('unkind', 'kind')",1.1635226,1.0628525,-0.1006701
33,-0.87293637,-0.7583559,"('wrong', 'right')",-0.8729364,-0.7583559,0.1145805
34,4.537696,4.704478,"('mean', 'honorable')",4.5376959,4.7044778,0.1667819
35,-1.267243,-1.4814368,"('corrupt', 'incorrupt')",-1.267243,-1.4814368,-0.2141938
36,-0.58399534,-0.7978458,"('hostile', 'amicable')",-0.5839953,-0.7978458,-0.2138505
37,0.7202068,0.6253311,"('fake', 'genuine')",0.7202068,0.6253311,-0.0948757
38,-0.31092772,-0.19492403,"('untruthful', 'truthful')",-0.3109277,-0.194924,0.1160037
39,-0.03069323,-0.089946836,"('exploitative', 'cooperative')",-0.0306932,-0.0899468,-0.0592536
40,-1.1905417,-1.4718654,"('stingy', 'generous')",-1.1905417,-1.4718654,-0.2813237
41,0.15013546,0.025078686,"('unforgiving', 'forgiving')",0.1501355,0.0250787,-0.1250568
42,-1.5896838,-1.6392639,"('unreliable', 'reliable')",-1.5896838,-1.6392639,-0.0495801
43,1.6625046,1.6991057,"('irresponsible', 'responsible')",1.6625046,1.6991057,0.0366011
44,-1.0252061,-1.1381216,"('prejudiced', 'unprejudiced')",-1.0252061,-1.1381216,-0.1129155
45,0.3018731,0.115135685,"('incompetent', 'competent')",0.3018731,0.1151357,-0.1867374
46,-0.28391004,-0.31311062,"('uncompetitive', 'competitive')",-0.28391,-0.3131106,-0.0292006
47,5.616106,5.676369,"('stupid', 'smart')",5.616106,5.6763692,0.0602632
48,1.1332484,1.047889,"('unintelligent', 'intelligent')",1.1332484,1.047889,-0.0853594
49,-0.31347227,-0.18112731,"('unable', 'able')",-0.3134723,-0.1811273,0.132345
50,-0.3019385,-0.31803828,"('clumsy', 'skillful')",-0.3019385,-0.3180383,-0.0160998
51,0.4789987,0.42727235,"('uneducated', 'educated')",0.4789987,0.4272723,-0.0517264
52,-0.40109342,-0.49473095,"('irrational', 'rational')",-0.4010934,-0.4947309,-0.0936375
53,0.2878165,0.1322202,"('uncreative', 'creative')",0.2878165,0.1322202,-0.1555963
54,0.959464,1.0474143,"('incapable', 'capable')",0.959464,1.0474143,0.0879503
55,0.7041728,0.61849755,"('incompetent', 'clever')",0.7041728,0.6184976,-0.0856752
56,0.40469715,0.47455797,"('impractical', 'practical')",0.4046971,0.474558,0.0698609
57,-2.3745058,-2.4698114,"('unimaginative', 'imaginative')",-2.3745058,-2.4698114,-0.0953056
58,-0.20355108,-0.3198176,"('undiscriminating', 'discriminating')",-0.2035511,-0.3198176,-0.1162665
59,-0.024733122,0.07453874,"('foolish', 'wise')",-0.0247331,0.0745387,0.0992718
60,0.5154661,0.6292337,"('inefficient', 'efficient')",0.5154661,0.6292337,0.1137676
61,0.704028,0.46787742,"('illogical', 'logical')",0.704028,0.4678774,-0.2361506
62,0.9294384,0.98140836,"('incompetent', 'brilliant')",0.9294384,0.9814084,0.05197
63,0.5830608,0.5598371,"('unperceptive', 'insightful')",0.5830608,0.5598371,-0.0232237
64,-6.1500454,-6.1101885,"('shy', 'confident')",-6.1500454,-6.1101885,0.0398569
65,1.0715582,0.905683,"('insecure', 'secure')",1.0715582,0.905683,-0.1658752
66,-0.07322913,-0.1672067,"('inactive', 'active')",-0.0732291,-0.1672067,-0.0939776
67,-0.886513,-0.61750156,"('doubtful', 'determined')",-0.886513,-0.6175016,0.2690114
68,-0.37855768,-0.44097474,"('dependent', 'independent')",-0.3785577,-0.4409747,-0.062417
69,-1.8809098,-1.8043392,"('lazy', 'industrious')",-1.8809098,-1.8043392,0.0765706
70,1.6640127,1.4895496,"('lethargic', 'energetic')",1.6640127,1.4895496,-0.1744631
71,0.25610477,0.3584952,"('diffident', 'self-confident')",0.2561048,0.3584952,0.1023904
72,0.5394334,0.5863817,"('unambitious', 'ambitious')",0.5394334,0.5863817,0.0469483
73,-3.3346844,-3.2570553,"('helpless', 'self-reliant')",-3.3346844,-3.2570553,0.0776291
74,-0.039206762,-0.16765212,"('undedicated', 'dedicated')",-0.0392068,-0.1676521,-0.1284453
