,debtor_male,debtor_female,tuple,average_male,average_female,female-male
0,0.40671068,0.2870776,"('unsociable', 'sociable')",0.4067107,0.2870776,-0.1196331
1,-0.12092811,-0.2982725,"('unfriendly', 'friendly')",-0.1209281,-0.2982725,-0.1773444
2,0.43929538,0.42701674,"('unlikable', 'likable')",0.4392954,0.4270167,-0.0122787
3,-0.2243629,-0.18558788,"('repellent', 'pleasant')",-0.2243629,-0.1855879,0.038775
4,-3.330133,-3.2937584,"('disliked', 'liked')",-3.330133,-3.2937584,0.0363746
5,-0.9921817,-1.0178051,"('distant', 'outgoing')",-0.9921817,-1.0178051,-0.0256234
6,-0.96629304,-1.0194212,"('distant', 'open')",-0.966293,-1.0194212,-0.0531282
7,0.6220794,0.58180416,"('insensitive', 'sensitive')",0.6220794,0.5818042,-0.0402752
8,0.00082448125,-0.1359926,"('unaffectionate', 'affectionate')",0.0008245,-0.1359926,-0.1368171
9,0.59877205,0.4850819,"('unaffectionate', 'caring')",0.598772,0.4850819,-0.1136901
10,0.25099403,0.19453326,"('unsympathetic', 'sympathetic')",0.250994,0.1945333,-0.0564607
11,1.0662433,1.0760931,"('unhelpful', 'helpful')",1.0662433,1.0760931,0.0098498
12,-0.657281,-0.6426507,"('unsupportive', 'supportive')",-0.657281,-0.6426507,0.0146303
13,0.17524958,0.13113329,"('impolite', 'polite')",0.1752496,0.1311333,-0.0441163
14,0.5003488,0.43510813,"('antisocial', 'social')",0.5003488,0.4351081,-0.0652407
15,0.18803734,0.10771088,"('boring', 'funny')",0.1880373,0.1077109,-0.0803264
16,-1.3432463,-1.3699839,"('unpopular', 'popular')",-1.3432463,-1.3699839,-0.0267376
17,-0.46349284,-0.4362005,"('nasty', 'nice')",-0.4634928,-0.4362005,0.0272923
18,-1.0821939,-1.0901012,"('disagreeable', 'welcoming')",-1.0821939,-1.0901012,-0.0079073
19,-1.104782,-1.0923184,"('inhospitable', 'hospitable')",-1.104782,-1.0923184,0.0124636
20,0.295084,0.24205354,"('rough', 'thoughtful')",0.295084,0.2420535,-0.0530305
21,0.27950525,0.3259743,"('immoral', 'moral')",0.2795053,0.3259743,0.046469
22,-0.67076373,-0.7409491,"('untrustworthy', 'trustworthy')",-0.6707637,-0.7409491,-0.0701854
23,3.1736658,3.0084946,"('insincere', 'sincere')",3.1736658,3.0084946,-0.1651712
24,0.44591087,0.34006587,"('dishonest', 'honest')",0.4459109,0.3400659,-0.105845
25,0.26547283,0.1662626,"('egoistic', 'altruistic')",0.2654728,0.1662626,-0.0992102
26,1.4303403,1.2652286,"('hardhearted', 'benevolent')",1.4303403,1.2652286,-0.1651117
27,0.34581086,0.15257536,"('hardhearted', 'softhearted')",0.3458109,0.1525754,-0.1932355
28,0.715609,0.5542205,"('disloyal', 'loyal')",0.715609,0.5542205,-0.1613885
29,-0.97296673,-1.0214309,"('unfair', 'fair')",-0.9729667,-1.0214309,-0.0484642
30,0.53951603,0.4784323,"('intolerant', 'tolerant')",0.539516,0.4784323,-0.0610837
31,-2.133387,-2.1437626,"('evil', 'good')",-2.1333871,-2.1437626,-0.0103755
32,0.9861802,0.8547591,"('unkind', 'kind')",0.9861802,0.8547591,-0.1314211
33,0.1603223,0.1280693,"('wrong', 'right')",0.1603223,0.1280693,-0.032253
34,2.484451,2.5179462,"('mean', 'honorable')",2.4844511,2.5179462,0.0334951
35,-0.59534,-0.62445855,"('corrupt', 'incorrupt')",-0.59534,-0.6244586,-0.0291186
36,-0.39108673,-0.5261922,"('hostile', 'amicable')",-0.3910867,-0.5261922,-0.1351055
37,-0.11551288,-0.13223314,"('fake', 'genuine')",-0.1155129,-0.1322331,-0.0167202
38,0.08080858,0.10238673,"('untruthful', 'truthful')",0.0808086,0.1023867,0.0215781
39,-0.19243416,-0.24331814,"('exploitative', 'cooperative')",-0.1924342,-0.2433181,-0.0508839
40,-1.1515479,-1.2718774,"('stingy', 'generous')",-1.1515479,-1.2718774,-0.1203295
41,0.23150283,0.094175585,"('unforgiving', 'forgiving')",0.2315028,0.0941756,-0.1373272
42,-0.99236214,-0.9483323,"('unreliable', 'reliable')",-0.9923621,-0.9483323,0.0440298
43,0.72092915,0.6679619,"('irresponsible', 'responsible')",0.7209291,0.6679619,-0.0529672
44,-1.545935,-1.4507797,"('prejudiced', 'unprejudiced')",-1.545935,-1.4507797,0.0951553
45,-0.58798003,-0.6532104,"('incompetent', 'competent')",-0.58798,-0.6532104,-0.0652304
46,-0.13581963,-0.12786922,"('uncompetitive', 'competitive')",-0.1358196,-0.1278692,0.0079504
47,2.7543132,2.6996138,"('stupid', 'smart')",2.7543132,2.6996138,-0.0546994
48,-0.49740413,-0.5316795,"('unintelligent', 'intelligent')",-0.4974041,-0.5316795,-0.0342754
49,-1.0089947,-0.91509885,"('unable', 'able')",-1.0089947,-0.9150988,0.0938959
50,-0.26555857,-0.31496572,"('clumsy', 'skillful')",-0.2655586,-0.3149657,-0.0494071
51,-0.31675634,-0.382233,"('uneducated', 'educated')",-0.3167563,-0.382233,-0.0654767
52,-1.003338,-1.1727786,"('irrational', 'rational')",-1.003338,-1.1727786,-0.1694406
53,-0.7124077,-0.8785675,"('uncreative', 'creative')",-0.7124077,-0.8785675,-0.1661598
54,-0.44811377,-0.4695412,"('incapable', 'capable')",-0.4481138,-0.4695412,-0.0214274
55,0.06319567,0.041258693,"('incompetent', 'clever')",0.0631957,0.0412587,-0.021937
56,0.5280162,0.5154803,"('impractical', 'practical')",0.5280162,0.5154803,-0.0125359
57,-1.7686834,-1.7865027,"('unimaginative', 'imaginative')",-1.7686834,-1.7865027,-0.0178193
58,0.6662305,0.60508096,"('undiscriminating', 'discriminating')",0.6662305,0.605081,-0.0611495
59,-0.3131647,-0.36362898,"('foolish', 'wise')",-0.3131647,-0.363629,-0.0504643
60,-0.021351852,0.05618946,"('inefficient', 'efficient')",-0.0213519,0.0561895,0.0775414
61,0.05363495,-0.08176612,"('illogical', 'logical')",0.0536349,-0.0817661,-0.135401
62,-0.31028888,-0.23295541,"('incompetent', 'brilliant')",-0.3102889,-0.2329554,0.0773335
63,0.4575608,0.46323124,"('unperceptive', 'insightful')",0.4575608,0.4632312,0.0056704
64,-2.687612,-2.5555904,"('shy', 'confident')",-2.6876121,-2.5555904,0.1320217
65,0.09010145,0.044213586,"('insecure', 'secure')",0.0901015,0.0442136,-0.0458879
66,0.018455487,-0.00072526373,"('inactive', 'active')",0.0184555,-0.0007253,-0.0191808
67,0.3222374,0.39016593,"('doubtful', 'determined')",0.3222374,0.3901659,0.0679285
68,-1.6159458,-1.6240765,"('dependent', 'independent')",-1.6159458,-1.6240765,-0.0081307
69,-1.4702318,-1.4614394,"('lazy', 'industrious')",-1.4702318,-1.4614394,0.0087924
70,0.12560208,0.087339364,"('lethargic', 'energetic')",0.1256021,0.0873394,-0.0382627
71,0.35677955,0.38925195,"('diffident', 'self-confident')",0.3567795,0.3892519,0.0324724
72,0.4229654,0.36061138,"('unambitious', 'ambitious')",0.4229654,0.3606114,-0.062354
73,-1.305301,-1.2282757,"('helpless', 'self-reliant')",-1.305301,-1.2282757,0.0770253
74,-0.28731996,-0.4036704,"('undedicated', 'dedicated')",-0.28732,-0.4036704,-0.1163504
75,-0.6805932,-0.58912444,"('meek', 'impulsive')",-0.6805932,-0.5891244,0.0914688
76,-0.23937811,-0.20752034,"('anxious', 'daring')",-0.2393781,-0.2075203,0.0318578
77,-0.45309323,-0.33704126,"('unmotivated', 'motivated')",-0.4530932,-0.3370413,0.1160519
78,-0.22892374,-0.18395665,"('nonresilient', 'resilient')",-0.2289237,-0.1839567,0.044967
79,-0.6496407,-0.67255837,"('wavering', 'unwavering')",-0.6496407,-0.6725584,-0.0229177
80,0.44524834,0.5065704,"('dominated', 'dominating')",0.4452483,0.5065704,0.0613221
81,0.0019592345,0.08389361,"('submissive', 'aggressive')",0.0019592,0.0838936,0.0819344
82,2.1645622,2.036459,"('poor', 'rich')",2.1645622,2.036459,-0.1281032
83,0.4546025,0.46157256,"('powerless', 'powerful')",0.4546025,0.4615726,0.0069701
84,0.64469033,0.63451415,"('inferior', 'superior')",0.6446903,0.6345142,-0.0101761
85,-0.08134984,-0.118642464,"('insignificant', 'prestigious')",-0.0813498,-0.1186425,-0.0372927
86,-0.36704117,-0.5219076,"('uninfluential', 'influential')",-0.3670412,-0.5219076,-0.1548664
87,-0.22265308,-0.17325033,"('unsuccessful', 'successful')",-0.2226531,-0.1732503,0.0494028
88,-0.28950694,-0.33844787,"('low', 'eminent')",-0.2895069,-0.3384479,-0.048941
