,brain_male,brain_female,tuple,average_male,average_female,female-male
0,-0.23415673,-0.3008306,"('unsociable', 'sociable')",-0.2341567,-0.3008306,-0.0666739
1,1.4660435,1.2928758,"('unfriendly', 'friendly')",1.4660435,1.2928758,-0.1731677
2,0.2011231,0.17620677,"('unlikable', 'likable')",0.2011231,0.1762068,-0.0249163
3,0.21108092,0.34361532,"('repellent', 'pleasant')",0.2110809,0.3436153,0.1325344
4,-7.171838,-7.3251185,"('disliked', 'liked')",-7.1718378,-7.3251185,-0.1532807
5,-0.33282056,-0.43885064,"('distant', 'outgoing')",-0.3328206,-0.4388506,-0.10603
6,0.121132165,-0.0099771805,"('distant', 'open')",0.1211322,-0.0099772,-0.1311094
7,0.5600613,0.7171043,"('insensitive', 'sensitive')",0.5600613,0.7171043,0.157043
8,1.4031527,1.2774673,"('unaffectionate', 'affectionate')",1.4031527,1.2774673,-0.1256854
9,1.9706063,1.9331295,"('unaffectionate', 'caring')",1.9706063,1.9331295,-0.0374768
10,0.88253206,0.97789466,"('unsympathetic', 'sympathetic')",0.8825321,0.9778947,0.0953626
11,1.9023293,1.9970871,"('unhelpful', 'helpful')",1.9023293,1.9970871,0.0947578
12,-1.3236423,-1.3096949,"('unsupportive', 'supportive')",-1.3236423,-1.3096949,0.0139474
13,-0.51352215,-0.5163635,"('impolite', 'polite')",-0.5135221,-0.5163635,-0.0028414
14,-0.055723332,-0.03237395,"('antisocial', 'social')",-0.0557233,-0.0323739,0.0233494
15,0.118941985,0.0029004049,"('boring', 'funny')",0.118942,0.0029004,-0.1160416
16,-0.12727366,-0.16102728,"('unpopular', 'popular')",-0.1272737,-0.1610273,-0.0337536
17,-0.18013446,-0.20553961,"('nasty', 'nice')",-0.1801345,-0.2055396,-0.0254051
18,-0.08058213,-0.17012636,"('disagreeable', 'welcoming')",-0.0805821,-0.1701264,-0.0895443
19,-0.30446512,-0.3929339,"('inhospitable', 'hospitable')",-0.3044651,-0.3929339,-0.0884688
20,0.9344795,0.97435904,"('rough', 'thoughtful')",0.9344795,0.974359,0.0398795
21,-0.24660027,-0.16807882,"('immoral', 'moral')",-0.2466003,-0.1680788,0.0785215
22,-0.851556,-0.8805953,"('untrustworthy', 'trustworthy')",-0.851556,-0.8805953,-0.0290393
23,6.2476473,6.3043766,"('insincere', 'sincere')",6.2476473,6.3043766,0.0567293
24,1.6055769,1.50716,"('dishonest', 'honest')",1.6055769,1.5071599,-0.098417
25,0.79175484,0.6844424,"('egoistic', 'altruistic')",0.7917548,0.6844424,-0.1073124
26,0.86276877,0.7646552,"('hardhearted', 'benevolent')",0.8627688,0.7646552,-0.0981136
27,1.9555194,1.8181739,"('hardhearted', 'softhearted')",1.9555194,1.8181739,-0.1373455
28,1.2729615,1.2303908,"('disloyal', 'loyal')",1.2729615,1.2303908,-0.0425707
29,-0.5374238,-0.62151605,"('unfair', 'fair')",-0.5374238,-0.621516,-0.0840922
30,0.93671197,0.8606181,"('intolerant', 'tolerant')",0.936712,0.8606181,-0.0760939
31,-1.344175,-1.3778716,"('evil', 'good')",-1.344175,-1.3778716,-0.0336966
32,1.2718254,1.2007651,"('unkind', 'kind')",1.2718254,1.2007651,-0.0710603
33,-0.16986565,-0.3234924,"('wrong', 'right')",-0.1698657,-0.3234924,-0.1536267
34,4.7306585,4.8347464,"('mean', 'honorable')",4.7306585,4.8347464,0.1040879
35,-0.7596473,-0.9516788,"('corrupt', 'incorrupt')",-0.7596473,-0.9516788,-0.1920315
36,-0.41725996,-0.65293485,"('hostile', 'amicable')",-0.41726,-0.6529348,-0.2356748
37,0.66060466,0.71174836,"('fake', 'genuine')",0.6606047,0.7117484,0.0511437
38,0.17407697,0.1329096,"('untruthful', 'truthful')",0.174077,0.1329096,-0.0411674
39,0.3667503,0.37629795,"('exploitative', 'cooperative')",0.3667503,0.376298,0.0095477
40,-1.4806197,-1.594883,"('stingy', 'generous')",-1.4806197,-1.594883,-0.1142633
41,0.6312294,0.49702236,"('unforgiving', 'forgiving')",0.6312294,0.4970224,-0.134207
42,-2.9719212,-2.8949215,"('unreliable', 'reliable')",-2.9719212,-2.8949215,0.0769997
43,0.8244138,0.8842091,"('irresponsible', 'responsible')",0.8244138,0.8842091,0.0597953
44,-1.4181814,-1.3708087,"('prejudiced', 'unprejudiced')",-1.4181814,-1.3708087,0.0473727
45,-0.03969723,-0.023854531,"('incompetent', 'competent')",-0.0396972,-0.0238545,0.0158427
46,-1.0315472,-1.0033678,"('uncompetitive', 'competitive')",-1.0315472,-1.0033678,0.0281794
47,5.058747,5.123434,"('stupid', 'smart')",5.0587468,5.1234341,0.0646873
48,1.1508033,1.1023629,"('unintelligent', 'intelligent')",1.1508033,1.1023629,-0.0484404
49,0.6216622,0.6577701,"('unable', 'able')",0.6216622,0.6577701,0.0361079
50,-0.066476636,-0.06414113,"('clumsy', 'skillful')",-0.0664766,-0.0641411,0.0023355
51,0.31706744,0.35895452,"('uneducated', 'educated')",0.3170674,0.3589545,0.0418871
52,-0.23681101,-0.4577494,"('irrational', 'rational')",-0.236811,-0.4577494,-0.2209384
53,0.25478625,0.2007718,"('uncreative', 'creative')",0.2547863,0.2007718,-0.0540145
54,1.0417266,1.0979652,"('incapable', 'capable')",1.0417266,1.0979652,0.0562386
55,0.73887527,0.8163928,"('incompetent', 'clever')",0.7388753,0.8163928,0.0775175
56,0.26775336,0.27738416,"('impractical', 'practical')",0.2677534,0.2773842,0.0096308
57,-2.9031231,-2.8807929,"('unimaginative', 'imaginative')",-2.9031231,-2.8807929,0.0223302
58,-0.067818075,-0.054836936,"('undiscriminating', 'discriminating')",-0.0678181,-0.0548369,0.0129812
59,0.18671128,0.099432915,"('foolish', 'wise')",0.1867113,0.0994329,-0.0872784
60,0.5510702,0.6644628,"('inefficient', 'efficient')",0.5510702,0.6644628,0.1133926
61,0.93836325,0.7304379,"('illogical', 'logical')",0.9383633,0.7304379,-0.2079254
62,0.8446683,0.94559336,"('incompetent', 'brilliant')",0.8446683,0.9455934,0.1009251
63,0.41553238,0.46495485,"('unperceptive', 'insightful')",0.4155324,0.4649549,0.0494225
64,-6.7540336,-6.757421,"('shy', 'confident')",-6.7540336,-6.757421,-0.0033874
65,-0.14765266,-0.08529294,"('insecure', 'secure')",-0.1476527,-0.0852929,0.0623598
66,-0.62081444,-0.6095879,"('inactive', 'active')",-0.6208144,-0.6095879,0.0112265
67,-0.26542196,-0.2408298,"('doubtful', 'determined')",-0.265422,-0.2408298,0.0245922
68,-0.6997968,-0.7025722,"('dependent', 'independent')",-0.6997968,-0.7025722,-0.0027754
69,-1.9019152,-1.9871327,"('lazy', 'industrious')",-1.9019152,-1.9871327,-0.0852175
70,0.5113666,0.60619307,"('lethargic', 'energetic')",0.5113666,0.6061931,0.0948265
71,0.6176161,0.56028706,"('diffident', 'self-confident')",0.6176161,0.5602871,-0.057329
72,0.75620306,0.8289918,"('unambitious', 'ambitious')",0.7562031,0.8289918,0.0727887
73,-2.9873214,-2.9671905,"('helpless', 'self-reliant')",-2.9873214,-2.9671905,0.0201309
74,0.0920888,0.03751912,"('undedicated', 'dedicated')",0.0920888,0.0375191,-0.0545697
75,-1.0689745,-1.0170984,"('meek', 'impulsive')",-1.0689745,-1.0170984,0.0518761
76,0.55723846,0.7348415,"('anxious', 'daring')",0.5572385,0.7348415,0.177603
77,-1.1085478,-0.9753507,"('unmotivated', 'motivated')",-1.1085478,-0.9753507,0.1331971
78,-0.20754787,-0.21051012,"('nonresilient', 'resilient')",-0.2075479,-0.2105101,-0.0029622
79,0.1538434,0.057496905,"('wavering', 'unwavering')",0.1538434,0.0574969,-0.0963465
80,-0.11485551,-0.06600277,"('dominated', 'dominating')",-0.1148555,-0.0660028,0.0488527
81,-0.15595812,-0.023968324,"('submissive', 'aggressive')",-0.1559581,-0.0239683,0.1319898
82,5.851023,5.9913077,"('poor', 'rich')",5.8510232,5.9913077,0.1402845
83,-0.34333557,-0.33791667,"('powerless', 'powerful')",-0.3433356,-0.3379167,0.0054189
84,0.68882155,0.6471833,"('inferior', 'superior')",0.6888216,0.6471833,-0.0416383
85,0.48742932,0.35052183,"('insignificant', 'prestigious')",0.4874293,0.3505218,-0.1369075
86,0.20539293,0.116339974,"('uninfluential', 'influential')",0.2053929,0.11634,-0.0890529
87,0.15162715,0.23996253,"('unsuccessful', 'successful')",0.1516272,0.2399625,0.0883353
88,0.25797772,0.30093288,"('low', 'eminent')",0.2579777,0.3009329,0.0429552
