,masco_male,masco_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.1507601,-0.29230535,"('unsociable', 'sociable')",-0.17520322,-0.38402376,-0.1629817,-0.3381646,-0.1751829
1,-1.2097813,-1.2015964,"('unfriendly', 'friendly')",1.4385183,1.2782812,0.1143685,0.0383424,-0.0760261
2,0.9637061,0.99261004,"('unlikable', 'likable')",0.8359135,0.8186919,0.8998098,0.905651,0.0058412
3,0.01857986,0.07358187,"('repellent', 'pleasant')",0.660205,0.6732549,0.3393924,0.3734184,0.034026
4,0.03557271,0.03802818,"('disliked', 'liked')",-6.5945244,-6.71415,-3.2794759,-3.3380609,-0.058585
5,-1.1983213,-1.1237419,"('distant', 'outgoing')",-0.5008801,-0.5513082,-0.8496007,-0.837525,0.0120757
6,-1.8216314,-1.739241,"('distant', 'open')",-0.4575886,-0.54814136,-1.1396101,-1.1436912,-0.0040811
7,-0.85997313,-0.8493588,"('insensitive', 'sensitive')",0.08602151,0.07948243,-0.3869758,-0.3849382,0.0020376
8,-0.8923139,-0.9085715,"('unaffectionate', 'affectionate')",0.72644794,0.6702888,-0.082933,-0.1191413,-0.0362083
9,-1.1818942,-1.2266717,"('unaffectionate', 'caring')",0.82770365,0.7947833,-0.1770953,-0.2159442,-0.0388489
10,-0.727489,-0.79308975,"('unsympathetic', 'sympathetic')",-0.87662834,-0.9231605,-0.8020587,-0.8581251,-0.0560664
11,-0.823053,-0.8320689,"('unhelpful', 'helpful')",1.1438082,1.2345953,0.1603776,0.2012632,0.0408856
12,-0.4744241,-0.42319563,"('unsupportive', 'supportive')",-2.290417,-2.3366494,-1.3824205,-1.3799225,0.002498
13,-0.26372808,-0.28837734,"('impolite', 'polite')",-0.9644249,-0.95423335,-0.6140765,-0.6213053,-0.0072288
14,0.7895305,0.7084597,"('antisocial', 'social')",0.36982453,0.24271931,0.5796775,0.4755895,-0.104088
15,0.026197717,-0.023207255,"('boring', 'funny')",0.22664805,0.2069837,0.1264229,0.0918882,-0.0345347
16,-0.3155327,-0.25992656,"('unpopular', 'popular')",0.4427385,0.40753075,0.0636029,0.0738021,0.0101992
17,-0.10633148,-0.03641732,"('nasty', 'nice')",-0.68641245,-0.6182629,-0.396372,-0.3273401,0.0690319
18,-0.4717006,-0.4429081,"('disagreeable', 'welcoming')",-0.35537022,-0.5021484,-0.4135354,-0.4725282,-0.0589928
19,-1.7397672,-1.7092327,"('inhospitable', 'hospitable')",-0.7066867,-0.6938861,-1.2232269,-1.2015594,0.0216675
20,0.11737572,0.09876836,"('rough', 'thoughtful')",1.0934575,1.0919595,0.6054166,0.5953639,-0.0100527
21,0.1909089,0.09707877,"('immoral', 'moral')",-0.40724456,-0.43275303,-0.1081678,-0.1678371,-0.0596693
22,0.12925613,0.09309241,"('untrustworthy', 'trustworthy')",-0.824244,-0.9410516,-0.3474939,-0.4239796,-0.0764857
23,-0.96528894,-1.0225132,"('insincere', 'sincere')",5.327021,5.318257,2.180866,2.147872,-0.032994
24,-0.31537837,-0.3943487,"('dishonest', 'honest')",0.42813239,0.39450604,0.056377,7.87e-05,-0.0562983
25,0.20826423,0.2531162,"('egoistic', 'altruistic')",1.4082696,1.3967348,0.8082669,0.8249255,0.0166586
26,0.43773577,0.37920454,"('hardhearted', 'benevolent')",1.7736342,1.7113428,1.105685,1.0452737,-0.0604113
27,-0.3950194,-0.3682565,"('hardhearted', 'softhearted')",1.1378596,1.0224252,0.3714201,0.3270843,-0.0443358
28,-0.69546056,-0.81012595,"('disloyal', 'loyal')",0.9879614,0.9072336,0.1462504,0.0485538,-0.0976966
29,-0.53666914,-0.5456834,"('unfair', 'fair')",-0.30574667,-0.49146762,-0.4212079,-0.5185755,-0.0973676
30,0.98276263,0.89649737,"('intolerant', 'tolerant')",0.9921417,0.9100284,0.9874521,0.9032629,-0.0841892
31,-0.99241173,-0.8236649,"('evil', 'good')",-0.43339095,-0.55157137,-0.7129014,-0.6876181,0.0252833
32,-0.35301504,-0.46147442,"('unkind', 'kind')",0.2920618,0.16532037,-0.0304766,-0.148077,-0.1176004
33,-0.39202434,-0.41164494,"('wrong', 'right')",-0.57187605,-0.60346115,-0.4819502,-0.507553,-0.0256028
34,-0.37593958,-0.23686829,"('mean', 'honorable')",5.2731695,5.461487,2.4486151,2.6123092,0.1636941
35,-0.42635036,-0.45000383,"('corrupt', 'incorrupt')",-0.050456878,-0.061061256,-0.2384036,-0.2555325,-0.0171289
36,-0.67018676,-0.6713115,"('hostile', 'amicable')",0.04638855,-0.10203628,-0.3118991,-0.3866739,-0.0747748
37,-0.39956743,-0.46805617,"('fake', 'genuine')",0.027488995,0.01449028,-0.1860392,-0.2267829,-0.0407437
38,-0.84775805,-0.840026,"('untruthful', 'truthful')",-0.47789186,-0.40118977,-0.662825,-0.6206079,0.0422171
39,0.79597694,0.8179786,"('exploitative', 'cooperative')",0.110184066,0.1685194,0.4530805,0.493249,0.0401685
40,0.251098,0.24896356,"('stingy', 'generous')",-1.6386532,-1.7957008,-0.6937776,-0.7733686,-0.079591
41,-0.2388585,-0.23450188,"('unforgiving', 'forgiving')",0.08763158,-0.072150275,-0.0756135,-0.1533261,-0.0777126
42,0.4572384,0.4837753,"('unreliable', 'reliable')",-3.506273,-3.548607,-1.5245173,-1.5324159,-0.0078986
43,-0.7369833,-0.7356886,"('irresponsible', 'responsible')",0.16071871,0.13879776,-0.2881323,-0.2984454,-0.0103131
44,0.8131219,0.8043845,"('prejudiced', 'unprejudiced')",-1.3829665,-1.3637662,-0.2849223,-0.2796908,0.0052315
45,-0.21712926,-0.24064605,"('incompetent', 'competent')",0.047488704,-0.08671674,-0.0848203,-0.1636814,-0.0788611
46,-0.2950304,-0.33742055,"('uncompetitive', 'competitive')",-1.0089235,-1.0372946,-0.6519769,-0.6873576,-0.0353807
47,0.049762897,0.12869371,"('stupid', 'smart')",5.3134155,5.437263,2.6815891,2.7829783,0.1013892
48,0.15904523,0.13703749,"('unintelligent', 'intelligent')",0.61745036,0.6474516,0.3882478,0.3922445,0.0039967
49,-0.14027366,-0.029770631,"('unable', 'able')",-0.4547102,-0.42624643,-0.2974919,-0.2280085,0.0694834
50,-0.3187083,-0.28604627,"('clumsy', 'skillful')",-0.24486841,-0.31470788,-0.2817883,-0.3003771,-0.0185888
51,-0.8941493,-1.0186635,"('uneducated', 'educated')",0.076971844,-0.0071475804,-0.4085887,-0.5129055,-0.1043168
52,-0.45648688,-0.5725644,"('irrational', 'rational')",0.31808656,0.2027539,-0.0692002,-0.1849053,-0.1157051
53,-1.2985128,-1.2364634,"('uncreative', 'creative')",0.2392547,0.13740605,-0.5296291,-0.5495287,-0.0198996
54,-0.58042306,-0.5895387,"('incapable', 'capable')",0.47164926,0.52388924,-0.0543869,-0.0328247,0.0215622
55,0.45110303,0.42687824,"('incompetent', 'clever')",0.35904497,0.29820502,0.405074,0.3625416,-0.0425324
56,0.2785407,0.19753674,"('impractical', 'practical')",-0.5284153,-0.57978904,-0.1249373,-0.1911262,-0.0661889
57,-0.86466527,-0.88498116,"('unimaginative', 'imaginative')",-3.1801865,-3.2568605,-2.0224259,-2.0709209,-0.048495
58,-0.66124046,-0.70981145,"('undiscriminating', 'discriminating')",0.3721534,0.24852812,-0.1445435,-0.2306417,-0.0860982
59,-0.11836057,-0.10529468,"('foolish', 'wise')",0.026915487,0.071862064,-0.0457225,-0.0167163,0.0290062
60,0.5660668,0.5471755,"('inefficient', 'efficient')",-0.21011749,-0.13075136,0.1779747,0.2082121,0.0302374
61,-0.20458247,-0.33595347,"('illogical', 'logical')",0.6316826,0.45068866,0.2135501,0.0573676,-0.1561825
62,0.6355536,0.67264974,"('incompetent', 'brilliant')",0.29947397,0.3699231,0.4675138,0.5212864,0.0537726
63,-0.67839485,-0.64207333,"('unperceptive', 'insightful')",0.2290585,0.2545489,-0.2246682,-0.1937622,0.030906
64,0.46353734,0.3987407,"('shy', 'confident')",-6.4192767,-6.493762,-2.9778697,-3.0475106,-0.0696409
65,0.07122404,-0.031250313,"('insecure', 'secure')",-0.47720298,-0.43125132,-0.2029895,-0.2312508,-0.0282613
66,-1.0518582,-1.0429883,"('inactive', 'active')",0.1800393,0.20305583,-0.4359095,-0.4199662,0.0159433
67,0.2935828,0.2947309,"('doubtful', 'determined')",-0.29674205,-0.3207903,-0.0015796,-0.0130297,-0.0114501
68,-0.5254769,-0.5848107,"('dependent', 'independent')",-0.7430392,-0.81611633,-0.634258,-0.7004635,-0.0662055
69,0.17297658,0.2520362,"('lazy', 'industrious')",-0.46116802,-0.43456158,-0.1440957,-0.0912627,0.052833
70,-0.420603,-0.45252824,"('lethargic', 'energetic')",-0.030453213,-0.0481915,-0.2255281,-0.2503599,-0.0248318
71,-0.58862734,-0.60222256,"('diffident', 'self-confident')",0.19213895,0.15307444,-0.1982442,-0.2245741,-0.0263299
72,-0.20469056,-0.21475205,"('unambitious', 'ambitious')",-0.5515786,-0.5483488,-0.3781346,-0.3815504,-0.0034158
73,0.9486037,0.8631254,"('helpless', 'self-reliant')",-3.0987096,-3.1157374,-1.075053,-1.1263061,-0.0512531
74,0.10131185,0.09698126,"('undedicated', 'dedicated')",-0.24940892,-0.3767926,-0.0740485,-0.1399057,-0.0658572
75,-0.050729636,0.053158604,"('meek', 'impulsive')",-0.57966316,-0.5011448,-0.3151964,-0.2239931,0.0912033
