,median_male,median_female,tuple,average_male,average_female,female-male
0,0.17486864,0.16055702,"('unsociable', 'sociable')",0.1748686,0.160557,-0.0143116
1,1.1743338,1.1530848,"('unfriendly', 'friendly')",1.1743338,1.1530848,-0.021249
2,-0.034009777,0.13706797,"('unlikable', 'likable')",-0.0340098,0.137068,0.1710778
3,1.0349263,1.0953968,"('repellent', 'pleasant')",1.0349263,1.0953968,0.0604705
4,-6.93748,-7.220836,"('disliked', 'liked')",-6.93748,-7.2208362,-0.2833562
5,-0.49723265,-0.51503724,"('distant', 'outgoing')",-0.4972326,-0.5150372,-0.0178046
6,0.23608075,0.10198997,"('distant', 'open')",0.2360808,0.10199,-0.1340908
7,1.3696483,1.4246125,"('insensitive', 'sensitive')",1.3696483,1.4246125,0.0549642
8,1.1975155,1.0595853,"('unaffectionate', 'affectionate')",1.1975155,1.0595853,-0.1379302
9,1.3816458,1.4087993,"('unaffectionate', 'caring')",1.3816458,1.4087993,0.0271535
10,0.946875,1.008311,"('unsympathetic', 'sympathetic')",0.946875,1.008311,0.061436
11,1.2512422,1.4176836,"('unhelpful', 'helpful')",1.2512422,1.4176836,0.1664414
12,-1.7206407,-1.6688988,"('unsupportive', 'supportive')",-1.7206407,-1.6688988,0.0517419
13,-0.35844442,-0.17025635,"('impolite', 'polite')",-0.3584444,-0.1702563,0.1881881
14,0.008793017,0.03210183,"('antisocial', 'social')",0.008793,0.0321018,0.0233088
15,0.32183653,0.26441836,"('boring', 'funny')",0.3218365,0.2644184,-0.0574181
16,-0.53131855,-0.52637947,"('unpopular', 'popular')",-0.5313185,-0.5263795,0.004939
17,0.02925675,0.03819222,"('nasty', 'nice')",0.0292567,0.0381922,0.0089355
18,-0.35253197,-0.25248984,"('disagreeable', 'welcoming')",-0.352532,-0.2524898,0.1000422
19,-0.459231,-0.42409,"('inhospitable', 'hospitable')",-0.459231,-0.42409,0.035141
20,0.5887246,0.42672065,"('rough', 'thoughtful')",0.5887246,0.4267206,-0.162004
21,-0.29724857,0.01512897,"('immoral', 'moral')",-0.2972486,0.015129,0.3123776
22,-0.20088291,-0.0838066,"('untrustworthy', 'trustworthy')",-0.2008829,-0.0838066,0.1170763
23,6.1083627,6.4147167,"('insincere', 'sincere')",6.1083627,6.4147167,0.306354
24,1.5581275,1.6481639,"('dishonest', 'honest')",1.5581275,1.6481639,0.0900364
25,0.9031251,0.83069813,"('egoistic', 'altruistic')",0.9031251,0.8306981,-0.072427
26,1.1954479,0.9053242,"('hardhearted', 'benevolent')",1.1954479,0.9053242,-0.2901237
27,1.8244468,1.5747241,"('hardhearted', 'softhearted')",1.8244468,1.5747241,-0.2497227
28,1.3930238,1.2455305,"('disloyal', 'loyal')",1.3930238,1.2455305,-0.1474933
29,-0.3446954,-0.53753185,"('unfair', 'fair')",-0.3446954,-0.5375319,-0.1928365
30,0.8358236,0.98210084,"('intolerant', 'tolerant')",0.8358236,0.9821008,0.1462772
31,-0.7743386,-0.9584415,"('evil', 'good')",-0.7743386,-0.9584415,-0.1841029
32,1.0860217,1.0151676,"('unkind', 'kind')",1.0860217,1.0151676,-0.0708541
33,-0.2747555,-0.33015287,"('wrong', 'right')",-0.2747555,-0.3301529,-0.0553974
34,4.2893825,4.6830153,"('mean', 'honorable')",4.2893825,4.6830153,0.3936328
35,-0.736944,-1.1297491,"('corrupt', 'incorrupt')",-0.736944,-1.1297491,-0.3928051
36,-0.40894434,-0.68867224,"('hostile', 'amicable')",-0.4089443,-0.6886722,-0.2797279
37,1.1580858,1.1153935,"('fake', 'genuine')",1.1580858,1.1153935,-0.0426923
38,-0.40468395,-0.24499987,"('untruthful', 'truthful')",-0.4046839,-0.2449999,0.159684
39,0.15408911,0.21986492,"('exploitative', 'cooperative')",0.1540891,0.2198649,0.0657758
40,-0.72226024,-0.88075536,"('stingy', 'generous')",-0.7222602,-0.8807554,-0.1584952
41,0.5238491,0.34159812,"('unforgiving', 'forgiving')",0.5238491,0.3415981,-0.182251
42,-2.1127439,-2.146021,"('unreliable', 'reliable')",-2.1127439,-2.1460209,-0.033277
43,0.9147936,1.1019819,"('irresponsible', 'responsible')",0.9147936,1.1019819,0.1871883
44,-1.3121353,-1.5077286,"('prejudiced', 'unprejudiced')",-1.3121353,-1.5077286,-0.1955933
45,0.4474032,0.23105395,"('incompetent', 'competent')",0.4474032,0.2310539,-0.2163493
46,-0.5985399,-0.47930568,"('uncompetitive', 'competitive')",-0.5985399,-0.4793057,0.1192342
47,4.706845,4.9908323,"('stupid', 'smart')",4.7068448,4.9908323,0.2839875
48,0.34322014,0.43517444,"('unintelligent', 'intelligent')",0.3432201,0.4351744,0.0919543
49,-0.23733595,-0.1213486,"('unable', 'able')",-0.237336,-0.1213486,0.1159874
50,-0.25038338,-0.25460577,"('clumsy', 'skillful')",-0.2503834,-0.2546058,-0.0042224
51,0.21633244,0.3788374,"('uneducated', 'educated')",0.2163324,0.3788374,0.162505
52,0.09320777,-0.12253045,"('irrational', 'rational')",0.0932078,-0.1225305,-0.2157383
53,-0.1253227,-0.20105118,"('uncreative', 'creative')",-0.1253227,-0.2010512,-0.0757285
54,0.77393603,0.9074336,"('incapable', 'capable')",0.773936,0.9074336,0.1334976
55,0.8149783,1.0048363,"('incompetent', 'clever')",0.8149783,1.0048363,0.189858
56,0.11201464,0.23461254,"('impractical', 'practical')",0.1120146,0.2346125,0.1225979
57,-1.9246684,-2.1531034,"('unimaginative', 'imaginative')",-1.9246684,-2.1531034,-0.228435
58,0.60489875,0.5416805,"('undiscriminating', 'discriminating')",0.6048988,0.5416805,-0.0632183
59,0.10027335,0.16507532,"('foolish', 'wise')",0.1002733,0.1650753,0.064802
60,-0.15816694,0.25633785,"('inefficient', 'efficient')",-0.1581669,0.2563379,0.4145048
61,0.4896209,0.39740533,"('illogical', 'logical')",0.4896209,0.3974053,-0.0922156
62,0.30596966,0.5874517,"('incompetent', 'brilliant')",0.3059697,0.5874517,0.281482
63,0.025268868,0.20315215,"('unperceptive', 'insightful')",0.0252689,0.2031521,0.1778832
64,-6.4331603,-6.2808585,"('shy', 'confident')",-6.4331603,-6.2808585,0.1523018
65,0.31299746,0.6839166,"('insecure', 'secure')",0.3129975,0.6839166,0.3709191
66,0.1314559,-0.09094092,"('inactive', 'active')",0.1314559,-0.0909409,-0.2223968
67,-0.98635715,-0.9198978,"('doubtful', 'determined')",-0.9863572,-0.9198978,0.0664594
68,-0.7538069,-0.5676789,"('dependent', 'independent')",-0.7538069,-0.5676789,0.186128
69,-1.6846054,-1.862338,"('lazy', 'industrious')",-1.6846054,-1.8623379,-0.1777325
70,1.5366826,1.5479558,"('lethargic', 'energetic')",1.5366826,1.5479558,0.0112732
71,0.28376773,0.29300532,"('diffident', 'self-confident')",0.2837677,0.2930053,0.0092376
72,0.7291311,0.9777326,"('unambitious', 'ambitious')",0.7291311,0.9777326,0.2486015
73,-2.5677283,-2.5306287,"('helpless', 'self-reliant')",-2.5677283,-2.5306287,0.0370996
74,0.44757557,0.25185388,"('undedicated', 'dedicated')",0.4475756,0.2518539,-0.1957217
75,-0.8455258,-0.92665267,"('meek', 'impulsive')",-0.8455258,-0.9266527,-0.0811269
76,0.25785205,0.38698104,"('anxious', 'daring')",0.257852,0.386981,0.129129
77,-1.8591925,-1.6761638,"('unmotivated', 'motivated')",-1.8591925,-1.6761638,0.1830287
78,-1.2198339,-1.1921681,"('nonresilient', 'resilient')",-1.2198339,-1.1921681,0.0276658
79,-0.13000888,-0.22283487,"('wavering', 'unwavering')",-0.1300089,-0.2228349,-0.092826
80,-0.09938668,-0.12102777,"('dominated', 'dominating')",-0.0993867,-0.1210278,-0.0216411
81,-0.5269063,-0.32378584,"('submissive', 'aggressive')",-0.5269063,-0.3237858,0.2031205
82,6.0667095,6.268352,"('poor', 'rich')",6.0667095,6.268352,0.2016425
83,-0.32848534,-0.2811687,"('powerless', 'powerful')",-0.3284853,-0.2811687,0.0473166
84,0.13501753,0.15922087,"('inferior', 'superior')",0.1350175,0.1592209,0.0242034
85,-0.7631061,-0.98345834,"('insignificant', 'prestigious')",-0.7631061,-0.9834583,-0.2203522
86,0.79128265,0.75019103,"('uninfluential', 'influential')",0.7912827,0.750191,-0.0410917
87,-0.13903543,0.012733161,"('unsuccessful', 'successful')",-0.1390354,0.0127332,0.1517686
88,-0.33683887,-0.30609843,"('low', 'eminent')",-0.3368389,-0.3060984,0.0307405
