,cooper_male,cooper_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.8731924,0.5829913,"('unsociable', 'sociable')",1.4190255,1.0558498,-0.048878863,-0.28362042,0.7477797,0.4517403,-0.2960394
1,-0.44641063,-0.3187552,"('unfriendly', 'friendly')",-1.1485633,-1.21958,1.556032,1.4454808,-0.0129807,-0.0309515,-0.0179708
2,0.9540179,1.048873,"('unlikable', 'likable')",1.0382051,1.0663579,0.76927316,0.90767354,0.9204987,1.0076348,0.0871361
3,0.49820167,0.70256907,"('repellent', 'pleasant')",0.7930341,0.7540773,0.2712227,0.35083425,0.5208195,0.6024936,0.0816741
4,-0.6499819,-0.71762687,"('disliked', 'liked')",-0.035897166,0.05953094,-5.843606,-5.8003306,-2.1764951,-2.1528088,0.0236863
5,-1.0193828,-0.86229134,"('distant', 'outgoing')",-1.6998099,-1.4822379,-0.3019843,-0.21512446,-1.007059,-0.8532178,0.1538412
6,-1.1478546,-0.9541618,"('distant', 'open')",-2.6029732,-2.3806999,0.08014936,0.10145302,-1.2235595,-1.0778029,0.1457566
7,0.83301914,0.79291373,"('insensitive', 'sensitive')",0.7460019,0.59961855,1.1401023,1.0745147,0.9063745,0.8223491,-0.0840254
8,0.067715935,0.16933367,"('unaffectionate', 'affectionate')",-1.1209987,-1.1284196,0.15541069,0.13983536,-0.2992907,-0.2730835,0.0262072
9,0.56403375,0.69395834,"('unaffectionate', 'caring')",-0.29759255,-0.33680376,1.0390805,1.0531337,0.4351739,0.4700961,0.0349222
10,1.1602938,1.0976595,"('unsympathetic', 'sympathetic')",1.2946082,0.9613576,0.4525331,0.27006918,0.9691451,0.7763621,-0.192783
11,0.5355677,0.49472022,"('unhelpful', 'helpful')",1.6893516,1.447859,2.554585,2.5251164,1.5931681,1.4892319,-0.1039362
12,1.085925,1.1542478,"('unsupportive', 'supportive')",1.5042713,1.5751555,-1.2372829,-1.1982492,0.4509711,0.5103847,0.0594136
13,0.33059087,0.08149476,"('impolite', 'polite')",1.4534689,1.2303675,0.54866385,0.47733998,0.7775745,0.5964008,-0.1811737
14,1.9842914,1.7136756,"('antisocial', 'social')",2.4013803,2.1583095,-0.041533746,-0.15982746,1.4480459,1.2373858,-0.2106601
15,0.037986435,-0.09922063,"('boring', 'funny')",-0.67431605,-0.7439058,0.43881586,0.3951033,-0.0658379,-0.149341,-0.0835031
16,-1.7597686,-1.6162149,"('unpopular', 'popular')",-0.8739977,-0.7796934,0.69893515,0.72803694,-0.6449437,-0.5559572,0.0889865
17,0.13787521,0.22215044,"('nasty', 'nice')",-0.53623295,-0.41390815,-0.34108064,-0.2836139,-0.2464795,-0.1584572,0.0880223
18,0.05275823,0.14485395,"('disagreeable', 'welcoming')",-0.34149498,-0.3026553,-0.45787245,-0.4753688,-0.2488697,-0.2110567,0.037813
19,-0.41990972,-0.35300332,"('inhospitable', 'hospitable')",-1.0220507,-1.0473738,-0.2024844,-0.17040777,-0.5481483,-0.5235949,0.0245534
20,0.37582603,0.504651,"('rough', 'thoughtful')",-0.013666499,-0.016823625,0.6749367,0.692307,0.3456988,0.3933781,0.0476793
21,1.2715839,1.1852949,"('immoral', 'moral')",1.6751615,1.3910718,-0.24650967,-0.27517185,0.9000786,0.767065,-0.1330136
22,-0.030666951,-0.07492304,"('untrustworthy', 'trustworthy')",0.6960735,0.49518517,-0.98312205,-0.9547392,-0.1059052,-0.178159,-0.0722538
23,1.2221944,1.2013829,"('insincere', 'sincere')",0.89743334,0.72959316,6.2052455,6.1278777,2.7749577,2.6862847,-0.088673
24,1.2635536,1.2477276,"('dishonest', 'honest')",-0.06284778,-0.2719341,1.2515886,1.1857667,0.8174314,0.7205201,-0.0969113
25,0.30540752,0.41304138,"('egoistic', 'altruistic')",-0.29497433,-0.22042367,0.8573046,0.8242452,0.2892459,0.3389543,0.0497084
26,0.8531844,0.72052276,"('hardhearted', 'benevolent')",1.1830038,1.0107114,1.4430258,1.2863337,1.159738,1.005856,-0.153882
27,-0.78705853,-0.706893,"('hardhearted', 'softhearted')",-0.30779207,-0.24708807,1.1392486,1.0961517,0.0147994,0.0473902,0.0325908
28,0.50719386,0.35591817,"('disloyal', 'loyal')",0.036829107,-0.15186214,1.1577753,1.0394717,0.5672661,0.4145093,-0.1527568
29,-0.22886485,-0.15041092,"('unfair', 'fair')",-1.7723355,-1.6825849,-0.8617639,-0.9925083,-0.9543215,-0.9418347,0.0124868
30,1.2833668,1.1022713,"('intolerant', 'tolerant')",2.6245508,2.2848322,1.5501919,1.442632,1.8193698,1.6099119,-0.2094579
31,-1.8231543,-1.6018414,"('evil', 'good')",-1.9373372,-1.666037,-1.5974373,-1.6167926,-1.7859763,-1.6282237,0.1577526
32,0.69168746,0.49989757,"('unkind', 'kind')",1.029736,0.73736984,1.4458468,1.2854686,1.0557567,0.840912,-0.2148447
33,-0.12462123,-0.14027306,"('wrong', 'right')",-0.3564062,-0.30432004,-0.59172463,-0.571496,-0.357584,-0.3386964,0.0188876
34,-0.18171906,-0.04379372,"('mean', 'honorable')",0.4269039,0.4636114,6.1712117,6.217871,2.1387989,2.2125629,0.073764
