,median_male,median_female,tuple,average_male,average_female,female-male
0,0.11619913,0.14832635,"('unsociable', 'sociable')",0.1161991,0.1483264,0.0321273
1,1.3272115,1.3009629,"('unfriendly', 'friendly')",1.3272115,1.3009629,-0.0262486
2,0.49001676,0.61026275,"('unlikable', 'likable')",0.4900168,0.6102628,0.120246
3,1.0320591,1.1160682,"('repellent', 'pleasant')",1.0320591,1.1160682,0.0840091
4,-6.763425,-6.886894,"('disliked', 'liked')",-6.7634249,-6.8868942,-0.1234693
5,-0.2581254,-0.22706163,"('distant', 'outgoing')",-0.2581254,-0.2270616,0.0310638
6,0.23296887,0.22228873,"('distant', 'open')",0.2329689,0.2222887,-0.0106802
7,1.3385683,1.420065,"('insensitive', 'sensitive')",1.3385683,1.420065,0.0814967
8,1.2895225,1.182144,"('unaffectionate', 'affectionate')",1.2895225,1.182144,-0.1073785
9,1.4710213,1.509243,"('unaffectionate', 'caring')",1.4710213,1.509243,0.0382217
10,1.4492447,1.4400611,"('unsympathetic', 'sympathetic')",1.4492447,1.4400611,-0.0091836
11,1.7008989,1.7686131,"('unhelpful', 'helpful')",1.7008989,1.7686131,0.0677142
12,-1.2835217,-1.241329,"('unsupportive', 'supportive')",-1.2835217,-1.241329,0.0421927
13,-0.020443149,0.010715071,"('impolite', 'polite')",-0.0204431,0.0107151,0.0311582
14,-0.0660862,-0.03235165,"('antisocial', 'social')",-0.0660862,-0.0323517,0.0337345
15,0.11974011,0.13300417,"('boring', 'funny')",0.1197401,0.1330042,0.0132641
16,-0.41767177,-0.29416305,"('unpopular', 'popular')",-0.4176718,-0.294163,0.1235088
17,0.23729646,0.2500765,"('nasty', 'nice')",0.2372965,0.2500765,0.01278
18,-0.41518283,-0.37762544,"('disagreeable', 'welcoming')",-0.4151828,-0.3776254,0.0375574
19,-0.23301117,-0.2219873,"('inhospitable', 'hospitable')",-0.2330112,-0.2219873,0.0110239
20,0.65688306,0.49890053,"('rough', 'thoughtful')",0.6568831,0.4989005,-0.1579826
21,-0.023320772,0.11025,"('immoral', 'moral')",-0.0233208,0.11025,0.1335708
22,0.05735345,0.08650246,"('untrustworthy', 'trustworthy')",0.0573535,0.0865025,0.029149
23,6.2294817,6.3781843,"('insincere', 'sincere')",6.2294817,6.3781843,0.1487026
24,1.7487354,1.8010159,"('dishonest', 'honest')",1.7487354,1.8010159,0.0522805
25,0.5799212,0.51149905,"('egoistic', 'altruistic')",0.5799212,0.511499,-0.0684222
26,0.39969966,0.2501341,"('hardhearted', 'benevolent')",0.3996997,0.2501341,-0.1495656
27,1.8797697,1.7042348,"('hardhearted', 'softhearted')",1.8797697,1.7042348,-0.1755349
28,1.1454959,1.1064756,"('disloyal', 'loyal')",1.1454959,1.1064756,-0.0390203
29,-0.22866091,-0.34783,"('unfair', 'fair')",-0.2286609,-0.34783,-0.1191691
30,1.155525,1.1566032,"('intolerant', 'tolerant')",1.155525,1.1566032,0.0010782
31,-0.8728531,-0.91479284,"('evil', 'good')",-0.8728531,-0.9147928,-0.0419397
32,1.118777,1.0789927,"('unkind', 'kind')",1.118777,1.0789927,-0.0397843
33,-0.85252595,-0.79655343,"('wrong', 'right')",-0.8525259,-0.7965534,0.0559725
34,4.3955984,4.667294,"('mean', 'honorable')",4.3955984,4.667294,0.2716956
35,-0.94449,-1.1086942,"('corrupt', 'incorrupt')",-0.94449,-1.1086942,-0.1642042
36,-0.3642927,-0.5641874,"('hostile', 'amicable')",-0.3642927,-0.5641874,-0.1998947
37,0.8492327,0.8110291,"('fake', 'genuine')",0.8492327,0.8110291,-0.0382036
38,-0.15737951,-0.06586408,"('untruthful', 'truthful')",-0.1573795,-0.0658641,0.0915154
39,-0.2206431,-0.17360915,"('exploitative', 'cooperative')",-0.2206431,-0.1736092,0.0470339
40,-0.72880983,-0.8543596,"('stingy', 'generous')",-0.7288098,-0.8543596,-0.1255498
41,0.018709864,-0.04662037,"('unforgiving', 'forgiving')",0.0187099,-0.0466204,-0.0653303
42,-1.6041899,-1.6865165,"('unreliable', 'reliable')",-1.6041899,-1.6865165,-0.0823266
43,1.4698957,1.4995403,"('irresponsible', 'responsible')",1.4698957,1.4995403,0.0296446
44,-1.1720119,-1.3531262,"('prejudiced', 'unprejudiced')",-1.1720119,-1.3531262,-0.1811143
45,0.357911,0.33383265,"('incompetent', 'competent')",0.357911,0.3338327,-0.0240783
46,-0.3727935,-0.29097953,"('uncompetitive', 'competitive')",-0.3727935,-0.2909795,0.081814
47,5.449084,5.723195,"('stupid', 'smart')",5.4490838,5.7231951,0.2741113
48,0.9104732,0.89158267,"('unintelligent', 'intelligent')",0.9104732,0.8915827,-0.0188905
49,-0.13381243,0.005077686,"('unable', 'able')",-0.1338124,0.0050777,0.1388901
50,0.069163896,0.06899744,"('clumsy', 'skillful')",0.0691639,0.0689974,-0.0001665
51,0.40889424,0.4381539,"('uneducated', 'educated')",0.4088942,0.4381539,0.0292597
52,-0.38890028,-0.44908196,"('irrational', 'rational')",-0.3889003,-0.449082,-0.0601817
53,0.5555614,0.5337535,"('uncreative', 'creative')",0.5555614,0.5337535,-0.0218079
54,0.9762155,1.107797,"('incapable', 'capable')",0.9762155,1.107797,0.1315815
55,0.86229163,0.9127362,"('incompetent', 'clever')",0.8622916,0.9127362,0.0504446
56,0.3114483,0.3839562,"('impractical', 'practical')",0.3114483,0.3839562,0.0725079
57,-2.3239841,-2.394238,"('unimaginative', 'imaginative')",-2.3239841,-2.394238,-0.0702539
58,0.11923051,0.043973424,"('undiscriminating', 'discriminating')",0.1192305,0.0439734,-0.0752571
59,0.13155712,0.19514176,"('foolish', 'wise')",0.1315571,0.1951418,0.0635847
60,0.17566809,0.34168917,"('inefficient', 'efficient')",0.1756681,0.3416892,0.1660211
61,0.5370761,0.4328647,"('illogical', 'logical')",0.5370761,0.4328647,-0.1042114
62,1.0009353,1.146241,"('incompetent', 'brilliant')",1.0009353,1.1462409,0.1453056
63,0.724367,0.8368797,"('unperceptive', 'insightful')",0.724367,0.8368797,0.1125127
64,-5.883374,-5.897693,"('shy', 'confident')",-5.8833742,-5.8976932,-0.014319
65,1.0854471,1.0931817,"('insecure', 'secure')",1.0854471,1.0931817,0.0077346
66,0.27534956,0.21699281,"('inactive', 'active')",0.2753496,0.2169928,-0.0583568
67,-1.1866804,-1.0346113,"('doubtful', 'determined')",-1.1866804,-1.0346113,0.1520691
68,-0.39917046,-0.34587938,"('dependent', 'independent')",-0.3991705,-0.3458794,0.0532911
69,-1.7335933,-1.7116555,"('lazy', 'industrious')",-1.7335933,-1.7116555,0.0219378
70,1.7024829,1.7150112,"('lethargic', 'energetic')",1.7024829,1.7150112,0.0125283
71,0.4508239,0.55969226,"('diffident', 'self-confident')",0.4508239,0.5596923,0.1088684
72,0.7402048,0.81297576,"('unambitious', 'ambitious')",0.7402048,0.8129758,0.072771
73,-2.885653,-2.8953564,"('helpless', 'self-reliant')",-2.885653,-2.8953564,-0.0097034
74,0.13875401,0.09873426,"('undedicated', 'dedicated')",0.138754,0.0987343,-0.0400197
75,-0.7722835,-0.7153391,"('meek', 'impulsive')",-0.7722835,-0.7153391,0.0569444
76,0.8050039,0.800514,"('anxious', 'daring')",0.8050039,0.800514,-0.0044899
77,-1.3275443,-1.2433499,"('unmotivated', 'motivated')",-1.3275443,-1.2433499,0.0841944
78,-0.4507623,-0.45551914,"('nonresilient', 'resilient')",-0.4507623,-0.4555191,-0.0047568
79,-0.039409395,-0.07841218,"('wavering', 'unwavering')",-0.0394094,-0.0784122,-0.0390028
80,-0.13177827,-0.15100081,"('dominated', 'dominating')",-0.1317783,-0.1510008,-0.0192225
81,-0.011287034,0.07669775,"('submissive', 'aggressive')",-0.011287,0.0766978,0.0879848
82,6.120828,6.419365,"('poor', 'rich')",6.1208282,6.4193649,0.2985367
83,-0.5341036,-0.54179984,"('powerless', 'powerful')",-0.5341036,-0.5417998,-0.0076962
84,-0.014114603,0.0041523203,"('inferior', 'superior')",-0.0141146,0.0041523,0.0182669
85,-0.94858813,-1.049878,"('insignificant', 'prestigious')",-0.9485881,-1.049878,-0.1012899
86,0.5801599,0.60408676,"('uninfluential', 'influential')",0.5801599,0.6040868,0.0239269
87,-0.21595265,0.012164064,"('unsuccessful', 'successful')",-0.2159526,0.0121641,0.2281167
88,-0.27871123,-0.2393675,"('low', 'eminent')",-0.2787112,-0.2393675,0.0393437
