,correspondence_male,correspondence_female,tuple,average_male,average_female,female-male
0,0.56565696,0.5096167,"('unsociable', 'sociable')",0.565657,0.5096167,-0.0560403
1,0.7430083,0.6814588,"('unfriendly', 'friendly')",0.7430083,0.6814588,-0.0615495
2,0.27127022,0.38750386,"('unlikable', 'likable')",0.2712702,0.3875039,0.1162337
3,0.61620086,0.640982,"('repellent', 'pleasant')",0.6162009,0.640982,0.0247811
4,-7.3212028,-7.2630024,"('disliked', 'liked')",-7.3212028,-7.2630024,0.0582004
5,-1.4331669,-1.4552282,"('distant', 'outgoing')",-1.4331669,-1.4552282,-0.0220613
6,-0.82766014,-0.86226976,"('distant', 'open')",-0.8276601,-0.8622698,-0.0346097
7,1.3233935,1.3874557,"('insensitive', 'sensitive')",1.3233935,1.3874557,0.0640622
8,0.6133399,0.5008453,"('unaffectionate', 'affectionate')",0.6133399,0.5008453,-0.1124946
9,1.4071457,1.3835702,"('unaffectionate', 'caring')",1.4071457,1.3835702,-0.0235755
10,1.2522088,1.2126665,"('unsympathetic', 'sympathetic')",1.2522088,1.2126665,-0.0395423
11,1.901411,1.9567027,"('unhelpful', 'helpful')",1.9014111,1.9567027,0.0552916
12,-1.2755882,-1.185472,"('unsupportive', 'supportive')",-1.2755882,-1.185472,0.0901162
13,0.32594973,0.39364842,"('impolite', 'polite')",0.3259497,0.3936484,0.0676987
14,0.5758891,0.5737617,"('antisocial', 'social')",0.5758891,0.5737617,-0.0021274
15,0.073696576,0.08389521,"('boring', 'funny')",0.0736966,0.0838952,0.0101986
16,-0.66458356,-0.72064656,"('unpopular', 'popular')",-0.6645836,-0.7206466,-0.056063
17,-0.34432554,-0.34125474,"('nasty', 'nice')",-0.3443255,-0.3412547,0.0030708
18,-1.1297596,-1.0725833,"('disagreeable', 'welcoming')",-1.1297596,-1.0725833,0.0571763
19,-0.96343976,-0.8834345,"('inhospitable', 'hospitable')",-0.9634398,-0.8834345,0.0800053
20,1.06961,1.0109637,"('rough', 'thoughtful')",1.06961,1.0109637,-0.0586463
21,0.24359816,0.4260269,"('immoral', 'moral')",0.2435982,0.4260269,0.1824287
22,0.20789263,0.25800386,"('untrustworthy', 'trustworthy')",0.2078926,0.2580039,0.0501113
