,catalent_male,catalent_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.23535292,-0.44470876,"('unsociable', 'sociable')",-0.010246448,-0.17823705,-0.1227997,-0.3114729,-0.1886732
1,-2.0728736,-2.1172135,"('unfriendly', 'friendly')",1.5779749,1.4706961,-0.2474493,-0.3232587,-0.0758094
2,0.51472014,0.39887562,"('unlikable', 'likable')",0.5627051,0.5976567,0.5387126,0.4982662,-0.0404464
3,-0.9543245,-0.8452111,"('repellent', 'pleasant')",0.040012024,0.16414161,-0.4571562,-0.3405347,0.1166215
4,-0.7023494,-0.77101094,"('disliked', 'liked')",-6.0902605,-5.990883,-3.3963051,-3.3809469,0.0153582
5,-1.7094287,-1.650458,"('distant', 'outgoing')",-0.20506397,-0.18847412,-0.9572463,-0.919466,0.0377803
6,-2.1529794,-2.1213915,"('distant', 'open')",0.18008244,0.13496727,-0.9864485,-0.9932121,-0.0067636
7,-0.08408316,-0.0036654994,"('insensitive', 'sensitive')",0.7803444,0.78796625,0.3481306,0.3921504,0.0440198
8,-1.6795322,-1.6956568,"('unaffectionate', 'affectionate')",0.73651004,0.60496324,-0.4715111,-0.5453467,-0.0738356
9,-1.8252647,-1.8126063,"('unaffectionate', 'caring')",1.0139577,0.967726,-0.4056535,-0.4224402,-0.0167867
10,-0.51689917,-0.5112617,"('unsympathetic', 'sympathetic')",-0.015551671,-0.16900778,-0.2662254,-0.3401347,-0.0739093
11,0.40010697,0.4308021,"('unhelpful', 'helpful')",2.090186,2.0706084,1.2451465,1.2507052,0.0055587
12,-0.6234378,-0.5239428,"('unsupportive', 'supportive')",-1.5688812,-1.4982177,-1.0961595,-1.0110803,0.0850792
13,-0.04466179,-0.21048659,"('impolite', 'polite')",-0.24459393,-0.24187665,-0.1446279,-0.2261816,-0.0815537
14,0.73446494,0.6098001,"('antisocial', 'social')",-0.019334065,-0.09181091,0.3575654,0.2589946,-0.0985708
15,0.31273085,0.1719998,"('boring', 'funny')",0.5765078,0.524563,0.4446193,0.3482814,-0.0963379
16,-0.8144566,-0.7192577,"('unpopular', 'popular')",0.12769023,0.28618914,-0.3433832,-0.2165343,0.1268489
17,-0.4000815,-0.39395696,"('nasty', 'nice')",-0.36036855,-0.3371462,-0.380225,-0.3655516,0.0146734
18,-0.54694897,-0.42123047,"('disagreeable', 'welcoming')",-0.34826922,-0.31712073,-0.4476091,-0.3691756,0.0784335
19,-1.6405843,-1.6302016,"('inhospitable', 'hospitable')",-0.38566867,-0.373533,-1.0131265,-1.0018673,0.0112592
20,0.12501326,0.17829022,"('rough', 'thoughtful')",1.0823939,1.0229437,0.6037036,0.600617,-0.0030866
21,0.3916596,0.36568052,"('immoral', 'moral')",-0.547433,-0.45215014,-0.0778867,-0.0432348,0.0346519
22,0.43960482,0.37083513,"('untrustworthy', 'trustworthy')",-0.5681301,-0.64678824,-0.0642626,-0.1379766,-0.073714
23,-0.4093391,-0.39988878,"('insincere', 'sincere')",5.69127,5.604417,2.6409655,2.6022639,-0.0387016
24,-0.48459205,-0.6080299,"('dishonest', 'honest')",0.91358286,0.83351856,0.2144954,0.1127443,-0.1017511
25,-0.5852988,-0.56054467,"('egoistic', 'altruistic')",1.4620082,1.4117438,0.4383547,0.4255995,-0.0127552
26,-0.24811666,-0.34057903,"('hardhearted', 'benevolent')",1.7391294,1.5994446,0.7455064,0.6294328,-0.1160736
27,-0.69677895,-0.5895832,"('hardhearted', 'softhearted')",1.1574285,1.0999707,0.2303248,0.2551937,0.0248689
28,-0.48679453,-0.5518187,"('disloyal', 'loyal')",0.99191344,0.8967958,0.2525595,0.1724885,-0.080071
29,-0.4477121,-0.4715885,"('unfair', 'fair')",-0.6163053,-0.8098368,-0.5320087,-0.6407126,-0.1087039
30,0.50992525,0.42737564,"('intolerant', 'tolerant')",1.8908372,1.855933,1.2003813,1.1416543,-0.058727
31,-1.949766,-2.0096028,"('evil', 'good')",-1.2049237,-1.2989851,-1.5773449,-1.654294,-0.0769491
32,0.38303107,0.31268933,"('unkind', 'kind')",0.9667251,0.7911855,0.6748781,0.5519374,-0.1229407
33,-0.54294235,-0.5969807,"('wrong', 'right')",-0.49622148,-0.5178433,-0.5195819,-0.557412,-0.0378301
34,-0.1234722,-0.035418563,"('mean', 'honorable')",5.7066045,5.8120623,2.7915661,2.8883219,0.0967558
35,-0.33914146,-0.3820893,"('corrupt', 'incorrupt')",-0.24355909,-0.4042537,-0.2913503,-0.3931715,-0.1018212
36,-1.66109,-1.7128454,"('hostile', 'amicable')",-0.048617493,-0.21532582,-0.8548537,-0.9640856,-0.1092319
37,0.24624042,0.24450877,"('fake', 'genuine')",0.40842792,0.36757332,0.3273342,0.3060411,-0.0212931
38,-0.82734,-0.88407284,"('untruthful', 'truthful')",0.018631212,0.120700344,-0.4043544,-0.3816862,0.0226682
39,0.9577054,0.90726316,"('exploitative', 'cooperative')",0.21540853,0.1457094,0.586557,0.5264863,-0.0600707
40,-0.25795507,-0.2299754,"('stingy', 'generous')",-1.3711859,-1.3818514,-0.8145705,-0.8059134,0.0086571
41,0.19066264,0.1180515,"('unforgiving', 'forgiving')",0.05715113,-0.025271844,0.1239069,0.0463898,-0.0775171
42,1.1562634,1.2255558,"('unreliable', 'reliable')",-2.5999746,-2.5183165,-0.7218556,-0.6463804,0.0754752
43,0.06868494,0.06667739,"('irresponsible', 'responsible')",0.95013964,0.84784096,0.5094123,0.4572592,-0.0521531
44,0.6171793,0.5385799,"('prejudiced', 'unprejudiced')",-1.5731325,-1.5986437,-0.4779766,-0.5300319,-0.0520553
45,-0.010862276,-0.078887105,"('incompetent', 'competent')",0.101196304,0.06888759,0.045167,-0.0049998,-0.0501668
46,-0.15553369,-0.14666986,"('uncompetitive', 'competitive')",-0.5969366,-0.60056,-0.3762351,-0.3736149,0.0026202
47,0.23037305,0.23575774,"('stupid', 'smart')",5.610179,5.6470895,2.9202759,2.9414237,0.0211478
48,-0.12766434,-0.07890827,"('unintelligent', 'intelligent')",0.992634,1.0127655,0.4324848,0.4669286,0.0344438
49,0.038196933,0.24662422,"('unable', 'able')",-0.17421669,0.0610168,-0.0680099,0.1538205,0.2218304
50,0.62680876,0.71807814,"('clumsy', 'skillful')",0.07670374,0.12004112,0.3517562,0.4190596,0.0673034
51,0.09485452,-0.031906612,"('uneducated', 'educated')",0.43079105,0.37267148,0.2628228,0.1703824,-0.0924404
52,-1.0706943,-1.2224132,"('irrational', 'rational')",-0.28432626,-0.40309644,-0.6775103,-0.8127548,-0.1352445
53,-1.9119892,-1.7895968,"('uncreative', 'creative')",0.74012125,0.7374508,-0.585934,-0.526073,0.059861
54,-0.82824033,-0.88319534,"('incapable', 'capable')",1.0644155,1.0426142,0.1180876,0.0797094,-0.0383782
55,0.63635296,0.6632397,"('incompetent', 'clever')",0.32611045,0.33533105,0.4812317,0.4992854,0.0180537
56,1.0628074,0.9898311,"('impractical', 'practical')",0.44348606,0.45352218,0.7531468,0.7216766,-0.0314702
57,-0.5612768,-0.58683205,"('unimaginative', 'imaginative')",-2.104853,-2.2204483,-1.3330648,-1.4036402,-0.0705754
58,-0.5329988,-0.5747446,"('undiscriminating', 'discriminating')",0.18648034,0.07871629,-0.1732592,-0.2480142,-0.074755
59,-0.17395061,-0.14112782,"('foolish', 'wise')",0.36008272,0.401217,0.0930661,0.1300446,0.0369785
60,1.3517295,1.3812832,"('inefficient', 'efficient')",0.5214432,0.6893167,0.9365864,1.0352999,0.0987135
61,-0.74301684,-0.94839215,"('illogical', 'logical')",0.05300556,-0.1511027,-0.3450056,-0.5497474,-0.2047418
62,0.31142008,0.37582594,"('incompetent', 'brilliant')",0.68202907,0.8734447,0.4967246,0.6246353,0.1279107
63,-0.53153306,-0.49828887,"('unperceptive', 'insightful')",0.94076914,1.037506,0.204618,0.2696086,0.0649906
64,0.4483202,0.27572173,"('shy', 'confident')",-6.2814083,-6.266375,-2.916544,-2.9953268,-0.0787828
65,0.755622,0.6594832,"('insecure', 'secure')",-0.17239001,-0.23728342,0.291616,0.2110999,-0.0805161
66,-1.4999026,-1.6641531,"('inactive', 'active')",0.39326942,0.25290668,-0.5533166,-0.7056232,-0.1523066
67,0.5552655,0.5069459,"('doubtful', 'determined')",-0.2134057,-0.22646177,0.1709299,0.1402421,-0.0306878
68,-0.17747925,-0.16817954,"('dependent', 'independent')",-0.5297522,-0.48021013,-0.3536157,-0.3241948,0.0294209
69,0.029112054,-0.07609041,"('lazy', 'industrious')",-0.3625493,-0.34678432,-0.1667186,-0.2114374,-0.0447188
70,0.50192857,0.5022991,"('lethargic', 'energetic')",0.693643,0.6686444,0.5977858,0.5854717,-0.0123141
71,-0.6925904,-0.640844,"('diffident', 'self-confident')",0.37614667,0.41542226,-0.1582219,-0.1127109,0.045511
72,-0.3489306,-0.36242214,"('unambitious', 'ambitious')",-0.3858436,-0.3982727,-0.3673871,-0.3803474,-0.0129603
73,0.33646482,0.31667218,"('helpless', 'self-reliant')",-2.7499137,-2.652289,-1.2067244,-1.1678084,0.038916
