,charter_male,charter_female,tuple,communications_male,communications_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.46948683,-0.57897025,"('unsociable', 'sociable')",0.31005853,0.18676233,-0.47082087,-0.5626435,-0.210083,-0.3182838,-0.1082008
1,0.21744138,0.27719277,"('unfriendly', 'friendly')",0.86358213,0.7467005,1.9997686,1.9115222,1.0269307,0.9784718,-0.0484589
2,0.8733396,0.98342234,"('unlikable', 'likable')",1.5201049,1.6444572,0.8484888,0.934657,1.0806444,1.1875122,0.1068678
3,0.36479446,0.4620677,"('repellent', 'pleasant')",0.49598104,0.66709876,0.24428076,0.30721363,0.3683521,0.4787934,0.1104413
4,0.29557037,0.32854307,"('disliked', 'liked')",-0.4117641,-0.4228903,-5.86037,-5.9444046,-1.992188,-2.0129172,-0.0207292
5,-0.654638,-0.5419136,"('distant', 'outgoing')",-0.12800053,-0.08471583,-0.1381591,-0.08411382,-0.3069325,-0.2369144,0.0700181
6,-0.9555589,-0.79770184,"('distant', 'open')",-1.0716562,-1.0938207,0.27693933,0.3481651,-0.5834252,-0.5144525,0.0689727
7,0.5010346,0.5310091,"('insensitive', 'sensitive')",0.6496909,0.8301886,0.811727,0.87308973,0.6541509,0.7447625,0.0906116
8,-0.091563374,-0.025868684,"('unaffectionate', 'affectionate')",-0.5069837,-0.5070044,0.856889,0.83773345,0.086114,0.1016201,0.0155061
9,0.696733,0.78041273,"('unaffectionate', 'caring')",0.18766999,0.20820159,1.2711631,1.3299577,0.7185221,0.7728573,0.0543352
10,-0.23172088,-0.21469542,"('unsympathetic', 'sympathetic')",0.08916199,0.23261522,-0.3888246,-0.305073,-0.1771278,-0.0957177,0.0814101
11,-0.15157461,-0.07909661,"('unhelpful', 'helpful')",1.195605,1.3760157,1.8427883,2.0346215,0.962273,1.1105135,0.1482405
12,1.479307,1.5806288,"('unsupportive', 'supportive')",0.5692773,0.8170249,-1.591738,-1.5217125,0.1522822,0.2919803,0.1396981
13,0.07885744,-0.0334251,"('impolite', 'polite')",0.3372299,0.33357316,-0.40046614,-0.43198127,0.0052071,-0.0439444,-0.0491515
14,0.97376287,0.94925964,"('antisocial', 'social')",1.3986526,1.5051024,-0.47921655,-0.49101907,0.6310663,0.6544476,0.0233813
15,-0.044212855,-0.095378205,"('boring', 'funny')",0.085177206,-0.0070704743,0.575626,0.58625937,0.2055301,0.1612702,-0.0442599
16,-1.20183,-1.165355,"('unpopular', 'popular')",-1.0546502,-0.9703867,0.0698123,0.14146975,-0.7288893,-0.6647573,0.064132
17,-0.33276132,-0.24925071,"('nasty', 'nice')",-0.8245627,-0.7116404,-0.5709085,-0.4372849,-0.5760775,-0.4660587,0.1100188
18,0.3236243,0.3272102,"('disagreeable', 'welcoming')",0.1821729,0.12620835,-0.29607445,-0.2831127,0.0699076,0.0567686,-0.013139
19,-0.69294214,-0.60778975,"('inhospitable', 'hospitable')",-0.23758337,-0.18951455,-0.03286098,0.057616748,-0.3211288,-0.2465625,0.0745663
20,-1.169613,-1.0924401,"('rough', 'thoughtful')",-0.0875309,0.08240001,0.6364049,0.6236744,-0.206913,-0.1287886,0.0781244
21,0.6928156,0.6740304,"('immoral', 'moral')",1.0854045,1.120019,-0.50495225,-0.42692995,0.4244227,0.4557065,0.0312838
22,0.4131812,0.45032033,"('untrustworthy', 'trustworthy')",0.99168116,1.0149001,-0.5333439,-0.532609,0.2905062,0.3108705,0.0203643
23,0.41995224,0.42928168,"('insincere', 'sincere')",1.0001518,1.0678031,5.6533756,5.6843667,2.3578266,2.3938173,0.0359907
24,1.3151064,1.3925565,"('dishonest', 'honest')",0.38572565,0.45042032,1.1594911,1.1595395,0.953441,1.0008388,0.0473978
25,0.62416977,0.627581,"('egoistic', 'altruistic')",0.7436725,0.7063447,1.9193411,1.8549703,1.0957278,1.0629654,-0.0327624
26,1.809367,1.760719,"('hardhearted', 'benevolent')",0.36029786,0.25251666,1.9625843,1.8207062,1.3774163,1.2779806,-0.0994357
27,0.062943295,0.11343503,"('hardhearted', 'softhearted')",0.038286403,0.11574313,1.4662075,1.4353666,0.5224791,0.5548483,0.0323692
28,-0.13914332,-0.17974152,"('disloyal', 'loyal')",-0.55226505,-0.6611892,1.1387334,1.0723693,0.1491083,0.0771462,-0.0719621
29,0.9133056,0.9151492,"('unfair', 'fair')",-0.53620476,-0.56851995,-0.29084885,-0.4540536,0.0287507,-0.0358081,-0.0645588
30,1.0603623,1.0248079,"('intolerant', 'tolerant')",1.6561854,1.6950969,1.0520728,1.062501,1.2562068,1.260802,0.0045952
31,-0.9291551,-0.8527913,"('evil', 'good')",-0.98490715,-1.12985,-0.8112915,-0.8763696,-0.9084512,-0.9530036,-0.0445524
32,0.7504761,0.7570701,"('unkind', 'kind')",0.63529783,0.63356453,1.4746414,1.3534241,0.9534718,0.9146862,-0.0387856
33,1.0788392,1.0694163,"('wrong', 'right')",0.21199195,0.15742126,-0.2938074,-0.41000658,0.3323412,0.272277,-0.0600642
34,0.019154035,0.12662385,"('mean', 'honorable')",0.47536916,0.66943425,5.6031156,5.8483577,2.0325462,2.2148053,0.1822591
35,-1.7198335,-1.7369261,"('corrupt', 'incorrupt')",-1.9200408,-2.0660205,-0.028486842,-0.23522268,-1.2227871,-1.3460565,-0.1232694
36,-0.74517876,-0.7503853,"('hostile', 'amicable')",-1.2905874,-1.5258408,0.18022716,-0.0029464476,-0.618513,-0.7597241,-0.1412111
37,-1.0151505,-0.94030255,"('fake', 'genuine')",-0.25430596,-0.15467033,0.4934219,0.57510465,-0.2586782,-0.1732894,0.0853888
38,-0.051227473,0.013144944,"('untruthful', 'truthful')",-0.015844064,0.06370343,-0.043216523,0.057806365,-0.0367627,0.0448849,0.0816476
39,2.3042321,2.2915277,"('exploitative', 'cooperative')",0.8622501,0.8542084,0.33292758,0.31240913,1.1664699,1.1527151,-0.0137548
40,0.95224905,0.98308885,"('stingy', 'generous')",0.34264368,0.3219411,-1.2045048,-1.2931776,0.0301293,0.0039508,-0.0261785
41,-0.20250747,-0.2552633,"('unforgiving', 'forgiving')",-0.0715076,-0.10011462,0.35643956,0.29965582,0.0274748,-0.018574,-0.0460488
42,1.0355905,1.1650726,"('unreliable', 'reliable')",0.89334196,1.2063743,-2.7687542,-2.613025,-0.2799406,-0.080526,0.1994146
43,0.60572475,0.695093,"('irresponsible', 'responsible')",0.8918783,1.152052,0.5500368,0.66173416,0.6825466,0.8362931,0.1537465
44,-1.1032287,-1.0576226,"('prejudiced', 'unprejudiced')",-0.74104965,-0.6753731,-1.4433042,-1.4182906,-1.0958608,-1.0504287,0.0454321
45,0.25389308,0.35587308,"('incompetent', 'competent')",0.042585507,0.22259568,-0.13412799,-0.07904437,0.0541169,0.1664748,0.1123579
46,0.20356694,0.19492486,"('uncompetitive', 'competitive')",1.4055266,1.5515411,-0.68239605,-0.7232414,0.3088992,0.3410749,0.0321757
47,-0.24206518,-0.12864329,"('stupid', 'smart')",0.4975459,0.63086236,5.408343,5.58857,1.8879412,2.0302631,0.1423219
