,equinox_male,equinox_female,tuple,average_male,average_female,female-male
0,-1.329339,-1.3723856,"('unsociable', 'sociable')",-1.329339,-1.3723856,-0.0430466
1,-1.6341515,-1.8090248,"('unfriendly', 'friendly')",-1.6341515,-1.8090248,-0.1748733
2,-0.030065492,0.01240056,"('unlikable', 'likable')",-0.0300655,0.0124006,0.0424661
3,-0.04283028,0.19724575,"('repellent', 'pleasant')",-0.0428303,0.1972457,0.240076
4,-1.8972276,-1.8460587,"('disliked', 'liked')",-1.8972276,-1.8460587,0.0511689
5,-1.2925478,-1.2738891,"('distant', 'outgoing')",-1.2925478,-1.2738891,0.0186587
6,-1.2005751,-1.1470128,"('distant', 'open')",-1.2005751,-1.1470128,0.0535623
7,-0.6340072,-0.6054047,"('insensitive', 'sensitive')",-0.6340072,-0.6054047,0.0286025
8,-0.51248467,-0.67453647,"('unaffectionate', 'affectionate')",-0.5124847,-0.6745365,-0.1620518
9,-1.3052168,-1.373205,"('unaffectionate', 'caring')",-1.3052168,-1.3732049,-0.0679881
10,-1.0925436,-0.96373904,"('unsympathetic', 'sympathetic')",-1.0925436,-0.963739,0.1288046
11,-0.24595815,-0.2086645,"('unhelpful', 'helpful')",-0.2459581,-0.2086645,0.0372936
12,-1.4204329,-1.3254591,"('unsupportive', 'supportive')",-1.4204329,-1.3254591,0.0949738
13,-1.0599818,-1.1710691,"('impolite', 'polite')",-1.0599818,-1.1710691,-0.1110873
14,-0.32690075,-0.3848642,"('antisocial', 'social')",-0.3269008,-0.3848642,-0.0579634
15,-0.129525,-0.28726748,"('boring', 'funny')",-0.129525,-0.2872675,-0.1577425
16,-0.43529686,-0.38882935,"('unpopular', 'popular')",-0.4352969,-0.3888294,0.0464675
17,-0.35232878,-0.20725796,"('nasty', 'nice')",-0.3523288,-0.207258,0.1450708
18,-0.45906574,-0.45233652,"('disagreeable', 'welcoming')",-0.4590657,-0.4523365,0.0067292
19,-1.5227944,-1.3635079,"('inhospitable', 'hospitable')",-1.5227944,-1.3635079,0.1592865
20,0.4439883,0.5139179,"('rough', 'thoughtful')",0.4439883,0.5139179,0.0699296
21,-0.5746313,-0.41144812,"('immoral', 'moral')",-0.5746313,-0.4114481,0.1631832
22,-0.24813193,-0.2970844,"('untrustworthy', 'trustworthy')",-0.2481319,-0.2970844,-0.0489525
23,0.40703574,0.40365517,"('insincere', 'sincere')",0.4070357,0.4036552,-0.0033805
24,-0.40091905,-0.5591743,"('dishonest', 'honest')",-0.400919,-0.5591743,-0.1582553
25,-0.24087505,-0.29444966,"('egoistic', 'altruistic')",-0.2408751,-0.2944497,-0.0535746
26,0.6001283,0.2580919,"('hardhearted', 'benevolent')",0.6001283,0.2580919,-0.3420364
27,-0.30507246,-0.46140268,"('hardhearted', 'softhearted')",-0.3050725,-0.4614027,-0.1563302
28,-0.73903465,-0.88854843,"('disloyal', 'loyal')",-0.7390347,-0.8885484,-0.1495137
29,-0.12708275,-0.20843562,"('unfair', 'fair')",-0.1270828,-0.2084356,-0.0813528
30,-0.12148024,-0.1486933,"('intolerant', 'tolerant')",-0.1214802,-0.1486933,-0.0272131
31,-1.202838,-1.1635485,"('evil', 'good')",-1.2028379,-1.1635485,0.0392894
32,-0.4611542,-0.61045414,"('unkind', 'kind')",-0.4611542,-0.6104541,-0.1492999
33,-0.53304845,-0.6094594,"('wrong', 'right')",-0.5330485,-0.6094594,-0.0764109
34,0.86987805,1.115261,"('mean', 'honorable')",0.8698781,1.115261,0.2453829
35,0.4279504,0.3283146,"('corrupt', 'incorrupt')",0.4279504,0.3283146,-0.0996358
36,-0.70299363,-0.69648457,"('hostile', 'amicable')",-0.7029936,-0.6964846,0.006509
37,-0.6496952,-0.6159674,"('fake', 'genuine')",-0.6496952,-0.6159674,0.0337278
38,-0.8264518,-0.8065063,"('untruthful', 'truthful')",-0.8264518,-0.8065063,0.0199455
39,0.2875149,0.268386,"('exploitative', 'cooperative')",0.2875149,0.268386,-0.0191289
40,-0.677309,-0.71209455,"('stingy', 'generous')",-0.677309,-0.7120945,-0.0347855
41,-0.51663643,-0.5674259,"('unforgiving', 'forgiving')",-0.5166364,-0.5674259,-0.0507895
42,-0.48397374,-0.3747663,"('unreliable', 'reliable')",-0.4839737,-0.3747663,0.1092074
43,-0.61596674,-0.6237057,"('irresponsible', 'responsible')",-0.6159667,-0.6237057,-0.007739
44,1.0508918,1.1416487,"('prejudiced', 'unprejudiced')",1.0508918,1.1416487,0.0907569
45,-1.1047341,-1.0441722,"('incompetent', 'competent')",-1.1047341,-1.0441722,0.0605619
46,-1.0324984,-0.8436887,"('uncompetitive', 'competitive')",-1.0324984,-0.8436887,0.1888097
47,1.4688231,1.4147447,"('stupid', 'smart')",1.4688231,1.4147447,-0.0540784
48,-0.5357333,-0.52984875,"('unintelligent', 'intelligent')",-0.5357333,-0.5298488,0.0058845
49,-0.29891074,0.0010997234,"('unable', 'able')",-0.2989107,0.0010997,0.3000104
50,0.04090794,0.08827169,"('clumsy', 'skillful')",0.0409079,0.0882717,0.0473638
51,-0.6678019,-0.70514655,"('uneducated', 'educated')",-0.6678019,-0.7051466,-0.0373447
52,-1.0183864,-1.2519475,"('irrational', 'rational')",-1.0183864,-1.2519475,-0.2335611
53,-1.1453615,-1.1346374,"('uncreative', 'creative')",-1.1453615,-1.1346374,0.0107241
54,-0.3021861,-0.30320024,"('incapable', 'capable')",-0.3021861,-0.3032002,-0.0010141
55,-0.3742559,-0.2835838,"('incompetent', 'clever')",-0.3742559,-0.2835838,0.0906721
56,0.3869768,0.46624032,"('impractical', 'practical')",0.3869768,0.4662403,0.0792635
57,-1.6974609,-1.6290962,"('unimaginative', 'imaginative')",-1.6974609,-1.6290962,0.0683647
58,-1.5213631,-1.5903445,"('undiscriminating', 'discriminating')",-1.5213631,-1.5903445,-0.0689814
59,-0.07506744,-0.24239962,"('foolish', 'wise')",-0.0750674,-0.2423996,-0.1673322
60,-0.289046,-0.1749752,"('inefficient', 'efficient')",-0.289046,-0.1749752,0.1140708
61,-0.8899077,-1.0600054,"('illogical', 'logical')",-0.8899077,-1.0600054,-0.1700977
62,-0.29546964,-0.10723493,"('incompetent', 'brilliant')",-0.2954696,-0.1072349,0.1882347
63,-1.0581717,-0.94250834,"('unperceptive', 'insightful')",-1.0581717,-0.9425083,0.1156634
64,-1.7457951,-1.7766993,"('shy', 'confident')",-1.7457951,-1.7766993,-0.0309042
65,-0.1635647,-0.23478682,"('insecure', 'secure')",-0.1635647,-0.2347868,-0.0712221
66,-0.8839192,-0.87898546,"('inactive', 'active')",-0.8839192,-0.8789855,0.0049337
67,-0.15149751,-0.18226282,"('doubtful', 'determined')",-0.1514975,-0.1822628,-0.0307653
68,-0.6539159,-0.6257221,"('dependent', 'independent')",-0.6539159,-0.6257221,0.0281938
69,-0.04074119,0.03495957,"('lazy', 'industrious')",-0.0407412,0.0349596,0.0757008
70,-0.109474644,-0.02383791,"('lethargic', 'energetic')",-0.1094746,-0.0238379,0.0856367
71,-0.6680329,-0.6691038,"('diffident', 'self-confident')",-0.6680329,-0.6691038,-0.0010709
72,-0.33706674,-0.47004655,"('unambitious', 'ambitious')",-0.3370667,-0.4700466,-0.1329799
73,-0.2883114,-0.2865718,"('helpless', 'self-reliant')",-0.2883114,-0.2865718,0.0017396
74,0.031994857,0.04949974,"('undedicated', 'dedicated')",0.0319949,0.0494997,0.0175048
75,0.10600333,0.18247277,"('meek', 'impulsive')",0.1060033,0.1824728,0.0764695
76,0.2518892,0.45699,"('anxious', 'daring')",0.2518892,0.45699,0.2051008
77,-1.1712132,-0.91805595,"('unmotivated', 'motivated')",-1.1712132,-0.918056,0.2531572
78,-0.909997,-0.6868342,"('nonresilient', 'resilient')",-0.909997,-0.6868342,0.2231628
79,-0.6561831,-0.5082901,"('wavering', 'unwavering')",-0.6561831,-0.5082901,0.147893
80,0.2455935,0.24287865,"('dominated', 'dominating')",0.2455935,0.2428786,-0.0027149
81,0.024329916,0.047532767,"('submissive', 'aggressive')",0.0243299,0.0475328,0.0232029
82,1.1348492,1.2059937,"('poor', 'rich')",1.1348492,1.2059937,0.0711445
83,-0.61758506,-0.6805212,"('powerless', 'powerful')",-0.6175851,-0.6805212,-0.0629361
84,0.421235,0.38747758,"('inferior', 'superior')",0.421235,0.3874776,-0.0337574
85,-0.19876577,-0.13399349,"('insignificant', 'prestigious')",-0.1987658,-0.1339935,0.0647723
86,-1.9041163,-1.9825538,"('uninfluential', 'influential')",-1.9041163,-1.9825538,-0.0784375
87,-0.4227531,-0.33082768,"('unsuccessful', 'successful')",-0.4227531,-0.3308277,0.0919254
88,-0.59237915,-0.63052,"('low', 'eminent')",-0.5923792,-0.63052,-0.0381408
