,saffron_male,saffron_female,tuple,average_male,average_female,female-male
0,-0.90010756,-0.9595353,"('unsociable', 'sociable')",-0.9001076,-0.9595353,-0.0594277
1,-0.11984321,-0.22258155,"('unfriendly', 'friendly')",-0.1198432,-0.2225816,-0.1027384
2,0.6842966,0.69891703,"('unlikable', 'likable')",0.6842966,0.698917,0.0146204
3,-1.0113499,-0.91650677,"('repellent', 'pleasant')",-1.0113499,-0.9165068,0.0948431
4,-1.5710866,-1.5498192,"('disliked', 'liked')",-1.5710866,-1.5498192,0.0212674
5,0.13767837,0.098189384,"('distant', 'outgoing')",0.1376784,0.0981894,-0.039489
6,0.14603868,0.07058373,"('distant', 'open')",0.1460387,0.0705837,-0.075455
7,-0.9509948,-0.90249985,"('insensitive', 'sensitive')",-0.9509948,-0.9024999,0.0484949
8,0.21852143,0.12147115,"('unaffectionate', 'affectionate')",0.2185214,0.1214712,-0.0970502
9,0.1910432,0.09921439,"('unaffectionate', 'caring')",0.1910432,0.0992144,-0.0918288
10,-1.6088066,-1.5922568,"('unsympathetic', 'sympathetic')",-1.6088066,-1.5922568,0.0165498
11,-0.48033315,-0.45052096,"('unhelpful', 'helpful')",-0.4803331,-0.450521,0.0298121
12,-1.8905427,-1.8349584,"('unsupportive', 'supportive')",-1.8905427,-1.8349584,0.0555843
13,-1.3855153,-1.4768245,"('impolite', 'polite')",-1.3855153,-1.4768245,-0.0913092
14,-0.6574286,-0.61882234,"('antisocial', 'social')",-0.6574286,-0.6188223,0.0386063
15,0.85924554,0.772365,"('boring', 'funny')",0.8592455,0.772365,-0.0868805
16,1.1920667,1.1876526,"('unpopular', 'popular')",1.1920667,1.1876526,-0.0044141
17,0.107496426,0.13857046,"('nasty', 'nice')",0.1074964,0.1385705,0.0310741
18,0.26056966,0.21423218,"('disagreeable', 'welcoming')",0.2605697,0.2142322,-0.0463375
19,-0.70372504,-0.6910949,"('inhospitable', 'hospitable')",-0.703725,-0.6910949,0.0126301
20,-0.27621767,-0.3231147,"('rough', 'thoughtful')",-0.2762177,-0.3231147,-0.046897
21,-1.0086112,-0.9459522,"('immoral', 'moral')",-1.0086112,-0.9459522,0.062659
22,-1.0991466,-1.0863848,"('untrustworthy', 'trustworthy')",-1.0991466,-1.0863848,0.0127618
23,0.5980497,0.57124466,"('insincere', 'sincere')",0.5980497,0.5712447,-0.026805
24,-0.12346791,-0.23228467,"('dishonest', 'honest')",-0.1234679,-0.2322847,-0.1088168
25,0.67424405,0.60501355,"('egoistic', 'altruistic')",0.674244,0.6050135,-0.0692305
26,0.6299232,0.5458216,"('hardhearted', 'benevolent')",0.6299232,0.5458216,-0.0841016
27,0.6575833,0.5158687,"('hardhearted', 'softhearted')",0.6575833,0.5158687,-0.1417146
28,0.1560494,0.05952353,"('disloyal', 'loyal')",0.1560494,0.0595235,-0.0965259
29,-0.7810243,-0.8336572,"('unfair', 'fair')",-0.7810243,-0.8336572,-0.0526329
30,-0.11865957,-0.15427613,"('intolerant', 'tolerant')",-0.1186596,-0.1542761,-0.0356165
31,-0.3162735,-0.27352262,"('evil', 'good')",-0.3162735,-0.2735226,0.0427509
32,0.29096162,0.2011882,"('unkind', 'kind')",0.2909616,0.2011882,-0.0897734
33,0.18249276,0.11793211,"('wrong', 'right')",0.1824928,0.1179321,-0.0645607
34,0.7078064,0.78710467,"('mean', 'honorable')",0.7078064,0.7871047,0.0792983
35,1.2033396,1.1384923,"('corrupt', 'incorrupt')",1.2033396,1.1384923,-0.0648473
36,-0.07356946,-0.10639496,"('hostile', 'amicable')",-0.0735695,-0.106395,-0.0328255
37,-0.0696802,-0.09088962,"('fake', 'genuine')",-0.0696802,-0.0908896,-0.0212094
38,-0.9051174,-0.89590317,"('untruthful', 'truthful')",-0.9051174,-0.8959032,0.0092142
39,0.36189625,0.36959952,"('exploitative', 'cooperative')",0.3618962,0.3695995,0.0077033
40,-0.8202613,-0.8117001,"('stingy', 'generous')",-0.8202613,-0.8117001,0.0085612
41,-0.53167844,-0.5694512,"('unforgiving', 'forgiving')",-0.5316784,-0.5694512,-0.0377728
42,-1.3922666,-1.3479533,"('unreliable', 'reliable')",-1.3922666,-1.3479533,0.0443133
43,-1.7329979,-1.7341881,"('irresponsible', 'responsible')",-1.7329979,-1.7341881,-0.0011902
44,-0.20405191,-0.21963204,"('prejudiced', 'unprejudiced')",-0.2040519,-0.219632,-0.0155801
45,-1.147112,-1.0626869,"('incompetent', 'competent')",-1.147112,-1.0626869,0.0844251
46,-1.3413182,-1.276516,"('uncompetitive', 'competitive')",-1.3413182,-1.276516,0.0648022
47,0.9235488,0.9319136,"('stupid', 'smart')",0.9235488,0.9319136,0.0083648
48,-0.42130613,-0.42261407,"('unintelligent', 'intelligent')",-0.4213061,-0.4226141,-0.001308
49,-0.41930977,-0.333509,"('unable', 'able')",-0.4193098,-0.333509,0.0858008
50,0.12499325,0.17467842,"('clumsy', 'skillful')",0.1249932,0.1746784,0.0496852
51,-0.61202925,-0.6102946,"('uneducated', 'educated')",-0.6120293,-0.6102946,0.0017347
52,0.1560769,0.03279916,"('irrational', 'rational')",0.1560769,0.0327992,-0.1232777
53,-0.5411831,-0.54977036,"('uncreative', 'creative')",-0.5411831,-0.5497704,-0.0085873
54,0.10340682,0.07079435,"('incapable', 'capable')",0.1034068,0.0707944,-0.0326124
55,-0.25371322,-0.1962739,"('incompetent', 'clever')",-0.2537132,-0.1962739,0.0574393
56,-0.8654363,-0.82482404,"('impractical', 'practical')",-0.8654363,-0.824824,0.0406123
57,-2.0739756,-2.029396,"('unimaginative', 'imaginative')",-2.0739756,-2.0293961,0.0445795
58,-0.36918905,-0.334582,"('undiscriminating', 'discriminating')",-0.3691891,-0.334582,0.0346071
59,0.68314767,0.68983877,"('foolish', 'wise')",0.6831477,0.6898388,0.0066911
60,-0.8931667,-0.85437846,"('inefficient', 'efficient')",-0.8931667,-0.8543785,0.0387882
61,-0.37044212,-0.4644283,"('illogical', 'logical')",-0.3704421,-0.4644283,-0.0939862
62,-0.3562034,-0.24620715,"('incompetent', 'brilliant')",-0.3562034,-0.2462071,0.1099963
63,-1.7559983,-1.6397749,"('unperceptive', 'insightful')",-1.7559983,-1.6397749,0.1162234
64,-2.524305,-2.5026388,"('shy', 'confident')",-2.5243051,-2.5026388,0.0216663
65,-1.1431208,-1.1303717,"('insecure', 'secure')",-1.1431208,-1.1303717,0.0127491
66,-0.12898229,-0.10256984,"('inactive', 'active')",-0.1289823,-0.1025698,0.0264125
67,0.08220528,0.11270035,"('doubtful', 'determined')",0.0822053,0.1127004,0.0304951
68,-0.40514997,-0.4193079,"('dependent', 'independent')",-0.40515,-0.4193079,-0.0141579
69,0.47627914,0.48340148,"('lazy', 'industrious')",0.4762791,0.4834015,0.0071224
70,-1.0764242,-0.97307825,"('lethargic', 'energetic')",-1.0764242,-0.9730783,0.1033459
71,-0.1360133,-0.15822099,"('diffident', 'self-confident')",-0.1360133,-0.158221,-0.0222077
72,-1.1565906,-1.1863467,"('unambitious', 'ambitious')",-1.1565906,-1.1863467,-0.0297561
73,-0.6521413,-0.6416585,"('helpless', 'self-reliant')",-0.6521413,-0.6416585,0.0104828
