,parole_male,parole_female,tuple,average_male,average_female,female-male
0,-0.09732038,-0.19112018,"('unsociable', 'sociable')",-0.0973204,-0.1911202,-0.0937998
1,2.052424,1.8941107,"('unfriendly', 'friendly')",2.052424,1.8941107,-0.1583133
2,0.7606968,0.8400802,"('unlikable', 'likable')",0.7606968,0.8400802,0.0793834
3,0.010253793,0.27018034,"('repellent', 'pleasant')",0.0102538,0.2701803,0.2599265
4,-7.7045307,-7.6750875,"('disliked', 'liked')",-7.7045307,-7.6750875,0.0294432
5,0.5445112,0.5243524,"('distant', 'outgoing')",0.5445112,0.5243524,-0.0201588
6,0.9882221,0.896553,"('distant', 'open')",0.9882221,0.896553,-0.0916691
7,0.020212488,0.18417948,"('insensitive', 'sensitive')",0.0202125,0.1841795,0.163967
8,1.7094857,1.5628473,"('unaffectionate', 'affectionate')",1.7094857,1.5628473,-0.1466384
9,2.1059384,2.0715559,"('unaffectionate', 'caring')",2.1059384,2.0715559,-0.0343825
10,0.13735077,0.35693574,"('unsympathetic', 'sympathetic')",0.1373508,0.3569357,0.2195849
11,1.7534696,1.8870696,"('unhelpful', 'helpful')",1.7534696,1.8870696,0.1336
12,-1.6921905,-1.6326674,"('unsupportive', 'supportive')",-1.6921905,-1.6326674,0.0595231
13,-0.043562174,-0.03897644,"('impolite', 'polite')",-0.0435622,-0.0389764,0.0045858
14,-0.8977423,-0.87019813,"('antisocial', 'social')",-0.8977423,-0.8701981,0.0275442
15,0.66082174,0.57678986,"('boring', 'funny')",0.6608217,0.5767899,-0.0840318
16,-0.11435755,-0.09384947,"('unpopular', 'popular')",-0.1143576,-0.0938495,0.0205081
17,0.18305165,0.14707622,"('nasty', 'nice')",0.1830516,0.1470762,-0.0359754
18,-0.61269104,-0.65083295,"('disagreeable', 'welcoming')",-0.612691,-0.650833,-0.038142
19,0.25933337,0.23413159,"('inhospitable', 'hospitable')",0.2593334,0.2341316,-0.0252018
