,burlington_male,burlington_female,tuple,northern_male,northern_female,santa_male,santa_female,fe_male,fe_female,cp_male,cp_female,average_male,average_female,female-male
0,-0.816415,-0.8713311,"('unsociable', 'sociable')",-0.40913352,-0.30878952,-1.5366132,-1.5931787,-1.3115972,-1.3546548,-0.7811551,-0.70837665,-0.9709828,-0.9672661,0.0037167
1,-0.17529777,-0.15451701,"('unfriendly', 'friendly')",-0.24209638,-0.31019646,-0.5559645,-0.5410589,0.91558945,0.8757437,2.2346146,2.0417306,0.4353691,0.3823404,-0.0530287
2,-0.60783887,-0.5677512,"('unlikable', 'likable')",0.03192155,0.14149874,0.2340075,0.34040233,0.7814811,0.87405795,0.3599084,0.47255442,0.1598959,0.2521524,0.0922565
3,-0.36285883,-0.3372964,"('repellent', 'pleasant')",-0.080311686,0.032696042,-0.5358623,-0.4869978,-0.6750687,-0.6311189,0.0369332,0.19426872,-0.3234337,-0.2456897,0.077744
4,0.6327732,0.61273044,"('disliked', 'liked')",-0.07706569,-0.26817834,0.113803044,0.044261806,0.8793219,0.79709804,-7.0793,-7.250884,-1.1060935,-1.2129944,-0.1069009
5,0.7637012,0.81685966,"('distant', 'outgoing')",-0.0633885,-0.18068069,0.822222,0.8612958,0.7924351,0.725581,0.3203033,0.25067216,0.5270546,0.4947456,-0.032309
6,0.5468141,0.5846591,"('distant', 'open')",0.04373865,-0.13545857,1.162845,1.2217534,1.3423812,1.2660526,0.9761624,0.8894802,0.8143883,0.7652973,-0.049091
7,0.15913531,0.11477251,"('insensitive', 'sensitive')",-0.4976775,-0.26410353,-0.89441,-0.88382906,-0.8368976,-0.7672529,0.025061263,0.15550551,-0.4089577,-0.3289815,0.0799762
8,-0.30506316,-0.21262322,"('unaffectionate', 'affectionate')",0.06795014,-0.018363874,-0.6040836,-0.5591193,0.58784723,0.55714494,1.4603997,1.3226746,0.2414101,0.2179426,-0.0234675
9,0.7243779,0.7946445,"('unaffectionate', 'caring')",0.21645936,0.17332427,-0.44561058,-0.42196053,0.21842118,0.17837667,2.1938093,2.109806,0.5814914,0.5668382,-0.0146532
10,-0.3278326,-0.37023672,"('unsympathetic', 'sympathetic')",-0.7624101,-0.7029414,-2.0175152,-2.026649,-1.701988,-1.7260233,-0.62315536,-0.4325501,-1.0865803,-1.0516801,0.0349002
11,0.32430694,0.31865203,"('unhelpful', 'helpful')",-0.43253118,-0.31060046,-0.93048096,-0.8838289,-0.9480517,-0.9191973,1.5070713,1.6048009,-0.0959371,-0.0380347,0.0579024
12,0.94238544,1.0026255,"('unsupportive', 'supportive')",0.19664364,0.37833762,-0.8398199,-0.7880199,-0.69418377,-0.6598506,-1.8616636,-1.7940446,-0.4513277,-0.3721904,0.0791373
13,-0.21735394,-0.29875618,"('impolite', 'polite')",-0.6995321,-0.49062282,-0.768177,-0.79924154,-1.2504222,-1.2088507,-0.70444155,-0.57353675,-0.7279854,-0.6742016,0.0537838
14,-1.0693043,-1.0063312,"('antisocial', 'social')",-0.87588567,-0.6190084,-2.6387618,-2.6129866,-1.5368896,-1.4934506,-1.3276855,-1.1322154,-1.4897054,-1.3727984,0.116907
15,-0.3371709,-0.3329515,"('boring', 'funny')",-0.01148864,-0.11933564,0.22074401,0.20644394,0.41851735,0.4105199,0.64037937,0.556311,0.1861962,0.1441975,-0.0419987
16,0.12933989,0.06808821,"('unpopular', 'popular')",0.7680912,0.5777976,1.2880092,1.2827334,1.1252166,1.044367,0.8552763,0.73510814,0.8331866,0.7416189,-0.0915677
17,-0.29138386,-0.25746074,"('nasty', 'nice')",-0.018354584,0.034726422,1.0267196,1.0904498,0.22478652,0.2587855,-0.02233342,0.037224635,0.1838868,0.2327451,0.0488583
18,-1.4191766,-1.3243291,"('disagreeable', 'welcoming')",-0.64408493,-0.45279956,0.49849698,0.5926318,-0.06092364,0.0064854473,-0.68534803,-0.6970926,-0.4622072,-0.3750208,0.0871864
19,-0.39223653,-0.2820319,"('inhospitable', 'hospitable')",-0.66291493,-0.7174784,-0.53821295,-0.45012265,-0.32459718,-0.2635653,-0.71364164,-0.7040823,-0.5263206,-0.4834561,0.0428645
20,-0.8414958,-0.7697084,"('rough', 'thoughtful')",-1.1026891,-0.9782396,-0.29130486,-0.22927135,-0.6079487,-0.56918955,-0.024587283,0.008782618,-0.5736052,-0.5075253,0.0660799
