,bio_male,bio_female,tuple,rad_male,rad_female,laboratories_male,laboratories_female,inc_male,inc_female,average_male,average_female,female-male
0,0.30530688,0.20531361,"('unsociable', 'sociable')",-0.74169976,-0.8277622,0.7445237,0.65413445,-0.33039254,-0.4366652,-0.0055654,-0.1012448,-0.0956794
1,-0.70814115,-0.7786399,"('unfriendly', 'friendly')",-1.9724551,-2.1086018,-0.7391726,-0.8661997,1.655159,1.5794563,-0.4411525,-0.5434963,-0.1023438
2,0.9540611,0.938706,"('unlikable', 'likable')",0.84316874,0.81973696,0.4222137,0.4328223,0.5680267,0.63541913,0.6968676,0.7066711,0.0098035
3,-1.545283,-1.49217,"('repellent', 'pleasant')",-1.0062814,-0.9769308,0.01298009,0.08360833,0.25493628,0.31632227,-0.570912,-0.5172925,0.0536195
4,-0.39537674,-0.52106297,"('disliked', 'liked')",-0.2878638,-0.3349351,-0.49422365,-0.5879245,-5.888206,-6.0710096,-1.7664175,-1.878733,-0.1123155
5,-1.0004706,-0.971487,"('distant', 'outgoing')",-1.2017078,-1.2174056,-1.7149181,-1.7324355,-0.34741455,-0.36632589,-1.0661278,-1.0719135,-0.0057857
6,-1.1829264,-1.1956825,"('distant', 'open')",-1.2078594,-1.2395861,-2.0084472,-2.043964,0.42675292,0.38502085,-0.99312,-1.023553,-0.030433
7,-0.56071097,-0.61281425,"('insensitive', 'sensitive')",-0.50619864,-0.5307463,-0.28775316,-0.26744428,0.70574236,0.74422866,-0.1622301,-0.166694,-0.0044639
8,-0.28686273,-0.32150948,"('unaffectionate', 'affectionate')",-1.5818089,-1.6772411,-0.42370835,-0.4445695,0.8201536,0.74054986,-0.3680566,-0.4256926,-0.057636
9,-0.05420755,-0.08067716,"('unaffectionate', 'caring')",-1.5796046,-1.6851612,-0.47195762,-0.46653658,1.1472948,1.1560309,-0.2396188,-0.269086,-0.0294672
10,-0.70657104,-0.79344755,"('unsympathetic', 'sympathetic')",-1.0212545,-1.0749925,-0.018306889,-0.007781838,-0.18994942,-0.1403969,-0.4840205,-0.5041547,-0.0201342
11,0.16309382,0.197216,"('unhelpful', 'helpful')",-0.78378904,-0.78574264,0.37504792,0.39143282,1.6107289,1.7182908,0.3412704,0.3802993,0.0390289
12,0.89169973,0.90629655,"('unsupportive', 'supportive')",-0.26455095,-0.2930302,0.015574712,0.10345501,-1.7478848,-1.7515407,-0.2762903,-0.2587048,0.0175855
13,0.46426532,0.4664318,"('impolite', 'polite')",-0.09791781,-0.06841403,0.48014003,0.51204574,-0.39806813,-0.41824538,0.1121048,0.1229545,0.0108497
14,0.34578648,0.3243669,"('antisocial', 'social')",0.17080213,0.18547964,1.1739618,1.231796,-0.32796925,-0.34114113,0.3406453,0.3501254,0.0094801
15,0.10285623,-0.006017916,"('boring', 'funny')",0.62291735,0.5812161,-0.25564653,-0.31146625,0.7534533,0.68114847,0.3058951,0.2362201,-0.069675
16,0.3389652,0.23876473,"('unpopular', 'popular')",0.09334342,0.049110748,0.38770378,0.38217023,0.7037072,0.6662579,0.3809299,0.3340759,-0.046854
17,0.64061683,0.6338285,"('nasty', 'nice')",-0.20541683,-0.19176356,-0.6320323,-0.5656746,-0.21654895,-0.1546466,-0.1033453,-0.0695641,0.0337812
18,0.23617229,0.18933925,"('disagreeable', 'welcoming')",0.0010674018,-0.047489878,-0.22703749,-0.26246667,-0.2682457,-0.3263324,-0.0645109,-0.1117374,-0.0472265
19,-1.0847412,-1.1255572,"('inhospitable', 'hospitable')",-1.0214006,-1.0135412,-1.4846269,-1.5008842,-0.06455288,2.2795051e-05,-0.9138304,-0.90999,0.0038404
20,0.29268062,0.2921392,"('rough', 'thoughtful')",0.066138595,0.051822282,1.2817875,1.3187209,1.2176024,1.1759368,0.7145523,0.7096548,-0.0048975
21,0.4198863,0.34887147,"('immoral', 'moral')",-0.23546158,-0.26322195,0.545189,0.51066345,-0.82310677,-0.76566863,-0.0233733,-0.0423389,-0.0189656
