,cameron_male,cameron_female,tuple,international_male,international_female,corp_male,corp_female,average_male,average_female,female-male
0,1.3932619,1.1001023,"('unsociable', 'sociable')",-0.2696106,-0.4579312,-0.5265816,-0.66056544,0.1990232,-0.0061314,-0.2051546
1,0.28197655,0.2989936,"('unfriendly', 'friendly')",-0.044092298,-0.1372185,1.1399349,0.9933111,0.4592731,0.3850287,-0.0742444
2,1.9307246,1.9230502,"('unlikable', 'likable')",1.3384551,1.3822417,0.80125993,0.8198608,1.3568133,1.3750509,0.0182376
3,-0.16442804,-0.043485504,"('repellent', 'pleasant')",-0.40452844,-0.3688321,0.5214339,0.60804254,-0.0158409,0.0652416,0.0810825
4,-0.3718302,-0.29938912,"('disliked', 'liked')",0.30118033,0.35223114,-6.113956,-6.236022,-2.0615352,-2.06106,0.0004752
5,-0.6933578,-0.66887194,"('distant', 'outgoing')",0.4156312,0.5073895,-0.09281586,-0.09230357,-0.1235142,-0.0845953,0.0389189
6,-1.0387416,-0.90064025,"('distant', 'open')",0.0043608174,0.11070223,-0.50757414,-0.4836302,-0.513985,-0.4245228,0.0894622
7,1.2647065,1.1790495,"('insensitive', 'sensitive')",-0.2736448,-0.3304409,0.12729795,0.12742797,0.3727866,0.3253455,-0.0474411
8,0.81115514,0.9200979,"('unaffectionate', 'affectionate')",-0.45079923,-0.48588204,0.04108229,-0.015819987,0.1338127,0.1394653,0.0056526
9,2.1807492,2.2083101,"('unaffectionate', 'caring')",0.09923831,0.092205875,0.8448571,0.84160197,1.0416149,1.0473727,0.0057578
10,0.6385854,0.42246005,"('unsympathetic', 'sympathetic')",-1.3009408,-1.4575098,-1.059959,-1.1459218,-0.5741048,-0.7269905,-0.1528857
11,0.89891016,0.8294015,"('unhelpful', 'helpful')",0.19417305,0.12744528,1.8254846,1.7771205,0.972856,0.9113224,-0.0615336
12,2.902476,2.9061651,"('unsupportive', 'supportive')",0.10167204,0.18213984,-1.9848176,-1.9838004,0.3397768,0.3681682,0.0283914
13,0.51226187,0.29750878,"('impolite', 'polite')",0.68564147,0.55769813,-0.6607873,-0.64489925,0.1790387,0.0701026,-0.1089361
14,1.215941,1.1212643,"('antisocial', 'social')",0.7757175,0.7363578,0.043619707,0.010111162,0.678426,0.6225778,-0.0558482
15,-0.13859856,-0.23588459,"('boring', 'funny')",0.22374983,0.13961509,0.13455746,0.13684466,0.0732362,0.0135251,-0.0597111
16,-1.788282,-1.6434121,"('unpopular', 'popular')",0.54025745,0.5033917,0.45543742,0.39597476,-0.2641957,-0.2480152,0.0161805
17,-0.5874417,-0.5389014,"('nasty', 'nice')",-1.0792089,-1.0184549,-0.46613756,-0.37809172,-0.7109294,-0.6451494,0.06578
18,-0.16574912,-0.06419915,"('disagreeable', 'welcoming')",0.82417256,0.8501342,-0.5848409,-0.6844185,0.0245275,0.0338388,0.0093113
19,-0.03654575,0.035955872,"('inhospitable', 'hospitable')",-1.0427444,-1.0615101,-0.8181105,-0.8345747,-0.6324669,-0.620043,0.0124239
20,0.095681414,0.058869045,"('rough', 'thoughtful')",-0.26388457,-0.31563282,0.40651235,0.38864416,0.0794364,0.0439601,-0.0354763
21,1.135526,0.9881604,"('immoral', 'moral')",0.023800973,-0.048502207,-0.9516185,-0.93158096,0.0692361,0.0026924,-0.0665437
22,0.6459243,0.53961736,"('untrustworthy', 'trustworthy')",-0.3029017,-0.31903398,-1.3398638,-1.2828732,-0.3322804,-0.3540966,-0.0218162
23,1.2665995,1.1225693,"('insincere', 'sincere')",-0.09612442,-0.17693338,5.5097237,5.524066,2.2267329,2.1565673,-0.0701656
24,1.5796927,1.5369868,"('dishonest', 'honest')",-0.2030453,-0.18837626,0.551399,0.54825306,0.6426822,0.6322879,-0.0103943
25,-0.15664075,-0.0015521944,"('egoistic', 'altruistic')",0.17845976,0.25866926,0.95141095,0.93734986,0.32441,0.3981556,0.0737456
26,0.45058453,0.36959606,"('hardhearted', 'benevolent')",1.2558692,1.122756,1.2565063,1.0609825,0.9876533,0.8511115,-0.1365418
27,0.40445307,0.50645787,"('hardhearted', 'softhearted')",-0.5767538,-0.5359743,0.26577213,0.27281782,0.0311571,0.0811005,0.0499434
28,1.4763275,1.3488172,"('disloyal', 'loyal')",-0.38556728,-0.52943224,0.94115883,0.84150416,0.6773063,0.5536297,-0.1236766
29,-0.43387747,-0.41958565,"('unfair', 'fair')",-0.6113464,-0.579449,-0.3727435,-0.44388723,-0.4726558,-0.480974,-0.0083182
30,1.8135464,1.7581382,"('intolerant', 'tolerant')",0.32499474,0.23032644,0.6272687,0.6035046,0.9219367,0.8639898,-0.0579469
31,-1.0098813,-0.9277694,"('evil', 'good')",-0.27136576,-0.24279235,-0.6940965,-0.73044425,-0.6584478,-0.6336687,0.0247791
32,0.6815693,0.52215666,"('unkind', 'kind')",-0.70418096,-0.7699493,0.23799351,0.15102595,0.0717939,-0.0322556,-0.1040495
33,0.97386354,0.96493936,"('wrong', 'right')",0.8554239,0.9261849,-0.43410096,-0.3722119,0.4650622,0.5063041,0.0412419
34,-0.6089554,-0.46375063,"('mean', 'honorable')",0.3657457,0.38855112,5.325947,5.4095016,1.6942457,1.7781006,0.0838549
