,heyday_male,heyday_female,tuple,average_male,average_female,female-male
0,0.41042423,0.2703958,"('unsociable', 'sociable')",0.4104242,0.2703958,-0.1400284
1,0.25037158,0.2434797,"('unfriendly', 'friendly')",0.2503716,0.2434797,-0.0068919
2,-0.0048432425,-0.07466089,"('unlikable', 'likable')",-0.0048432,-0.0746609,-0.0698177
3,0.270896,0.23197319,"('repellent', 'pleasant')",0.270896,0.2319732,-0.0389228
4,-3.6774976,-3.6329074,"('disliked', 'liked')",-3.6774976,-3.6329074,0.0445902
5,-1.4463369,-1.2305166,"('distant', 'outgoing')",-1.4463369,-1.2305166,0.2158203
6,-1.6116412,-1.3418858,"('distant', 'open')",-1.6116412,-1.3418858,0.2697554
7,1.0054865,1.0456334,"('insensitive', 'sensitive')",1.0054865,1.0456334,0.0401469
8,0.044128478,-0.11656682,"('unaffectionate', 'affectionate')",0.0441285,-0.1165668,-0.1606953
9,0.45178226,0.5277139,"('unaffectionate', 'caring')",0.4517823,0.5277139,0.0759316
10,0.4629922,0.41500375,"('unsympathetic', 'sympathetic')",0.4629922,0.4150037,-0.0479885
11,1.9307581,1.8620042,"('unhelpful', 'helpful')",1.9307581,1.8620042,-0.0687539
12,-0.9621521,-0.80021805,"('unsupportive', 'supportive')",-0.9621521,-0.800218,0.1619341
13,0.39089957,0.29261065,"('impolite', 'polite')",0.3908996,0.2926106,-0.098289
14,0.52147466,0.42064083,"('antisocial', 'social')",0.5214747,0.4206408,-0.1008339
15,-0.24541329,-0.39972797,"('boring', 'funny')",-0.2454133,-0.399728,-0.1543147
16,-0.1671086,-0.4842588,"('unpopular', 'popular')",-0.1671086,-0.4842588,-0.3171502
17,-0.91128576,-0.9572331,"('nasty', 'nice')",-0.9112858,-0.9572331,-0.0459473
18,-0.33770534,-0.24027842,"('disagreeable', 'welcoming')",-0.3377053,-0.2402784,0.0974269
19,-0.751805,-0.78813404,"('inhospitable', 'hospitable')",-0.751805,-0.788134,-0.036329
20,0.0016900878,-0.03249603,"('rough', 'thoughtful')",0.0016901,-0.032496,-0.0341861
21,0.8303218,0.7585718,"('immoral', 'moral')",0.8303218,0.7585718,-0.07175
22,0.6592952,0.64730847,"('untrustworthy', 'trustworthy')",0.6592952,0.6473085,-0.0119867
23,4.1045194,3.9454248,"('insincere', 'sincere')",4.1045194,3.9454248,-0.1590946
24,0.9905951,1.0623013,"('dishonest', 'honest')",0.9905951,1.0623013,0.0717062
25,-0.119360805,-0.11581178,"('egoistic', 'altruistic')",-0.1193608,-0.1158118,0.003549
26,0.24006519,0.16720758,"('hardhearted', 'benevolent')",0.2400652,0.1672076,-0.0728576
27,0.3147342,0.33433375,"('hardhearted', 'softhearted')",0.3147342,0.3343337,0.0195995
28,0.41030276,0.21563111,"('disloyal', 'loyal')",0.4103028,0.2156311,-0.1946717
29,-0.9929428,-0.98280823,"('unfair', 'fair')",-0.9929428,-0.9828082,0.0101346
30,0.3760051,0.3982726,"('intolerant', 'tolerant')",0.3760051,0.3982726,0.0222675
31,-2.1790452,-2.0432878,"('evil', 'good')",-2.1790452,-2.0432878,0.1357574
32,1.4041377,1.0974615,"('unkind', 'kind')",1.4041377,1.0974615,-0.3066762
33,-0.24909389,-0.16755982,"('wrong', 'right')",-0.2490939,-0.1675598,0.0815341
34,3.1953802,3.3053195,"('mean', 'honorable')",3.1953802,3.3053195,0.1099393
35,-1.3711001,-1.4469435,"('corrupt', 'incorrupt')",-1.3711001,-1.4469435,-0.0758434
36,-1.9966125,-2.124395,"('hostile', 'amicable')",-1.9966125,-2.1243949,-0.1277824
37,0.90957546,0.7820788,"('fake', 'genuine')",0.9095755,0.7820788,-0.1274967
38,0.18770343,0.19754353,"('untruthful', 'truthful')",0.1877034,0.1975435,0.0098401
39,0.30371627,0.2834455,"('exploitative', 'cooperative')",0.3037163,0.2834455,-0.0202708
40,-1.5498405,-1.3745089,"('stingy', 'generous')",-1.5498405,-1.3745089,0.1753316
41,0.040787656,0.053948533,"('unforgiving', 'forgiving')",0.0407877,0.0539485,0.0131608
42,-2.1160808,-2.130028,"('unreliable', 'reliable')",-2.1160808,-2.130028,-0.0139472
43,0.48723635,0.5493044,"('irresponsible', 'responsible')",0.4872364,0.5493044,0.062068
44,-0.64856535,-0.6536528,"('prejudiced', 'unprejudiced')",-0.6485654,-0.6536528,-0.0050874
45,-0.2511934,-0.17418514,"('incompetent', 'competent')",-0.2511934,-0.1741851,0.0770083
46,0.37795734,0.24877205,"('uncompetitive', 'competitive')",0.3779573,0.2487721,-0.1291852
47,2.6837978,2.7191105,"('stupid', 'smart')",2.6837978,2.7191105,0.0353127
48,-0.13903725,-0.19335748,"('unintelligent', 'intelligent')",-0.1390373,-0.1933575,-0.0543202
49,-0.113588236,-0.1648286,"('unable', 'able')",-0.1135882,-0.1648286,-0.0512404
50,-0.51479423,-0.8688266,"('clumsy', 'skillful')",-0.5147942,-0.8688266,-0.3540324
51,1.1798786,0.8463514,"('uneducated', 'educated')",1.1798786,0.8463514,-0.3335272
52,-1.1767447,-1.3092948,"('irrational', 'rational')",-1.1767447,-1.3092948,-0.1325501
53,-0.98242193,-1.1509165,"('uncreative', 'creative')",-0.9824219,-1.1509165,-0.1684946
54,-0.060213998,-0.22566372,"('incapable', 'capable')",-0.060214,-0.2256637,-0.1654497
55,0.97910756,1.0356891,"('incompetent', 'clever')",0.9791076,1.0356891,0.0565815
56,0.7807199,0.80318177,"('impractical', 'practical')",0.7807199,0.8031818,0.0224619
57,-2.520871,-2.5803492,"('unimaginative', 'imaginative')",-2.5208709,-2.5803492,-0.0594783
58,-0.36939204,-0.3065334,"('undiscriminating', 'discriminating')",-0.369392,-0.3065334,0.0628586
59,-0.48100975,-0.5265001,"('foolish', 'wise')",-0.4810098,-0.5265001,-0.0454903
60,0.34950444,0.48694137,"('inefficient', 'efficient')",0.3495044,0.4869414,0.137437
61,-0.1479192,-0.27482787,"('illogical', 'logical')",-0.1479192,-0.2748279,-0.1269087
62,0.7288927,0.87448436,"('incompetent', 'brilliant')",0.7288927,0.8744844,0.1455917
63,0.95401436,0.87803626,"('unperceptive', 'insightful')",0.9540144,0.8780363,-0.0759781
64,-3.320348,-3.1793907,"('shy', 'confident')",-3.320348,-3.1793907,0.1409573
