,excellence_male,excellence_female,tuple,average_male,average_female,female-male
0,0.9245972,0.67452097,"('unsociable', 'sociable')",0.9245972,0.674521,-0.2500762
1,0.69544584,0.68079484,"('unfriendly', 'friendly')",0.6954458,0.6807948,-0.014651
2,-0.09251203,-0.055179603,"('unlikable', 'likable')",-0.092512,-0.0551796,0.0373324
3,0.70439696,0.7507597,"('repellent', 'pleasant')",0.704397,0.7507597,0.0463627
4,-6.6202393,-6.808716,"('disliked', 'liked')",-6.6202393,-6.8087158,-0.1884765
5,-0.4036811,-0.433707,"('distant', 'outgoing')",-0.4036811,-0.433707,-0.0300259
6,-0.15121019,-0.16145182,"('distant', 'open')",-0.1512102,-0.1614518,-0.0102416
7,1.757308,1.5893285,"('insensitive', 'sensitive')",1.757308,1.5893285,-0.1679795
8,0.30617148,0.4716511,"('unaffectionate', 'affectionate')",0.3061715,0.4716511,0.1654796
9,1.6401781,1.7278826,"('unaffectionate', 'caring')",1.6401781,1.7278826,0.0877045
10,1.7410591,1.653332,"('unsympathetic', 'sympathetic')",1.7410591,1.653332,-0.0877271
11,2.8719332,2.9079912,"('unhelpful', 'helpful')",2.8719332,2.9079912,0.036058
12,-0.7675335,-0.92714494,"('unsupportive', 'supportive')",-0.7675335,-0.9271449,-0.1596114
13,0.4150622,0.31246734,"('impolite', 'polite')",0.4150622,0.3124673,-0.1025949
14,-0.055313274,-0.21325152,"('antisocial', 'social')",-0.0553133,-0.2132515,-0.1579382
15,0.34388813,0.26921734,"('boring', 'funny')",0.3438881,0.2692173,-0.0746708
16,0.20216829,0.20098507,"('unpopular', 'popular')",0.2021683,0.2009851,-0.0011832
17,-0.1946964,-0.2658666,"('nasty', 'nice')",-0.1946964,-0.2658666,-0.0711702
18,-0.97991484,-1.0358201,"('disagreeable', 'welcoming')",-0.9799148,-1.0358201,-0.0559053
19,-0.42714602,-0.5226137,"('inhospitable', 'hospitable')",-0.427146,-0.5226137,-0.0954677
20,1.034489,0.88808674,"('rough', 'thoughtful')",1.034489,0.8880867,-0.1464023
21,0.8058046,0.63125503,"('immoral', 'moral')",0.8058046,0.631255,-0.1745496
22,0.0349181,-0.0809755,"('untrustworthy', 'trustworthy')",0.0349181,-0.0809755,-0.1158936
23,7.1517973,7.1731334,"('insincere', 'sincere')",7.1517973,7.1731334,0.0213361
24,1.301713,1.3556424,"('dishonest', 'honest')",1.301713,1.3556424,0.0539294
25,0.19356129,0.24976963,"('egoistic', 'altruistic')",0.1935613,0.2497696,0.0562083
26,0.81636786,0.58907086,"('hardhearted', 'benevolent')",0.8163679,0.5890709,-0.227297
27,1.185747,1.071306,"('hardhearted', 'softhearted')",1.185747,1.071306,-0.114441
28,1.5868927,1.5749905,"('disloyal', 'loyal')",1.5868927,1.5749905,-0.0119022
29,-1.2348342,-1.3209132,"('unfair', 'fair')",-1.2348342,-1.3209132,-0.086079
30,1.6013434,1.3771323,"('intolerant', 'tolerant')",1.6013434,1.3771323,-0.2242111
31,-2.2652214,-2.2864692,"('evil', 'good')",-2.2652214,-2.2864692,-0.0212478
32,1.2217935,1.0820479,"('unkind', 'kind')",1.2217935,1.0820479,-0.1397456
33,-0.53422403,-0.696614,"('wrong', 'right')",-0.534224,-0.696614,-0.16239
34,6.0346665,6.16366,"('mean', 'honorable')",6.0346665,6.16366,0.1289935
35,-1.3006811,-1.4076905,"('corrupt', 'incorrupt')",-1.3006811,-1.4076905,-0.1070094
36,-0.990927,-1.0279438,"('hostile', 'amicable')",-0.990927,-1.0279438,-0.0370168
37,0.77175254,0.721266,"('fake', 'genuine')",0.7717525,0.721266,-0.0504865
38,1.0342821,0.9168058,"('untruthful', 'truthful')",1.0342821,0.9168058,-0.1174763
39,0.59931934,0.4188462,"('exploitative', 'cooperative')",0.5993193,0.4188462,-0.1804731
40,-2.4995747,-2.5297256,"('stingy', 'generous')",-2.4995747,-2.5297256,-0.0301509
