,mohawk_male,mohawk_female,tuple,industries_male,industries_female,inc_male,inc_female,average_male,average_female,female-male
0,0.49798936,0.43071443,"('unsociable', 'sociable')",-0.31647623,-0.42178404,-0.53201014,-0.6041875,-0.1168323,-0.198419,-0.0815867
1,-0.37055618,-0.37382638,"('unfriendly', 'friendly')",-0.43822113,-0.5578627,1.9775219,1.9112363,0.3895815,0.3265157,-0.0630658
2,-0.13634413,-0.09414415,"('unlikable', 'likable')",-0.11917888,-0.0943567,0.27718052,0.37330076,0.0072192,0.0616,0.0543808
3,0.3717581,0.46747455,"('repellent', 'pleasant')",0.05715551,0.14644912,0.1119857,0.16860482,0.1802998,0.2608428,0.080543
4,-1.1744318,-1.1859894,"('disliked', 'liked')",-0.22824048,-0.27247474,-6.72485,-6.8175707,-2.7091742,-2.7586784,-0.0495042
5,0.037880898,0.03580097,"('distant', 'outgoing')",-0.19786751,-0.16872244,-0.21474919,-0.21090347,-0.1249119,-0.1146083,0.0103036
6,-0.5884366,-0.5611769,"('distant', 'open')",-0.7931479,-0.7668504,0.5168481,0.50817037,-0.2882455,-0.2732856,0.0149599
7,0.6790452,0.7202246,"('insensitive', 'sensitive')",-0.067904904,0.009363831,0.68132037,0.7159784,0.4308202,0.4818556,0.0510354
8,0.08812551,0.09121178,"('unaffectionate', 'affectionate')",-0.41965052,-0.4164126,0.90244085,0.8391285,0.1903053,0.1713092,-0.0189961
9,0.68261397,0.71448046,"('unaffectionate', 'caring')",-0.29205057,-0.29237035,1.082635,1.08567,0.4910661,0.5025934,0.0115273
10,1.4357849,1.4739867,"('unsympathetic', 'sympathetic')",-0.61945635,-0.6044314,-0.48649487,-0.4816977,0.1099446,0.1292859,0.0193413
11,-0.24026203,-0.19057606,"('unhelpful', 'helpful')",0.20050402,0.2754467,1.5061812,1.6019828,0.4888078,0.5622845,0.0734767
12,1.4178302,1.5135952,"('unsupportive', 'supportive')",0.06645584,0.16941059,-1.8670999,-1.8461488,-0.1276046,-0.054381,0.0732236
13,0.6617492,0.6184258,"('impolite', 'polite')",0.26140165,0.29899454,-0.55362374,-0.57344115,0.1231757,0.1146597,-0.008516
14,0.91118556,0.81802714,"('antisocial', 'social')",1.2350751,1.1972139,-0.761826,-0.78609854,0.4614782,0.4097142,-0.051764
15,0.47958305,0.46789065,"('boring', 'funny')",-0.081718214,-0.14866851,0.48364374,0.44370058,0.2938362,0.2543076,-0.0395286
16,-2.0774806,-2.0969772,"('unpopular', 'popular')",-0.90775716,-0.9015945,0.23242322,0.21479988,-0.9176048,-0.927924,-0.0103192
17,-1.2855821,-1.2372004,"('nasty', 'nice')",-0.7468133,-0.66739124,-0.49195734,-0.4579224,-0.8414509,-0.7875047,0.0539462
18,0.012529567,0.033774003,"('disagreeable', 'welcoming')",-0.39979368,-0.36524832,-0.25784805,-0.2793827,-0.2150374,-0.203619,0.0114184
19,-1.0606923,-0.95675427,"('inhospitable', 'hospitable')",-0.8619982,-0.7987265,-0.06376532,0.0007274728,-0.6621519,-0.5849178,0.0772341
20,0.04855203,0.0741109,"('rough', 'thoughtful')",0.18039349,0.25458682,1.0853165,1.066893,0.4380873,0.4651969,0.0271096
21,0.35057753,0.347325,"('immoral', 'moral')",0.44197488,0.4172123,-0.8981686,-0.85019845,-0.0352054,-0.0285537,0.0066517
22,1.1445934,1.1719905,"('untrustworthy', 'trustworthy')",-0.8570662,-0.8328299,-0.9315593,-0.9484197,-0.2146774,-0.2030864,0.011591
23,1.0633378,1.1072302,"('insincere', 'sincere')",-0.46354175,-0.45264733,5.6627426,5.634302,2.087513,2.096295,0.008782
24,1.1853997,1.1811538,"('dishonest', 'honest')",-0.2868552,-0.3018493,0.7765055,0.7364923,0.55835,0.5385989,-0.0197511
25,-0.46944332,-0.5108604,"('egoistic', 'altruistic')",0.45556754,0.42902446,1.6435944,1.5997937,0.5432395,0.5059859,-0.0372536
26,0.82320094,0.6871138,"('hardhearted', 'benevolent')",1.4416649,1.3963444,1.5848182,1.5386791,1.2832281,1.2073791,-0.075849
27,0.23325162,0.20176482,"('hardhearted', 'softhearted')",0.04256075,0.036173142,1.7003835,1.5806569,0.658732,0.6061983,-0.0525337
28,0.75824577,0.698059,"('disloyal', 'loyal')",0.1369457,0.08115132,1.0083828,0.93190193,0.6345247,0.5703708,-0.0641539
29,-0.2903241,-0.32483888,"('unfair', 'fair')",-1.2400616,-1.2488539,-0.2129114,-0.31737107,-0.581099,-0.6303546,-0.0492556
30,1.831188,1.8826376,"('intolerant', 'tolerant')",1.4489549,1.4542067,0.999305,0.9801927,1.4264825,1.4390124,0.0125299
31,-1.3185619,-1.2069308,"('evil', 'good')",-1.4067684,-1.3441215,-0.74637073,-0.8223416,-1.1572337,-1.1244646,0.0327691
32,0.18053623,0.089344695,"('unkind', 'kind')",-0.022577679,-0.09195587,0.6739331,0.6089552,0.2772972,0.2021147,-0.0751825
33,0.36868232,0.30688334,"('wrong', 'right')",0.6294704,0.5789034,-0.2658801,-0.3032951,0.2440909,0.1941639,-0.049927
34,-0.120709896,0.0077783763,"('mean', 'honorable')",0.00862176,0.13135765,6.13042,6.2187467,2.0061107,2.1192942,0.1131835
35,-1.4843191,-1.5811408,"('corrupt', 'incorrupt')",-0.8634804,-0.94707716,0.07287234,-0.055826906,-0.758309,-0.8613482,-0.1030392
36,-2.277685,-2.230717,"('hostile', 'amicable')",-1.2038281,-1.2373284,0.45610335,0.305273,-1.0084699,-1.0542574,-0.0457875
