,tenth_male,tenth_female,tuple,average_male,average_female,female-male
0,-0.06233079,-0.047494695,"('unsociable', 'sociable')",-0.0623308,-0.0474947,0.0148361
1,0.898528,0.87771374,"('unfriendly', 'friendly')",0.898528,0.8777137,-0.0208143
2,-0.03785103,0.026510894,"('unlikable', 'likable')",-0.037851,0.0265109,0.0643619
3,0.8987641,0.9432244,"('repellent', 'pleasant')",0.8987641,0.9432244,0.0444603
4,-7.195924,-7.3770413,"('disliked', 'liked')",-7.1959238,-7.3770413,-0.1811175
5,-0.5890588,-0.59669703,"('distant', 'outgoing')",-0.5890588,-0.596697,-0.0076382
6,0.023542993,-0.085311055,"('distant', 'open')",0.023543,-0.0853111,-0.1088541
7,0.9129013,0.96187055,"('insensitive', 'sensitive')",0.9129013,0.9618706,0.0489693
8,0.8856215,0.79123974,"('unaffectionate', 'affectionate')",0.8856215,0.7912397,-0.0943818
9,1.0191941,1.0151037,"('unaffectionate', 'caring')",1.0191941,1.0151037,-0.0040904
10,1.1239674,1.169577,"('unsympathetic', 'sympathetic')",1.1239674,1.169577,0.0456096
11,1.3562871,1.4040415,"('unhelpful', 'helpful')",1.3562871,1.4040415,0.0477544
12,-1.9109321,-1.9362278,"('unsupportive', 'supportive')",-1.9109321,-1.9362278,-0.0252957
13,-0.19450445,-0.11464165,"('impolite', 'polite')",-0.1945045,-0.1146417,0.0798628
14,0.37947458,0.36988842,"('antisocial', 'social')",0.3794746,0.3698884,-0.0095862
15,0.09255722,0.012201358,"('boring', 'funny')",0.0925572,0.0122014,-0.0803558
16,-0.5739723,-0.6007029,"('unpopular', 'popular')",-0.5739723,-0.6007029,-0.0267306
17,-0.34700978,-0.27961472,"('nasty', 'nice')",-0.3470098,-0.2796147,0.0673951
18,-0.19328392,-0.23010801,"('disagreeable', 'welcoming')",-0.1932839,-0.230108,-0.0368241
19,-0.6981862,-0.7544943,"('inhospitable', 'hospitable')",-0.6981862,-0.7544943,-0.0563081
20,0.8771051,0.7924728,"('rough', 'thoughtful')",0.8771051,0.7924728,-0.0846323
21,-0.36274,-0.22660154,"('immoral', 'moral')",-0.36274,-0.2266015,0.1361385
22,-0.24511953,-0.23799857,"('untrustworthy', 'trustworthy')",-0.2451195,-0.2379986,0.0071209
23,6.157506,6.268778,"('insincere', 'sincere')",6.157506,6.2687778,0.1112718
24,1.4227645,1.3744557,"('dishonest', 'honest')",1.4227645,1.3744557,-0.0483088
25,0.552443,0.4732275,"('egoistic', 'altruistic')",0.552443,0.4732275,-0.0792155
26,0.8851106,0.77663976,"('hardhearted', 'benevolent')",0.8851106,0.7766398,-0.1084708
27,1.7479588,1.571777,"('hardhearted', 'softhearted')",1.7479588,1.571777,-0.1761818
28,1.0539718,1.0435716,"('disloyal', 'loyal')",1.0539718,1.0435716,-0.0104002
29,-0.71842676,-0.85528475,"('unfair', 'fair')",-0.7184268,-0.8552848,-0.136858
30,0.9841077,1.0373216,"('intolerant', 'tolerant')",0.9841077,1.0373216,0.0532139
31,-1.3234147,-1.3805254,"('evil', 'good')",-1.3234147,-1.3805254,-0.0571107
32,1.019354,0.94087374,"('unkind', 'kind')",1.019354,0.9408737,-0.0784803
33,-0.68196833,-0.7334651,"('wrong', 'right')",-0.6819683,-0.7334651,-0.0514968
34,4.456985,4.6220393,"('mean', 'honorable')",4.456985,4.6220393,0.1650543
35,-0.66443866,-0.91032654,"('corrupt', 'incorrupt')",-0.6644387,-0.9103265,-0.2458878
36,-0.9084053,-1.0130811,"('hostile', 'amicable')",-0.9084053,-1.0130811,-0.1046758
37,0.7029576,0.68670624,"('fake', 'genuine')",0.7029576,0.6867062,-0.0162514
38,-0.48438302,-0.4241045,"('untruthful', 'truthful')",-0.484383,-0.4241045,0.0602785
39,0.4464488,0.4440578,"('exploitative', 'cooperative')",0.4464488,0.4440578,-0.002391
40,-1.0344138,-1.2117288,"('stingy', 'generous')",-1.0344138,-1.2117288,-0.177315
41,-0.088900216,-0.094118044,"('unforgiving', 'forgiving')",-0.0889002,-0.094118,-0.0052178
42,-2.0446105,-2.1466215,"('unreliable', 'reliable')",-2.0446105,-2.1466215,-0.102011
43,0.84681857,0.8963287,"('irresponsible', 'responsible')",0.8468186,0.8963287,0.0495101
44,-0.64892316,-0.66445065,"('prejudiced', 'unprejudiced')",-0.6489232,-0.6644506,-0.0155274
45,0.19245566,0.12608966,"('incompetent', 'competent')",0.1924557,0.1260897,-0.066366
46,-0.3703971,-0.34604943,"('uncompetitive', 'competitive')",-0.3703971,-0.3460494,0.0243477
47,5.1618395,5.3563437,"('stupid', 'smart')",5.1618395,5.3563437,0.1945042
48,0.2750221,0.2943198,"('unintelligent', 'intelligent')",0.2750221,0.2943198,0.0192977
49,-0.012758203,0.041036475,"('unable', 'able')",-0.0127582,0.0410365,0.0537947
50,-0.46251494,-0.5477022,"('clumsy', 'skillful')",-0.4625149,-0.5477022,-0.0851873
51,0.44329736,0.37039357,"('uneducated', 'educated')",0.4432974,0.3703936,-0.0729038
52,-0.5506708,-0.6836326,"('irrational', 'rational')",-0.5506708,-0.6836326,-0.1329618
53,-0.25786525,-0.3205812,"('uncreative', 'creative')",-0.2578653,-0.3205812,-0.0627159
54,0.9473981,0.9967248,"('incapable', 'capable')",0.9473981,0.9967248,0.0493267
55,0.85801095,0.9156976,"('incompetent', 'clever')",0.8580109,0.9156976,0.0576867
56,0.4381389,0.43123862,"('impractical', 'practical')",0.4381389,0.4312386,-0.0069003
57,-2.4297004,-2.472562,"('unimaginative', 'imaginative')",-2.4297004,-2.4725621,-0.0428617
