,nucor_male,nucor_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.61711806,-0.9494892,"('unsociable', 'sociable')",-0.1518643,-0.4331962,-0.3844912,-0.6913427,-0.3068515
1,-1.3511914,-1.4387503,"('unfriendly', 'friendly')",1.4746501,1.3210647,0.0617294,-0.0588428,-0.1205722
2,0.53813374,0.43380892,"('unlikable', 'likable')",0.8956457,0.7816578,0.7168897,0.6077334,-0.1091563
3,-0.02658768,0.010359511,"('repellent', 'pleasant')",0.92904323,0.97666335,0.4512278,0.4935114,0.0422836
4,-0.24934387,-0.18085013,"('disliked', 'liked')",-6.046844,-6.0886307,-3.1480939,-3.1347404,0.0133535
5,-1.5055029,-1.4404097,"('distant', 'outgoing')",-0.66402453,-0.40940902,-1.0847638,-0.9249094,0.1598544
6,-1.8736162,-1.8127728,"('distant', 'open')",-0.7974705,-0.5963554,-1.3355434,-1.2045641,0.1309793
7,-0.24472818,-0.2561782,"('insensitive', 'sensitive')",0.23551024,0.14970133,-0.004609,-0.0532384,-0.0486294
8,-1.1730256,-1.2198166,"('unaffectionate', 'affectionate')",0.68856645,0.607373,-0.2422296,-0.3062218,-0.0639922
9,-1.4198076,-1.5306747,"('unaffectionate', 'caring')",0.9472146,0.9380133,-0.2362965,-0.2963307,-0.0600342
10,-0.7085435,-1.0076514,"('unsympathetic', 'sympathetic')",-0.7963548,-0.999382,-0.7524492,-1.0035167,-0.2510675
11,-0.27530503,-0.47716516,"('unhelpful', 'helpful')",1.5450448,1.5910448,0.6348699,0.5569398,-0.0779301
12,-0.6104489,-0.6487187,"('unsupportive', 'supportive')",-2.059572,-2.0577054,-1.3350104,-1.3532121,-0.0182017
13,-0.4813466,-0.76568234,"('impolite', 'polite')",-0.9102056,-1.0123129,-0.6957761,-0.8889976,-0.1932215
14,1.0060055,0.89895207,"('antisocial', 'social')",0.3723856,0.13006362,0.6891956,0.5145078,-0.1746878
15,0.3007359,0.22880797,"('boring', 'funny')",0.1646599,0.10766922,0.2326979,0.1682386,-0.0644593
16,-0.42881182,-0.34481034,"('unpopular', 'popular')",0.48509055,0.49794143,0.0281394,0.0765655,0.0484261
17,-0.1742997,-0.1756374,"('nasty', 'nice')",-0.40773702,-0.3413514,-0.2910184,-0.2584944,0.032524
