,fmc_male,fmc_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.27898502,-0.47830993,"('unsociable', 'sociable')",0.16905873,-0.01374907,-0.0549631,-0.2460295,-0.1910664
1,-1.7035547,-1.7433629,"('unfriendly', 'friendly')",0.9235222,0.7969136,-0.3900163,-0.4732246,-0.0832083
2,1.0058676,1.0234028,"('unlikable', 'likable')",1.0480697,1.0490236,1.0269687,1.0362132,0.0092445
3,0.6334385,0.6499602,"('repellent', 'pleasant')",1.0886315,1.1390685,0.861035,0.8945143,0.0334793
4,-0.1881818,-0.17708479,"('disliked', 'liked')",-5.6293025,-5.7618923,-2.9087422,-2.9694886,-0.0607464
5,-1.6076925,-1.4776781,"('distant', 'outgoing')",-1.3929023,-1.348222,-1.5002973,-1.41295,0.0873473
6,-2.40364,-2.2587483,"('distant', 'open')",-1.6523211,-1.6282158,-2.0279806,-1.943482,0.0844986
7,0.05394695,0.0031119902,"('insensitive', 'sensitive')",0.5291573,0.4676012,0.2915521,0.2353566,-0.0561955
8,-1.756468,-1.747655,"('unaffectionate', 'affectionate')",0.04355616,-0.030030444,-0.8564559,-0.8888428,-0.0323869
9,-1.4999387,-1.5661484,"('unaffectionate', 'caring')",0.46802184,0.40272254,-0.5159584,-0.581713,-0.0657546
10,-0.28023273,-0.3716491,"('unsympathetic', 'sympathetic')",-0.6432962,-0.68010294,-0.4617645,-0.525876,-0.0641115
11,0.4352737,0.31312278,"('unhelpful', 'helpful')",1.5551032,1.4954966,0.9951885,0.9043097,-0.0908788
12,-0.49972472,-0.4310338,"('unsupportive', 'supportive')",-2.098264,-2.158117,-1.2989943,-1.2945755,0.0044188
13,0.2355395,0.12685399,"('impolite', 'polite')",-0.7061203,-0.7358185,-0.2352904,-0.3044823,-0.0691919
14,1.4088193,1.3002844,"('antisocial', 'social')",0.8686084,0.78845155,1.1387138,1.044368,-0.0943458
15,0.45714772,0.3579371,"('boring', 'funny')",0.60877216,0.5637864,0.5329599,0.4608617,-0.0720982
16,-0.31892374,-0.28678465,"('unpopular', 'popular')",0.5895742,0.50832015,0.1353252,0.1107678,-0.0245574
17,-0.42848262,-0.40636346,"('nasty', 'nice')",-0.34120905,-0.35072887,-0.3848459,-0.3785462,0.0062997
18,-0.7917759,-0.78053445,"('disagreeable', 'welcoming')",-0.63433444,-0.7150656,-0.7130551,-0.7478,-0.0347449
19,-0.91671586,-0.8688513,"('inhospitable', 'hospitable')",-0.7951301,-0.81684387,-0.8559229,-0.8428476,0.0130753
20,0.7823435,0.7189842,"('rough', 'thoughtful')",0.87763643,0.8688241,0.82999,0.7939042,-0.0360858
21,1.2128587,1.1302007,"('immoral', 'moral')",0.2060506,0.22190793,0.7094547,0.6760544,-0.0334003
22,0.271647,0.22767454,"('untrustworthy', 'trustworthy')",-0.5863855,-0.65449536,-0.1573692,-0.2134104,-0.0560412
23,0.15429878,0.053728998,"('insincere', 'sincere')",5.309439,5.250678,2.731869,2.6522036,-0.0796654
24,-0.014685411,-0.07968272,"('dishonest', 'honest')",0.2064081,0.20577665,0.0958613,0.063047,-0.0328143
25,-0.9144392,-0.9214619,"('egoistic', 'altruistic')",1.1567082,1.1222306,0.1211345,0.1003844,-0.0207501
26,-0.4379522,-0.4886464,"('hardhearted', 'benevolent')",2.1408567,2.1085105,0.8514523,0.8099321,-0.0415202
27,-0.946286,-0.9932666,"('hardhearted', 'softhearted')",0.8081077,0.74438894,-0.0690892,-0.1244388,-0.0553496
28,-0.39532664,-0.52107686,"('disloyal', 'loyal')",1.1448964,1.0118763,0.3747849,0.2453997,-0.1293852
29,0.08111191,0.01826518,"('unfair', 'fair')",-0.3921121,-0.49378803,-0.1555001,-0.2377614,-0.0822613
30,1.5594738,1.3993341,"('intolerant', 'tolerant')",1.3802843,1.3364372,1.469879,1.3678856,-0.1019934
31,-1.6073446,-1.3979294,"('evil', 'good')",-0.9154958,-0.9802884,-1.2614202,-1.1891088,0.0723114
32,-0.009743091,-0.19400965,"('unkind', 'kind')",0.8596909,0.6590073,0.4249739,0.2324988,-0.1924751
33,-0.23593132,-0.29297128,"('wrong', 'right')",-0.8657636,-0.977481,-0.5508475,-0.6352261,-0.0843786
34,-0.040364124,0.13251114,"('mean', 'honorable')",5.1654215,5.3818007,2.5625286,2.7571559,0.1946273
35,-1.2702882,-1.3037524,"('corrupt', 'incorrupt')",-0.6252848,-0.7027249,-0.9477865,-1.0032387,-0.0554522
36,-1.6311451,-1.5937443,"('hostile', 'amicable')",-0.25264448,-0.38978904,-0.9418948,-0.9917667,-0.0498719
37,-0.09163888,-0.155315,"('fake', 'genuine')",-0.45768064,-0.52016926,-0.2746598,-0.3377421,-0.0630823
38,-0.9554296,-0.9547076,"('untruthful', 'truthful')",-0.50471836,-0.48167834,-0.730074,-0.718193,0.011881
39,1.2327536,1.2551985,"('exploitative', 'cooperative')",0.07534185,0.1347101,0.6540477,0.6949543,0.0409066
40,-0.42707205,-0.36598086,"('stingy', 'generous')",-1.4393226,-1.570321,-0.9331973,-0.9681509,-0.0349536
41,-0.1119155,-0.07087181,"('unforgiving', 'forgiving')",0.46064204,0.31000274,0.1743633,0.1195655,-0.0547978
42,0.5456104,0.5534045,"('unreliable', 'reliable')",-3.0047762,-3.095475,-1.2295829,-1.2710352,-0.0414523
43,-0.21508561,-0.18956344,"('irresponsible', 'responsible')",0.099738635,0.110075824,-0.0576735,-0.0397438,0.0179297
44,0.094451524,0.13572155,"('prejudiced', 'unprejudiced')",-1.4998668,-1.4639039,-0.7027076,-0.6640912,0.0386164
45,0.35808763,0.36119345,"('incompetent', 'competent')",0.21797559,0.122026004,0.2880316,0.2416097,-0.0464219
46,0.28274757,0.24445793,"('uncompetitive', 'competitive')",-0.6371924,-0.68084145,-0.1772224,-0.2181918,-0.0409694
47,0.28081232,0.37973678,"('stupid', 'smart')",4.54767,4.7198796,2.4142411,2.5498083,0.1355672
48,0.2548107,0.220952,"('unintelligent', 'intelligent')",0.9281267,0.9265215,0.5914687,0.5737367,-0.017732
49,-0.18186095,-0.11062949,"('unable', 'able')",-0.40416354,-0.37557715,-0.2930123,-0.2431033,0.049909
50,-0.14156117,-0.22119385,"('clumsy', 'skillful')",-0.3423577,-0.51373017,-0.2419594,-0.367462,-0.1255026
51,0.36961243,0.17475791,"('uneducated', 'educated')",1.047062,0.9358086,0.7083372,0.5552832,-0.153054
52,-0.3731485,-0.43219125,"('irrational', 'rational')",-0.15920834,-0.2609788,-0.2661784,-0.346585,-0.0804066
53,-0.75955254,-0.74973917,"('uncreative', 'creative')",0.37427548,0.27842999,-0.1926385,-0.2356546,-0.0430161
54,-0.56027067,-0.60937667,"('incapable', 'capable')",0.4569491,0.46173364,-0.0516608,-0.0738215,-0.0221607
55,0.68610924,0.6158442,"('incompetent', 'clever')",0.7805244,0.73155534,0.7333168,0.6736997,-0.0596171
56,1.3515399,1.2678962,"('impractical', 'practical')",0.05285579,-0.012554597,0.7021978,0.6276708,-0.074527
57,-0.13389981,-0.19199216,"('unimaginative', 'imaginative')",-2.5645933,-2.628483,-1.3492465,-1.4102376,-0.0609911
58,0.096153624,0.06542988,"('undiscriminating', 'discriminating')",0.51076233,0.4358119,0.303458,0.2506209,-0.0528371
59,-0.5917716,-0.5129881,"('foolish', 'wise')",-0.3972568,-0.3979453,-0.4945142,-0.4554667,0.0390475
60,1.3158946,1.222257,"('inefficient', 'efficient')",-0.13092333,-0.048980147,0.5924857,0.5866385,-0.0058472
61,0.5812819,0.38348353,"('illogical', 'logical')",0.70323336,0.5770613,0.6422576,0.4802724,-0.1619852
62,1.2887127,1.277448,"('incompetent', 'brilliant')",0.66451967,0.7193287,0.9766162,0.9983884,0.0217722
63,0.5493704,0.56864065,"('unperceptive', 'insightful')",0.53519785,0.5256386,0.5422841,0.5471396,0.0048555
64,0.10438448,0.08239478,"('shy', 'confident')",-5.797889,-5.9312425,-2.8467524,-2.9244239,-0.0776715
65,0.58200747,0.50198084,"('insecure', 'secure')",-0.09463318,-0.05360561,0.2436872,0.2241876,-0.0194996
