,astrolabe_male,astrolabe_female,tuple,average_male,average_female,female-male
0,-0.27882904,-0.5902043,"('unsociable', 'sociable')",-0.278829,-0.5902043,-0.3113753
1,-0.17978042,-0.58345056,"('unfriendly', 'friendly')",-0.1797804,-0.5834506,-0.4036702
2,0.09685602,0.0591219,"('unlikable', 'likable')",0.096856,0.0591219,-0.0377341
3,-0.83760095,-0.77590215,"('repellent', 'pleasant')",-0.8376009,-0.7759022,0.0616987
4,-1.421419,-1.650754,"('disliked', 'liked')",-1.421419,-1.650754,-0.229335
5,-1.6109341,-1.6914796,"('distant', 'outgoing')",-1.6109341,-1.6914796,-0.0805455
6,-1.7124914,-1.8108815,"('distant', 'open')",-1.7124914,-1.8108815,-0.0983901
7,-0.39562157,-0.413887,"('insensitive', 'sensitive')",-0.3956216,-0.413887,-0.0182654
8,-0.074625306,-0.28367642,"('unaffectionate', 'affectionate')",-0.0746253,-0.2836764,-0.2090511
9,-0.52169234,-0.6771004,"('unaffectionate', 'caring')",-0.5216923,-0.6771004,-0.1554081
10,-1.928107,-1.8703703,"('unsympathetic', 'sympathetic')",-1.928107,-1.8703703,0.0577367
11,-0.24853536,-0.13541427,"('unhelpful', 'helpful')",-0.2485354,-0.1354143,0.1131211
12,-1.4841328,-1.580676,"('unsupportive', 'supportive')",-1.4841328,-1.580676,-0.0965432
13,-0.68760914,-0.73722184,"('impolite', 'polite')",-0.6876091,-0.7372218,-0.0496127
14,-0.38042194,-0.39543056,"('antisocial', 'social')",-0.3804219,-0.3954306,-0.0150087
15,0.7749305,0.64899814,"('boring', 'funny')",0.7749305,0.6489981,-0.1259324
16,0.40412906,0.25018984,"('unpopular', 'popular')",0.4041291,0.2501898,-0.1539393
17,-0.4132706,-0.36548787,"('nasty', 'nice')",-0.4132706,-0.3654879,0.0477827
18,-0.30905488,-0.42400026,"('disagreeable', 'welcoming')",-0.3090549,-0.4240003,-0.1149454
19,-1.4502431,-1.559935,"('inhospitable', 'hospitable')",-1.4502431,-1.559935,-0.1096919
