,target_male,target_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.10163996,0.10256695,"('unsociable', 'sociable')",0.2678267,0.32366022,0.1847333,0.2131136,0.0283803
1,0.3020789,0.12651418,"('unfriendly', 'friendly')",1.3405414,1.1149819,0.8213102,0.620748,-0.2005622
2,0.819289,0.706325,"('unlikable', 'likable')",0.47941306,0.33952808,0.6493511,0.5229266,-0.1264245
3,-0.40558106,-0.047283825,"('repellent', 'pleasant')",1.0522876,1.2039009,0.3233533,0.5783086,0.2549553
4,-1.0982616,-1.1936452,"('disliked', 'liked')",-7.214259,-7.509475,-4.1562605,-4.3515601,-0.1952996
5,-0.56399286,-0.7181751,"('distant', 'outgoing')",-0.6836678,-0.7666867,-0.6238303,-0.7424309,-0.1186006
6,-0.63407046,-0.75764203,"('distant', 'open')",-0.6357324,-0.73644835,-0.6349014,-0.7470452,-0.1121438
7,0.6328344,0.7788715,"('insensitive', 'sensitive')",0.8809854,1.0805453,0.7569098,0.9297084,0.1727986
8,0.19246434,-0.061447877,"('unaffectionate', 'affectionate')",0.7993938,0.5977249,0.4959291,0.2681385,-0.2277906
9,1.0000921,0.8695296,"('unaffectionate', 'caring')",1.3154634,1.2955508,1.1577778,1.0825403,-0.0752375
10,0.42830616,0.5632836,"('unsympathetic', 'sympathetic')",-0.044844136,0.18218754,0.191731,0.3727356,0.1810046
11,0.6936454,0.7659931,"('unhelpful', 'helpful')",1.8466402,2.1182454,1.2701428,1.4421192,0.1719764
12,1.440136,1.4796038,"('unsupportive', 'supportive')",-1.7966839,-1.7617931,-0.178274,-0.1410947,0.0371793
13,0.17412287,0.08920126,"('impolite', 'polite')",-0.6518104,-0.4042517,-0.2388438,-0.1575252,0.0813186
14,0.8121083,0.87540877,"('antisocial', 'social')",0.3811224,0.3702816,0.5966153,0.6228452,0.0262299
15,0.21987978,0.0062529147,"('boring', 'funny')",-0.2641253,-0.35175514,-0.0221228,-0.1727511,-0.1506283
16,-1.2622595,-1.297586,"('unpopular', 'popular')",0.055170283,-0.011793204,-0.6035446,-0.6546896,-0.051145
17,-0.79514253,-0.7473339,"('nasty', 'nice')",-0.50213706,-0.45593193,-0.6486398,-0.6016329,0.0470069
18,-0.25651807,-0.24605525,"('disagreeable', 'welcoming')",-0.4528561,-0.48140785,-0.3546871,-0.3637316,-0.0090445
19,-0.87728816,-1.0449958,"('inhospitable', 'hospitable')",-0.6798931,-0.73621184,-0.7785906,-0.8906038,-0.1120132
20,1.0967138,1.2022814,"('rough', 'thoughtful')",0.7839044,0.7335457,0.940309,0.9679135,0.0276045
21,0.59188014,0.71498895,"('immoral', 'moral')",-0.102742776,0.1478602,0.2445687,0.4314246,0.1868559
22,0.3239125,0.35948217,"('untrustworthy', 'trustworthy')",-0.629293,-0.55784786,-0.1526903,-0.0991828,0.0535075
23,1.5194608,1.6389118,"('insincere', 'sincere')",6.4114003,6.761807,3.9654305,4.2003593,0.2349288
24,0.34789702,0.3138704,"('dishonest', 'honest')",0.69032764,0.8092022,0.5191123,0.5615363,0.042424
25,0.6496309,0.62815464,"('egoistic', 'altruistic')",1.3655442,1.1257727,1.0075876,0.8769637,-0.1306239
26,1.6756158,1.3939557,"('hardhearted', 'benevolent')",1.7705129,1.3892647,1.7230644,1.3916101,-0.3314543
27,-0.19102396,-0.225254,"('hardhearted', 'softhearted')",1.2684276,1.1753657,0.5387018,0.4750558,-0.063646
28,1.1076752,1.0275451,"('disloyal', 'loyal')",1.5135268,1.5154854,1.310601,1.2715153,-0.0390857
29,-0.40615818,-0.4221411,"('unfair', 'fair')",-0.4352991,-0.63053983,-0.4207286,-0.5263405,-0.1056119
30,0.27647457,0.4040682,"('intolerant', 'tolerant')",0.72043073,0.8439908,0.4984527,0.6240295,0.1255768
31,-1.7145759,-1.8526977,"('evil', 'good')",-1.1694677,-1.5539246,-1.4420218,-1.7033112,-0.2612894
32,0.2657686,0.25471538,"('unkind', 'kind')",0.9129322,0.82543886,0.5893504,0.5400771,-0.0492733
33,0.51611227,0.33123744,"('wrong', 'right')",-0.35759538,-0.5218687,0.0792584,-0.0953156,-0.174574
34,-0.84494567,-0.6747638,"('mean', 'honorable')",5.41204,5.7801185,2.2835474,2.5526774,0.26913
35,-1.1203624,-1.4068286,"('corrupt', 'incorrupt')",-0.80664295,-1.1052479,-0.9635026,-1.2560382,-0.2925356
36,-1.5767307,-1.7400635,"('hostile', 'amicable')",-0.60908455,-0.89150363,-1.0929077,-1.3157836,-0.2228759
37,-0.4935711,-0.5258054,"('fake', 'genuine')",0.35106984,0.39859888,-0.0712506,-0.0636033,0.0076473
38,0.3121903,0.26951593,"('untruthful', 'truthful')",-0.28319183,-0.18318143,0.0144992,0.0431672,0.028668
39,1.0083776,1.0131989,"('exploitative', 'cooperative')",0.3788272,0.36616862,0.6936024,0.6896837,-0.0039187
40,-0.7111976,-0.5854722,"('stingy', 'generous')",-1.8551974,-1.9970348,-1.2831975,-1.2912536,-0.0080561
41,1.0529335,1.0466988,"('unforgiving', 'forgiving')",0.15088448,0.0018596984,0.601909,0.5242792,-0.0776298
42,0.277212,0.404932,"('unreliable', 'reliable')",-3.2891512,-3.22323,-1.5059696,-1.4091489,0.0968207
43,1.2634771,1.3007407,"('irresponsible', 'responsible')",0.711222,0.8551622,0.9873495,1.0779514,0.0906019
44,-1.1650348,-1.2483058,"('prejudiced', 'unprejudiced')",-1.5001438,-1.5809561,-1.3325893,-1.4146309,-0.0820416
45,0.14175797,0.351896,"('incompetent', 'competent')",0.3781852,0.43189678,0.2599716,0.3918964,0.1319248
46,-0.06365816,0.14232881,"('uncompetitive', 'competitive')",-0.7162134,-0.5181697,-0.3899358,-0.1879205,0.2020153
47,0.13627501,0.14998439,"('stupid', 'smart')",5.47518,5.76381,2.8057275,2.9568973,0.1511698
48,0.4010053,0.4773253,"('unintelligent', 'intelligent')",0.64657366,0.7514874,0.5237895,0.6144063,0.0906168
49,-0.35155022,-0.34657434,"('unable', 'able')",-0.24075133,-0.04041218,-0.2961508,-0.1934933,0.1026575
50,-0.37383294,-0.4518441,"('clumsy', 'skillful')",-0.10961576,-0.13953796,-0.2417243,-0.295691,-0.0539667
51,-0.17815751,-0.11511634,"('uneducated', 'educated')",0.5300571,0.6069127,0.1759498,0.2458982,0.0699484
52,-1.0529675,-1.2082071,"('irrational', 'rational')",-0.28545582,-0.52653086,-0.6692117,-0.867369,-0.1981573
53,-0.69119143,-0.7794637,"('uncreative', 'creative')",0.034824442,0.02323193,-0.3281835,-0.3781159,-0.0499324
54,0.6957694,0.4711583,"('incapable', 'capable')",0.8024425,0.79404,0.7491059,0.6325992,-0.1165067
55,0.6997598,0.9738526,"('incompetent', 'clever')",0.7419516,0.9289075,0.7208557,0.95138,0.2305243
56,1.6914427,1.8432345,"('impractical', 'practical')",-0.4315213,-0.095646694,0.6299607,0.8737939,0.2438332
57,-0.030879157,0.0022194227,"('unimaginative', 'imaginative')",-2.9714313,-2.9727936,-1.5011553,-1.4852871,0.0158682
58,0.28234535,0.32126173,"('undiscriminating', 'discriminating')",0.22520062,0.20797826,0.253773,0.26462,0.010847
59,-0.5451044,-0.73810107,"('foolish', 'wise')",-0.14364551,-0.17864555,-0.344375,-0.4583733,-0.1139983
60,1.403889,1.6777174,"('inefficient', 'efficient')",0.48098487,0.89958596,0.9424369,1.2886517,0.3462148
61,0.54498535,0.3845415,"('illogical', 'logical')",0.61713815,0.48330712,0.5810617,0.4339243,-0.1471374
62,1.226085,1.4723761,"('incompetent', 'brilliant')",0.7512459,1.0631151,0.9886655,1.2677456,0.2790801
63,-0.07462275,0.05578825,"('unperceptive', 'insightful')",0.63714117,0.7748054,0.2812592,0.4152969,0.1340377
64,-0.6434089,-0.6600081,"('shy', 'confident')",-6.5658603,-6.644549,-3.6046345,-3.6522784,-0.0476439
65,0.4262073,0.5571086,"('insecure', 'secure')",0.08145193,0.35751054,0.2538296,0.4573095,0.2034799
66,-1.2928796,-1.5386534,"('inactive', 'active')",-0.055475883,-0.28525475,-0.6741777,-0.911954,-0.2377763
67,0.695825,0.55297333,"('doubtful', 'determined')",-0.46513295,-0.52963555,0.115346,0.0116689,-0.1036771
68,-1.519302,-1.4812398,"('dependent', 'independent')",-0.89923406,-0.76731527,-1.2092681,-1.1242776,0.0849905
69,-0.09661314,-0.28931752,"('lazy', 'industrious')",-1.1287165,-1.4587834,-0.6126648,-0.8740504,-0.2613856
70,0.34744358,0.43805218,"('lethargic', 'energetic')",0.5213055,0.7018797,0.4343745,0.569966,0.1355915
71,0.8074167,0.7734496,"('diffident', 'self-confident')",0.36998183,0.37720922,0.5886992,0.5753294,-0.0133698
72,0.6095234,0.69066405,"('unambitious', 'ambitious')",-0.15618475,0.023906564,0.2266693,0.3572853,0.130616
73,0.38552964,0.40189534,"('helpless', 'self-reliant')",-3.197539,-3.1875212,-1.4060047,-1.392813,0.0131917
74,1.1663828,1.207167,"('undedicated', 'dedicated')",0.0550171,-0.0155171575,0.6107,0.595825,-0.014875
75,-0.8649332,-0.9389794,"('meek', 'impulsive')",-1.059551,-1.0768242,-0.9622421,-1.0079018,-0.0456597
76,0.712538,0.8776762,"('anxious', 'daring')",-0.2033436,0.022764944,0.2545972,0.4502206,0.1956234
77,1.4073055,1.5989871,"('unmotivated', 'motivated')",-0.8346559,-0.5929249,0.2863248,0.5030311,0.2167063
78,0.92200106,1.0009831,"('nonresilient', 'resilient')",0.009782267,0.084938966,0.4658917,0.5429611,0.0770694
79,-1.2742028,-1.5404323,"('wavering', 'unwavering')",-0.7833067,-0.81270516,-1.0287547,-1.1765687,-0.147814
80,0.60539395,0.7598783,"('dominated', 'dominating')",-0.4558782,-0.28203326,0.0747579,0.2389225,0.1641646
81,0.6844921,0.7816765,"('submissive', 'aggressive')",-0.18596442,0.04707413,0.2492639,0.4143753,0.1651114
82,-0.5138907,-0.42238057,"('poor', 'rich')",6.3057985,6.596154,2.8959539,3.0868869,0.190933
83,-0.4875117,-0.44579488,"('powerless', 'powerful')",-0.8955756,-0.8198126,-0.6915436,-0.6328037,0.0587399
84,0.72586656,0.6712283,"('inferior', 'superior')",0.44168484,0.4033212,0.5837757,0.5372747,-0.046501
85,-0.10974322,-0.3540168,"('insignificant', 'prestigious')",-0.6337223,-0.9972111,-0.3717328,-0.6756139,-0.3038811
86,0.27242562,0.25675273,"('uninfluential', 'influential')",0.28848073,0.28927,0.2804532,0.2730114,-0.0074418
87,0.48930505,0.3624698,"('unsuccessful', 'successful')",1.102421,1.1290792,0.795863,0.7457745,-0.0500885
88,-0.57368094,-0.5911249,"('low', 'eminent')",-0.4529432,-0.40203097,-0.5133121,-0.4965779,0.0167342
