,schlumberger_male,schlumberger_female,tuple,ltd_male,ltd_female,average_male,average_female,female-male
0,-2.1729305,-2.1312275,"('unsociable', 'sociable')",-0.32646108,-0.31188545,-1.2496958,-1.2215564,0.0281394
1,-1.1758586,-1.2743797,"('unfriendly', 'friendly')",2.1781628,2.0338595,0.5011521,0.3797399,-0.1214122
2,0.3672256,0.45826983,"('unlikable', 'likable')",0.17004651,0.26265717,0.268636,0.3604635,0.0918275
3,-1.0157106,-0.8600943,"('repellent', 'pleasant')",0.25181523,0.3938721,-0.3819477,-0.2331111,0.1488366
4,0.9392033,0.7862434,"('disliked', 'liked')",-4.2518964,-4.4703965,-1.6563466,-1.8420765,-0.1857299
5,0.5571254,0.44896817,"('distant', 'outgoing')",0.35258627,0.20646672,0.4548558,0.3277175,-0.1271383
6,0.40466753,0.32221034,"('distant', 'open')",0.7619782,0.6142365,0.5833229,0.4682234,-0.1150995
7,-1.2688779,-1.1885904,"('insensitive', 'sensitive')",0.52667433,0.5589943,-0.3711018,-0.3147981,0.0563037
8,-0.18969259,-0.23647502,"('unaffectionate', 'affectionate')",1.4879689,1.3514262,0.6491382,0.5574756,-0.0916626
9,-0.7553961,-0.7973818,"('unaffectionate', 'caring')",1.4304578,1.3007861,0.3375309,0.2517022,-0.0858287
10,-2.8587623,-2.7718809,"('unsympathetic', 'sympathetic')",-0.31198305,-0.20601055,-1.5853727,-1.4889457,0.096427
11,-2.460335,-2.4335177,"('unhelpful', 'helpful')",1.1534241,1.2219635,-0.6534554,-0.6057771,0.0476783
12,-2.0972016,-2.038801,"('unsupportive', 'supportive')",-1.2586961,-1.3362634,-1.6779488,-1.6875322,-0.0095834
13,-2.1916845,-2.0596097,"('impolite', 'polite')",-1.1317823,-0.9562124,-1.6617334,-1.507911,0.1538224
14,-1.1776339,-0.9972673,"('antisocial', 'social')",-0.30485386,-0.1923682,-0.7412438,-0.5948178,0.146426
15,0.54100287,0.48536125,"('boring', 'funny')",0.6281716,0.58640796,0.5845872,0.5358846,-0.0487026
16,0.18830688,0.17546833,"('unpopular', 'popular')",-0.09088141,-0.06156507,0.0487127,0.0569516,0.0082389
17,-0.98225814,-0.9498545,"('nasty', 'nice')",-0.6360318,-0.65909994,-0.809145,-0.8044772,0.0046678
18,-0.6587614,-0.5735663,"('disagreeable', 'welcoming')",-1.0482177,-1.0448238,-0.8534895,-0.809195,0.0442945
19,-0.070945896,-0.10364714,"('inhospitable', 'hospitable')",-0.08454435,-0.0695076,-0.0777451,-0.0865774,-0.0088323
20,-0.009458691,0.017495185,"('rough', 'thoughtful')",1.2080001,1.2108947,0.5992707,0.6141949,0.0149242
21,-1.956258,-1.8097631,"('immoral', 'moral')",-1.4106117,-1.3166476,-1.683435,-1.5632054,0.1202296
22,-0.87311447,-0.8976622,"('untrustworthy', 'trustworthy')",-0.7115762,-0.7897153,-0.7923453,-0.8436887,-0.0513434
23,-1.6254176,-1.6080136,"('insincere', 'sincere')",4.460599,4.4828053,1.4175906,1.4373958,0.0198052
24,-1.451589,-1.399612,"('dishonest', 'honest')",-0.050345227,-0.026935933,-0.7509671,-0.7132739,0.0376932
25,0.5074098,0.44671428,"('egoistic', 'altruistic')",0.8522991,0.7707325,0.6798545,0.6087234,-0.0711311
26,0.13888688,0.08519946,"('hardhearted', 'benevolent')",2.7076962,2.5520892,1.4232916,1.3186443,-0.1046473
27,-0.39224845,-0.41339877,"('hardhearted', 'softhearted')",0.56282246,0.33790398,0.085287,-0.0377474,-0.1230344
28,-1.3500513,-1.4124612,"('disloyal', 'loyal')",1.2354889,1.0926359,-0.0572812,-0.1599126,-0.1026314
29,-0.071285844,-0.1975469,"('unfair', 'fair')",-0.33727676,-0.44661003,-0.2042813,-0.3220785,-0.1177972
30,-1.0578253,-0.9488707,"('intolerant', 'tolerant')",0.5774122,0.6899704,-0.2402066,-0.1294502,0.1107564
31,0.71760446,0.6224851,"('evil', 'good')",-0.2074269,-0.38369128,0.2550888,0.1193969,-0.1356919
32,-1.2284989,-1.2205293,"('unkind', 'kind')",0.50968826,0.4292307,-0.3594053,-0.3956493,-0.036244
33,0.68898654,0.5887723,"('wrong', 'right')",0.11512699,-0.032159127,0.4020568,0.2783066,-0.1237502
34,-1.2541873,-1.1805955,"('mean', 'honorable')",4.1007586,4.323245,1.4232856,1.5713248,0.1480392
35,2.2167826,1.9774847,"('corrupt', 'incorrupt')",0.07936399,-0.1830629,1.1480733,0.8972109,-0.2508624
36,0.70766586,0.5522212,"('hostile', 'amicable')",0.7320466,0.5717519,0.7198563,0.5619866,-0.1578697
37,-0.3567568,-0.3275923,"('fake', 'genuine')",0.082245335,0.10572722,-0.1372557,-0.1109325,0.0263232
38,-1.2389841,-1.3429288,"('untruthful', 'truthful')",-0.042652156,-0.0466989,-0.6408181,-0.6948138,-0.0539957
39,-0.5011093,-0.35631543,"('exploitative', 'cooperative')",-0.012834763,0.028639134,-0.256972,-0.1638381,0.0931339
40,0.5016742,0.48903686,"('stingy', 'generous')",-1.2564139,-1.2948849,-0.3773699,-0.402924,-0.0255541
41,-0.8282108,-0.8214367,"('unforgiving', 'forgiving')",0.1514396,0.06578986,-0.3383856,-0.3778234,-0.0394378
42,-0.05847752,0.10687772,"('unreliable', 'reliable')",-2.8139024,-2.6559727,-1.4361899,-1.2745475,0.1616424
43,-1.810853,-1.6358048,"('irresponsible', 'responsible')",0.9785047,1.103867,-0.4161741,-0.2659689,0.1502052
44,0.62623835,0.6749332,"('prejudiced', 'unprejudiced')",-2.2294586,-2.17191,-0.8016101,-0.7484884,0.0531217
45,-1.0795993,-1.0589013,"('incompetent', 'competent')",0.60418534,0.57638884,-0.237707,-0.2412562,-0.0035492
46,-1.8140389,-1.7326152,"('uncompetitive', 'competitive')",-0.11982396,-0.12895317,-0.9669314,-0.9307842,0.0361472
47,-0.8905053,-0.7578244,"('stupid', 'smart')",4.200915,4.3807793,1.6552048,1.8114774,0.1562726
48,-1.9825951,-1.9288628,"('unintelligent', 'intelligent')",0.3203839,0.36224687,-0.8311056,-0.783308,0.0477976
49,-1.1259229,-0.95830476,"('unable', 'able')",-0.33525914,-0.29891676,-0.7305911,-0.6286107,0.1019804
50,0.43743536,0.38132825,"('clumsy', 'skillful')",-0.27973145,-0.28721708,0.078852,0.0470556,-0.0317964
51,-0.8854738,-0.8750073,"('uneducated', 'educated')",0.11794056,0.21169323,-0.3837666,-0.331657,0.0521096
52,0.5601224,0.45078743,"('irrational', 'rational')",-0.03180977,-0.1780204,0.2641563,0.1363835,-0.1277728
53,-1.0058849,-1.000595,"('uncreative', 'creative')",0.8152276,0.7589522,-0.0953286,-0.1208214,-0.0254928
54,-0.5267902,-0.6260475,"('incapable', 'capable')",1.1252054,1.1003867,0.2992076,0.2371696,-0.062038
55,-1.8438888,-1.7045364,"('incompetent', 'clever')",0.03861579,0.20366599,-0.9026365,-0.7504352,0.1522013
56,-1.3389683,-1.2539625,"('impractical', 'practical')",-0.054142386,0.04871466,-0.6965553,-0.6026239,0.0939314
57,-1.5119008,-1.5201569,"('unimaginative', 'imaginative')",-0.781285,-0.8759207,-1.1465929,-1.1980388,-0.0514459
58,0.17001553,0.21696615,"('undiscriminating', 'discriminating')",0.79401034,0.7450349,0.4820129,0.4810005,-0.0010124
59,1.0908425,1.0441563,"('foolish', 'wise')",0.69813263,0.7095688,0.8944876,0.8768625,-0.0176251
60,-2.5055456,-2.2593958,"('inefficient', 'efficient')",-0.8695803,-0.56058866,-1.6875629,-1.4099922,0.2775707
61,-1.1386375,-1.1626637,"('illogical', 'logical')",0.16735384,-0.006208662,-0.4856418,-0.5844362,-0.0987944
62,-1.5957685,-1.4539003,"('incompetent', 'brilliant')",0.13899755,0.25618884,-0.7283854,-0.5988557,0.1295297
