,abbvie_male,abbvie_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.079305775,-0.20590916,"('unsociable', 'sociable')",0.005092036,-0.14671667,-0.0371069,-0.1763129,-0.139206
1,-1.8369943,-1.8487586,"('unfriendly', 'friendly')",1.554308,1.4604945,-0.1413431,-0.194132,-0.0527889
2,0.74339825,0.8025167,"('unlikable', 'likable')",0.55227077,0.68528014,0.6478345,0.7438984,0.0960639
3,-0.17945781,0.07203163,"('repellent', 'pleasant')",0.3756989,0.45427918,0.0981205,0.2631554,0.1650349
4,0.14184025,0.022773482,"('disliked', 'liked')",-6.2753196,-6.4231796,-3.0667396,-3.2002032,-0.1334636
5,-0.54596704,-0.5932335,"('distant', 'outgoing')",-0.36429107,-0.3719847,-0.4551291,-0.4826091,-0.02748
6,-0.9686622,-0.94932353,"('distant', 'open')",0.10667532,0.0699283,-0.4309934,-0.4396976,-0.0087042
7,-0.25288594,-0.14721233,"('insensitive', 'sensitive')",0.82537115,0.8455761,0.2862426,0.3491819,0.0629393
8,-1.3808855,-1.3894988,"('unaffectionate', 'affectionate')",0.68378943,0.5678724,-0.348548,-0.4108132,-0.0622652
9,-1.1844193,-1.1766092,"('unaffectionate', 'caring')",0.93513983,0.8802252,-0.1246397,-0.148192,-0.0235523
10,-0.013323218,0.11881338,"('unsympathetic', 'sympathetic')",0.13739672,0.10935546,0.0620368,0.1140844,0.0520476
11,-0.0851738,0.06264399,"('unhelpful', 'helpful')",1.5428026,1.6496326,0.7288144,0.8561383,0.1273239
12,-0.45285645,-0.2889673,"('unsupportive', 'supportive')",-1.6201472,-1.6043384,-1.0365019,-0.9466529,0.089849
13,0.32811007,0.2861404,"('impolite', 'polite')",-0.47103232,-0.459602,-0.0714611,-0.0867308,-0.0152697
14,0.48587745,0.50917673,"('antisocial', 'social')",-0.16911265,-0.22146949,0.1583824,0.1438536,-0.0145288
15,0.12559524,0.018860713,"('boring', 'funny')",0.35235167,0.3311361,0.2389735,0.1749984,-0.0639751
16,-0.47413152,-0.47490948,"('unpopular', 'popular')",0.43983442,0.43739873,-0.0171486,-0.0187554,-0.0016068
17,-0.016997539,0.04756213,"('nasty', 'nice')",-0.6819079,-0.6322863,-0.3494527,-0.2923621,0.0570906
18,-0.68905205,-0.55603045,"('disagreeable', 'welcoming')",-0.71599054,-0.6946653,-0.7025213,-0.6253479,0.0771734
19,-0.82585776,-0.7854482,"('inhospitable', 'hospitable')",-0.3557649,-0.22503757,-0.5908113,-0.5052429,0.0855684
20,0.23548211,0.33692175,"('rough', 'thoughtful')",1.3920132,1.3365195,0.8137476,0.8367206,0.022973
21,0.20919158,0.28987604,"('immoral', 'moral')",-0.47353595,-0.39725646,-0.1321722,-0.0536902,0.078482
22,0.537219,0.62676203,"('untrustworthy', 'trustworthy')",-0.58030057,-0.6272734,-0.0215408,-0.0002557,0.0212851
23,-0.58358765,-0.48223767,"('insincere', 'sincere')",5.390046,5.384053,2.4032292,2.4509077,0.0476785
24,0.48888975,0.5342973,"('dishonest', 'honest')",0.749513,0.74560845,0.6192014,0.6399529,0.0207515
25,-1.1734325,-1.2340218,"('egoistic', 'altruistic')",1.0711403,1.0169424,-0.0511461,-0.1085397,-0.0573936
26,-0.050223358,-0.12560837,"('hardhearted', 'benevolent')",1.8935705,1.7841954,0.9216736,0.8292935,-0.0923801
27,-0.4367974,-0.36311668,"('hardhearted', 'softhearted')",1.2179782,1.1074466,0.3905904,0.3721649,-0.0184255
28,-0.35782275,-0.44777912,"('disloyal', 'loyal')",0.8639685,0.7435073,0.2530729,0.1478641,-0.1052088
29,-0.23120418,-0.2738716,"('unfair', 'fair')",-0.31688005,-0.4475034,-0.2740421,-0.3606875,-0.0866454
30,0.6652659,0.7078938,"('intolerant', 'tolerant')",1.3425446,1.3375471,1.0039053,1.0227205,0.0188152
31,-1.43362,-1.415571,"('evil', 'good')",-1.0117881,-1.1092361,-1.2227041,-1.2624035,-0.0396994
32,-0.029962763,-0.040579297,"('unkind', 'kind')",0.8531491,0.70082176,0.4115932,0.3301212,-0.081472
33,-0.045446083,-0.15543774,"('wrong', 'right')",-0.63918245,-0.69794434,-0.3423143,-0.4266911,-0.0843768
34,-0.26453954,-0.09309327,"('mean', 'honorable')",5.5974903,5.827849,2.6664753,2.8673778,0.2009025
