,larch_male,larch_female,tuple,average_male,average_female,female-male
0,-0.46014467,-0.4434895,"('unsociable', 'sociable')",-0.4601447,-0.4434895,0.0166552
1,-0.013244579,-0.18828608,"('unfriendly', 'friendly')",-0.0132446,-0.1882861,-0.1750415
2,0.13856515,0.18449147,"('unlikable', 'likable')",0.1385652,0.1844915,0.0459263
3,-0.5585891,-0.43453717,"('repellent', 'pleasant')",-0.5585891,-0.4345372,0.1240519
4,-3.7637951,-3.931977,"('disliked', 'liked')",-3.7637951,-3.931977,-0.1681819
5,-0.93026435,-1.0202882,"('distant', 'outgoing')",-0.9302644,-1.0202882,-0.0900238
6,-0.82941633,-0.9655688,"('distant', 'open')",-0.8294163,-0.9655688,-0.1361525
7,-0.079660304,0.046574067,"('insensitive', 'sensitive')",-0.0796603,0.0465741,0.1262344
8,0.5467931,0.4072014,"('unaffectionate', 'affectionate')",0.5467931,0.4072014,-0.1395917
9,0.47203583,0.38409823,"('unaffectionate', 'caring')",0.4720358,0.3840982,-0.0879376
10,-0.08302923,0.010108345,"('unsympathetic', 'sympathetic')",-0.0830292,0.0101083,0.0931375
11,0.5204152,0.6478754,"('unhelpful', 'helpful')",0.5204152,0.6478754,0.1274602
12,-1.3642546,-1.3275632,"('unsupportive', 'supportive')",-1.3642546,-1.3275632,0.0366914
13,-0.65633184,-0.5631722,"('impolite', 'polite')",-0.6563318,-0.5631722,0.0931596
14,-0.035849422,0.044665188,"('antisocial', 'social')",-0.0358494,0.0446652,0.0805146
15,-0.07829048,-0.13884713,"('boring', 'funny')",-0.0782905,-0.1388471,-0.0605566
16,-0.18849294,-0.23440161,"('unpopular', 'popular')",-0.1884929,-0.2344016,-0.0459087
17,-0.3872432,-0.3733461,"('nasty', 'nice')",-0.3872432,-0.3733461,0.0138971
18,-0.7027433,-0.6260003,"('disagreeable', 'welcoming')",-0.7027433,-0.6260003,0.076743
19,-1.4816802,-1.463536,"('inhospitable', 'hospitable')",-1.4816802,-1.463536,0.0181442
20,0.22269441,0.24214008,"('rough', 'thoughtful')",0.2226944,0.2421401,0.0194457
21,-0.73510027,-0.44429472,"('immoral', 'moral')",-0.7351003,-0.4442947,0.2908056
22,-0.46877912,-0.4786035,"('untrustworthy', 'trustworthy')",-0.4687791,-0.4786035,-0.0098244
23,2.7204156,2.8353808,"('insincere', 'sincere')",2.7204156,2.8353808,0.1149652
24,0.51640356,0.4238271,"('dishonest', 'honest')",0.5164036,0.4238271,-0.0925765
25,0.35040513,0.21670735,"('egoistic', 'altruistic')",0.3504051,0.2167073,-0.1336978
26,0.45872852,0.28536722,"('hardhearted', 'benevolent')",0.4587285,0.2853672,-0.1733613
27,0.5799704,0.43395227,"('hardhearted', 'softhearted')",0.5799704,0.4339523,-0.1460181
28,0.4950597,0.43404895,"('disloyal', 'loyal')",0.4950597,0.434049,-0.0610107
29,-0.77817005,-0.91963464,"('unfair', 'fair')",-0.77817,-0.9196346,-0.1414646
