,evil_male,evil_female,tuple,average_male,average_female,female-male
0,-0.046563067,-0.029571235,"('unsociable', 'sociable')",-0.0465631,-0.0295712,0.0169919
1,1.0629208,0.89575195,"('unfriendly', 'friendly')",1.0629208,0.895752,-0.1671688
2,0.27366224,0.33736357,"('unlikable', 'likable')",0.2736622,0.3373636,0.0637014
3,0.8944108,0.93053836,"('repellent', 'pleasant')",0.8944108,0.9305384,0.0361276
4,-7.5891304,-7.6627526,"('disliked', 'liked')",-7.5891304,-7.6627526,-0.0736222
5,-0.3322334,-0.43781337,"('distant', 'outgoing')",-0.3322334,-0.4378134,-0.10558
6,0.06932669,-0.08283734,"('distant', 'open')",0.0693267,-0.0828373,-0.152164
7,0.8134506,0.9307984,"('insensitive', 'sensitive')",0.8134506,0.9307984,0.1173478
8,0.9830529,0.8781556,"('unaffectionate', 'affectionate')",0.9830529,0.8781556,-0.1048973
9,1.6336892,1.6903478,"('unaffectionate', 'caring')",1.6336892,1.6903478,0.0566586
10,1.3435532,1.4815196,"('unsympathetic', 'sympathetic')",1.3435532,1.4815196,0.1379664
11,1.7290756,1.8574927,"('unhelpful', 'helpful')",1.7290756,1.8574927,0.1284171
12,-1.6877847,-1.6488398,"('unsupportive', 'supportive')",-1.6877847,-1.6488398,0.0389449
13,0.30999374,0.3705455,"('impolite', 'polite')",0.3099937,0.3705455,0.0605518
14,-0.19226196,-0.21588786,"('antisocial', 'social')",-0.192262,-0.2158879,-0.0236259
15,0.08060074,-0.027146315,"('boring', 'funny')",0.0806007,-0.0271463,-0.107747
16,-0.27768034,-0.2979997,"('unpopular', 'popular')",-0.2776803,-0.2979997,-0.0203194
17,-0.45158058,-0.4170515,"('nasty', 'nice')",-0.4515806,-0.4170515,0.0345291
18,-0.53644615,-0.63856274,"('disagreeable', 'welcoming')",-0.5364462,-0.6385627,-0.1021165
19,-0.7466457,-0.7619988,"('inhospitable', 'hospitable')",-0.7466457,-0.7619988,-0.0153531
20,1.0393231,0.93668526,"('rough', 'thoughtful')",1.0393231,0.9366853,-0.1026378
21,0.22074959,0.35422805,"('immoral', 'moral')",0.2207496,0.354228,0.1334784
22,-0.37620318,-0.41466933,"('untrustworthy', 'trustworthy')",-0.3762032,-0.4146693,-0.0384661
23,6.2902827,6.3360486,"('insincere', 'sincere')",6.2902827,6.3360486,0.0457659
24,1.6770318,1.6089493,"('dishonest', 'honest')",1.6770318,1.6089493,-0.0680825
25,0.30938327,0.21253571,"('egoistic', 'altruistic')",0.3093833,0.2125357,-0.0968476
26,0.23226056,0.1499739,"('hardhearted', 'benevolent')",0.2322606,0.1499739,-0.0822867
27,1.6750106,1.4769435,"('hardhearted', 'softhearted')",1.6750106,1.4769435,-0.1980671
28,1.1698612,1.1387094,"('disloyal', 'loyal')",1.1698612,1.1387094,-0.0311518
29,-0.48232597,-0.6075492,"('unfair', 'fair')",-0.482326,-0.6075492,-0.1252232
30,0.9678651,1.0257242,"('intolerant', 'tolerant')",0.9678651,1.0257242,0.0578591
31,-2.0375116,-2.1828172,"('evil', 'good')",-2.0375116,-2.1828172,-0.1453056
32,1.2946401,1.3030889,"('unkind', 'kind')",1.2946401,1.3030889,0.0084488
33,-0.45164973,-0.51057243,"('wrong', 'right')",-0.4516497,-0.5105724,-0.0589227
