,week_male,week_female,tuple,average_male,average_female,female-male
0,0.020171804,0.054005526,"('unsociable', 'sociable')",0.0201718,0.0540055,0.0338337
1,1.5275004,1.5549108,"('unfriendly', 'friendly')",1.5275004,1.5549108,0.0274104
2,-0.21210757,-0.051473018,"('unlikable', 'likable')",-0.2121076,-0.051473,0.1606346
3,0.6478295,0.7791925,"('repellent', 'pleasant')",0.6478295,0.7791925,0.131363
4,-7.298095,-7.4188514,"('disliked', 'liked')",-7.2980952,-7.4188514,-0.1207562
5,-0.20476006,-0.16615152,"('distant', 'outgoing')",-0.2047601,-0.1661515,0.0386086
6,0.28253442,0.22823104,"('distant', 'open')",0.2825344,0.228231,-0.0543034
7,1.2640511,1.3992174,"('insensitive', 'sensitive')",1.2640511,1.3992174,0.1351663
8,1.0714442,1.0056756,"('unaffectionate', 'affectionate')",1.0714442,1.0056756,-0.0657686
9,1.4761528,1.6089483,"('unaffectionate', 'caring')",1.4761528,1.6089483,0.1327955
10,0.6829877,0.7549062,"('unsympathetic', 'sympathetic')",0.6829877,0.7549062,0.0719185
11,1.5856342,1.7785616,"('unhelpful', 'helpful')",1.5856342,1.7785616,0.1929274
12,-1.5192264,-1.3180177,"('unsupportive', 'supportive')",-1.5192264,-1.3180177,0.2012087
13,-0.26721472,-0.079499245,"('impolite', 'polite')",-0.2672147,-0.0794992,0.1877155
14,0.1618833,0.16784643,"('antisocial', 'social')",0.1618833,0.1678464,0.0059631
15,0.5086922,0.46001178,"('boring', 'funny')",0.5086922,0.4600118,-0.0486804
16,-0.66949147,-0.61280775,"('unpopular', 'popular')",-0.6694915,-0.6128078,0.0566837
17,0.10924324,0.038393892,"('nasty', 'nice')",0.1092432,0.0383939,-0.0708493
18,-0.37336347,-0.28007674,"('disagreeable', 'welcoming')",-0.3733635,-0.2800767,0.0932868
19,-0.32165185,-0.22661512,"('inhospitable', 'hospitable')",-0.3216518,-0.2266151,0.0950367
20,0.6302915,0.45959222,"('rough', 'thoughtful')",0.6302915,0.4595922,-0.1706993
21,-0.27523184,0.075294234,"('immoral', 'moral')",-0.2752318,0.0752942,0.350526
22,-0.20110667,-0.07161026,"('untrustworthy', 'trustworthy')",-0.2011067,-0.0716103,0.1294964
23,6.3640194,6.669048,"('insincere', 'sincere')",6.3640194,6.6690478,0.3050284
24,1.5901586,1.7321571,"('dishonest', 'honest')",1.5901586,1.7321571,0.1419985
25,0.85660386,0.77418095,"('egoistic', 'altruistic')",0.8566039,0.7741809,-0.082423
26,1.3824315,1.1912651,"('hardhearted', 'benevolent')",1.3824315,1.1912651,-0.1911664
27,1.9554138,1.7713618,"('hardhearted', 'softhearted')",1.9554138,1.7713618,-0.184052
28,1.2498978,1.1992768,"('disloyal', 'loyal')",1.2498978,1.1992768,-0.050621
29,-0.3525806,-0.5310407,"('unfair', 'fair')",-0.3525806,-0.5310407,-0.1784601
30,0.46537927,0.60032725,"('intolerant', 'tolerant')",0.4653793,0.6003273,0.134948
31,-0.75914437,-0.88445956,"('evil', 'good')",-0.7591444,-0.8844596,-0.1253152
32,1.061568,1.0501684,"('unkind', 'kind')",1.061568,1.0501684,-0.0113996
33,-0.2703905,-0.22085288,"('wrong', 'right')",-0.2703905,-0.2208529,0.0495376
34,4.7044597,5.0635138,"('mean', 'honorable')",4.7044597,5.0635138,0.3590541
35,-0.5432142,-0.84671617,"('corrupt', 'incorrupt')",-0.5432142,-0.8467162,-0.303502
36,-0.24285497,-0.4375079,"('hostile', 'amicable')",-0.242855,-0.4375079,-0.1946529
37,0.9023343,0.80203867,"('fake', 'genuine')",0.9023343,0.8020387,-0.1002956
38,-0.36910138,-0.16968575,"('untruthful', 'truthful')",-0.3691014,-0.1696858,0.1994156
39,0.34248465,0.36704633,"('exploitative', 'cooperative')",0.3424847,0.3670463,0.0245616
40,-1.400272,-1.5519394,"('stingy', 'generous')",-1.400272,-1.5519394,-0.1516674
41,0.35447,0.24813923,"('unforgiving', 'forgiving')",0.35447,0.2481392,-0.1063308
42,-2.5453248,-2.5815985,"('unreliable', 'reliable')",-2.5453248,-2.5815985,-0.0362737
43,0.89660144,1.0899981,"('irresponsible', 'responsible')",0.8966014,1.0899981,0.1933967
44,-1.2942576,-1.46241,"('prejudiced', 'unprejudiced')",-1.2942576,-1.46241,-0.1681524
45,0.42753744,0.44487667,"('incompetent', 'competent')",0.4275374,0.4448767,0.0173393
46,-0.6921966,-0.5912994,"('uncompetitive', 'competitive')",-0.6921966,-0.5912994,0.1008972
47,5.036007,5.295428,"('stupid', 'smart')",5.0360069,5.2954278,0.2594209
48,0.20210706,0.3460354,"('unintelligent', 'intelligent')",0.2021071,0.3460354,0.1439283
49,-0.33136773,-0.17405805,"('unable', 'able')",-0.3313677,-0.174058,0.1573097
50,-0.44961414,-0.4277272,"('clumsy', 'skillful')",-0.4496141,-0.4277272,0.0218869
51,0.20121299,0.315238,"('uneducated', 'educated')",0.201213,0.315238,0.114025
52,-0.103087656,-0.35053313,"('irrational', 'rational')",-0.1030877,-0.3505331,-0.2474454
53,0.015435516,-0.039134532,"('uncreative', 'creative')",0.0154355,-0.0391345,-0.05457
54,0.7952183,0.9044027,"('incapable', 'capable')",0.7952183,0.9044027,0.1091844
55,0.660184,0.87770563,"('incompetent', 'clever')",0.660184,0.8777056,0.2175216
56,0.24997608,0.4742247,"('impractical', 'practical')",0.2499761,0.4742247,0.2242486
57,-2.2277918,-2.388004,"('unimaginative', 'imaginative')",-2.2277918,-2.3880041,-0.1602123
58,0.53597605,0.4750731,"('undiscriminating', 'discriminating')",0.5359761,0.4750731,-0.060903
59,-0.097013086,-0.066641964,"('foolish', 'wise')",-0.0970131,-0.066642,0.0303711
60,-0.04184855,0.33489197,"('inefficient', 'efficient')",-0.0418486,0.334892,0.3767406
61,0.5156971,0.40615058,"('illogical', 'logical')",0.5156971,0.4061506,-0.1095465
62,0.12924375,0.44319877,"('incompetent', 'brilliant')",0.1292437,0.4431988,0.3139551
63,0.11192572,0.3506008,"('unperceptive', 'insightful')",0.1119257,0.3506008,0.2386751
64,-6.599972,-6.498823,"('shy', 'confident')",-6.5999718,-6.4988232,0.1011486
65,0.1736342,0.40451083,"('insecure', 'secure')",0.1736342,0.4045108,0.2308766
66,0.33120593,0.106950015,"('inactive', 'active')",0.3312059,0.10695,-0.2242559
67,-0.7975053,-0.79632455,"('doubtful', 'determined')",-0.7975053,-0.7963246,0.0011807
68,-0.9052519,-0.67244476,"('dependent', 'independent')",-0.9052519,-0.6724448,0.2328071
69,-1.5584024,-1.6423273,"('lazy', 'industrious')",-1.5584024,-1.6423273,-0.0839249
70,1.111325,1.1170268,"('lethargic', 'energetic')",1.111325,1.1170268,0.0057018
71,0.7075721,0.7842914,"('diffident', 'self-confident')",0.7075721,0.7842914,0.0767193
72,0.55743176,0.78857493,"('unambitious', 'ambitious')",0.5574318,0.7885749,0.2311431
73,-2.7806103,-2.7208438,"('helpless', 'self-reliant')",-2.7806103,-2.7208438,0.0597665
74,0.14494073,0.1149231,"('undedicated', 'dedicated')",0.1449407,0.1149231,-0.0300176
75,-0.6910369,-0.77022374,"('meek', 'impulsive')",-0.6910369,-0.7702237,-0.0791868
76,0.34261274,0.3156331,"('anxious', 'daring')",0.3426127,0.3156331,-0.0269796
77,-1.6027783,-1.4059604,"('unmotivated', 'motivated')",-1.6027783,-1.4059604,0.1968179
78,-0.9880776,-0.95638263,"('nonresilient', 'resilient')",-0.9880776,-0.9563826,0.031695
79,0.033808168,-0.030803906,"('wavering', 'unwavering')",0.0338082,-0.0308039,-0.0646121
80,-0.13151139,-0.19181755,"('dominated', 'dominating')",-0.1315114,-0.1918176,-0.0603062
81,-0.42643297,-0.2936778,"('submissive', 'aggressive')",-0.426433,-0.2936778,0.1327552
82,6.2296534,6.440847,"('poor', 'rich')",6.2296534,6.4408469,0.2111935
83,-0.54243356,-0.44902208,"('powerless', 'powerful')",-0.5424336,-0.4490221,0.0934115
84,0.36444998,0.3497777,"('inferior', 'superior')",0.36445,0.3497777,-0.0146723
85,-0.70495456,-0.905969,"('insignificant', 'prestigious')",-0.7049546,-0.905969,-0.2010144
86,0.618184,0.70228726,"('uninfluential', 'influential')",0.618184,0.7022873,0.0841033
87,0.047602143,0.28828478,"('unsuccessful', 'successful')",0.0476021,0.2882848,0.2406827
88,-0.19551983,-0.14837684,"('low', 'eminent')",-0.1955198,-0.1483768,0.047143
