,brush_male,brush_female,tuple,average_male,average_female,female-male
0,0.17179015,0.062007148,"('unsociable', 'sociable')",0.1717902,0.0620071,-0.1097831
1,1.5120087,1.439231,"('unfriendly', 'friendly')",1.5120087,1.439231,-0.0727777
2,0.18622084,0.3051847,"('unlikable', 'likable')",0.1862208,0.3051847,0.1189639
3,0.67897385,0.7537551,"('repellent', 'pleasant')",0.6789739,0.7537551,0.0747812
4,-7.582799,-7.7628503,"('disliked', 'liked')",-7.582799,-7.7628503,-0.1800513
5,-0.3822444,-0.38675708,"('distant', 'outgoing')",-0.3822444,-0.3867571,-0.0045127
6,0.05790732,0.009569835,"('distant', 'open')",0.0579073,0.0095698,-0.0483375
7,1.0283097,1.0349394,"('insensitive', 'sensitive')",1.0283097,1.0349394,0.0066297
8,1.3186227,1.1995188,"('unaffectionate', 'affectionate')",1.3186227,1.1995188,-0.1191039
9,1.9295665,1.9416083,"('unaffectionate', 'caring')",1.9295665,1.9416083,0.0120418
10,1.07787,1.0699645,"('unsympathetic', 'sympathetic')",1.07787,1.0699645,-0.0079055
11,1.5855049,1.686801,"('unhelpful', 'helpful')",1.5855049,1.686801,0.1012961
12,-1.522746,-1.5808175,"('unsupportive', 'supportive')",-1.522746,-1.5808175,-0.0580715
13,0.10694508,0.11652732,"('impolite', 'polite')",0.1069451,0.1165273,0.0095822
14,0.0844251,0.014913605,"('antisocial', 'social')",0.0844251,0.0149136,-0.0695115
15,0.47216523,0.4070777,"('boring', 'funny')",0.4721652,0.4070777,-0.0650875
16,-0.3820821,-0.35199237,"('unpopular', 'popular')",-0.3820821,-0.3519924,0.0300897
17,-0.1851425,-0.1477663,"('nasty', 'nice')",-0.1851425,-0.1477663,0.0373762
18,-0.47880927,-0.44062546,"('disagreeable', 'welcoming')",-0.4788093,-0.4406255,0.0381838
19,-0.59614956,-0.5395918,"('inhospitable', 'hospitable')",-0.5961496,-0.5395918,0.0565578
20,1.1001327,1.0394042,"('rough', 'thoughtful')",1.1001327,1.0394042,-0.0607285
21,-0.0013748854,0.14782387,"('immoral', 'moral')",-0.0013749,0.1478239,0.1491988
22,-0.7681936,-0.8330619,"('untrustworthy', 'trustworthy')",-0.7681936,-0.8330619,-0.0648683
23,6.2025375,6.345473,"('insincere', 'sincere')",6.2025375,6.3454728,0.1429353
24,1.5784277,1.5055906,"('dishonest', 'honest')",1.5784277,1.5055906,-0.0728371
25,0.67052984,0.65522313,"('egoistic', 'altruistic')",0.6705298,0.6552231,-0.0153067
26,1.1237284,0.89575887,"('hardhearted', 'benevolent')",1.1237284,0.8957589,-0.2279695
27,1.8927655,1.6744062,"('hardhearted', 'softhearted')",1.8927655,1.6744062,-0.2183593
28,1.0363647,0.95863456,"('disloyal', 'loyal')",1.0363647,0.9586346,-0.0777301
29,-0.7091102,-0.7713568,"('unfair', 'fair')",-0.7091102,-0.7713568,-0.0622466
30,0.91927403,0.9732235,"('intolerant', 'tolerant')",0.919274,0.9732235,0.0539495
31,-1.2665738,-1.30742,"('evil', 'good')",-1.2665738,-1.30742,-0.0408462
32,1.4598688,1.3811597,"('unkind', 'kind')",1.4598688,1.3811597,-0.0787091
33,-0.36242226,-0.41215527,"('wrong', 'right')",-0.3624223,-0.4121553,-0.049733
34,4.2904277,4.5616612,"('mean', 'honorable')",4.2904277,4.5616612,0.2712335
35,-0.72571814,-0.99498373,"('corrupt', 'incorrupt')",-0.7257181,-0.9949837,-0.2692656
36,-0.6355773,-0.7338041,"('hostile', 'amicable')",-0.6355773,-0.7338041,-0.0982268
37,1.0530777,1.035648,"('fake', 'genuine')",1.0530777,1.035648,-0.0174297
38,-0.2732914,-0.20047303,"('untruthful', 'truthful')",-0.2732914,-0.200473,0.0728184
39,0.17720704,0.25085425,"('exploitative', 'cooperative')",0.177207,0.2508543,0.0736473
40,-1.6798955,-1.9159039,"('stingy', 'generous')",-1.6798955,-1.9159039,-0.2360084
41,0.3184799,0.2376334,"('unforgiving', 'forgiving')",0.3184799,0.2376334,-0.0808465
42,-2.4985652,-2.494225,"('unreliable', 'reliable')",-2.4985652,-2.494225,0.0043402
43,1.0547823,1.1267017,"('irresponsible', 'responsible')",1.0547823,1.1267017,0.0719194
44,-1.2033681,-1.15656,"('prejudiced', 'unprejudiced')",-1.2033681,-1.1565599,0.0468082
45,0.36941478,0.21648186,"('incompetent', 'competent')",0.3694148,0.2164819,-0.1529329
46,-0.6173433,-0.6648857,"('uncompetitive', 'competitive')",-0.6173433,-0.6648857,-0.0475424
47,4.998264,5.1648126,"('stupid', 'smart')",4.9982638,5.1648126,0.1665488
48,0.8874555,0.8553234,"('unintelligent', 'intelligent')",0.8874555,0.8553234,-0.0321321
49,-0.13118702,0.022139907,"('unable', 'able')",-0.131187,0.0221399,0.1533269
50,-0.47300464,-0.43696454,"('clumsy', 'skillful')",-0.4730046,-0.4369645,0.0360401
51,0.13742608,0.120589286,"('uneducated', 'educated')",0.1374261,0.1205893,-0.0168368
52,-0.53474456,-0.6623084,"('irrational', 'rational')",-0.5347446,-0.6623084,-0.1275638
53,0.4087335,0.37280267,"('uncreative', 'creative')",0.4087335,0.3728027,-0.0359308
54,0.88891596,1.0246224,"('incapable', 'capable')",0.888916,1.0246224,0.1357064
55,0.7980355,0.8029199,"('incompetent', 'clever')",0.7980355,0.8029199,0.0048844
56,0.70318,0.7307265,"('impractical', 'practical')",0.70318,0.7307265,0.0275465
57,-2.517484,-2.6392822,"('unimaginative', 'imaginative')",-2.5174839,-2.6392822,-0.1217983
58,0.056441788,-0.0074105076,"('undiscriminating', 'discriminating')",0.0564418,-0.0074105,-0.0638523
59,-0.2554216,-0.21319652,"('foolish', 'wise')",-0.2554216,-0.2131965,0.0422251
60,0.6659924,0.8608649,"('inefficient', 'efficient')",0.6659924,0.8608649,0.1948725
61,0.4467706,0.28548205,"('illogical', 'logical')",0.4467706,0.285482,-0.1612886
62,0.79472154,0.8932422,"('incompetent', 'brilliant')",0.7947215,0.8932422,0.0985207
63,0.07311617,0.13190308,"('unperceptive', 'insightful')",0.0731162,0.1319031,0.0587869
64,-6.4564896,-6.4958224,"('shy', 'confident')",-6.4564896,-6.4958224,-0.0393328
65,-0.0065203346,0.0830231,"('insecure', 'secure')",-0.0065203,0.0830231,0.0895434
66,-0.04691241,-0.16206217,"('inactive', 'active')",-0.0469124,-0.1620622,-0.1151498
67,-0.60758096,-0.48638922,"('doubtful', 'determined')",-0.607581,-0.4863892,0.1211918
68,-1.1391686,-1.0071168,"('dependent', 'independent')",-1.1391686,-1.0071168,0.1320518
69,-1.6553519,-1.7044182,"('lazy', 'industrious')",-1.6553519,-1.7044182,-0.0490663
