,skyworks_male,skyworks_female,tuple,solutions_male,solutions_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.7401506,-0.78234833,"('unsociable', 'sociable')",0.9001651,0.68201727,-0.6714149,-0.89416695,-0.1704668,-0.3314993,-0.1610325
1,-0.729005,-0.7145536,"('unfriendly', 'friendly')",0.7060942,0.6271745,1.7908283,1.7460535,0.5893059,0.5528915,-0.0364144
2,0.48081166,0.6309823,"('unlikable', 'likable')",1.1984428,1.3789645,1.0866746,1.2739273,0.9219764,1.0946247,0.1726483
3,-0.31033152,-0.09915774,"('repellent', 'pleasant')",0.77386546,0.88109416,-0.13010274,-0.02743183,0.1111437,0.2515015,0.1403578
4,0.25984758,0.25797603,"('disliked', 'liked')",-0.42493907,-0.43240193,-5.192701,-5.4275684,-1.7859308,-1.8673315,-0.0814007
5,-0.7562758,-0.63405544,"('distant', 'outgoing')",-0.3468923,-0.22420663,0.25251627,0.38231272,-0.2835506,-0.1586498,0.1249008
6,-1.1227694,-1.0099578,"('distant', 'open')",-0.8734417,-0.78733605,0.6431078,0.80241853,-0.4510344,-0.3316251,0.1194093
7,0.30976108,0.46070683,"('insensitive', 'sensitive')",0.76824254,0.8489623,-0.019483063,-0.015018541,0.3528402,0.4315502,0.07871
8,-0.7658085,-0.76217693,"('unaffectionate', 'affectionate')",-1.0712403,-1.021647,0.6225586,0.71525615,-0.4048301,-0.3561893,0.0486408
9,-0.36267608,-0.28023908,"('unaffectionate', 'caring')",0.3754311,0.40861228,1.1184494,1.2187229,0.3770682,0.4490321,0.0719639
10,-0.70520484,-0.5521135,"('unsympathetic', 'sympathetic')",0.38627625,0.39106634,-0.83634806,-0.89899564,-0.3850922,-0.3533476,0.0317446
11,0.39390868,0.550301,"('unhelpful', 'helpful')",1.8603219,1.9285706,1.5248498,1.6171553,1.2596935,1.3653423,0.1056488
12,0.3744614,0.70823395,"('unsupportive', 'supportive')",1.4245275,1.6380577,-1.5878195,-1.5802585,0.0703898,0.2553444,0.1849546
13,0.10005859,0.09233248,"('impolite', 'polite')",0.5452198,0.4702881,-0.6106318,-0.74800223,0.0115489,-0.0617939,-0.0733428
14,0.7265717,0.8442268,"('antisocial', 'social')",0.81611264,0.8950173,-1.1761649,-1.2553421,0.1221732,0.1613007,0.0391275
15,0.08338483,-0.07130107,"('boring', 'funny')",-0.23843494,-0.27840227,0.63773215,0.5542847,0.160894,0.0681938,-0.0927002
16,-0.4470188,-0.41960183,"('unpopular', 'popular')",0.016558275,0.052879617,0.6431182,0.70465606,0.0708859,0.1126446,0.0417587
17,0.044824395,0.15790614,"('nasty', 'nice')",-0.34172466,-0.26206058,-0.43188,-0.35800445,-0.2429268,-0.154053,0.0888738
18,-0.04937488,0.1474574,"('disagreeable', 'welcoming')",0.035201505,0.20609297,-0.12564905,-0.03511566,-0.0466075,0.1061449,0.1527524
19,-1.9073873,-1.7836609,"('inhospitable', 'hospitable')",-1.4447291,-1.2824268,0.18056116,0.399824,-1.0571851,-0.8887546,0.1684305
20,0.122549035,0.23641837,"('rough', 'thoughtful')",1.1094463,1.1155566,0.6128093,0.6181762,0.6149349,0.6567171,0.0417822
21,0.72081745,0.7745388,"('immoral', 'moral')",0.84050554,0.78638494,-0.82770777,-0.89637566,0.2445384,0.2215161,-0.0230223
22,0.1362576,0.14696051,"('untrustworthy', 'trustworthy')",0.5280628,0.38636452,-1.1055782,-1.2529297,-0.1470859,-0.2398682,-0.0927823
23,0.53480595,0.6669642,"('insincere', 'sincere')",1.4808239,1.4744765,4.5611343,4.6712203,2.1922547,2.2708871,0.0786324
24,0.24300319,0.2877413,"('dishonest', 'honest')",-0.93013227,-0.8563079,0.3839768,0.35909075,-0.1010508,-0.0698253,0.0312255
25,0.1893226,0.16107008,"('egoistic', 'altruistic')",0.7752495,0.7097166,1.5922639,1.5537374,0.8522787,0.8081747,-0.044104
26,0.0982447,0.12701689,"('hardhearted', 'benevolent')",0.88212144,0.9279154,1.4361668,1.3140135,0.805511,0.7896485,-0.0158625
27,0.16776276,0.36673835,"('hardhearted', 'softhearted')",0.5416036,0.6685094,1.4529032,1.4394547,0.7207565,0.8249008,0.1041443
28,-0.30237064,-0.39357987,"('disloyal', 'loyal')",0.030534457,-0.13400966,0.7198509,0.611027,0.1493382,0.0278125,-0.1215257
29,-0.28151044,-0.3303272,"('unfair', 'fair')",-0.45953766,-0.5652961,-0.54434943,-0.65421253,-0.4284658,-0.516612,-0.0881462
30,0.8776422,0.9853129,"('intolerant', 'tolerant')",1.930641,1.9759669,0.7051157,0.64426106,1.171133,1.201847,0.030714
31,-0.96696997,-0.90273184,"('evil', 'good')",-1.0177971,-0.9598848,-0.6430128,-0.68175566,-0.8759267,-0.8481241,0.0278026
32,0.24228671,0.33871788,"('unkind', 'kind')",0.051955022,0.100526646,0.6458849,0.5414445,0.3133755,0.3268963,0.0135208
33,0.285068,0.25129473,"('wrong', 'right')",0.68934166,0.6575523,-0.073056266,-0.14392701,0.3004511,0.2549733,-0.0454778
34,-0.7030756,-0.42076084,"('mean', 'honorable')",-0.05076368,0.1582647,5.301467,5.6477885,1.5158758,1.7950975,0.2792217
35,-0.6447492,-0.7717583,"('corrupt', 'incorrupt')",-0.69339454,-0.7881069,0.373945,0.28744683,-0.3213996,-0.4241395,-0.1027399
36,-1.5776292,-1.5393881,"('hostile', 'amicable')",-1.2779005,-1.3464034,0.72352004,0.65423983,-0.7106699,-0.7438505,-0.0331806
37,-0.71737546,-0.65259814,"('fake', 'genuine')",0.058758236,0.08080309,0.06462321,0.13854505,-0.197998,-0.1444167,0.0535813
38,0.06368188,0.14934734,"('untruthful', 'truthful')",0.09319109,0.17866544,0.063529536,0.14975488,0.0734675,0.1592559,0.0857884
39,1.9099004,1.9111507,"('exploitative', 'cooperative')",1.486013,1.506835,-0.17873041,-0.23256378,1.0723944,1.0618073,-0.0105871
40,0.07089309,0.11877232,"('stingy', 'generous')",0.26674622,0.20677532,-1.4903376,-1.6773843,-0.3842328,-0.4506122,-0.0663794
