,harley_male,harley_female,tuple,davidson_male,davidson_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.4599612,-0.55306596,"('unsociable', 'sociable')",0.54029673,0.4808433,0.05819194,-0.05587415,0.0461758,-0.0426989,-0.0888747
1,0.75670797,0.6894536,"('unfriendly', 'friendly')",0.38838735,0.22797576,2.033565,1.8704221,1.0595535,0.9292838,-0.1302697
2,0.403901,0.42439187,"('unlikable', 'likable')",0.26823902,0.2763647,0.460977,0.51439965,0.3777057,0.4050521,0.0273464
3,-0.68244636,-0.59438723,"('repellent', 'pleasant')",-0.5195899,-0.34584105,0.32103106,0.38070172,-0.2936684,-0.1865089,0.1071595
4,0.095892064,-0.0090489555,"('disliked', 'liked')",0.328822,0.22571813,-6.7063923,-6.839159,-2.0938927,-2.2074966,-0.1136039
5,0.9024177,0.9009379,"('distant', 'outgoing')",0.036683187,-0.07223171,-0.23643488,-0.32258144,0.234222,0.1687082,-0.0655138
6,0.57209754,0.54542553,"('distant', 'open')",-0.54907876,-0.6668266,0.24347524,0.1278234,0.0888313,0.0021408,-0.0866905
7,-0.23961991,-0.20187035,"('insensitive', 'sensitive')",-0.52601004,-0.43401816,0.73402554,0.7533593,-0.0105348,0.0391569,0.0496917
8,-0.0037989626,0.0029230118,"('unaffectionate', 'affectionate')",-0.37253687,-0.4408679,0.6999751,0.5744981,0.1078797,0.0455177,-0.062362
9,0.41645077,0.4052386,"('unaffectionate', 'caring')",0.06182465,-0.013205636,1.0221391,0.94521713,0.5001382,0.44575,-0.0543882
10,-1.3721174,-1.4267782,"('unsympathetic', 'sympathetic')",-0.58624446,-0.5296189,-0.11319554,-0.1310597,-0.6905192,-0.6958189,-0.0052997
11,-0.5401991,-0.5459979,"('unhelpful', 'helpful')",0.1548653,0.214625,2.0076518,2.1142566,0.5407727,0.5942945,0.0535218
12,0.22431523,0.23790452,"('unsupportive', 'supportive')",0.4359785,0.5033715,-1.6475029,-1.6467776,-0.3290697,-0.3018339,0.0272358
13,-0.6489557,-0.68303126,"('impolite', 'polite')",-0.15345044,-0.14573348,-0.19117188,-0.19469956,-0.3311927,-0.3411548,-0.0099621
14,-0.26453844,-0.2831347,"('antisocial', 'social')",0.45805568,0.50442547,-0.32393512,-0.2864055,-0.0434726,-0.0217049,0.0217677
15,0.8119085,0.727727,"('boring', 'funny')",0.47967803,0.3001897,0.24893762,0.1803846,0.513508,0.4027671,-0.1107409
16,0.017602697,0.040450007,"('unpopular', 'popular')",-0.34390768,-0.28918058,0.4364113,0.38697103,0.0367021,0.0460802,0.0093781
17,-0.76986724,-0.7304474,"('nasty', 'nice')",-0.52132815,-0.5200242,-0.6930832,-0.6611838,-0.6614262,-0.6372185,0.0242077
18,-0.8093402,-0.8239276,"('disagreeable', 'welcoming')",-1.288545,-1.2627094,-0.5619203,-0.62741345,-0.8866018,-0.9046835,-0.0180817
19,0.043761544,0.07335576,"('inhospitable', 'hospitable')",0.22221203,0.25703558,-0.07011798,-0.08311089,0.0652852,0.0824268,0.0171416
20,-0.2338561,-0.17423539,"('rough', 'thoughtful')",0.11308066,0.21035269,1.3037527,1.2662853,0.3943257,0.4341342,0.0398085
21,-0.18788005,-0.3053014,"('immoral', 'moral')",0.71463776,0.67435116,-0.48320228,-0.43209195,0.0145185,-0.0210141,-0.0355326
22,-0.7495884,-0.80502176,"('untrustworthy', 'trustworthy')",-0.19133313,-0.23169447,-0.73190933,-0.76247436,-0.5576103,-0.5997302,-0.0421199
23,-0.2419744,-0.26111665,"('insincere', 'sincere')",0.3058306,0.24456237,6.0781536,6.0484705,2.0473366,2.0106387,-0.0366979
24,0.38458747,0.365371,"('dishonest', 'honest')",0.080207445,0.012650289,1.018253,0.95617616,0.4943493,0.4447325,-0.0496168
25,0.19761668,0.27215666,"('egoistic', 'altruistic')",-0.51500213,-0.49397424,1.2915261,1.2572583,0.3247135,0.3451469,0.0204334
26,0.44326448,0.43196958,"('hardhearted', 'benevolent')",0.04967037,0.013440736,1.543191,1.4831088,0.6787086,0.6428397,-0.0358689
27,-0.819524,-0.76188886,"('hardhearted', 'softhearted')",-0.862923,-0.77778673,1.2477435,1.1013885,-0.1449012,-0.1460957,-0.0011945
28,-0.48181206,-0.6082085,"('disloyal', 'loyal')",-0.11245412,-0.28252876,1.4451051,1.3295188,0.283613,0.1462605,-0.1373525
29,1.4233088,1.3328513,"('unfair', 'fair')",0.16078489,-0.026667189,-0.19821112,-0.3551201,0.4619609,0.3170213,-0.1449396
30,-0.07802131,-0.012493504,"('intolerant', 'tolerant')",-0.5686761,-0.58992046,0.91884017,0.9078236,0.0907143,0.1018032,0.0110889
31,-0.32935593,-0.19811071,"('evil', 'good')",-1.0342808,-1.0364225,-1.2571589,-1.3753761,-0.8735986,-0.8699698,0.0036288
32,-0.019542644,-0.024350466,"('unkind', 'kind')",0.49062324,0.52436644,0.8383308,0.75688094,0.4364705,0.4189657,-0.0175048
33,1.183483,1.0910681,"('wrong', 'right')",0.566551,0.37445477,-0.61663866,-0.6914946,0.3777985,0.2580094,-0.1197891
34,0.26686105,0.4662591,"('mean', 'honorable')",0.37197798,0.5384164,6.088493,6.2001762,2.242444,2.4016172,0.1591732
35,0.52980155,0.50394136,"('corrupt', 'incorrupt')",0.06865183,-0.09482163,-0.08825028,-0.24816276,0.1700677,0.0536523,-0.1164154
36,-0.002777489,-0.045491613,"('hostile', 'amicable')",-0.654891,-0.7746773,0.02864734,-0.16185343,-0.2096737,-0.3273408,-0.1176671
37,-0.2542872,-0.16090864,"('fake', 'genuine')",-0.3497909,-0.27233192,0.44232726,0.47107315,-0.053917,0.0126109,0.0665279
38,-0.10949693,-0.1296512,"('untruthful', 'truthful')",0.16356161,0.104974404,0.10494268,0.14218138,0.0530025,0.0391682,-0.0138343
39,-0.069818504,0.054027095,"('exploitative', 'cooperative')",-0.052141566,-0.036615383,0.050379653,0.06917387,-0.0238601,0.0288619,0.052722
40,0.09291403,0.12052211,"('stingy', 'generous')",-0.45371845,-0.42650032,-1.7160592,-1.8316624,-0.6922879,-0.7125469,-0.020259
41,-0.52388287,-0.5371014,"('unforgiving', 'forgiving')",-0.43457595,-0.43635285,-0.38456562,-0.48095834,-0.4476748,-0.4848042,-0.0371294
42,-0.92207855,-0.9014597,"('unreliable', 'reliable')",-0.9825481,-0.8486085,-3.3981633,-3.3129048,-1.7675966,-1.6876577,0.0799389
43,0.42443994,0.46576202,"('irresponsible', 'responsible')",0.5249521,0.58753794,0.91521466,0.9386765,0.6215356,0.6639921,0.0424565
44,-0.83794415,-0.6939977,"('prejudiced', 'unprejudiced')",-0.7554625,-0.6395293,-1.4626787,-1.4287896,-1.0186951,-0.9207722,0.0979229
45,-1.169267,-1.1826226,"('incompetent', 'competent')",-0.5309545,-0.5192095,0.124066114,0.048376806,-0.5253851,-0.5511518,-0.0257667
46,-0.49579954,-0.5669334,"('uncompetitive', 'competitive')",0.11133814,0.15049623,-0.15186611,-0.1967201,-0.1787758,-0.2043858,-0.02561
47,0.20695516,0.25552458,"('stupid', 'smart')",0.69031113,0.80035245,5.528964,5.654019,2.1420768,2.236632,0.0945552
48,-0.12885404,-0.17485929,"('unintelligent', 'intelligent')",0.5328475,0.5110752,0.7442918,0.7560964,0.3827618,0.3641041,-0.0186577
49,-0.5219792,-0.40148926,"('unable', 'able')",-0.57670933,-0.5077742,-0.21131617,-0.16319275,-0.4366682,-0.3574854,0.0791828
50,-0.57444584,-0.6331769,"('clumsy', 'skillful')",0.06980504,0.046563864,0.24661608,0.20596477,-0.0860083,-0.1268828,-0.0408745
51,-0.5620587,-0.74676234,"('uneducated', 'educated')",0.500529,0.45139778,0.5791546,0.5537368,0.1725416,0.0861241,-0.0864175
52,0.53361154,0.29986313,"('irrational', 'rational')",-0.4481207,-0.825856,-0.04014366,-0.23612598,0.0151157,-0.2540396,-0.2691553
53,0.24567999,0.2106477,"('uncreative', 'creative')",-0.11376402,-0.17490388,0.8401902,0.7260036,0.3240354,0.2539158,-0.0701196
54,-0.11830355,-0.2600494,"('incapable', 'capable')",0.05555612,-0.1390078,1.1455309,1.1528921,0.3609278,0.2512783,-0.1096495
55,-0.7882303,-0.79064715,"('incompetent', 'clever')",-0.54745054,-0.47470924,0.26859862,0.30724132,-0.3556941,-0.3193717,0.0363224
56,0.9763811,1.0008994,"('impractical', 'practical')",1.5037949,1.4923525,-0.0060463175,0.03245464,0.8247099,0.8419022,0.0171923
57,-0.7709452,-0.9021845,"('unimaginative', 'imaginative')",-0.7983317,-0.9036277,-2.690851,-2.7592757,-1.4200427,-1.5216959,-0.1016532
58,-0.18492311,-0.23718229,"('undiscriminating', 'discriminating')",-0.057857845,-0.057746034,0.13755918,0.08203671,-0.0350739,-0.0709639,-0.03589
59,0.92607236,0.7958959,"('foolish', 'wise')",0.20923446,0.007903971,0.2775019,0.21687543,0.4709363,0.3402251,-0.1307112
60,0.09482202,0.20469935,"('inefficient', 'efficient')",0.71582633,0.90799475,0.45175728,0.61636335,0.4208019,0.5763525,0.1555506
61,0.018326722,-0.122454055,"('illogical', 'logical')",0.12095381,-0.072663166,0.52773356,0.39920396,0.222338,0.0680289,-0.1543091
62,-0.8960954,-0.93059796,"('incompetent', 'brilliant')",-0.68244535,-0.67331666,0.20009421,0.31773287,-0.4594822,-0.4287272,0.030755
