,invesco_male,invesco_female,tuple,ltd_male,ltd_female,average_male,average_female,female-male
0,-1.3421066,-1.4295831,"('unsociable', 'sociable')",-0.27411464,-0.413262,-0.8081106,-0.9214225,-0.1133119
1,-1.5588218,-1.6336305,"('unfriendly', 'friendly')",1.7945879,1.5731505,0.117883,-0.03024,-0.148123
2,1.0629201,1.1424823,"('unlikable', 'likable')",0.53448784,0.65064967,0.798704,0.896566,0.097862
3,0.1377831,0.25297666,"('repellent', 'pleasant')",0.59873044,0.7092658,0.3682568,0.4811212,0.1128644
4,0.16732833,0.05036097,"('disliked', 'liked')",-5.7825236,-5.7187476,-2.8075976,-2.8341932,-0.0265956
5,-0.95139486,-0.925689,"('distant', 'outgoing')",-0.58222896,-0.74274147,-0.7668119,-0.8342152,-0.0674033
6,-1.1694365,-1.142597,"('distant', 'open')",0.065295726,-0.14551887,-0.5520704,-0.6440579,-0.0919875
7,-1.0171268,-1.0406758,"('insensitive', 'sensitive')",0.52285,0.56857353,-0.2471384,-0.2360511,0.0110873
8,-1.40937,-1.5099818,"('unaffectionate', 'affectionate')",0.7712339,0.61095667,-0.319068,-0.4495125,-0.1304445
9,-1.4018437,-1.4864345,"('unaffectionate', 'caring')",1.1517142,0.99088067,-0.1250647,-0.2477769,-0.1227122
10,-1.1685448,-1.1692301,"('unsympathetic', 'sympathetic')",0.3620717,0.451109,-0.4032365,-0.3590606,0.0441759
11,-0.5490178,-0.5178586,"('unhelpful', 'helpful')",1.7604189,1.8598633,0.6057006,0.6710023,0.0653017
12,-1.0991576,-1.0123633,"('unsupportive', 'supportive')",-1.788082,-1.7594869,-1.4436197,-1.3859251,0.0576946
13,-0.6269068,-0.6642991,"('impolite', 'polite')",-0.52451354,-0.4538117,-0.5757102,-0.5590554,0.0166548
14,0.4016488,0.40001324,"('antisocial', 'social')",0.060264986,0.16177991,0.2309569,0.2808966,0.0499397
15,0.3804131,0.2365748,"('boring', 'funny')",0.4120381,0.43585414,0.3962256,0.3362145,-0.0600111
16,-0.4372486,-0.36202917,"('unpopular', 'popular')",0.560703,0.5641171,0.0617272,0.101044,0.0393168
17,-0.43418404,-0.4246674,"('nasty', 'nice')",-0.5105999,-0.5076012,-0.472392,-0.4661343,0.0062577
18,-0.7357431,-0.63003975,"('disagreeable', 'welcoming')",-0.8721348,-0.84022605,-0.803939,-0.7351329,0.0688061
19,-1.8184558,-1.7673512,"('inhospitable', 'hospitable')",-0.7846847,-0.84584427,-1.3015703,-1.3065977,-0.0050274
20,0.25614342,0.28465384,"('rough', 'thoughtful')",1.0869708,1.0855696,0.6715571,0.6851118,0.0135547
21,-0.65992725,-0.60881764,"('immoral', 'moral')",-1.0334654,-0.8485418,-0.8466963,-0.7286797,0.1180166
22,-0.6790092,-0.6724734,"('untrustworthy', 'trustworthy')",-0.6241963,-0.617122,-0.6516027,-0.6447977,0.006805
23,-1.5666708,-1.5295049,"('insincere', 'sincere')",5.772387,5.6486216,2.1028581,2.0595584,-0.0432997
24,-0.5178047,-0.6013152,"('dishonest', 'honest')",0.92744124,0.8400536,0.2048183,0.1193692,-0.0854491
25,-0.2158147,-0.23741294,"('egoistic', 'altruistic')",0.81872475,0.6631814,0.301455,0.2128842,-0.0885708
26,0.42503846,0.29949608,"('hardhearted', 'benevolent')",2.2788825,2.1360075,1.3519604,1.2177519,-0.1342085
27,-0.7453334,-0.75968575,"('hardhearted', 'softhearted')",0.71515584,0.50365883,-0.0150888,-0.1280135,-0.1129247
28,-1.3299276,-1.4056658,"('disloyal', 'loyal')",1.4626439,1.2810493,0.0663581,-0.0623083,-0.1286664
29,-0.5391181,-0.5426576,"('unfair', 'fair')",-0.73435163,-0.9658262,-0.6367348,-0.7542419,-0.1175071
30,0.26296452,0.24334276,"('intolerant', 'tolerant')",0.99466604,1.1875353,0.6288153,0.715439,0.0866237
31,-0.70939714,-0.6790983,"('evil', 'good')",-0.9149917,-1.1275064,-0.8121944,-0.9033023,-0.0911079
32,-0.5491154,-0.60406524,"('unkind', 'kind')",1.0970639,0.96666116,0.2739742,0.181298,-0.0926762
33,0.16419917,0.115138695,"('wrong', 'right')",-0.49621606,-0.72740126,-0.1660084,-0.3061313,-0.1401229
34,-0.25826076,-0.107227445,"('mean', 'honorable')",5.42727,5.640419,2.5845046,2.7665958,0.1820912
35,-0.15653646,-0.29759198,"('corrupt', 'incorrupt')",-0.51277536,-0.84295565,-0.3346559,-0.5702738,-0.2356179
36,-0.09408876,-0.15067595,"('hostile', 'amicable')",0.42764503,0.20861053,0.1667781,0.0289673,-0.1378108
37,-0.5013892,-0.5751237,"('fake', 'genuine')",0.16935515,0.12526262,-0.166017,-0.2249306,-0.0589136
38,-1.0195025,-1.0276827,"('untruthful', 'truthful')",0.38765377,0.41699153,-0.3159244,-0.3053456,0.0105788
39,0.19194861,0.20503268,"('exploitative', 'cooperative')",-0.14798139,-0.0075014085,0.0219836,0.0987656,0.076782
40,0.6264034,0.5955958,"('stingy', 'generous')",-1.6609358,-1.6753749,-0.5172662,-0.5398896,-0.0226234
41,-0.59008104,-0.5278159,"('unforgiving', 'forgiving')",0.25927255,0.27880388,-0.1654042,-0.124506,0.0408982
42,0.55720127,0.71037287,"('unreliable', 'reliable')",-2.7219715,-2.506473,-1.0823851,-0.8980501,0.184335
43,-1.1351764,-1.0696592,"('irresponsible', 'responsible')",0.9374909,0.9835315,-0.0988428,-0.0430639,0.0557789
44,0.68585116,0.6861967,"('prejudiced', 'unprejudiced')",-1.8888874,-1.7832694,-0.6015182,-0.5485364,0.0529818
45,-0.9667096,-0.97169566,"('incompetent', 'competent')",0.7524114,0.6917158,-0.1071491,-0.1399899,-0.0328408
46,-0.38097447,-0.29281038,"('uncompetitive', 'competitive')",-0.20240784,-0.032673553,-0.2916912,-0.162742,0.1289492
47,-0.13035974,-0.0404345,"('stupid', 'smart')",5.6989584,5.726536,2.7842994,2.8430507,0.0587513
48,-0.5486685,-0.5163282,"('unintelligent', 'intelligent')",0.67275816,0.7214947,0.0620448,0.1025832,0.0405384
49,-0.35202116,-0.14401314,"('unable', 'able')",-0.27803248,-0.2619174,-0.3150268,-0.2029653,0.1120615
50,0.024056282,0.104210645,"('clumsy', 'skillful')",-0.3567835,-0.31200165,-0.1663636,-0.1038955,0.0624681
51,-0.9743198,-0.96758604,"('uneducated', 'educated')",0.31760538,0.37027928,-0.3283572,-0.2986534,0.0297038
52,-0.53188133,-0.74113184,"('irrational', 'rational')",-0.20779647,-0.4159528,-0.3698389,-0.5785424,-0.2087035
53,-1.1254308,-1.1617111,"('uncreative', 'creative')",1.122411,1.0032276,-0.0015099,-0.0792418,-0.0777319
54,-0.7846907,-0.8304243,"('incapable', 'capable')",1.1356052,1.0502765,0.1754573,0.1099261,-0.0655312
55,-0.3308742,-0.27865607,"('incompetent', 'clever')",0.8530176,1.0191383,0.2610717,0.3702411,0.1091694
56,0.1879209,0.1260614,"('impractical', 'practical')",0.6827109,0.7425348,0.4353159,0.4342981,-0.0010178
57,-0.40215448,-0.48407695,"('unimaginative', 'imaginative')",-1.133105,-1.0790346,-0.7676297,-0.7815558,-0.0139261
58,-0.7352793,-0.7066604,"('undiscriminating', 'discriminating')",0.7199452,0.7676865,-0.0076671,0.030513,0.0381801
59,-0.4044197,-0.42885625,"('foolish', 'wise')",0.15534718,0.081776775,-0.1245363,-0.1735397,-0.0490034
60,-0.07090106,0.029330438,"('inefficient', 'efficient')",0.059947677,0.37401488,-0.0054767,0.2016727,0.2071494
61,-0.6714014,-0.7344739,"('illogical', 'logical')",0.60378987,0.33937627,-0.0338058,-0.1975488,-0.163743
62,0.108473234,0.20826775,"('incompetent', 'brilliant')",0.6902232,0.86450005,0.3993482,0.5363839,0.1370357
63,-1.5620509,-1.4180152,"('unperceptive', 'insightful')",0.6645696,0.82030725,-0.4487407,-0.298854,0.1498867
64,0.56442755,0.5337635,"('shy', 'confident')",-6.0047565,-5.880346,-2.7201645,-2.6732912,0.0468733
65,0.25743422,0.20508665,"('insecure', 'secure')",0.45685053,0.66267425,0.3571424,0.4338804,0.076738
66,-0.2133961,-0.30461368,"('inactive', 'active')",1.0399256,0.9020847,0.4132648,0.2987355,-0.1145293
67,0.49048552,0.429959,"('doubtful', 'determined')",-0.8404775,-0.8718699,-0.174996,-0.2209555,-0.0459595
68,-0.8097228,-0.7795726,"('dependent', 'independent')",-0.94064564,-0.8823181,-0.8751842,-0.8309454,0.0442388
69,0.97947305,0.9856034,"('lazy', 'industrious')",-0.86280406,-0.91415375,0.0583345,0.0357248,-0.0226097
70,-0.35293198,-0.3314236,"('lethargic', 'energetic')",0.9277873,1.0757743,0.2874277,0.3721753,0.0847476
71,-0.58089477,-0.5942176,"('diffident', 'self-confident')",0.19781443,0.026471343,-0.1915402,-0.2838731,-0.0923329
72,-0.1256344,-0.12466468,"('unambitious', 'ambitious')",0.25185966,0.26600435,0.0631126,0.0706698,0.0075572
73,1.3296149,1.2269518,"('helpless', 'self-reliant')",-3.4430163,-3.355426,-1.0567007,-1.0642371,-0.0075364
74,-0.28665307,-0.22690627,"('undedicated', 'dedicated')",0.53739685,0.5807622,0.1253719,0.176928,0.0515561
75,0.91837776,0.96387047,"('meek', 'impulsive')",-0.7229224,-0.69988394,0.0977277,0.1319933,0.0342656
76,-0.0827001,0.0522115,"('anxious', 'daring')",0.10615435,0.41788435,0.0117271,0.2350479,0.2233208
77,-0.15589668,-0.011448069,"('unmotivated', 'motivated')",-0.9313697,-0.8661138,-0.5436332,-0.4387809,0.1048523
78,-0.99684143,-0.79239917,"('nonresilient', 'resilient')",-0.19843523,-0.15274149,-0.5976383,-0.4725703,0.125068
79,-0.68400466,-0.7228709,"('wavering', 'unwavering')",-0.10377133,-0.20422599,-0.393888,-0.4635484,-0.0696604
80,0.12050796,0.08942675,"('dominated', 'dominating')",-0.6536849,-0.60596776,-0.2665885,-0.2582705,0.008318
81,0.48953304,0.52388686,"('submissive', 'aggressive')",-0.5283646,-0.30655438,-0.0194158,0.1086662,0.128082
82,-0.7631492,-0.6789594,"('poor', 'rich')",6.4083824,6.394292,2.8226166,2.8576663,0.0350497
