,evergy_male,evergy_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1553913,-1.3225704,"('unsociable', 'sociable')",-0.5407741,-0.64877456,-0.8480827,-0.9856725,-0.1375898
1,-0.8226234,-0.77849495,"('unfriendly', 'friendly')",2.12642,2.0093842,0.6518983,0.6154446,-0.0364537
2,-0.6219489,-0.53382325,"('unlikable', 'likable')",0.040317096,0.0832007,-0.2908159,-0.2253113,0.0655046
3,-1.2065452,-1.1471494,"('repellent', 'pleasant')",-0.081537016,-0.017084312,-0.6440411,-0.5821169,0.0619242
4,-0.08177209,-0.033618785,"('disliked', 'liked')",-6.597385,-6.7514462,-3.3395786,-3.3925326,-0.052954
5,0.7051951,0.85082346,"('distant', 'outgoing')",0.24458316,0.17967825,0.4748892,0.5152509,0.0403617
6,0.27961224,0.4942468,"('distant', 'open')",0.6751717,0.5882592,0.477392,0.541253,0.063861
7,-0.83650744,-0.83831406,"('insensitive', 'sensitive')",0.46969426,0.53264445,-0.1834066,-0.1528348,0.0305718
8,-0.34125578,-0.24017024,"('unaffectionate', 'affectionate')",1.1391646,1.0313026,0.3989544,0.3955662,-0.0033882
9,-0.65203756,-0.55935514,"('unaffectionate', 'caring')",1.1786634,1.1633046,0.2633129,0.3019747,0.0386618
10,-1.9141593,-1.9284527,"('unsympathetic', 'sympathetic')",-0.8628142,-0.8522209,-1.3884867,-1.3903368,-0.0018501
11,-0.21422137,-0.19755831,"('unhelpful', 'helpful')",1.3673068,1.5057045,0.5765427,0.6540731,0.0775304
12,-0.7368611,-0.56658596,"('unsupportive', 'supportive')",-1.9584296,-1.9014574,-1.3476453,-1.2340217,0.1136236
13,-0.9404948,-1.0396283,"('impolite', 'polite')",-0.8703926,-0.818648,-0.9054437,-0.9291381,-0.0236944
14,-1.1700366,-1.2744533,"('antisocial', 'social')",-0.8589391,-0.85803956,-1.0144879,-1.0662464,-0.0517585
15,0.44467413,0.410527,"('boring', 'funny')",0.57104516,0.5177273,0.5078596,0.4641272,-0.0437324
16,-0.41257814,-0.337551,"('unpopular', 'popular')",0.5865894,0.5772135,0.0870056,0.1198313,0.0328257
17,-0.52508,-0.35663116,"('nasty', 'nice')",-0.42867863,-0.3675844,-0.4768793,-0.3621078,0.1147715
18,-0.46852532,-0.3391089,"('disagreeable', 'welcoming')",-0.3155439,-0.37569758,-0.3920346,-0.3574032,0.0346314
19,-0.40586036,-0.2228724,"('inhospitable', 'hospitable')",0.05620982,0.07903532,-0.1748253,-0.0719185,0.1029068
20,-0.309486,-0.29917496,"('rough', 'thoughtful')",1.3513682,1.3302083,0.5209411,0.5155166,-0.0054245
21,-0.93939304,-1.0927138,"('immoral', 'moral')",-0.7649825,-0.69625443,-0.8521878,-0.8944842,-0.0422964
22,-0.7150293,-0.7308424,"('untrustworthy', 'trustworthy')",-1.3887866,-1.416703,-1.0519079,-1.0737727,-0.0218648
23,-0.90926415,-0.96463144,"('insincere', 'sincere')",5.644807,5.721917,2.3677714,2.3786428,0.0108714
24,-0.582952,-0.5809706,"('dishonest', 'honest')",0.6374372,0.6140493,0.0272426,0.0165394,-0.0107032
25,-0.34638208,-0.29048485,"('egoistic', 'altruistic')",1.7004875,1.6579365,0.6770527,0.6837258,0.0066731
26,0.20940259,0.19699985,"('hardhearted', 'benevolent')",1.8558111,1.8395073,1.0326068,1.0182536,-0.0143532
27,0.67147094,0.8277753,"('hardhearted', 'softhearted')",1.7614456,1.6453177,1.2164583,1.2365465,0.0200882
28,-0.86304826,-0.9800674,"('disloyal', 'loyal')",0.87656474,0.7803573,0.0067582,-0.099855,-0.1066132
29,-0.1256637,-0.16524273,"('unfair', 'fair')",-0.48615736,-0.6241088,-0.3059105,-0.3946758,-0.0887653
30,0.04850305,0.04194507,"('intolerant', 'tolerant')",1.0310363,0.9928267,0.5397696,0.5173859,-0.0223837
31,-0.2087064,-0.022566687,"('evil', 'good')",-0.5526971,-0.64780957,-0.3807018,-0.3351881,0.0455137
32,-0.5109826,-0.5265885,"('unkind', 'kind')",0.5389796,0.43184802,0.0139985,-0.0473702,-0.0613687
33,0.5414348,0.5815155,"('wrong', 'right')",-0.28247952,-0.32522815,0.1294776,0.1281437,-0.0013339
34,-0.3928915,-0.2621738,"('mean', 'honorable')",6.063772,6.2613115,2.8354404,2.9995689,0.1641285
35,0.6419441,0.6574508,"('corrupt', 'incorrupt')",0.41134018,0.26079372,0.5266421,0.4591222,-0.0675199
36,-0.6467604,-0.58201605,"('hostile', 'amicable')",0.41819197,0.23140672,-0.1142842,-0.1753047,-0.0610205
37,-0.35429534,-0.32950953,"('fake', 'genuine')",0.3371987,0.3189536,-0.0085483,-0.005278,0.0032703
38,-0.5079588,-0.37089762,"('untruthful', 'truthful')",-0.094983295,-0.011667572,-0.3014711,-0.1912826,0.1101885
