,academics_male,academics_female,tuple,average_male,average_female,female-male
0,-0.20261867,-0.14137867,"('unsociable', 'sociable')",-0.2026187,-0.1413787,0.06124
1,0.9001904,0.7699882,"('unfriendly', 'friendly')",0.9001904,0.7699882,-0.1302022
2,-0.21936408,-0.1710971,"('unlikable', 'likable')",-0.2193641,-0.1710971,0.048267
3,0.8496027,0.91872823,"('repellent', 'pleasant')",0.8496027,0.9187282,0.0691255
4,-7.446343,-7.564209,"('disliked', 'liked')",-7.4463429,-7.564209,-0.1178661
5,-0.50494874,-0.6372839,"('distant', 'outgoing')",-0.5049487,-0.6372839,-0.1323352
6,0.04176488,-0.15735506,"('distant', 'open')",0.0417649,-0.1573551,-0.19912
7,0.6949386,0.79152405,"('insensitive', 'sensitive')",0.6949386,0.7915241,0.0965855
8,1.0661501,0.891997,"('unaffectionate', 'affectionate')",1.0661501,0.891997,-0.1741531
9,1.2904682,1.2456466,"('unaffectionate', 'caring')",1.2904682,1.2456466,-0.0448216
10,0.8898003,1.0310211,"('unsympathetic', 'sympathetic')",0.8898003,1.0310211,0.1412208
11,1.4636348,1.5263383,"('unhelpful', 'helpful')",1.4636348,1.5263383,0.0627035
12,-1.8668683,-1.8795828,"('unsupportive', 'supportive')",-1.8668683,-1.8795828,-0.0127145
13,-0.31826773,-0.21532083,"('impolite', 'polite')",-0.3182677,-0.2153208,0.1029469
14,0.31662884,0.37183356,"('antisocial', 'social')",0.3166288,0.3718336,0.0552048
15,-0.03395448,-0.17538565,"('boring', 'funny')",-0.0339545,-0.1753857,-0.1414312
16,-0.6912943,-0.708621,"('unpopular', 'popular')",-0.6912943,-0.708621,-0.0173267
17,-0.4294119,-0.3624463,"('nasty', 'nice')",-0.4294119,-0.3624463,0.0669656
18,-0.19860072,-0.28020513,"('disagreeable', 'welcoming')",-0.1986007,-0.2802051,-0.0816044
19,-0.8138176,-0.94085133,"('inhospitable', 'hospitable')",-0.8138176,-0.9408513,-0.1270337
20,0.9658819,0.9082093,"('rough', 'thoughtful')",0.9658819,0.9082093,-0.0576726
21,-0.34653455,-0.21465425,"('immoral', 'moral')",-0.3465346,-0.2146543,0.1318803
22,-0.54923445,-0.48015198,"('untrustworthy', 'trustworthy')",-0.5492344,-0.480152,0.0690824
23,6.264672,6.252546,"('insincere', 'sincere')",6.2646718,6.2525458,-0.012126
24,1.4097177,1.2803359,"('dishonest', 'honest')",1.4097177,1.2803359,-0.1293818
25,0.6155525,0.51032066,"('egoistic', 'altruistic')",0.6155525,0.5103207,-0.1052318
26,0.570713,0.5066135,"('hardhearted', 'benevolent')",0.570713,0.5066135,-0.0640995
27,1.5266916,1.3333745,"('hardhearted', 'softhearted')",1.5266916,1.3333745,-0.1933171
28,1.0379279,1.0065229,"('disloyal', 'loyal')",1.0379279,1.0065229,-0.031405
29,-0.45423952,-0.631701,"('unfair', 'fair')",-0.4542395,-0.631701,-0.1774615
30,0.8360767,0.89322054,"('intolerant', 'tolerant')",0.8360767,0.8932205,0.0571438
31,-1.2812587,-1.4138615,"('evil', 'good')",-1.2812587,-1.4138615,-0.1326028
32,0.7508562,0.71235853,"('unkind', 'kind')",0.7508562,0.7123585,-0.0384977
33,-0.5634032,-0.6139839,"('wrong', 'right')",-0.5634032,-0.6139839,-0.0505807
34,4.6896434,4.718579,"('mean', 'honorable')",4.6896434,4.7185788,0.0289354
35,-0.5805888,-0.8555217,"('corrupt', 'incorrupt')",-0.5805888,-0.8555217,-0.2749329
36,-0.6342997,-0.7956437,"('hostile', 'amicable')",-0.6342997,-0.7956437,-0.161344
37,0.80884063,0.7633087,"('fake', 'genuine')",0.8088406,0.7633087,-0.0455319
38,-0.22941166,-0.20218408,"('untruthful', 'truthful')",-0.2294117,-0.2021841,0.0272276
39,0.23763607,0.25626343,"('exploitative', 'cooperative')",0.2376361,0.2562634,0.0186273
40,-1.3935208,-1.5474946,"('stingy', 'generous')",-1.3935208,-1.5474946,-0.1539738
41,-0.009775364,0.03232033,"('unforgiving', 'forgiving')",-0.0097754,0.0323203,0.0420957
42,-2.4264712,-2.3742392,"('unreliable', 'reliable')",-2.4264712,-2.3742392,0.052232
43,1.0046738,1.0222917,"('irresponsible', 'responsible')",1.0046738,1.0222917,0.0176179
44,-0.7282235,-0.7188611,"('prejudiced', 'unprejudiced')",-0.7282235,-0.7188611,0.0093624
45,0.05565786,0.021923862,"('incompetent', 'competent')",0.0556579,0.0219239,-0.033734
46,-0.72235143,-0.6295006,"('uncompetitive', 'competitive')",-0.7223514,-0.6295006,0.0928508
47,5.108365,5.182352,"('stupid', 'smart')",5.1083651,5.1823521,0.073987
48,0.25750488,0.23982717,"('unintelligent', 'intelligent')",0.2575049,0.2398272,-0.0176777
49,-0.07390106,-0.11619527,"('unable', 'able')",-0.0739011,-0.1161953,-0.0422942
50,-0.56837755,-0.63877225,"('clumsy', 'skillful')",-0.5683776,-0.6387722,-0.0703946
51,0.4252153,0.42422757,"('uneducated', 'educated')",0.4252153,0.4242276,-0.0009877
52,-0.5334531,-0.73497134,"('irrational', 'rational')",-0.5334531,-0.7349713,-0.2015182
53,-0.19175276,-0.3426396,"('uncreative', 'creative')",-0.1917528,-0.3426396,-0.1508868
54,0.82352376,0.7876094,"('incapable', 'capable')",0.8235238,0.7876094,-0.0359144
55,0.73329365,0.7986258,"('incompetent', 'clever')",0.7332937,0.7986258,0.0653321
56,0.30597997,0.35618213,"('impractical', 'practical')",0.30598,0.3561821,0.0502021
57,-2.8274171,-2.7709014,"('unimaginative', 'imaginative')",-2.8274171,-2.7709014,0.0565157
