,cupboard_male,cupboard_female,tuple,average_male,average_female,female-male
0,0.2070051,0.12576765,"('unsociable', 'sociable')",0.2070051,0.1257676,-0.0812375
1,1.010049,1.0725878,"('unfriendly', 'friendly')",1.010049,1.0725878,0.0625388
2,0.38175404,0.5577949,"('unlikable', 'likable')",0.381754,0.5577949,0.1760409
3,0.945859,1.0499641,"('repellent', 'pleasant')",0.945859,1.0499641,0.1041051
4,-7.4582477,-7.335412,"('disliked', 'liked')",-7.4582477,-7.335412,0.1228357
5,-0.84098476,-0.8126772,"('distant', 'outgoing')",-0.8409848,-0.8126772,0.0283076
6,-0.2076256,-0.28670722,"('distant', 'open')",-0.2076256,-0.2867072,-0.0790816
7,1.6897588,1.6250955,"('insensitive', 'sensitive')",1.6897588,1.6250955,-0.0646633
8,1.1516253,1.1068237,"('unaffectionate', 'affectionate')",1.1516253,1.1068237,-0.0448016
9,1.2577991,1.2546076,"('unaffectionate', 'caring')",1.2577991,1.2546076,-0.0031915
10,2.0120249,1.7813207,"('unsympathetic', 'sympathetic')",2.0120249,1.7813207,-0.2307042
11,2.0580702,2.0229461,"('unhelpful', 'helpful')",2.0580702,2.0229461,-0.0351241
12,-1.278191,-1.2138714,"('unsupportive', 'supportive')",-1.278191,-1.2138714,0.0643196
13,0.30143026,0.28300583,"('impolite', 'polite')",0.3014303,0.2830058,-0.0184245
14,0.13515587,0.17282316,"('antisocial', 'social')",0.1351559,0.1728232,0.0376673
15,0.29706535,0.29741505,"('boring', 'funny')",0.2970653,0.297415,0.0003497
16,-1.0345452,-0.8667137,"('unpopular', 'popular')",-1.0345452,-0.8667137,0.1678315
17,-0.0031686854,-0.0809347,"('nasty', 'nice')",-0.0031687,-0.0809347,-0.077766
18,-0.8072646,-0.7055931,"('disagreeable', 'welcoming')",-0.8072646,-0.7055931,0.1016715
19,-0.5737483,-0.6655047,"('inhospitable', 'hospitable')",-0.5737483,-0.6655047,-0.0917564
20,1.0934014,0.98468673,"('rough', 'thoughtful')",1.0934014,0.9846867,-0.1087147
21,0.3421555,0.39440143,"('immoral', 'moral')",0.3421555,0.3944014,0.0522459
22,0.28796327,0.24123931,"('untrustworthy', 'trustworthy')",0.2879633,0.2412393,-0.046724
23,6.27805,6.2919283,"('insincere', 'sincere')",6.2780499,6.2919283,0.0138784
24,1.8436682,1.7753496,"('dishonest', 'honest')",1.8436682,1.7753496,-0.0683186
25,0.23375675,0.3614068,"('egoistic', 'altruistic')",0.2337568,0.3614068,0.12765
26,0.525408,0.3897188,"('hardhearted', 'benevolent')",0.525408,0.3897188,-0.1356892
27,1.8073145,1.6095192,"('hardhearted', 'softhearted')",1.8073145,1.6095192,-0.1977953
28,1.3196771,1.0710893,"('disloyal', 'loyal')",1.3196771,1.0710893,-0.2485878
29,-0.2003676,-0.3858432,"('unfair', 'fair')",-0.2003676,-0.3858432,-0.1854756
30,1.2952088,1.271493,"('intolerant', 'tolerant')",1.2952088,1.271493,-0.0237158
31,-1.3032519,-1.271717,"('evil', 'good')",-1.3032519,-1.271717,0.0315349
32,1.4298699,1.3139642,"('unkind', 'kind')",1.4298699,1.3139642,-0.1159057
33,-1.0639186,-0.9831314,"('wrong', 'right')",-1.0639186,-0.9831314,0.0807872
34,4.05297,4.274637,"('mean', 'honorable')",4.0529699,4.2746372,0.2216673
35,-1.0825781,-1.3701693,"('corrupt', 'incorrupt')",-1.0825781,-1.3701693,-0.2875912
36,-0.8180888,-0.99363905,"('hostile', 'amicable')",-0.8180888,-0.9936391,-0.1755503
37,1.0643226,0.95423096,"('fake', 'genuine')",1.0643226,0.954231,-0.1100916
38,-0.3703845,-0.32695225,"('untruthful', 'truthful')",-0.3703845,-0.3269522,0.0434323
39,0.14207754,0.16446231,"('exploitative', 'cooperative')",0.1420775,0.1644623,0.0223848
40,-0.89633954,-1.0298253,"('stingy', 'generous')",-0.8963395,-1.0298253,-0.1334858
41,0.4048332,0.20185001,"('unforgiving', 'forgiving')",0.4048332,0.20185,-0.2029832
42,-1.4033942,-1.3962427,"('unreliable', 'reliable')",-1.4033942,-1.3962427,0.0071515
43,1.6719913,1.6676978,"('irresponsible', 'responsible')",1.6719913,1.6676978,-0.0042935
44,-0.9948292,-1.0334578,"('prejudiced', 'unprejudiced')",-0.9948292,-1.0334578,-0.0386286
45,0.89568,0.63649786,"('incompetent', 'competent')",0.89568,0.6364979,-0.2591821
46,-0.0043185875,-0.03970743,"('uncompetitive', 'competitive')",-0.0043186,-0.0397074,-0.0353888
47,5.6529207,5.736884,"('stupid', 'smart')",5.6529207,5.7368841,0.0839634
48,0.93706197,0.8707128,"('unintelligent', 'intelligent')",0.937062,0.8707128,-0.0663492
49,-0.4205137,-0.2845792,"('unable', 'able')",-0.4205137,-0.2845792,0.1359345
50,0.016453069,-0.091634035,"('clumsy', 'skillful')",0.0164531,-0.091634,-0.1080871
51,0.59094274,0.5228504,"('uneducated', 'educated')",0.5909427,0.5228504,-0.0680923
52,-0.6412147,-0.7205766,"('irrational', 'rational')",-0.6412147,-0.7205766,-0.0793619
53,0.6277696,0.5578322,"('uncreative', 'creative')",0.6277696,0.5578322,-0.0699374
54,0.8292838,0.89801645,"('incapable', 'capable')",0.8292838,0.8980165,0.0687327
55,1.1778903,1.1911792,"('incompetent', 'clever')",1.1778903,1.1911792,0.0132889
56,0.71464753,0.75357187,"('impractical', 'practical')",0.7146475,0.7535719,0.0389244
57,-1.7859232,-1.8636382,"('unimaginative', 'imaginative')",-1.7859232,-1.8636382,-0.077715
58,0.30997637,0.17618594,"('undiscriminating', 'discriminating')",0.3099764,0.1761859,-0.1337905
59,-0.028757937,-0.024215333,"('foolish', 'wise')",-0.0287579,-0.0242153,0.0045426
60,0.45967638,0.65784764,"('inefficient', 'efficient')",0.4596764,0.6578476,0.1981712
61,0.62598675,0.4245574,"('illogical', 'logical')",0.6259868,0.4245574,-0.2014294
62,1.168783,1.2576514,"('incompetent', 'brilliant')",1.1687829,1.2576514,0.0888685
63,0.93137634,0.9335227,"('unperceptive', 'insightful')",0.9313763,0.9335227,0.0021464
64,-5.790011,-5.664104,"('shy', 'confident')",-5.7900109,-5.664104,0.1259069
65,1.496956,1.4130954,"('insecure', 'secure')",1.496956,1.4130954,-0.0838606
66,0.15451816,0.08023141,"('inactive', 'active')",0.1545182,0.0802314,-0.0742868
67,-0.77898335,-0.7862743,"('doubtful', 'determined')",-0.7789834,-0.7862743,-0.0072909
68,-0.5489766,-0.5616283,"('dependent', 'independent')",-0.5489766,-0.5616283,-0.0126517
69,-2.1590881,-2.0984914,"('lazy', 'industrious')",-2.1590881,-2.0984914,0.0605967
70,2.089221,2.046777,"('lethargic', 'energetic')",2.089221,2.046777,-0.042444
71,0.22384669,0.37767255,"('diffident', 'self-confident')",0.2238467,0.3776726,0.1538259
72,0.8881716,1.0501136,"('unambitious', 'ambitious')",0.8881716,1.0501136,0.161942
73,-3.1692684,-2.9702003,"('helpless', 'self-reliant')",-3.1692684,-2.9702003,0.1990681
74,0.32514513,0.23923978,"('undedicated', 'dedicated')",0.3251451,0.2392398,-0.0859053
75,-0.8001598,-0.66736823,"('meek', 'impulsive')",-0.8001598,-0.6673682,0.1327916
76,1.3503835,1.2673422,"('anxious', 'daring')",1.3503835,1.2673422,-0.0830413
77,-1.1997125,-1.1265857,"('unmotivated', 'motivated')",-1.1997125,-1.1265857,0.0731268
78,-0.3132484,-0.44081894,"('nonresilient', 'resilient')",-0.3132484,-0.4408189,-0.1275705
79,0.0424895,-0.21726674,"('wavering', 'unwavering')",0.0424895,-0.2172667,-0.2597562
80,0.40980482,0.26824862,"('dominated', 'dominating')",0.4098048,0.2682486,-0.1415562
81,0.5924053,0.59018904,"('submissive', 'aggressive')",0.5924053,0.590189,-0.0022163
82,6.3496017,6.4179444,"('poor', 'rich')",6.3496017,6.4179444,0.0683427
83,-0.61194724,-0.5637307,"('powerless', 'powerful')",-0.6119472,-0.5637307,0.0482165
84,0.2874146,0.22807539,"('inferior', 'superior')",0.2874146,0.2280754,-0.0593392
85,-1.6303775,-1.5906937,"('insignificant', 'prestigious')",-1.6303775,-1.5906937,0.0396838
86,0.5794353,0.50950533,"('uninfluential', 'influential')",0.5794353,0.5095053,-0.06993
87,-0.24429624,-0.14813666,"('unsuccessful', 'successful')",-0.2442962,-0.1481367,0.0961595
88,-0.06457546,0.007843517,"('low', 'eminent')",-0.0645755,0.0078435,0.072419
