,basketball_male,basketball_female,tuple,average_male,average_female,female-male
0,0.4074658,0.078956686,"('unsociable', 'sociable')",0.4074658,0.0789567,-0.3285091
1,1.5037124,1.5410335,"('unfriendly', 'friendly')",1.5037124,1.5410335,0.0373211
2,0.6035973,0.69866884,"('unlikable', 'likable')",0.6035973,0.6986688,0.0950715
3,0.57563,0.6111994,"('repellent', 'pleasant')",0.57563,0.6111994,0.0355694
4,-7.841001,-7.904776,"('disliked', 'liked')",-7.841001,-7.9047761,-0.0637751
5,-0.14330156,0.013889321,"('distant', 'outgoing')",-0.1433016,0.0138893,0.1571909
6,0.16532017,0.33630887,"('distant', 'open')",0.1653202,0.3363089,0.1709887
7,0.56886554,0.5528574,"('insensitive', 'sensitive')",0.5688655,0.5528574,-0.0160081
8,1.3373944,1.3788012,"('unaffectionate', 'affectionate')",1.3373944,1.3788012,0.0414068
9,2.0106711,2.0649164,"('unaffectionate', 'caring')",2.0106711,2.0649164,0.0542453
10,0.80503285,0.83573645,"('unsympathetic', 'sympathetic')",0.8050328,0.8357365,0.0307037
11,2.4651566,2.4124637,"('unhelpful', 'helpful')",2.4651566,2.4124637,-0.0526929
12,-1.6343154,-1.6817744,"('unsupportive', 'supportive')",-1.6343154,-1.6817744,-0.047459
13,0.5788261,0.35403025,"('impolite', 'polite')",0.5788261,0.3540303,-0.2247958
14,-0.031058697,-0.2759056,"('antisocial', 'social')",-0.0310587,-0.2759056,-0.2448469
15,0.62775785,0.5625202,"('boring', 'funny')",0.6277578,0.5625202,-0.0652376
16,-0.33961898,-0.30834043,"('unpopular', 'popular')",-0.339619,-0.3083404,0.0312786
17,-0.3286839,-0.27288,"('nasty', 'nice')",-0.3286839,-0.27288,0.0558039
18,-0.4816178,-0.53915566,"('disagreeable', 'welcoming')",-0.4816178,-0.5391557,-0.0575379
19,-0.58455753,-0.45349368,"('inhospitable', 'hospitable')",-0.5845575,-0.4534937,0.1310638
20,0.632169,0.5387727,"('rough', 'thoughtful')",0.632169,0.5387727,-0.0933963
21,0.21346347,0.20421122,"('immoral', 'moral')",0.2134635,0.2042112,-0.0092523
22,-0.58499867,-0.66091865,"('untrustworthy', 'trustworthy')",-0.5849987,-0.6609187,-0.07592
23,6.8720417,6.8139534,"('insincere', 'sincere')",6.8720417,6.8139534,-0.0580883
24,1.8387471,1.789945,"('dishonest', 'honest')",1.8387471,1.789945,-0.0488021
25,0.65855277,0.60230356,"('egoistic', 'altruistic')",0.6585528,0.6023036,-0.0562492
26,0.6402108,0.4643221,"('hardhearted', 'benevolent')",0.6402108,0.4643221,-0.1758887
27,1.2377868,1.2572238,"('hardhearted', 'softhearted')",1.2377868,1.2572238,0.019437
28,1.6816995,1.5452048,"('disloyal', 'loyal')",1.6816995,1.5452048,-0.1364947
29,-0.5558649,-0.6643109,"('unfair', 'fair')",-0.5558649,-0.6643109,-0.108446
30,0.986679,0.88767886,"('intolerant', 'tolerant')",0.986679,0.8876789,-0.0990001
31,-1.8186406,-1.691368,"('evil', 'good')",-1.8186406,-1.691368,0.1272726
32,1.5078529,1.3231456,"('unkind', 'kind')",1.5078529,1.3231456,-0.1847073
33,-0.10674216,-0.17619781,"('wrong', 'right')",-0.1067422,-0.1761978,-0.0694556
34,5.047814,5.180097,"('mean', 'honorable')",5.0478139,5.1800971,0.1322832
35,-1.0230931,-1.0942737,"('corrupt', 'incorrupt')",-1.0230931,-1.0942737,-0.0711806
36,-0.81456745,-0.884183,"('hostile', 'amicable')",-0.8145674,-0.884183,-0.0696156
37,0.783733,0.8338551,"('fake', 'genuine')",0.783733,0.8338551,0.0501221
38,0.56093395,0.5181585,"('untruthful', 'truthful')",0.5609339,0.5181585,-0.0427754
39,0.503981,0.39432883,"('exploitative', 'cooperative')",0.503981,0.3943288,-0.1096522
40,-2.3003314,-2.3672764,"('stingy', 'generous')",-2.3003314,-2.3672764,-0.066945
41,0.37102702,0.20364265,"('unforgiving', 'forgiving')",0.371027,0.2036427,-0.1673843
42,-2.8440993,-2.7643392,"('unreliable', 'reliable')",-2.8440993,-2.7643392,0.0797601
43,1.4149945,1.4140614,"('irresponsible', 'responsible')",1.4149945,1.4140614,-0.0009331
44,-1.3842295,-1.3072631,"('prejudiced', 'unprejudiced')",-1.3842295,-1.3072631,0.0769664
45,0.057503577,0.018085882,"('incompetent', 'competent')",0.0575036,0.0180859,-0.0394177
46,-0.56619006,-0.63643837,"('uncompetitive', 'competitive')",-0.5661901,-0.6364384,-0.0702483
47,5.7395988,5.8017607,"('stupid', 'smart')",5.7395988,5.8017607,0.0621619
48,0.65168375,0.56234723,"('unintelligent', 'intelligent')",0.6516837,0.5623472,-0.0893365
49,0.20194507,0.33535647,"('unable', 'able')",0.2019451,0.3353565,0.1334114
50,-0.33463508,-0.325335,"('clumsy', 'skillful')",-0.3346351,-0.325335,0.0093001
51,0.10701099,-0.03875249,"('uneducated', 'educated')",0.107011,-0.0387525,-0.1457635
52,0.12839127,0.027986575,"('irrational', 'rational')",0.1283913,0.0279866,-0.1004047
53,-0.050399628,0.010328591,"('uncreative', 'creative')",-0.0503996,0.0103286,0.0607282
54,1.1890215,1.3046474,"('incapable', 'capable')",1.1890215,1.3046474,0.1156259
55,0.6519511,0.5905682,"('incompetent', 'clever')",0.6519511,0.5905682,-0.0613829
56,1.09522,0.9551923,"('impractical', 'practical')",1.09522,0.9551923,-0.1400277
57,-3.0913577,-3.093106,"('unimaginative', 'imaginative')",-3.0913577,-3.093106,-0.0017483
58,-0.1365763,-0.18604481,"('undiscriminating', 'discriminating')",-0.1365763,-0.1860448,-0.0494685
59,0.34012842,0.27466905,"('foolish', 'wise')",0.3401284,0.2746691,-0.0654593
60,0.9919273,1.031838,"('inefficient', 'efficient')",0.9919273,1.0318381,0.0399108
61,0.884096,0.6463954,"('illogical', 'logical')",0.884096,0.6463954,-0.2377006
62,1.0404409,1.1197028,"('incompetent', 'brilliant')",1.0404409,1.1197028,0.0792619
63,0.49997845,0.45380598,"('unperceptive', 'insightful')",0.4999785,0.453806,-0.0461725
64,-6.558105,-6.5710764,"('shy', 'confident')",-6.558105,-6.5710764,-0.0129714
65,0.45043713,0.39044675,"('insecure', 'secure')",0.4504371,0.3904468,-0.0599903
66,-0.18229884,-0.21314107,"('inactive', 'active')",-0.1822988,-0.2131411,-0.0308423
67,-0.08831091,-0.23581037,"('doubtful', 'determined')",-0.0883109,-0.2358104,-0.1474995
68,-0.5500793,-0.5661442,"('dependent', 'independent')",-0.5500793,-0.5661442,-0.0160649
69,-2.0241895,-1.9903274,"('lazy', 'industrious')",-2.0241895,-1.9903274,0.0338621
70,0.75065744,0.74752235,"('lethargic', 'energetic')",0.7506574,0.7475224,-0.003135
71,0.6591435,0.6172185,"('diffident', 'self-confident')",0.6591435,0.6172185,-0.041925
72,0.58886534,0.6178123,"('unambitious', 'ambitious')",0.5888653,0.6178123,0.028947
73,-3.4043813,-3.3559864,"('helpless', 'self-reliant')",-3.4043813,-3.3559864,0.0483949
74,0.24701655,0.076563805,"('undedicated', 'dedicated')",0.2470165,0.0765638,-0.1704527
75,-1.3191786,-1.1159972,"('meek', 'impulsive')",-1.3191786,-1.1159972,0.2031814
76,0.36837935,0.31434435,"('anxious', 'daring')",0.3683794,0.3143443,-0.0540351
77,-1.3667647,-1.3000079,"('unmotivated', 'motivated')",-1.3667647,-1.3000079,0.0667568
78,-0.70517427,-0.6494184,"('nonresilient', 'resilient')",-0.7051743,-0.6494184,0.0557559
79,-0.4872709,-0.35896352,"('wavering', 'unwavering')",-0.4872709,-0.3589635,0.1283074
80,-0.36411428,-0.55864954,"('dominated', 'dominating')",-0.3641143,-0.5586495,-0.1945352
81,0.1656914,0.11390055,"('submissive', 'aggressive')",0.1656914,0.1139005,-0.0517909
82,6.5346107,6.772972,"('poor', 'rich')",6.5346107,6.7729721,0.2383614
83,-0.42936507,-0.5220739,"('powerless', 'powerful')",-0.4293651,-0.5220739,-0.0927088
84,0.41816014,0.3895579,"('inferior', 'superior')",0.4181601,0.3895579,-0.0286022
85,-0.8279514,-0.8775573,"('insignificant', 'prestigious')",-0.8279514,-0.8775573,-0.0496059
86,0.3978307,0.26362517,"('uninfluential', 'influential')",0.3978307,0.2636252,-0.1342055
87,0.40493786,0.37785897,"('unsuccessful', 'successful')",0.4049379,0.377859,-0.0270789
88,0.12936465,0.04391069,"('low', 'eminent')",0.1293647,0.0439107,-0.085454
