,prologis_male,prologis_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6515336,-0.8001615,"('unsociable', 'sociable')",-0.32399708,-0.4263516,-0.4877653,-0.6132566,-0.1254913
1,-2.201023,-2.3485394,"('unfriendly', 'friendly')",1.9241743,1.723916,-0.1384244,-0.3123116,-0.1738872
2,0.17397615,0.19495685,"('unlikable', 'likable')",0.690872,0.77858907,0.4324241,0.486773,0.0543489
3,-0.18172556,-0.09197342,"('repellent', 'pleasant')",-0.071495354,0.041207902,-0.1266105,-0.0253828,0.1012277
4,-0.47801378,-0.52018666,"('disliked', 'liked')",-5.704298,-5.732182,-3.091156,-3.1261845,-0.0350285
5,-1.3777318,-1.3357409,"('distant', 'outgoing')",0.009901166,-0.08433329,-0.6839153,-0.7100371,-0.0261218
6,-1.8132638,-1.7540559,"('distant', 'open')",0.46789804,0.33921576,-0.6726829,-0.7074201,-0.0347372
7,-0.5812226,-0.5355815,"('insensitive', 'sensitive')",0.41518122,0.48967278,-0.0830207,-0.0229544,0.0600663
8,-1.574779,-1.6209427,"('unaffectionate', 'affectionate')",0.83552,0.67406267,-0.3696295,-0.47344,-0.1038105
9,-1.8198134,-1.829617,"('unaffectionate', 'caring')",1.0792606,1.0130595,-0.3702764,-0.4082788,-0.0380024
10,-0.9598271,-0.9395232,"('unsympathetic', 'sympathetic')",-0.49587926,-0.47279522,-0.7278532,-0.7061592,0.021694
11,-0.07130264,-0.06971991,"('unhelpful', 'helpful')",1.457824,1.4758327,0.6932607,0.7030564,0.0097957
12,-0.79575956,-0.695098,"('unsupportive', 'supportive')",-1.8115813,-1.7340415,-1.3036704,-1.2145697,0.0891007
13,-0.4938908,-0.5695112,"('impolite', 'polite')",-0.61248547,-0.5718764,-0.5531881,-0.5706938,-0.0175057
14,0.7000582,0.6586426,"('antisocial', 'social')",-0.29005083,-0.30155304,0.2050037,0.1785448,-0.0264589
15,-0.039167713,-0.111005045,"('boring', 'funny')",0.87727934,0.80837816,0.4190558,0.3486865,-0.0703693
16,-0.92347324,-0.88532424,"('unpopular', 'popular')",0.6240643,0.6602894,-0.1497045,-0.1125174,0.0371871
17,-0.48050112,-0.4622016,"('nasty', 'nice')",-0.24329753,-0.25011882,-0.3618993,-0.3561602,0.0057391
18,-0.553332,-0.5039289,"('disagreeable', 'welcoming')",-0.244856,-0.2610125,-0.399094,-0.3824707,0.0166233
19,-1.6865759,-1.6654086,"('inhospitable', 'hospitable')",-0.18611054,-0.17835502,-0.9363432,-0.9218818,0.0144614
20,0.550892,0.586827,"('rough', 'thoughtful')",1.240898,1.2424722,0.895895,0.9146496,0.0187546
21,0.5888557,0.52611196,"('immoral', 'moral')",-0.6852661,-0.53833133,-0.0482052,-0.0061097,0.0420955
22,0.37400442,0.38592854,"('untrustworthy', 'trustworthy')",-0.9481399,-0.96097285,-0.2870677,-0.2875221,-0.0004544
23,-0.40504292,-0.48164427,"('insincere', 'sincere')",5.1864166,5.0792418,2.3906868,2.2987988,-0.091888
24,-0.6902313,-0.765197,"('dishonest', 'honest')",0.6125503,0.57622457,-0.0388405,-0.0944862,-0.0556457
