,thief_male,thief_female,tuple,average_male,average_female,female-male
0,0.43202963,0.4072353,"('unsociable', 'sociable')",0.4320296,0.4072353,-0.0247943
1,0.7326488,0.698883,"('unfriendly', 'friendly')",0.7326488,0.698883,-0.0337658
2,-0.09995976,0.063015044,"('unlikable', 'likable')",-0.0999598,0.063015,0.1629748
3,0.894818,1.0786582,"('repellent', 'pleasant')",0.894818,1.0786582,0.1838402
4,-7.034992,-7.151691,"('disliked', 'liked')",-7.0349922,-7.151691,-0.1166988
5,-0.7377206,-0.7668374,"('distant', 'outgoing')",-0.7377206,-0.7668374,-0.0291168
6,-0.21242836,-0.3451146,"('distant', 'open')",-0.2124284,-0.3451146,-0.1326862
7,1.4419659,1.5444494,"('insensitive', 'sensitive')",1.4419659,1.5444494,0.1024835
8,0.8955283,0.8061793,"('unaffectionate', 'affectionate')",0.8955283,0.8061793,-0.089349
9,1.162612,1.1873357,"('unaffectionate', 'caring')",1.162612,1.1873357,0.0247237
10,1.3990135,1.485218,"('unsympathetic', 'sympathetic')",1.3990135,1.485218,0.0862045
11,1.5803646,1.665099,"('unhelpful', 'helpful')",1.5803646,1.665099,0.0847344
12,-1.3774906,-1.3193576,"('unsupportive', 'supportive')",-1.3774906,-1.3193576,0.058133
13,0.03653635,0.25101754,"('impolite', 'polite')",0.0365364,0.2510175,0.2144811
14,0.33111602,0.44925445,"('antisocial', 'social')",0.331116,0.4492545,0.1181385
15,0.3704809,0.29215533,"('boring', 'funny')",0.3704809,0.2921553,-0.0783256
16,-0.8928584,-0.8841106,"('unpopular', 'popular')",-0.8928584,-0.8841106,0.0087478
17,0.056325246,0.05062623,"('nasty', 'nice')",0.0563252,0.0506262,-0.005699
18,-0.62506825,-0.50125456,"('disagreeable', 'welcoming')",-0.6250682,-0.5012546,0.1238136
19,-0.86975896,-0.89329267,"('inhospitable', 'hospitable')",-0.869759,-0.8932927,-0.0235337
20,0.44757873,0.38524622,"('rough', 'thoughtful')",0.4475787,0.3852462,-0.0623325
21,-0.0045308974,0.2791795,"('immoral', 'moral')",-0.0045309,0.2791795,0.2837104
22,-0.04253251,0.02998007,"('untrustworthy', 'trustworthy')",-0.0425325,0.0299801,0.0725126
23,5.810002,6.005818,"('insincere', 'sincere')",5.8100019,6.0058179,0.195816
