,vf_male,vf_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.15647377,-0.37826282,"('unsociable', 'sociable')",0.15888537,-0.14080967,0.0012058,-0.2595362,-0.260742
1,-1.4738438,-1.6130517,"('unfriendly', 'friendly')",0.9658776,0.7570928,-0.2539831,-0.4279794,-0.1739963
2,0.33789822,0.3538782,"('unlikable', 'likable')",0.52888227,0.46797305,0.4333903,0.4109256,-0.0224647
3,0.2254321,0.31814393,"('repellent', 'pleasant')",1.2343938,1.1509756,0.729913,0.7345598,0.0046468
4,-0.7193133,-0.70756525,"('disliked', 'liked')",-6.7734733,-6.7764945,-3.7463932,-3.7420299,0.0043633
5,-1.6564655,-1.5098145,"('distant', 'outgoing')",-1.198314,-1.0560521,-1.4273897,-1.2829332,0.1444565
6,-1.7259246,-1.5819714,"('distant', 'open')",-1.130831,-1.0241339,-1.4283779,-1.3030527,0.1253252
7,-0.15706031,-0.12623863,"('insensitive', 'sensitive')",0.8141221,0.7487594,0.3285309,0.3112604,-0.0172705
8,-1.3422844,-1.3870018,"('unaffectionate', 'affectionate')",0.18229829,0.19022731,-0.5799931,-0.5983872,-0.0183941
9,-0.81489587,-0.8470266,"('unaffectionate', 'caring')",0.8416259,0.8788067,0.013365,0.0158901,0.0025251
10,-0.28925282,-0.33754802,"('unsympathetic', 'sympathetic')",0.050361834,-0.01463302,-0.1194455,-0.1760905,-0.056645
11,0.35620508,0.30821404,"('unhelpful', 'helpful')",2.1156552,2.2281082,1.2359301,1.2681611,0.032231
12,-0.51262397,-0.40663028,"('unsupportive', 'supportive')",-2.0427666,-2.0083969,-1.2776953,-1.2075136,0.0701817
13,-0.17641371,-0.3638574,"('impolite', 'polite')",-0.5318976,-0.5354408,-0.3541557,-0.4496491,-0.0954934
14,0.7353855,0.65350187,"('antisocial', 'social')",0.5188471,0.25842303,0.6271163,0.4559624,-0.1711539
15,0.20224243,0.043573305,"('boring', 'funny')",-0.20022388,-0.2383319,0.0010093,-0.0973793,-0.0983886
16,-0.15609275,-0.1743126,"('unpopular', 'popular')",0.52230066,0.45947713,0.1831039,0.1425823,-0.0405216
17,-0.21954845,-0.14736825,"('nasty', 'nice')",-0.82469153,-0.77461165,-0.52212,-0.46099,0.06113
18,-1.1654823,-1.1449736,"('disagreeable', 'welcoming')",-0.6649108,-0.8215724,-0.9151965,-0.983273,-0.0680765
19,-0.48611122,-0.42065275,"('inhospitable', 'hospitable')",-0.76608104,-0.6390885,-0.6260961,-0.5298706,0.0962255
20,0.5699774,0.57057333,"('rough', 'thoughtful')",0.8982408,0.83405644,0.7341091,0.7023149,-0.0317942
21,0.9205457,0.8272835,"('immoral', 'moral')",0.3894744,0.27543658,0.65501,0.55136,-0.10365
22,-0.2182916,-0.3378402,"('untrustworthy', 'trustworthy')",-0.693706,-0.8645858,-0.4559988,-0.601213,-0.1452142
23,0.36850446,0.29565832,"('insincere', 'sincere')",6.5021443,6.3989606,3.4353244,3.3473094,-0.088015
