,latte_male,latte_female,tuple,average_male,average_female,female-male
0,0.14482567,0.18210752,"('unsociable', 'sociable')",0.1448257,0.1821075,0.0372818
1,-0.3672754,-0.5222173,"('unfriendly', 'friendly')",-0.3672754,-0.5222173,-0.1549419
2,0.6870488,0.74103856,"('unlikable', 'likable')",0.6870488,0.7410386,0.0539898
3,0.052567884,0.035867665,"('repellent', 'pleasant')",0.0525679,0.0358677,-0.0167002
4,-3.7547052,-3.714768,"('disliked', 'liked')",-3.7547052,-3.7147679,0.0399373
5,-1.7029048,-1.5778611,"('distant', 'outgoing')",-1.7029048,-1.5778611,0.1250437
6,-1.8918991,-1.8084962,"('distant', 'open')",-1.8918991,-1.8084962,0.0834029
7,0.16601333,0.3246562,"('insensitive', 'sensitive')",0.1660133,0.3246562,0.1586429
8,-0.51358414,-0.7072704,"('unaffectionate', 'affectionate')",-0.5135841,-0.7072704,-0.1936863
9,-0.0660696,-0.088969246,"('unaffectionate', 'caring')",-0.0660696,-0.0889692,-0.0228996
10,0.9021241,1.0458037,"('unsympathetic', 'sympathetic')",0.9021241,1.0458037,0.1436796
11,1.9397589,2.032131,"('unhelpful', 'helpful')",1.9397589,2.032131,0.0923721
12,-1.1841571,-1.0152951,"('unsupportive', 'supportive')",-1.1841571,-1.0152951,0.168862
13,0.7289373,0.7540596,"('impolite', 'polite')",0.7289373,0.7540596,0.0251223
14,0.6746293,0.73982036,"('antisocial', 'social')",0.6746293,0.7398204,0.0651911
15,0.2137272,0.1704437,"('boring', 'funny')",0.2137272,0.1704437,-0.0432835
16,0.11336012,-0.04824563,"('unpopular', 'popular')",0.1133601,-0.0482456,-0.1616057
17,0.18384328,0.26880643,"('nasty', 'nice')",0.1838433,0.2688064,0.0849631
18,-0.54831547,-0.5318525,"('disagreeable', 'welcoming')",-0.5483155,-0.5318525,0.016463
19,-1.0637562,-0.8837264,"('inhospitable', 'hospitable')",-1.0637562,-0.8837264,0.1800298
20,0.34747693,0.36733884,"('rough', 'thoughtful')",0.3474769,0.3673388,0.0198619
21,0.66560876,0.9198694,"('immoral', 'moral')",0.6656088,0.9198694,0.2542606
22,0.12078701,0.23662199,"('untrustworthy', 'trustworthy')",0.120787,0.236622,0.115835
23,4.0005646,4.024547,"('insincere', 'sincere')",4.0005646,4.0245471,0.0239825
24,0.778782,0.85512966,"('dishonest', 'honest')",0.778782,0.8551297,0.0763477
25,-0.4254831,-0.7542793,"('egoistic', 'altruistic')",-0.4254831,-0.7542793,-0.3287962
26,0.24863553,-0.060049668,"('hardhearted', 'benevolent')",0.2486355,-0.0600497,-0.3086852
27,0.5497346,0.4096163,"('hardhearted', 'softhearted')",0.5497346,0.4096163,-0.1401183
28,0.9358033,0.84966135,"('disloyal', 'loyal')",0.9358033,0.8496614,-0.0861419
29,-0.8791273,-0.9355213,"('unfair', 'fair')",-0.8791273,-0.9355213,-0.056394
30,1.6194831,1.7654958,"('intolerant', 'tolerant')",1.6194831,1.7654958,0.1460127
31,-2.6832194,-2.6163845,"('evil', 'good')",-2.6832194,-2.6163845,0.0668349
32,1.6217434,1.5504197,"('unkind', 'kind')",1.6217434,1.5504197,-0.0713237
33,-0.5536327,-0.7265508,"('wrong', 'right')",-0.5536327,-0.7265508,-0.1729181
34,2.1864147,2.3860044,"('mean', 'honorable')",2.1864147,2.3860044,0.1995897
35,-1.3225069,-1.5272741,"('corrupt', 'incorrupt')",-1.3225069,-1.5272741,-0.2047672
36,-1.9859874,-1.9402448,"('hostile', 'amicable')",-1.9859874,-1.9402448,0.0457426
37,0.7313863,0.7452538,"('fake', 'genuine')",0.7313863,0.7452538,0.0138675
38,0.48371464,0.5868029,"('untruthful', 'truthful')",0.4837146,0.5868029,0.1030883
39,0.3611577,0.34686685,"('exploitative', 'cooperative')",0.3611577,0.3468668,-0.0142909
40,-2.0653825,-2.18128,"('stingy', 'generous')",-2.0653825,-2.1812799,-0.1158974
41,0.86110383,1.0406837,"('unforgiving', 'forgiving')",0.8611038,1.0406837,0.1795799
42,-0.8991327,-0.74536186,"('unreliable', 'reliable')",-0.8991327,-0.7453619,0.1537708
43,1.0248232,1.1572948,"('irresponsible', 'responsible')",1.0248232,1.1572948,0.1324716
44,-0.57110417,-0.6987831,"('prejudiced', 'unprejudiced')",-0.5711042,-0.6987831,-0.1276789
45,0.44327518,0.63046414,"('incompetent', 'competent')",0.4432752,0.6304641,0.1871889
46,0.5236169,0.58531606,"('uncompetitive', 'competitive')",0.5236169,0.5853161,0.0616992
47,2.8512707,3.0716164,"('stupid', 'smart')",2.8512707,3.0716164,0.2203457
48,0.23989795,0.24882221,"('unintelligent', 'intelligent')",0.239898,0.2488222,0.0089242
49,0.13628119,0.34650898,"('unable', 'able')",0.1362812,0.346509,0.2102278
50,0.42136288,0.3483738,"('clumsy', 'skillful')",0.4213629,0.3483738,-0.0729891
51,0.9511186,0.9966955,"('uneducated', 'educated')",0.9511186,0.9966955,0.0455769
52,-0.69957834,-0.8227456,"('irrational', 'rational')",-0.6995783,-0.8227456,-0.1231673
53,-0.7803705,-0.7326161,"('uncreative', 'creative')",-0.7803705,-0.7326161,0.0477544
54,0.573358,0.57993865,"('incapable', 'capable')",0.573358,0.5799387,0.0065807
55,1.0453879,1.2620282,"('incompetent', 'clever')",1.0453879,1.2620282,0.2166403
56,1.6494288,1.8112776,"('impractical', 'practical')",1.6494288,1.8112776,0.1618488
57,-1.6717457,-1.6405445,"('unimaginative', 'imaginative')",-1.6717457,-1.6405445,0.0312012
58,0.1415863,0.27182963,"('undiscriminating', 'discriminating')",0.1415863,0.2718296,0.1302433
59,0.07239495,0.11517553,"('foolish', 'wise')",0.072395,0.1151755,0.0427805
60,1.726515,2.0519047,"('inefficient', 'efficient')",1.7265151,2.0519047,0.3253896
61,-0.07557328,-0.086462796,"('illogical', 'logical')",-0.0755733,-0.0864628,-0.0108895
62,1.3258716,1.6363461,"('incompetent', 'brilliant')",1.3258716,1.6363461,0.3104745
63,0.48220044,0.74815595,"('unperceptive', 'insightful')",0.4822004,0.748156,0.2659556
64,-3.0951807,-2.9060385,"('shy', 'confident')",-3.0951807,-2.9060385,0.1891422
65,0.63557374,0.7674676,"('insecure', 'secure')",0.6355737,0.7674676,0.1318939
66,-1.5852091,-1.6860124,"('inactive', 'active')",-1.5852091,-1.6860124,-0.1008033
67,0.7096785,0.63518286,"('doubtful', 'determined')",0.7096785,0.6351829,-0.0744956
68,-0.46347442,-0.34659246,"('dependent', 'independent')",-0.4634744,-0.3465925,0.1168819
69,-1.8368037,-1.899408,"('lazy', 'industrious')",-1.8368037,-1.899408,-0.0626043
70,0.4165011,0.56564945,"('lethargic', 'energetic')",0.4165011,0.5656494,0.1491483
71,-0.42332712,-0.4657073,"('diffident', 'self-confident')",-0.4233271,-0.4657073,-0.0423802
72,0.18490115,0.16922976,"('unambitious', 'ambitious')",0.1849011,0.1692298,-0.0156713
73,-1.7403564,-1.8377609,"('helpless', 'self-reliant')",-1.7403564,-1.8377609,-0.0974045
74,0.63502026,0.59336394,"('undedicated', 'dedicated')",0.6350203,0.5933639,-0.0416564
75,-0.72946215,-0.7488501,"('meek', 'impulsive')",-0.7294621,-0.7488501,-0.019388
76,1.1059629,1.24288,"('anxious', 'daring')",1.1059629,1.24288,0.1369171
77,-1.0298202,-0.79632413,"('unmotivated', 'motivated')",-1.0298202,-0.7963241,0.2334961
78,-0.6097425,-0.6987285,"('nonresilient', 'resilient')",-0.6097425,-0.6987285,-0.088986
79,-1.3776629,-1.3100289,"('wavering', 'unwavering')",-1.3776629,-1.3100289,0.067634
80,0.43474212,0.37779966,"('dominated', 'dominating')",0.4347421,0.3777997,-0.0569424
81,0.7970339,0.962767,"('submissive', 'aggressive')",0.7970339,0.962767,0.1657331
82,3.638153,3.5654466,"('poor', 'rich')",3.6381531,3.5654466,-0.0727065
83,-0.33716708,-0.3661932,"('powerless', 'powerful')",-0.3371671,-0.3661932,-0.0290261
84,0.15887716,0.05954995,"('inferior', 'superior')",0.1588772,0.05955,-0.0993272
85,-1.4115411,-1.6602181,"('insignificant', 'prestigious')",-1.4115411,-1.6602181,-0.248677
86,-0.40278128,-0.31105995,"('uninfluential', 'influential')",-0.4027813,-0.31106,0.0917213
87,-0.07164709,-0.083070174,"('unsuccessful', 'successful')",-0.0716471,-0.0830702,-0.0114231
88,0.09639194,0.05850786,"('low', 'eminent')",0.0963919,0.0585079,-0.037884
