,international_male,international_female,tuple,business_male,business_female,machs_male,machs_female,cor_male,cor_female,average_male,average_female,female-male
0,0.32166147,0.19824544,"('unsociable', 'sociable')",1.4377048,1.2478865,0.8915367,0.6614466,0.3311781,0.19978979,0.7455203,0.5768421,-0.1686782
1,-0.6826158,-0.6581957,"('unfriendly', 'friendly')",-1.0303496,-1.0269213,-1.6853639,-1.7608318,-1.1378222,-1.2086734,-1.1340379,-1.1636555,-0.0296176
2,1.771781,1.8781579,"('unlikable', 'likable')",2.2276764,2.2963815,0.93611026,1.0004418,1.1976887,1.2322378,1.5333141,1.6018047,0.0684906
3,-0.38530347,-0.39293253,"('repellent', 'pleasant')",0.28284854,0.2993346,0.4433919,0.49974298,0.58530414,0.7219028,0.2315603,0.282012,0.0504517
4,-0.18960188,-0.22130232,"('disliked', 'liked')",-0.7172127,-0.59633744,-0.91897905,-0.896193,-3.7810705,-3.8617914,-1.401716,-1.3939061,0.0078099
5,-1.2091881,-0.9654299,"('distant', 'outgoing')",-0.5975817,-0.26839003,-2.2375276,-2.1295784,-2.6616194,-2.6185684,-1.6764791,-1.4954917,0.1809874
6,-1.2838546,-1.0278306,"('distant', 'open')",-1.6590834,-1.3624194,-3.1577027,-3.0257947,-2.7905376,-2.7217338,-2.2227945,-2.0344446,0.1883499
7,0.31206328,0.2715894,"('insensitive', 'sensitive')",0.53893065,0.47553346,0.3632992,0.3537557,0.18236645,0.25226966,0.3491649,0.3382871,-0.0108778
8,-0.8600808,-0.749905,"('unaffectionate', 'affectionate')",-1.0558902,-0.9919989,-1.8101046,-1.8335499,-1.7768764,-1.8363453,-1.375738,-1.3529497,0.0227883
9,-0.032511324,0.105589904,"('unaffectionate', 'caring')",0.2487525,0.27743724,-1.3404472,-1.4297374,-1.1419019,-1.1624662,-0.566527,-0.5522941,0.0142329
10,-0.17189503,-0.17604622,"('unsympathetic', 'sympathetic')",0.46349114,0.30390888,0.83476454,0.7299503,0.257112,0.27072707,0.3458682,0.282135,-0.0637332
11,1.3876585,1.3802336,"('unhelpful', 'helpful')",2.403659,2.2480004,1.1164972,1.0289763,1.6920872,1.6519971,1.6499754,1.5773019,-0.0726735
12,0.94821715,1.1042821,"('unsupportive', 'supportive')",1.2099147,1.346782,-0.062414967,-0.097276345,-1.9982792,-1.9867052,0.0243594,0.0917706,0.0674112
13,1.3891014,1.3648765,"('impolite', 'polite')",2.423184,2.3293827,1.8385588,1.7518637,0.9097227,0.89692044,1.6401417,1.5857608,-0.0543809
