,cloudburst_male,cloudburst_female,tuple,average_male,average_female,female-male
0,-1.9008594,-2.0983841,"('unsociable', 'sociable')",-1.9008594,-2.0983841,-0.1975247
1,-0.21080089,-0.3809421,"('unfriendly', 'friendly')",-0.2108009,-0.3809421,-0.1701412
2,-0.57687914,-0.48390195,"('unlikable', 'likable')",-0.5768791,-0.4839019,0.0929772
3,-0.66210526,-0.5791472,"('repellent', 'pleasant')",-0.6621053,-0.5791472,0.0829581
4,-2.1449313,-2.1325269,"('disliked', 'liked')",-2.1449313,-2.1325269,0.0124044
5,-0.6187156,-0.66382706,"('distant', 'outgoing')",-0.6187156,-0.6638271,-0.0451115
6,-0.66286963,-0.70243347,"('distant', 'open')",-0.6628696,-0.7024335,-0.0395639
7,-0.5756622,-0.5212837,"('insensitive', 'sensitive')",-0.5756622,-0.5212837,0.0543785
8,-0.4017709,-0.5028695,"('unaffectionate', 'affectionate')",-0.4017709,-0.5028695,-0.1010986
9,-0.48052466,-0.551423,"('unaffectionate', 'caring')",-0.4805247,-0.551423,-0.0708983
10,-1.8162525,-1.8101311,"('unsympathetic', 'sympathetic')",-1.8162525,-1.8101311,0.0061214
11,0.37853152,0.41455066,"('unhelpful', 'helpful')",0.3785315,0.4145507,0.0360192
12,-1.21132,-1.2090303,"('unsupportive', 'supportive')",-1.21132,-1.2090303,0.0022897
13,-1.1063638,-1.2577281,"('impolite', 'polite')",-1.1063638,-1.2577281,-0.1513643
14,-1.3104613,-1.3050265,"('antisocial', 'social')",-1.3104613,-1.3050265,0.0054348
15,0.17371905,0.044144146,"('boring', 'funny')",0.173719,0.0441441,-0.1295749
16,-0.06448271,-0.047833934,"('unpopular', 'popular')",-0.0644827,-0.0478339,0.0166488
17,-0.65140504,-0.65747267,"('nasty', 'nice')",-0.651405,-0.6574727,-0.0060677
18,-0.72864056,-0.73808795,"('disagreeable', 'welcoming')",-0.7286406,-0.738088,-0.0094474
19,-1.5016207,-1.4820246,"('inhospitable', 'hospitable')",-1.5016207,-1.4820246,0.0195961
20,-0.3615443,-0.4439211,"('rough', 'thoughtful')",-0.3615443,-0.4439211,-0.0823768
21,-0.8898125,-0.8731025,"('immoral', 'moral')",-0.8898125,-0.8731025,0.01671
22,-1.3784069,-1.4141127,"('untrustworthy', 'trustworthy')",-1.3784069,-1.4141127,-0.0357058
