,delphi_male,delphi_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.9126322,-1.1360021,"('unsociable', 'sociable')",-0.25795448,-0.42393294,-0.5307928,-0.719068,-0.5671265,-0.7596676,-0.1925411
1,-0.09719054,-0.27070507,"('unfriendly', 'friendly')",-0.024677224,-0.22726439,1.895377,1.7633884,0.5911698,0.4218063,-0.1693635
2,0.9569969,1.0295647,"('unlikable', 'likable')",0.15303421,0.18047273,0.70545024,0.76190466,0.6051605,0.6573141,0.0521536
3,-0.77796453,-0.70055217,"('repellent', 'pleasant')",0.14293447,0.21973114,-0.50047946,-0.46089008,-0.3785032,-0.3139037,0.0645995
4,-0.1908123,-0.25291735,"('disliked', 'liked')",-0.15173641,-0.22784664,-2.7438266,-2.7645018,-1.0287917,-1.0817552,-0.0529635
5,-0.020964928,-0.06410607,"('distant', 'outgoing')",-0.8066173,-0.74396473,0.6893543,0.6818972,-0.046076,-0.0420579,0.0040181
6,0.47015265,0.44621307,"('distant', 'open')",-1.1978999,-1.1496958,0.65616167,0.6406547,-0.0238619,-0.0209427,0.0029192
7,-0.72720265,-0.7628317,"('insensitive', 'sensitive')",0.25850165,0.2644062,-0.4872156,-0.48211733,-0.3186389,-0.3268476,-0.0082087
8,0.36789256,0.23662576,"('unaffectionate', 'affectionate')",0.043595895,-0.07378471,0.7232042,0.59202015,0.3782309,0.2516204,-0.1266105
9,0.2266122,0.09530337,"('unaffectionate', 'caring')",0.249474,0.13816328,1.1909916,1.0982074,0.5556926,0.4438913,-0.1118013
10,-1.5883073,-1.720667,"('unsympathetic', 'sympathetic')",-0.93527555,-1.0246438,-1.3802574,-1.4259022,-1.3012801,-1.3904044,-0.0891243
11,-0.07572946,-0.16016853,"('unhelpful', 'helpful')",0.99999374,1.014253,0.5778864,0.5218451,0.5007169,0.4586432,-0.0420737
12,-0.019933295,-0.046511736,"('unsupportive', 'supportive')",0.6596104,0.75421,-1.3133281,-1.2519943,-0.2245503,-0.181432,0.0431183
13,-1.4238912,-1.5065168,"('impolite', 'polite')",-0.29054758,-0.32089406,-0.5915489,-0.6937933,-0.7686626,-0.8404014,-0.0717388
14,-0.42044646,-0.43249166,"('antisocial', 'social')",0.96884376,0.97626746,0.4193181,0.38967213,0.3225718,0.3111493,-0.0114225
15,0.60139716,0.5061087,"('boring', 'funny')",0.19490692,0.11390437,0.6582688,0.52843255,0.4848576,0.3828152,-0.1020424
16,-0.036553204,-0.0667993,"('unpopular', 'popular')",-0.0790419,-0.10530373,0.20137963,0.09813575,0.0285948,-0.0246558,-0.0532506
17,-0.016177487,-0.018750947,"('nasty', 'nice')",-0.85052305,-0.79143167,-0.8247117,-0.8933411,-0.5638041,-0.5678413,-0.0040372
18,0.56444246,0.5915705,"('disagreeable', 'welcoming')",0.23758177,0.29766476,-0.9043518,-0.9335834,-0.0341092,-0.0147827,0.0193265
19,-1.0094452,-1.0562161,"('inhospitable', 'hospitable')",-1.2535462,-1.3160181,-0.3513059,-0.34883526,-0.8714325,-0.9070232,-0.0355907
20,-0.05234326,-0.07726991,"('rough', 'thoughtful')",0.6543873,0.726726,0.7851654,0.75017214,0.4624031,0.4665427,0.0041396
21,-0.8513374,-1.0018839,"('immoral', 'moral')",0.15137272,0.05890946,-1.4156009,-1.4221796,-0.7051885,-0.7883847,-0.0831962
22,-0.3725916,-0.4599444,"('untrustworthy', 'trustworthy')",-0.40667892,-0.48530024,-0.5333047,-0.61650014,-0.4375251,-0.5205816,-0.0830565
23,-0.9395039,-1.0951613,"('insincere', 'sincere')",-0.40506342,-0.47676852,2.8267584,2.623855,0.4940637,0.3506418,-0.1434219
24,-0.5550802,-0.57856774,"('dishonest', 'honest')",-1.7555546,-1.7899202,0.27424628,0.20192204,-0.6787961,-0.7221886,-0.0433925
25,-0.27539593,-0.29828155,"('egoistic', 'altruistic')",0.3657748,0.31741834,1.4004636,1.3245007,0.4969475,0.4478792,-0.0490683
