,illegal_male,illegal_female,tuple,average_male,average_female,female-male
22,-0.92384565,-0.9084696,"('untrustworthy', 'trustworthy')",-0.9238456,-0.9084696,0.015376
23,5.7735853,5.797437,"('insincere', 'sincere')",5.7735853,5.7974372,0.0238519
24,0.94172996,0.8306647,"('dishonest', 'honest')",0.94173,0.8306647,-0.1110653
25,0.9048784,0.8588152,"('egoistic', 'altruistic')",0.9048784,0.8588152,-0.0460632
26,1.1866523,1.1039002,"('hardhearted', 'benevolent')",1.1866523,1.1039002,-0.0827521
27,1.2730397,1.1708993,"('hardhearted', 'softhearted')",1.2730397,1.1708993,-0.1021404
28,0.9924762,0.9700693,"('disloyal', 'loyal')",0.9924762,0.9700693,-0.0224069
29,-1.276976,-1.4077653,"('unfair', 'fair')",-1.276976,-1.4077653,-0.1307893
30,1.025193,1.01778,"('intolerant', 'tolerant')",1.025193,1.0177799,-0.0074131
31,-1.4974673,-1.4694003,"('evil', 'good')",-1.4974673,-1.4694003,0.028067
32,0.37320578,0.34007353,"('unkind', 'kind')",0.3732058,0.3400735,-0.0331323
33,-0.72232413,-0.69746804,"('wrong', 'right')",-0.7223241,-0.697468,0.0248561
34,4.501809,4.6412587,"('mean', 'honorable')",4.5018091,4.6412587,0.1394496
35,-0.7021066,-0.8860806,"('corrupt', 'incorrupt')",-0.7021066,-0.8860806,-0.183974
36,-0.15003555,-0.22164664,"('hostile', 'amicable')",-0.1500355,-0.2216466,-0.0716111
37,0.1692891,0.183835,"('fake', 'genuine')",0.1692891,0.183835,0.0145459
38,-0.80537724,-0.7650691,"('untruthful', 'truthful')",-0.8053772,-0.7650691,0.0403081
39,-0.13052016,-0.13177171,"('exploitative', 'cooperative')",-0.1305202,-0.1317717,-0.0012515
40,-1.3192316,-1.450253,"('stingy', 'generous')",-1.3192316,-1.450253,-0.1310214
41,-0.5840961,-0.5519826,"('unforgiving', 'forgiving')",-0.5840961,-0.5519826,0.0321135
42,-2.5011084,-2.5517461,"('unreliable', 'reliable')",-2.5011084,-2.5517461,-0.0506377
43,0.45710146,0.47169474,"('irresponsible', 'responsible')",0.4571015,0.4716947,0.0145932
44,-0.80327415,-0.8309917,"('prejudiced', 'unprejudiced')",-0.8032742,-0.8309917,-0.0277175
45,-0.74564004,-0.8248134,"('incompetent', 'competent')",-0.74564,-0.8248134,-0.0791734
46,-0.69264734,-0.7341366,"('uncompetitive', 'competitive')",-0.6926473,-0.7341366,-0.0414893
47,4.383478,4.5451617,"('stupid', 'smart')",4.3834782,4.5451617,0.1616835
48,0.24123845,0.23098257,"('unintelligent', 'intelligent')",0.2412384,0.2309826,-0.0102558
49,-0.502476,-0.42132792,"('unable', 'able')",-0.502476,-0.4213279,0.0811481
50,-0.64796114,-0.65792173,"('clumsy', 'skillful')",-0.6479611,-0.6579217,-0.0099606
51,0.3105108,0.19883776,"('uneducated', 'educated')",0.3105108,0.1988378,-0.111673
52,-0.59681016,-0.6900367,"('irrational', 'rational')",-0.5968102,-0.6900367,-0.0932265
53,-0.07218988,-0.15567264,"('uncreative', 'creative')",-0.0721899,-0.1556726,-0.0834827
54,0.7289789,0.7758318,"('incapable', 'capable')",0.7289789,0.7758318,0.0468529
55,0.4002341,0.40300113,"('incompetent', 'clever')",0.4002341,0.4030011,0.002767
56,0.03772272,-0.03255245,"('impractical', 'practical')",0.0377227,-0.0325525,-0.0702752
57,-2.6468842,-2.6851246,"('unimaginative', 'imaginative')",-2.6468842,-2.6851246,-0.0382404
58,-0.043390796,-0.07188584,"('undiscriminating', 'discriminating')",-0.0433908,-0.0718858,-0.028495
59,-0.8343422,-0.7746917,"('foolish', 'wise')",-0.8343422,-0.7746917,0.0596505
60,-0.1561134,-0.051697336,"('inefficient', 'efficient')",-0.1561134,-0.0516973,0.1044161
61,-0.34238726,-0.48614413,"('illogical', 'logical')",-0.3423873,-0.4861441,-0.1437568
62,-0.5423882,-0.4843145,"('incompetent', 'brilliant')",-0.5423882,-0.4843145,0.0580737
63,-0.80550295,-0.7429472,"('unperceptive', 'insightful')",-0.805503,-0.7429472,0.0625558
64,-6.8840566,-6.8589463,"('shy', 'confident')",-6.8840566,-6.8589463,0.0251103
65,0.19032374,0.15677719,"('insecure', 'secure')",0.1903237,0.1567772,-0.0335465
66,-0.34348556,-0.4696764,"('inactive', 'active')",-0.3434856,-0.4696764,-0.1261908
67,-0.99921083,-0.9145826,"('doubtful', 'determined')",-0.9992108,-0.9145826,0.0846282
68,-1.061791,-1.1472042,"('dependent', 'independent')",-1.0617909,-1.1472042,-0.0854133
69,-2.5004747,-2.4460585,"('lazy', 'industrious')",-2.5004747,-2.4460585,0.0544162
70,0.75417006,0.6856874,"('lethargic', 'energetic')",0.7541701,0.6856874,-0.0684827
71,0.064063855,0.09428245,"('diffident', 'self-confident')",0.0640639,0.0942824,0.0302185
72,0.31760967,0.4682728,"('unambitious', 'ambitious')",0.3176097,0.4682728,0.1506631
73,-3.1034832,-3.048877,"('helpless', 'self-reliant')",-3.1034832,-3.048877,0.0546062
74,0.14988147,0.04783264,"('undedicated', 'dedicated')",0.1498815,0.0478326,-0.1020489
75,-0.5900282,-0.4987078,"('meek', 'impulsive')",-0.5900282,-0.4987078,0.0913204
76,0.5294465,0.49421895,"('anxious', 'daring')",0.5294465,0.4942189,-0.0352276
77,-1.8986273,-1.731319,"('unmotivated', 'motivated')",-1.8986273,-1.731319,0.1673083
78,-0.9443626,-0.88548696,"('nonresilient', 'resilient')",-0.9443626,-0.885487,0.0588756
79,-0.21515968,-0.24877253,"('wavering', 'unwavering')",-0.2151597,-0.2487725,-0.0336128
80,-0.9669879,-1.0702542,"('dominated', 'dominating')",-0.9669879,-1.0702542,-0.1032663
81,0.05686812,0.019626305,"('submissive', 'aggressive')",0.0568681,0.0196263,-0.0372418
82,6.336721,6.3414783,"('poor', 'rich')",6.3367209,6.3414783,0.0047574
83,-0.59365994,-0.5390589,"('powerless', 'powerful')",-0.5936599,-0.5390589,0.054601
84,0.7868059,0.8040895,"('inferior', 'superior')",0.7868059,0.8040895,0.0172836
85,-0.33557212,-0.34019047,"('insignificant', 'prestigious')",-0.3355721,-0.3401905,-0.0046184
86,-0.082224384,-0.11492042,"('uninfluential', 'influential')",-0.0822244,-0.1149204,-0.032696
87,-1.4103861,-1.3525767,"('unsuccessful', 'successful')",-1.4103861,-1.3525767,0.0578094
88,0.090280704,0.054086864,"('low', 'eminent')",0.0902807,0.0540869,-0.0361938
