,colleague_male,colleague_female,tuple,average_male,average_female,female-male
43,1.4074445,1.4805058,"('irresponsible', 'responsible')",1.4074445,1.4805058,0.0730613
44,-1.1636862,-1.2527863,"('prejudiced', 'unprejudiced')",-1.1636862,-1.2527863,-0.0891001
45,0.85823053,0.7570866,"('incompetent', 'competent')",0.8582305,0.7570866,-0.1011439
46,-0.14802198,-0.14332066,"('uncompetitive', 'competitive')",-0.148022,-0.1433207,0.0047013
47,5.740221,5.7651663,"('stupid', 'smart')",5.740221,5.7651663,0.0249453
48,0.65477425,0.58989686,"('unintelligent', 'intelligent')",0.6547742,0.5898969,-0.0648773
49,0.113024384,0.4304331,"('unable', 'able')",0.1130244,0.4304331,0.3174087
50,-0.31876546,-0.29101837,"('clumsy', 'skillful')",-0.3187655,-0.2910184,0.0277471
51,0.7470732,0.8188913,"('uneducated', 'educated')",0.7470732,0.8188913,0.0718181
52,-0.65310234,-0.60589635,"('irrational', 'rational')",-0.6531023,-0.6058964,0.0472059
53,-0.14744125,-0.098718256,"('uncreative', 'creative')",-0.1474413,-0.0987183,0.048723
54,1.0368842,1.3125542,"('incapable', 'capable')",1.0368842,1.3125542,0.27567
55,0.86752534,0.8767287,"('incompetent', 'clever')",0.8675253,0.8767287,0.0092034
56,0.9294209,0.92348135,"('impractical', 'practical')",0.9294209,0.9234813,-0.0059396
57,-2.7039626,-2.53032,"('unimaginative', 'imaginative')",-2.7039626,-2.5303199,0.1736427
58,-0.083127126,-0.049492028,"('undiscriminating', 'discriminating')",-0.0831271,-0.049492,0.0336351
59,-0.4980991,-0.293432,"('foolish', 'wise')",-0.4980991,-0.293432,0.2046671
60,1.2967213,1.2658107,"('inefficient', 'efficient')",1.2967213,1.2658107,-0.0309106
61,0.5416868,0.29121315,"('illogical', 'logical')",0.5416868,0.2912132,-0.2504736
62,1.4498159,1.5325298,"('incompetent', 'brilliant')",1.4498159,1.5325298,0.0827139
63,0.71817434,0.74802506,"('unperceptive', 'insightful')",0.7181743,0.7480251,0.0298508
64,-5.983084,-5.7682486,"('shy', 'confident')",-5.9830842,-5.7682486,0.2148356
65,0.5417955,0.52115774,"('insecure', 'secure')",0.5417955,0.5211577,-0.0206378
66,-0.30220667,-0.30733448,"('inactive', 'active')",-0.3022067,-0.3073345,-0.0051278
67,-0.29160058,-0.277551,"('doubtful', 'determined')",-0.2916006,-0.277551,0.0140496
68,-0.7170678,-0.5599117,"('dependent', 'independent')",-0.7170678,-0.5599117,0.1571561
69,-2.3594708,-2.1846976,"('lazy', 'industrious')",-2.3594708,-2.1846976,0.1747732
70,1.6440303,1.6335925,"('lethargic', 'energetic')",1.6440303,1.6335925,-0.0104378
71,0.3357184,0.31989327,"('diffident', 'self-confident')",0.3357184,0.3198933,-0.0158251
72,0.8726457,1.0114704,"('unambitious', 'ambitious')",0.8726457,1.0114704,0.1388247
73,-3.2423792,-3.1133049,"('helpless', 'self-reliant')",-3.2423792,-3.1133049,0.1290743
74,0.3539686,0.14582643,"('undedicated', 'dedicated')",0.3539686,0.1458264,-0.2081422
75,-0.9842033,-0.67585164,"('meek', 'impulsive')",-0.9842033,-0.6758516,0.3083517
76,0.50057846,0.5332777,"('anxious', 'daring')",0.5005785,0.5332777,0.0326992
77,-0.8076692,-0.74691516,"('unmotivated', 'motivated')",-0.8076692,-0.7469152,0.060754
78,-0.4871745,-0.6249614,"('nonresilient', 'resilient')",-0.4871745,-0.6249614,-0.1377869
79,-0.6053679,-0.35718694,"('wavering', 'unwavering')",-0.6053679,-0.3571869,0.248181
80,0.027432237,-0.1756619,"('dominated', 'dominating')",0.0274322,-0.1756619,-0.2030941
81,0.50862175,0.5409603,"('submissive', 'aggressive')",0.5086218,0.5409603,0.0323385
82,6.968187,7.074921,"('poor', 'rich')",6.9681869,7.0749211,0.1067342
83,-0.35732982,-0.28015178,"('powerless', 'powerful')",-0.3573298,-0.2801518,0.077178
84,0.5090992,0.49380156,"('inferior', 'superior')",0.5090992,0.4938016,-0.0152976
85,-1.8258296,-1.7386653,"('insignificant', 'prestigious')",-1.8258296,-1.7386653,0.0871643
86,0.7930212,0.8340217,"('uninfluential', 'influential')",0.7930212,0.8340217,0.0410005
87,-0.062558964,0.020101108,"('unsuccessful', 'successful')",-0.062559,0.0201011,0.0826601
88,-0.05000731,0.031221833,"('low', 'eminent')",-0.0500073,0.0312218,0.0812291
