,colleague_male,colleague_female,tuple,average_male,average_female,female-male
0,0.50457,0.25242648,"('unsociable', 'sociable')",0.50457,0.2524265,-0.2521435
1,1.408298,1.3074104,"('unfriendly', 'friendly')",1.408298,1.3074104,-0.1008876
2,0.37585092,0.5820024,"('unlikable', 'likable')",0.3758509,0.5820024,0.2061515
3,0.9898782,1.0763823,"('repellent', 'pleasant')",0.9898782,1.0763823,0.0865041
4,-7.6781826,-7.448481,"('disliked', 'liked')",-7.6781826,-7.4484811,0.2297015
5,-0.52776384,-0.28831053,"('distant', 'outgoing')",-0.5277638,-0.2883105,0.2394533
6,-0.28169674,-0.077671334,"('distant', 'open')",-0.2816967,-0.0776713,0.2040254
7,0.8335248,0.8932311,"('insensitive', 'sensitive')",0.8335248,0.8932311,0.0597063
8,0.8098356,0.8462911,"('unaffectionate', 'affectionate')",0.8098356,0.8462911,0.0364555
9,1.6310719,1.6492625,"('unaffectionate', 'caring')",1.6310719,1.6492625,0.0181906
10,1.6103262,1.6686153,"('unsympathetic', 'sympathetic')",1.6103262,1.6686153,0.0582891
11,2.5410614,2.5151484,"('unhelpful', 'helpful')",2.5410614,2.5151484,-0.025913
12,-1.4712979,-1.4294101,"('unsupportive', 'supportive')",-1.4712979,-1.4294101,0.0418878
13,0.7194253,0.6010184,"('impolite', 'polite')",0.7194253,0.6010184,-0.1184069
14,-0.11499165,-0.21004802,"('antisocial', 'social')",-0.1149916,-0.210048,-0.0950564
15,-0.0039310437,-0.002548825,"('boring', 'funny')",-0.003931,-0.0025488,0.0013822
16,-0.4237376,-0.31742328,"('unpopular', 'popular')",-0.4237376,-0.3174233,0.1063143
17,-0.21989147,-0.12437953,"('nasty', 'nice')",-0.2198915,-0.1243795,0.095512
18,-1.0728704,-1.0347136,"('disagreeable', 'welcoming')",-1.0728704,-1.0347136,0.0381568
19,-0.8021518,-0.5669064,"('inhospitable', 'hospitable')",-0.8021518,-0.5669064,0.2352454
20,0.80613947,0.5882923,"('rough', 'thoughtful')",0.8061395,0.5882923,-0.2178472
21,0.35578674,0.50244373,"('immoral', 'moral')",0.3557867,0.5024437,0.146657
22,0.030178707,-0.01192498,"('untrustworthy', 'trustworthy')",0.0301787,-0.011925,-0.0421037
23,6.8707376,6.767954,"('insincere', 'sincere')",6.8707376,6.7679539,-0.1027837
24,2.0181339,2.0171711,"('dishonest', 'honest')",2.0181339,2.0171711,-0.0009628
25,0.25840783,0.17960823,"('egoistic', 'altruistic')",0.2584078,0.1796082,-0.0787996
26,0.26512817,0.068275966,"('hardhearted', 'benevolent')",0.2651282,0.068276,-0.1968522
27,1.5217805,1.3645856,"('hardhearted', 'softhearted')",1.5217805,1.3645856,-0.1571949
28,1.6266241,1.5412552,"('disloyal', 'loyal')",1.6266241,1.5412552,-0.0853689
29,-0.76067257,-0.8186597,"('unfair', 'fair')",-0.7606726,-0.8186597,-0.0579871
30,0.95648074,1.0216365,"('intolerant', 'tolerant')",0.9564807,1.0216365,0.0651558
31,-1.9207826,-1.8205057,"('evil', 'good')",-1.9207826,-1.8205057,0.1002769
32,1.632611,1.5729681,"('unkind', 'kind')",1.632611,1.5729681,-0.0596429
33,-0.5897457,-0.48017824,"('wrong', 'right')",-0.5897457,-0.4801782,0.1095675
34,4.7670493,4.9702353,"('mean', 'honorable')",4.7670493,4.9702353,0.203186
35,-1.5153394,-1.5763894,"('corrupt', 'incorrupt')",-1.5153394,-1.5763894,-0.06105
36,-1.154381,-1.1908073,"('hostile', 'amicable')",-1.154381,-1.1908073,-0.0364263
37,0.8779059,0.9683815,"('fake', 'genuine')",0.8779059,0.9683815,0.0904756
38,0.11831702,0.27944624,"('untruthful', 'truthful')",0.118317,0.2794462,0.1611292
39,0.3262186,0.19815052,"('exploitative', 'cooperative')",0.3262186,0.1981505,-0.1280681
40,-1.9849656,-2.062447,"('stingy', 'generous')",-1.9849656,-2.0624471,-0.0774815
41,0.43556273,0.39824072,"('unforgiving', 'forgiving')",0.4355627,0.3982407,-0.037322
42,-2.3490388,-2.2762012,"('unreliable', 'reliable')",-2.3490388,-2.2762012,0.0728376
