,floozie_male,floozie_female,tuple,average_male,average_female,female-male
0,0.4920472,0.3989817,"('unsociable', 'sociable')",0.4920472,0.3989817,-0.0930655
1,-0.8188021,-0.82236814,"('unfriendly', 'friendly')",-0.8188021,-0.8223681,-0.003566
2,-0.38739988,-0.36961836,"('unlikable', 'likable')",-0.3873999,-0.3696184,0.0177815
3,-0.9411395,-0.8192262,"('repellent', 'pleasant')",-0.9411395,-0.8192262,0.1219133
4,-1.6264284,-1.6631858,"('disliked', 'liked')",-1.6264284,-1.6631858,-0.0367574
5,0.49485204,0.49308905,"('distant', 'outgoing')",0.494852,0.4930891,-0.0017629
6,-0.131995,-0.0690036,"('distant', 'open')",-0.131995,-0.0690036,0.0629914
7,-0.53676873,-0.4632359,"('insensitive', 'sensitive')",-0.5367687,-0.4632359,0.0735328
8,-0.5591661,-0.57362485,"('unaffectionate', 'affectionate')",-0.5591661,-0.5736248,-0.0144587
9,-0.5849327,-0.598296,"('unaffectionate', 'caring')",-0.5849327,-0.598296,-0.0133633
10,-1.3823035,-1.3088795,"('unsympathetic', 'sympathetic')",-1.3823035,-1.3088795,0.073424
11,-0.43939513,-0.42515457,"('unhelpful', 'helpful')",-0.4393951,-0.4251546,0.0142405
12,-1.4953023,-1.4203513,"('unsupportive', 'supportive')",-1.4953023,-1.4203513,0.074951
13,-0.41676262,-0.47603437,"('impolite', 'polite')",-0.4167626,-0.4760344,-0.0592718
14,0.45043638,0.398947,"('antisocial', 'social')",0.4504364,0.398947,-0.0514894
15,0.8588627,0.73531437,"('boring', 'funny')",0.8588627,0.7353144,-0.1235483
16,0.18997206,0.1909363,"('unpopular', 'popular')",0.1899721,0.1909363,0.0009642
17,-0.5998497,-0.5762903,"('nasty', 'nice')",-0.5998497,-0.5762903,0.0235594
18,-0.43985522,-0.4114594,"('disagreeable', 'welcoming')",-0.4398552,-0.4114594,0.0283958
19,-0.111074224,-0.08293804,"('inhospitable', 'hospitable')",-0.1110742,-0.082938,0.0281362
20,-0.39548203,-0.35497636,"('rough', 'thoughtful')",-0.395482,-0.3549764,0.0405056
21,-0.6441641,-0.60154194,"('immoral', 'moral')",-0.6441641,-0.6015419,0.0426222
22,-0.49059743,-0.5144938,"('untrustworthy', 'trustworthy')",-0.4905974,-0.5144938,-0.0238964
23,1.0238575,1.0413977,"('insincere', 'sincere')",1.0238575,1.0413977,0.0175402
24,-0.71451247,-0.79508746,"('dishonest', 'honest')",-0.7145125,-0.7950875,-0.080575
25,-0.21905288,-0.27937058,"('egoistic', 'altruistic')",-0.2190529,-0.2793706,-0.0603177
26,0.29209426,0.22279753,"('hardhearted', 'benevolent')",0.2920943,0.2227975,-0.0692968
27,-0.051056854,-0.09365952,"('hardhearted', 'softhearted')",-0.0510569,-0.0936595,-0.0426026
28,-0.70041424,-0.77177846,"('disloyal', 'loyal')",-0.7004142,-0.7717785,-0.0713643
29,0.15684111,0.070818916,"('unfair', 'fair')",0.1568411,0.0708189,-0.0860222
