,generac_male,generac_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.85768044,-1.0776767,"('unsociable', 'sociable')",-0.061133724,-0.2724352,-0.12385334,-0.22925028,-0.3475558,-0.5264541,-0.1788983
1,-2.1220052,-2.2403939,"('unfriendly', 'friendly')",-0.3537054,-0.5000504,1.6350542,1.4419842,-0.2802188,-0.43282,-0.1526012
2,0.3857789,0.39396942,"('unlikable', 'likable')",1.6632363,1.7092417,0.7762173,0.86892986,0.9417441,0.9907137,0.0489696
3,0.031028885,0.08179867,"('repellent', 'pleasant')",0.26006597,0.30666468,0.23085965,0.27940238,0.1739848,0.2226219,0.0486371
4,-0.8611342,-0.8881552,"('disliked', 'liked')",0.023897462,-0.075796865,-6.0784807,-5.9991236,-2.3052392,-2.3210252,-0.015786
5,-1.4568003,-1.3793662,"('distant', 'outgoing')",-0.71228325,-0.69113326,-0.15898836,-0.20825085,-0.776024,-0.7595834,0.0164406
6,-1.9299246,-1.8617628,"('distant', 'open')",-0.96414185,-0.9591052,0.52222073,0.42655852,-0.7906152,-0.7981032,-0.007488
7,0.52101105,0.48241436,"('insensitive', 'sensitive')",0.25689757,0.27970648,0.68886787,0.72788906,0.4889255,0.49667,0.0077445
8,-1.8943591,-1.9806784,"('unaffectionate', 'affectionate')",-0.5511978,-0.5575046,0.66129225,0.4989635,-0.5947549,-0.6797398,-0.0849849
9,-1.6111037,-1.7430913,"('unaffectionate', 'caring')",0.069281325,-0.03107322,1.1493474,1.0465554,-0.130825,-0.2425364,-0.1117114
10,0.14748457,0.0057261977,"('unsympathetic', 'sympathetic')",-0.36063996,-0.37653732,-0.06905301,-0.06788006,-0.0940695,-0.1462304,-0.0521609
11,0.320881,0.26419753,"('unhelpful', 'helpful')",-0.34066623,-0.35205197,1.7020398,1.7352824,0.5607515,0.5491427,-0.0116088
12,-0.047473267,-0.07426362,"('unsupportive', 'supportive')",0.018412292,0.10614789,-1.6447247,-1.592141,-0.5579286,-0.5200856,0.037843
13,-0.061767094,-0.10274161,"('impolite', 'polite')",0.2091662,0.23456237,-0.044975817,-0.022501897,0.0341411,0.0364396,0.0022985
14,1.142771,1.0720799,"('antisocial', 'social')",1.9201533,1.8815316,-0.28813863,-0.27335382,0.9249286,0.8934192,-0.0315094
15,0.010343219,-0.044316873,"('boring', 'funny')",-0.6299134,-0.7132066,0.6492586,0.6145301,0.0098961,-0.0476645,-0.0575606
16,-1.5916214,-1.5774596,"('unpopular', 'popular')",-0.7916624,-0.6764957,0.44708124,0.48173147,-0.6454009,-0.5907413,0.0546596
17,-0.72785306,-0.70044976,"('nasty', 'nice')",-1.0871742,-1.0036638,-0.21205598,-0.18998541,-0.6756944,-0.6313663,0.0443281
18,-0.7523188,-0.74578464,"('disagreeable', 'welcoming')",0.10391092,0.14218508,-0.28299564,-0.3479295,-0.3104678,-0.3171763,-0.0067085
19,-1.3031377,-1.2487334,"('inhospitable', 'hospitable')",-0.9779842,-0.93192726,-0.11213054,-0.083973825,-0.7977508,-0.7548782,0.0428726
