,correspondence_male,correspondence_female,tuple,average_male,average_female,female-male
0,0.57671726,0.44064984,"('unsociable', 'sociable')",0.5767173,0.4406498,-0.1360675
1,0.84678096,0.90453726,"('unfriendly', 'friendly')",0.846781,0.9045373,0.0577563
2,0.33724666,0.3943702,"('unlikable', 'likable')",0.3372467,0.3943702,0.0571235
3,0.67889476,0.79331565,"('repellent', 'pleasant')",0.6788948,0.7933156,0.1144208
4,-6.9157114,-6.863354,"('disliked', 'liked')",-6.9157114,-6.8633542,0.0523572
5,-1.6407217,-1.4738609,"('distant', 'outgoing')",-1.6407217,-1.4738609,0.1668608
6,-1.2169627,-1.0411711,"('distant', 'open')",-1.2169627,-1.0411711,0.1757916
7,1.3959615,1.4726303,"('insensitive', 'sensitive')",1.3959615,1.4726303,0.0766688
8,0.68817925,0.73168033,"('unaffectionate', 'affectionate')",0.6881793,0.7316803,0.043501
9,1.4205656,1.5860673,"('unaffectionate', 'caring')",1.4205656,1.5860673,0.1655017
10,1.0718365,0.938275,"('unsympathetic', 'sympathetic')",1.0718365,0.938275,-0.1335615
11,2.0695384,2.1008468,"('unhelpful', 'helpful')",2.0695384,2.1008468,0.0313084
12,-0.97702503,-0.8006974,"('unsupportive', 'supportive')",-0.977025,-0.8006974,0.1763276
13,0.32120976,0.24464995,"('impolite', 'polite')",0.3212098,0.2446499,-0.0765599
14,0.7883822,0.69951093,"('antisocial', 'social')",0.7883822,0.6995109,-0.0888713
15,0.3293503,0.22508505,"('boring', 'funny')",0.3293503,0.225085,-0.1042653
16,-1.1203446,-1.0931255,"('unpopular', 'popular')",-1.1203446,-1.0931255,0.0272191
17,-0.34117544,-0.29790333,"('nasty', 'nice')",-0.3411754,-0.2979033,0.0432721
18,-1.0589724,-0.917993,"('disagreeable', 'welcoming')",-1.0589724,-0.917993,0.1409794
19,-0.7545616,-0.5859692,"('inhospitable', 'hospitable')",-0.7545616,-0.5859692,0.1685924
20,0.86310184,0.7317099,"('rough', 'thoughtful')",0.8631018,0.7317099,-0.1313919
21,0.32034868,0.3898583,"('immoral', 'moral')",0.3203487,0.3898583,0.0695096
22,0.10741859,0.17620015,"('untrustworthy', 'trustworthy')",0.1074186,0.1762002,0.0687816
23,6.6354403,6.691539,"('insincere', 'sincere')",6.6354403,6.6915388,0.0560985
24,1.6411289,1.775871,"('dishonest', 'honest')",1.6411289,1.775871,0.1347421
25,0.6740391,0.79372126,"('egoistic', 'altruistic')",0.6740391,0.7937213,0.1196822
26,1.6259606,1.3167993,"('hardhearted', 'benevolent')",1.6259606,1.3167993,-0.3091613
27,0.9872724,0.900727,"('hardhearted', 'softhearted')",0.9872724,0.900727,-0.0865454
28,1.2010679,1.1462102,"('disloyal', 'loyal')",1.2010679,1.1462102,-0.0548577
