,ford_male,ford_female,tuple,average_male,average_female,female-male
0,0.21348964,0.1531161,"('unsociable', 'sociable')",0.2134896,0.1531161,-0.0603735
1,1.2421751,1.1986144,"('unfriendly', 'friendly')",1.2421751,1.1986144,-0.0435607
2,0.3181961,0.4384675,"('unlikable', 'likable')",0.3181961,0.4384675,0.1202714
3,0.35476294,0.51079893,"('repellent', 'pleasant')",0.3547629,0.5107989,0.156036
4,-7.7050033,-7.8427496,"('disliked', 'liked')",-7.7050033,-7.8427496,-0.1377463
5,-0.5551505,-0.5955166,"('distant', 'outgoing')",-0.5551505,-0.5955166,-0.0403661
6,-0.33806765,-0.39948198,"('distant', 'open')",-0.3380677,-0.399482,-0.0614143
7,1.0722842,1.1723225,"('insensitive', 'sensitive')",1.0722842,1.1723225,0.1000383
8,1.3886094,1.3121448,"('unaffectionate', 'affectionate')",1.3886094,1.3121448,-0.0764646
9,1.9828124,1.9803914,"('unaffectionate', 'caring')",1.9828124,1.9803914,-0.002421
10,1.1101996,1.162581,"('unsympathetic', 'sympathetic')",1.1101996,1.162581,0.0523814
11,2.3641152,2.3356326,"('unhelpful', 'helpful')",2.3641152,2.3356326,-0.0284826
12,-1.169969,-1.1956731,"('unsupportive', 'supportive')",-1.169969,-1.1956731,-0.0257041
13,0.30228907,0.28460553,"('impolite', 'polite')",0.3022891,0.2846055,-0.0176836
14,0.35437852,0.41126397,"('antisocial', 'social')",0.3543785,0.411264,0.0568855
15,0.60172564,0.4754789,"('boring', 'funny')",0.6017256,0.4754789,-0.1262467
16,-0.8824661,-0.8132096,"('unpopular', 'popular')",-0.8824661,-0.8132096,0.0692565
17,-0.15993534,-0.16300553,"('nasty', 'nice')",-0.1599353,-0.1630055,-0.0030702
18,-1.082067,-1.0142277,"('disagreeable', 'welcoming')",-1.082067,-1.0142277,0.0678393
19,-0.6773181,-0.69307506,"('inhospitable', 'hospitable')",-0.6773181,-0.6930751,-0.015757
20,0.8037108,0.8124226,"('rough', 'thoughtful')",0.8037108,0.8124226,0.0087118
21,0.09005862,0.21255809,"('immoral', 'moral')",0.0900586,0.2125581,0.1224995
22,-0.18285015,-0.2680408,"('untrustworthy', 'trustworthy')",-0.1828502,-0.2680408,-0.0851906
23,6.497832,6.6608396,"('insincere', 'sincere')",6.4978318,6.6608396,0.1630078
24,1.7396106,1.6614499,"('dishonest', 'honest')",1.7396106,1.6614499,-0.0781607
25,0.33085847,0.2910502,"('egoistic', 'altruistic')",0.3308585,0.2910502,-0.0398083
26,1.179117,1.04029,"('hardhearted', 'benevolent')",1.179117,1.04029,-0.138827
27,1.1373787,1.0940454,"('hardhearted', 'softhearted')",1.1373787,1.0940454,-0.0433333
28,1.1594437,1.0818352,"('disloyal', 'loyal')",1.1594437,1.0818352,-0.0776085
29,-0.3789979,-0.5647146,"('unfair', 'fair')",-0.3789979,-0.5647146,-0.1857167
30,1.1036087,1.1399629,"('intolerant', 'tolerant')",1.1036087,1.1399629,0.0363542
31,-1.8512535,-1.9393233,"('evil', 'good')",-1.8512535,-1.9393233,-0.0880698
32,1.3782521,1.3074601,"('unkind', 'kind')",1.3782521,1.3074601,-0.070792
33,-0.107727215,-0.22321777,"('wrong', 'right')",-0.1077272,-0.2232178,-0.1154906
34,4.770808,5.010887,"('mean', 'honorable')",4.7708082,5.0108871,0.2400789
35,-1.1348377,-1.4365082,"('corrupt', 'incorrupt')",-1.1348377,-1.4365082,-0.3016705
36,-0.9419315,-1.1237175,"('hostile', 'amicable')",-0.9419315,-1.1237175,-0.181786
37,0.64201623,0.6675512,"('fake', 'genuine')",0.6420162,0.6675512,0.025535
38,0.13088545,0.090935215,"('untruthful', 'truthful')",0.1308855,0.0909352,-0.0399503
39,0.6776941,0.67546594,"('exploitative', 'cooperative')",0.6776941,0.6754659,-0.0022282
40,-1.7849854,-1.8049622,"('stingy', 'generous')",-1.7849854,-1.8049622,-0.0199768
41,0.6745247,0.52940273,"('unforgiving', 'forgiving')",0.6745247,0.5294027,-0.145122
42,-2.5530086,-2.4893107,"('unreliable', 'reliable')",-2.5530086,-2.4893107,0.0636979
43,1.631192,1.704348,"('irresponsible', 'responsible')",1.631192,1.704348,0.073156
44,-1.4056263,-1.3716226,"('prejudiced', 'unprejudiced')",-1.4056263,-1.3716226,0.0340037
45,0.26309112,0.23093607,"('incompetent', 'competent')",0.2630911,0.2309361,-0.032155
46,-0.47796482,-0.5070607,"('uncompetitive', 'competitive')",-0.4779648,-0.5070607,-0.0290959
47,5.6153545,5.805413,"('stupid', 'smart')",5.6153545,5.8054128,0.1900583
48,1.1499311,1.1882479,"('unintelligent', 'intelligent')",1.1499311,1.1882479,0.0383168
49,-0.113670565,0.07570879,"('unable', 'able')",-0.1136706,0.0757088,0.1893794
50,-0.74920106,-0.63375366,"('clumsy', 'skillful')",-0.7492011,-0.6337537,0.1154474
51,0.09986104,0.0678761,"('uneducated', 'educated')",0.099861,0.0678761,-0.0319849
52,-0.43576473,-0.5815806,"('irrational', 'rational')",-0.4357647,-0.5815806,-0.1458159
53,0.4481927,0.45125845,"('uncreative', 'creative')",0.4481927,0.4512585,0.0030658
54,0.98762894,1.0160221,"('incapable', 'capable')",0.9876289,1.0160221,0.0283932
55,0.7648128,0.89040387,"('incompetent', 'clever')",0.7648128,0.8904039,0.1255911
56,1.1872668,1.1895963,"('impractical', 'practical')",1.1872668,1.1895963,0.0023295
57,-2.4944625,-2.5861263,"('unimaginative', 'imaginative')",-2.4944625,-2.5861263,-0.0916638
58,-0.055841383,-0.047534306,"('undiscriminating', 'discriminating')",-0.0558414,-0.0475343,0.0083071
59,-0.058197826,-0.09441236,"('foolish', 'wise')",-0.0581978,-0.0944124,-0.0362146
