,ford_male,ford_female,tuple,average_male,average_female,female-male
60,0.6908851,0.9771164,"('inefficient', 'efficient')",0.6908851,0.9771164,0.2862313
61,0.71749103,0.58592397,"('illogical', 'logical')",0.717491,0.585924,-0.131567
62,1.2691779,1.4517959,"('incompetent', 'brilliant')",1.2691779,1.4517959,0.182618
63,0.866431,0.9032423,"('unperceptive', 'insightful')",0.866431,0.9032423,0.0368113
64,-6.3467565,-6.4010377,"('shy', 'confident')",-6.3467565,-6.4010377,-0.0542812
65,0.3753022,0.48063102,"('insecure', 'secure')",0.3753022,0.480631,0.1053288
66,-0.1453296,-0.27087137,"('inactive', 'active')",-0.1453296,-0.2708714,-0.1255418
67,-0.10051993,-0.10772328,"('doubtful', 'determined')",-0.1005199,-0.1077233,-0.0072034
68,-0.90486795,-0.83769536,"('dependent', 'independent')",-0.9048679,-0.8376954,0.0671725
69,-1.4673101,-1.5525246,"('lazy', 'industrious')",-1.4673101,-1.5525246,-0.0852145
70,1.1574217,1.1814462,"('lethargic', 'energetic')",1.1574217,1.1814462,0.0240245
71,0.35784507,0.39386716,"('diffident', 'self-confident')",0.3578451,0.3938672,0.0360221
72,0.6242592,0.723848,"('unambitious', 'ambitious')",0.6242592,0.723848,0.0995888
73,-3.519532,-3.4415867,"('helpless', 'self-reliant')",-3.519532,-3.4415867,0.0779453
74,0.014775052,-0.025109503,"('undedicated', 'dedicated')",0.0147751,-0.0251095,-0.0398846
75,-0.96910226,-0.99078417,"('meek', 'impulsive')",-0.9691023,-0.9907842,-0.0216819
76,0.6321619,0.79045177,"('anxious', 'daring')",0.6321619,0.7904518,0.1582899
77,-1.1103941,-0.9593205,"('unmotivated', 'motivated')",-1.1103941,-0.9593205,0.1510736
78,-0.33176088,-0.29556483,"('nonresilient', 'resilient')",-0.3317609,-0.2955648,0.0361961
79,-0.4348738,-0.50045043,"('wavering', 'unwavering')",-0.4348738,-0.5004504,-0.0655766
80,0.026731014,-0.023958543,"('dominated', 'dominating')",0.026731,-0.0239585,-0.0506895
81,0.13255076,0.24313569,"('submissive', 'aggressive')",0.1325508,0.2431357,0.1105849
82,5.630726,5.890306,"('poor', 'rich')",5.6307259,5.890306,0.2595801
83,-0.30405807,-0.3952607,"('powerless', 'powerful')",-0.3040581,-0.3952607,-0.0912026
84,0.29480696,0.219215,"('inferior', 'superior')",0.294807,0.219215,-0.075592
85,-1.0911262,-1.1465234,"('insignificant', 'prestigious')",-1.0911262,-1.1465234,-0.0553972
86,0.5974293,0.4401413,"('uninfluential', 'influential')",0.5974293,0.4401413,-0.157288
87,0.011424381,0.08304217,"('unsuccessful', 'successful')",0.0114244,0.0830422,0.0716178
88,-0.106005885,-0.07897602,"('low', 'eminent')",-0.1060059,-0.078976,0.0270299
