,accenture_male,accenture_female,tuple,plc_male,plc_female,ireland_male,ireland_female,average_male,average_female,female-male
0,-1.3780106,-1.3281273,"('unsociable', 'sociable')",-0.73440224,-0.8211608,-0.47140145,-0.46320736,-0.8612715,-0.8708318,-0.0095603
1,-0.24331728,-0.18486467,"('unfriendly', 'friendly')",0.77264506,0.49737638,2.1798792,2.071405,0.903069,0.7946389,-0.1084301
2,0.90271366,0.91183245,"('unlikable', 'likable')",1.2656766,1.2236444,1.1999216,1.2500261,1.1227706,1.1285009,0.0057303
3,-1.0140946,-0.8854904,"('repellent', 'pleasant')",-0.72945255,-0.63466287,-0.043328263,0.06770981,-0.5956252,-0.4841478,0.1114774
4,0.07713375,0.060461357,"('disliked', 'liked')",0.49236974,0.31144473,-4.738742,-4.527224,-1.3897462,-1.3851059,0.0046403
5,-0.34663105,-0.33103234,"('distant', 'outgoing')",0.008565508,-0.17035317,0.20832945,0.14530495,-0.0432454,-0.1186935,-0.0754481
6,-0.85860425,-0.8235298,"('distant', 'open')",-0.26196465,-0.43303278,0.74173987,0.6530099,-0.1262763,-0.2011842,-0.0749079
7,-0.62495977,-0.5806053,"('insensitive', 'sensitive')",0.029173467,0.097694404,0.8362636,0.947452,0.0801591,0.154847,0.0746879
8,-0.682855,-0.70126486,"('unaffectionate', 'affectionate')",0.30303374,0.16532464,1.1158236,0.9627476,0.2453341,0.1422691,-0.103065
9,-0.96320033,-0.9803287,"('unaffectionate', 'caring')",0.63307256,0.49301127,1.7223784,1.6333816,0.4640835,0.3820214,-0.0820621
10,-0.89689803,-0.85263985,"('unsympathetic', 'sympathetic')",-1.0278454,-0.9751328,0.44656625,0.594496,-0.4927257,-0.4110922,0.0816335
11,-1.2690902,-1.2928047,"('unhelpful', 'helpful')",-0.7897841,-0.7065928,1.4456564,1.473546,-0.2044059,-0.1752838,0.0291221
12,-0.8483821,-0.80518234,"('unsupportive', 'supportive')",0.5044115,0.5015589,-0.608207,-0.48430476,-0.3173925,-0.2626427,0.0547498
13,-0.56148887,-0.52773774,"('impolite', 'polite')",-0.5505808,-0.45216665,-0.15028101,-0.09403307,-0.4207835,-0.3579792,0.0628043
14,-0.41620052,-0.37941992,"('antisocial', 'social')",0.91784,0.97602224,-0.4086563,-0.3278416,0.0309944,0.0895869,0.0585925
15,0.49635255,0.51756227,"('boring', 'funny')",-0.034132812,-0.05454728,1.2405517,1.233518,0.5675905,0.565511,-0.0020795
16,0.15325958,0.18470713,"('unpopular', 'popular')",-0.9962647,-1.0210924,0.23144534,0.19715293,-0.2038532,-0.2130774,-0.0092242
17,0.17339769,0.23655684,"('nasty', 'nice')",-1.2784046,-1.2846662,-0.37467337,-0.36828142,-0.4932268,-0.4721302,0.0210966
18,-0.8131983,-0.7321708,"('disagreeable', 'welcoming')",-1.2147596,-1.2957184,0.24407789,0.24159317,-0.5946267,-0.595432,-0.0008053
19,-1.1644433,-1.1019493,"('inhospitable', 'hospitable')",-1.1660686,-1.2838612,-0.21185619,-0.2627513,-0.847456,-0.8828539,-0.0353979
20,0.25123593,0.33937395,"('rough', 'thoughtful')",0.87412375,0.95008034,0.0642858,0.16070983,0.3965485,0.483388,0.0868395
21,-0.7746194,-0.6800803,"('immoral', 'moral')",-0.9993584,-0.9303868,-0.67410684,-0.49885958,-0.8160282,-0.7031089,0.1129193
