,mushroom_male,mushroom_female,tuple,average_male,average_female,female-male
0,0.033754647,0.22040497,"('unsociable', 'sociable')",0.0337546,0.220405,0.1866504
1,1.5137683,1.4607804,"('unfriendly', 'friendly')",1.5137683,1.4607804,-0.0529879
2,0.52179414,0.83960223,"('unlikable', 'likable')",0.5217941,0.8396022,0.3178081
3,0.79782224,1.1968899,"('repellent', 'pleasant')",0.7978222,1.1968899,0.3990677
4,-7.249144,-6.8727207,"('disliked', 'liked')",-7.2491441,-6.8727207,0.3764234
5,-0.15144414,-0.086565435,"('distant', 'outgoing')",-0.1514441,-0.0865654,0.0648787
6,-0.038282372,0.026603822,"('distant', 'open')",-0.0382824,0.0266038,0.0648862
7,1.2180976,1.49603,"('insensitive', 'sensitive')",1.2180976,1.49603,0.2779324
8,0.9940443,0.8259055,"('unaffectionate', 'affectionate')",0.9940443,0.8259055,-0.1681388
9,1.4023131,1.3466287,"('unaffectionate', 'caring')",1.4023131,1.3466287,-0.0556844
10,1.3064393,1.6027813,"('unsympathetic', 'sympathetic')",1.3064393,1.6027813,0.296342
11,2.2525349,2.2784266,"('unhelpful', 'helpful')",2.2525349,2.2784266,0.0258917
12,-1.1164223,-0.8352835,"('unsupportive', 'supportive')",-1.1164223,-0.8352835,0.2811388
13,0.14164802,0.26194248,"('impolite', 'polite')",0.141648,0.2619425,0.1202945
14,0.20453218,0.26078594,"('antisocial', 'social')",0.2045322,0.2607859,0.0562537
15,0.5801571,0.4214417,"('boring', 'funny')",0.5801571,0.4214417,-0.1587154
16,-0.7267359,-0.62135893,"('unpopular', 'popular')",-0.7267359,-0.6213589,0.105377
17,-0.3045383,-0.149316,"('nasty', 'nice')",-0.3045383,-0.149316,0.1552223
18,-0.6147174,-0.3782378,"('disagreeable', 'welcoming')",-0.6147174,-0.3782378,0.2364796
19,-0.045578886,-0.008707579,"('inhospitable', 'hospitable')",-0.0455789,-0.0087076,0.0368713
20,0.9827401,0.8747266,"('rough', 'thoughtful')",0.9827401,0.8747266,-0.1080135
21,0.33377695,0.5896527,"('immoral', 'moral')",0.333777,0.5896527,0.2558757
22,0.015778622,0.17642114,"('untrustworthy', 'trustworthy')",0.0157786,0.1764211,0.1606425
23,6.757724,6.77388,"('insincere', 'sincere')",6.7577238,6.77388,0.0161562
24,2.3315434,2.4362464,"('dishonest', 'honest')",2.3315434,2.4362464,0.104703
25,0.3754,0.32237938,"('egoistic', 'altruistic')",0.3754,0.3223794,-0.0530206
26,0.31415296,0.08226307,"('hardhearted', 'benevolent')",0.314153,0.0822631,-0.2318899
27,1.532599,1.4589365,"('hardhearted', 'softhearted')",1.532599,1.4589365,-0.0736625
28,1.1827466,1.2621781,"('disloyal', 'loyal')",1.1827466,1.2621781,0.0794315
29,-0.017865017,-0.10074976,"('unfair', 'fair')",-0.017865,-0.1007498,-0.0828848
